,city,country,emissions,inventory_type,year
339,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,60788365.0,Community inventories,2015.0
340,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,29200.0,Government operations inventory,2010.0
341,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,17711.0,Government operations inventory,2011.0
342,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,17670.0,Government operations inventory,2012.0
343,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,401433.22,Government operations inventory,2013.0
344,"Kaohsiung City Government, Chinese Taipei",Chinese Taipei,419799.0,Government operations inventory,2013.0
345,"Kinmen County Government, Chinese Taipei",Chinese Taipei,450010.28,Community inventories,2016.0
346,"New Taipei City Government, Chinese Taipei",Chinese Taipei,17476961.0,Community inventories,2012.0
347,"New Taipei City Government, Chinese Taipei",Chinese Taipei,18326229.0,Community inventories,2013.0
348,"New Taipei City Government, Chinese Taipei",Chinese Taipei,18927334.0,Community inventories,2014.0
349,"New Taipei City Government, Chinese Taipei",Chinese Taipei,3705475.9,Government operations inventory,2001.0
350,"Pingtung County Government, Chinese Taipei",Chinese Taipei,4613158.0,Community inventories,2013.0
351,"Pingtung County Government, Chinese Taipei",Chinese Taipei,4870982.088,Community inventories,2015.0
352,"Pingtung County Government, Chinese Taipei",Chinese Taipei,121006.31999999999,Government operations inventory,2013.0
353,"Pingtung County Government, Chinese Taipei",Chinese Taipei,202501.0,Government operations inventory,2013.0
354,"Pingtung County Government, Chinese Taipei",Chinese Taipei,121006.31999999999,Government operations inventory,2015.0
355,"Taichung City Government, Chinese Taipei",Chinese Taipei,29669887.0,Community inventories,2011.0
356,"Taichung City Government, Chinese Taipei",Chinese Taipei,25751974.0,Community inventories,2012.0
357,"Taichung City Government, Chinese Taipei",Chinese Taipei,35612890.0,Community inventories,2013.0
358,"Tainan City Government, Chinese Taipei",Chinese Taipei,28583310.0,Community inventories,2010.0
359,"Tainan City Government, Chinese Taipei",Chinese Taipei,28454832.0,Community inventories,2011.0
360,"Tainan City Government, Chinese Taipei",Chinese Taipei,27643923.0,Community inventories,2012.0
361,"Tainan City Government, Chinese Taipei",Chinese Taipei,28487369.0,Community inventories,2013.0
362,"Tainan City Government, Chinese Taipei",Chinese Taipei,80871.0,Government operations inventory,2013.0
363,"Taipei City Government, Chinese Taipei",Chinese Taipei,15053471.0,Community inventories,2012.0
364,"Taipei City Government, Chinese Taipei",Chinese Taipei,14840650.0,Community inventories,2013.0
365,"Taipei City Government, Chinese Taipei",Chinese Taipei,15028377.0,Community inventories,2014.0
366,"Taipei City Government, Chinese Taipei",Chinese Taipei,12813817.0,Community inventories,2015.0
367,"Taipei City Government, Chinese Taipei",Chinese Taipei,13110785.09,Community inventories,2017.0
368,"Taipei City Government, Chinese Taipei",Chinese Taipei,5465300.0,Government operations inventory,2009.0
369,"Taoyuan City Government, Chinese Taipei",Chinese Taipei,3075235369.0,Community inventories,2014.0
370,"Taoyuan City Government, Chinese Taipei",Chinese Taipei,37068805.5,Community inventories,2015.0
371,"Taoyuan City Government, Chinese Taipei",Chinese Taipei,8265.48,Government operations inventory,2014.0
372,"Taoyuan City Government, Chinese Taipei",Chinese Taipei,11029.61,Government operations inventory,2015.0
373,"Capital District of Bogotá, Colombia",Colombia,16083753.0,Community inventories,2008.0
374,"Capital District of Bogotá, Colombia",Colombia,13621937.0,Community inventories,2012.0
375,"City of San Jerónimo de Montería, Colombia",Colombia,1236279.0,Community inventories,2009.0
376,"City of San Jerónimo de Montería, Colombia",Colombia,917624.0,Community inventories,2012.0
377,"City of San Jerónimo de Montería, Colombia",Colombia,1166.0,Community inventories,2014.0
378,"City of San Jerónimo de Montería, Colombia",Colombia,0.0,Government operations inventory,2009.0
379,"City of San Jerónimo de Montería, Colombia",Colombia,0.0,Government operations inventory,2012.0
380,"Municipality of Barranquilla, Colombia",Colombia,3023515.0,Community inventories,2013.0
381,"Municipality of Cartago, Colombia",Colombia,0.0,Government operations inventory,2016.0
382,"Municipality of Ibagué, Colombia",Colombia,923990.0,Community inventories,2014.0
383,"Municipality of Medellín, Colombia",Colombia,0.0,Government operations inventory,2013.0
384,"Municipality of Santiago de Cali, Colombia",Colombia,5087487.0,Community inventories,2011.0
385,"Municipality of Santiago de Cali, Colombia",Colombia,3433662.0,Government operations inventory,2012.0
386,"Municipality of Valledupar, Colombia",Colombia,1114495.0,Community inventories,2013.0
387,"Municipality of San José, Costa Rica",Costa Rica,19734.0,Government operations inventory,2011.0
388,"City of Copenhagen, Denmark",Denmark,2656796.0,Community inventories,2009.0
389,"City of Copenhagen, Denmark",Denmark,2510035.0,Community inventories,2010.0
390,"City of Copenhagen, Denmark",Denmark,4000.0,Government operations inventory,2011.0
391,"Municipality of Santa Cruz, Ecuador",Ecuador,20.0,Government operations inventory,2016.0
392,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,32383390.0,Community inventories,2011.0
393,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,6173164.0,Community inventories,2015.0
394,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,0.0,Government operations inventory,2011.0
395,"Municipality of the Metropolitan District of Quito, Ecuador",Ecuador,0.0,Government operations inventory,2015.0
396,"City of Espoo, Finland",Finland,1384407.0,Community inventories,1990.0
397,"City of Espoo, Finland",Finland,1801327.0,Community inventories,2009.0
398,"City of Espoo, Finland",Finland,0.0,Government operations inventory,1990.0
399,"City of Espoo, Finland",Finland,1829.0,Government operations inventory,2009.0
400,"City of Espoo, Finland",Finland,0.0,Government operations inventory,2013.0
401,"City of Helsinki, Finland",Finland,2026092.0,Community inventories,2014.0
402,"City of Helsinki, Finland",Finland,0.0,Government operations inventory,2014.0
403,"City of Lahti, Finland",Finland,764153.0,Community inventories,2012.0
404,"City of Lahti, Finland",Finland,580.0,Government operations inventory,2012.0
405,"City of Lappeenranta, Finland",Finland,7.0,Government operations inventory,2014.0
406,"City of Tampere, Finland",Finland,1132400.0,Community inventories,2012.0
407,"City of Tampere, Finland",Finland,1132700.0,Community inventories,2012.0
408,"Bordeaux Metropolis, France",France,3662194.0,Community inventories,2007.0
409,"City of Besançon, France",France,533678.0,Community inventories,2008.0
410,"City of Besançon, France",France,1681.0,Government operations inventory,2011.0
411,"City of Grenoble, France",France,0.0,Government operations inventory,2013.0
412,"City of Paris, France",France,12726800.0,Community inventories,2004.0
413,"City of Paris, France",France,7960493.0,Community inventories,2014.0
414,"City of Paris, France",France,56200.0,Government operations inventory,2004.0
415,"City of Paris, France",France,57100.0,Government operations inventory,2009.0
416,"City of Paris, France",France,61458.0,Government operations inventory,2014.0
417,"City of Paris, France",France,125500.0,Government operations inventory,2014.0
418,"Lille European Metropolis, France",France,8295985.0,Community inventories,2007.0
419,"Lille European Metropolis, France",France,0.0,Government operations inventory,
420,"Lyon Metropolis, France",France,7191700.0,Community inventories,2010
421,"Lyon Metropolis, France",France,240223.0,Government operations inventory,2009
422,"Toulouse Metropolis, France",France,2534574.0,Community inventories,2006
423,"Toulouse Metropolis, France",France,68200.0,Government operations inventory,2006
424,"Urban Community of Nantes Métropole, France",France,2076210.0,Community inventories,2003
425,"Urban Community of Nantes Métropole, France",France,141184.0,Government operations inventory,2012
426,"City of Hannover, Germany",Germany,9585435.61612556,Community inventories,2011
427,"City of Hannover, Germany",Germany,0.0,Government operations inventory,2011
428,"Federal City of Bonn, Germany",Germany,2052382.0,Community inventories,2010
429,"Federal City of Bonn, Germany",Germany,4066.0,Government operations inventory,2010
430,"Municipality of Pachalum, Guatemala",Guatemala,5726.0,Community inventories,2016
431,"Ahmadabad Municipal Corporation, India",India,13855311.0,Community inventories,2008
432,"Ahmadabad Municipal Corporation, India",India,66990.0,Government operations inventory,2008
433,"Bengaluru Municipal Corporation, India",India,5568706.7,Community inventories,2008
434,"Bhubaneswar Municipal Corporation, India",India,25469.1,Community inventories,2005
435,"Bhubaneswar Municipal Corporation, India",India,182682.99,Community inventories,2005
436,"Bhubaneswar Municipal Corporation, India",India,206539.62,Community inventories,2005
437,"Bhubaneswar Municipal Corporation, India",India,449533.32,Community inventories,2005
438,"Bhubaneswar Municipal Corporation, India",India,528002.28,Community inventories,2005
439,"Cochin Municipal Corporation, India",India,269372.0,Community inventories,2008
440,"Cochin Municipal Corporation, India",India,2079.0,Government operations inventory,2008
441,"Coimbatore City Municipal Corporation, India",India,4623905.0,Community inventories,2012
442,"Coimbatore City Municipal Corporation, India",India,4619085.0,Community inventories,2013
443,"Coimbatore City Municipal Corporation, India",India,4574155.0,Community inventories,2014
444,"Coimbatore City Municipal Corporation, India",India,5316666.0,Community inventories,2015
445,"Coimbatore City Municipal Corporation, India",India,3522.0,Government operations inventory,2008
446,"Coimbatore City Municipal Corporation, India",India,6394.0,Government operations inventory,2010
447,"Coimbatore City Municipal Corporation, India",India,19820063.0,Government operations inventory,2010
448,"Coimbatore City Municipal Corporation, India",India,0.0,Government operations inventory,2012
449,"Coimbatore City Municipal Corporation, India",India,0.0,Government operations inventory,2013
450,"Coimbatore City Municipal Corporation, India",India,0.0,Government operations inventory,2014
451,"Coimbatore City Municipal Corporation, India",India,433078.79000000004,Government operations inventory,2015
452,"Corporation of the City of Panaji, India",India,154914.0,Community inventories,2010
453,"Corporation of the City of Panaji, India",India,140366.0,Community inventories,2011
454,"Corporation of the City of Panaji, India",India,151227.0,Community inventories,2012
455,"Corporation of the City of Panaji, India",India,147168.0,Community inventories,2013
456,"Corporation of the City of Panaji, India",India,0.0,Government operations inventory,2013
457,"Dehradun Municipal Corporation, India",India,1316744.0,Community inventories,2008
458,"Dehradun Municipal Corporation, India",India,376.0,Government operations inventory,2008
459,"Gandhinagar Municipal Corporation, India",India,5424749.0,Community inventories,2011
460,"Greater Hyderabad Municipal Corporation, India",India,2333366.0,Community inventories,2002
461,"Greater Hyderabad Municipal Corporation, India",India,238510.0,Community inventories,2009
462,"Greater Hyderabad Municipal Corporation, India",India,2196031.0,Community inventories,2010
463,"Greater Hyderabad Municipal Corporation, India",India,0.0,Government operations inventory,2002
464,"Greater Hyderabad Municipal Corporation, India",India,153151.0,Government operations inventory,2010
465,"Greater Hyderabad Municipal Corporation, India",India,181335.0,Government operations inventory,2011
466,"Gwalior Municipal Corporation, India",India,591963.0,Community inventories,2008
467,"Gwalior Municipal Corporation, India",India,13787087.0,Community inventories,2009
468,"Gwalior Municipal Corporation, India",India,1115381.0,Community inventories,2011
469,"Gwalior Municipal Corporation, India",India,1138632.0,Community inventories,2012
470,"Gwalior Municipal Corporation, India",India,1195239.0,Community inventories,2013
471,"Gwalior Municipal Corporation, India",India,5752.0,Government operations inventory,2008
472,"Gwalior Municipal Corporation, India",India,9153.0,Government operations inventory,2009
473,"Gwalior Municipal Corporation, India",India,4575.0,Government operations inventory,2011
474,"Gwalior Municipal Corporation, India",India,7996.0,Government operations inventory,2012
475,"Gwalior Municipal Corporation, India",India,4719.0,Government operations inventory,2013
476,"Indore Municipal Corporation, India",India,1145839.0,Community inventories,2007
477,"Jaipur Municipal Corporation, India",India,7610894.0,Community inventories,2010
478,"Jaipur Municipal Corporation, India",India,3034.0,Government operations inventory,2010
479,"Kochi Municipal Corporation, India",India,640380.75,Community inventories,2017
480,"Kota Municipal Corporation, India",India,1099038.0,Community inventories,2010
481,"Kota Municipal Corporation, India",India,0.0,Government operations inventory,2010
482,"Nagpur Municipal Corporation, India",India,1534552.31,Community inventories,2007
483,"Nagpur Municipal Corporation, India",India,28796.9,Government operations inventory,2007
484,"Nashik City Corporation, India",India,366575.0,Government operations inventory,2013
485,"New Delhi Municipal Council, India",India,16326600.0,Community inventories,
486,"Pimpri Chinchwad Municipal Corporation, India",India,2260731.0,Community inventories,2009
487,"Pimpri Chinchwad Municipal Corporation, India",India,2761774.0,Community inventories,2010
488,"Pimpri Chinchwad Municipal Corporation, India",India,2947669.0,Community inventories,2011
489,"Pimpri Chinchwad Municipal Corporation, India",India,3185501.0,Community inventories,2012
490,"Pimpri Chinchwad Municipal Corporation, India",India,2015.0,Government operations inventory,2010
491,"Pimpri Chinchwad Municipal Corporation, India",India,2402.0,Government operations inventory,2011
492,"Pimpri Chinchwad Municipal Corporation, India",India,1510.0,Government operations inventory,2012
493,"Pune Municipal Corporation, India",India,6350326.0,Community inventories,2008
494,"Pune Municipal Corporation, India",India,4661066.0,Community inventories,2011
495,"Pune Municipal Corporation, India",India,4276.0,Government operations inventory,2008
496,"Rajkot Municipal Corporation, India",India,882103.0,Community inventories,2007
497,"Rajkot Municipal Corporation, India",India,1344676.0,Community inventories,2009
498,"Rajkot Municipal Corporation, India",India,1514267.0,Community inventories,2010
499,"Rajkot Municipal Corporation, India",India,1634367.0,Community inventories,2011
500,"Rajkot Municipal Corporation, India",India,1704380.0,Community inventories,2012
501,"Rajkot Municipal Corporation, India",India,2019912.0,Community inventories,2015
502,"Rajkot Municipal Corporation, India",India,0.0,Government operations inventory,2007
503,"Rajkot Municipal Corporation, India",India,0.0,Government operations inventory,2009
504,"Rajkot Municipal Corporation, India",India,0.0,Government operations inventory,2010
505,"Rajkot Municipal Corporation, India",India,1703.0,Government operations inventory,2011
506,"Rajkot Municipal Corporation, India",India,6677.57,Government operations inventory,2012
507,"Rajkot Municipal Corporation, India",India,7459.0,Government operations inventory,2015
508,"Shimla Municipal Corporation, India",India,111294.0,Community inventories,2008
509,"Shimla Municipal Corporation, India",India,182667.0,Community inventories,2009
510,"Shimla Municipal Corporation, India",India,186316.0,Community inventories,2010
511,"Shimla Municipal Corporation, India",India,195201.0,Community inventories,2011
512,"Shimla Municipal Corporation, India",India,204982.0,Community inventories,2012
513,"Shimla Municipal Corporation, India",India,218896.0,Community inventories,2013
514,"Shimla Municipal Corporation, India",India,106.0,Government operations inventory,2008
515,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2009
516,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2010
517,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2011
518,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2012
519,"Shimla Municipal Corporation, India",India,0.0,Government operations inventory,2013
520,"Surat Municipal Corporation, India",India,16255462.0,Community inventories,2011
521,"Surat Municipal Corporation, India",India,0.0,Government operations inventory,2011
522,"Thane Municipal Corporation, India",India,2327233.0,Community inventories,1990
523,"Thane Municipal Corporation, India",India,1411454.0,Community inventories,2007
524,"Thane Municipal Corporation, India",India,1676722.0,Community inventories,2009
525,"Thane Municipal Corporation, India",India,2138165.0,Community inventories,2010
526,"Thane Municipal Corporation, India",India,2027179.0,Community inventories,2011
527,"Thane Municipal Corporation, India",India,4077107.0,Community inventories,2013
528,"Thane Municipal Corporation, India",India,515.0,Government operations inventory,1990
529,"Thane Municipal Corporation, India",India,0.0,Government operations inventory,2007
530,"Thane Municipal Corporation, India",India,7184.0,Government operations inventory,2009
531,"Thane Municipal Corporation, India",India,6386.0,Government operations inventory,2010
532,"Thane Municipal Corporation, India",India,7702.0,Government operations inventory,2011
533,"Thane Municipal Corporation, India",India,783015.0,Government operations inventory,2013
534,"City of Balikpapan, Indonesia",Indonesia,-748326.591,Community inventories,2013
535,"City of Balikpapan, Indonesia",Indonesia,-748326.591,Community inventories,2015
536,"City of Balikpapan, Indonesia",Indonesia,481003.0,Community inventories,2015
537,"City of Balikpapan, Indonesia",Indonesia,359357.9,Government operations inventory,2015
538,"City of Bandung, Indonesia",Indonesia,2660.98238,Community inventories,2013
539,"City of Bandung, Indonesia",Indonesia,0.0,Government operations inventory,
540,"City of Bandung, Indonesia",Indonesia,1748.2172,Government operations inventory,2013
541,"City of Bogor, Indonesia",Indonesia,1251283.0,Community inventories,2015
542,"City of Bogor, Indonesia",Indonesia,0.0,Government operations inventory,
543,"City of Bogor, Indonesia",Indonesia,0.0,Government operations inventory,1986
544,"City of Cimahi, Indonesia",Indonesia,11370194.450000001,Community inventories,
545,"City of Malang, Indonesia",Indonesia,775422.0,Community inventories,2017
546,"City of Malang, Indonesia",Indonesia,0.0,Government operations inventory,2017
547,"City of Probolinggo, Indonesia",Indonesia,235623.0,Community inventories,2010
548,"City of Probolinggo, Indonesia",Indonesia,0.0,Government operations inventory,2010
549,"City of Semarang, Indonesia",Indonesia,177027.0,Community inventories,2010
550,"City of Semarang, Indonesia",Indonesia,1770297.41,Community inventories,2010
551,"City of Semarang, Indonesia",Indonesia,1066.0,Government operations inventory,2010
552,"City of Semarang, Indonesia",Indonesia,10661.39,Government operations inventory,2010
553,"Special Capital Region of Jakarta, Indonesia",Indonesia,16633289.0,Community inventories,2010
554,"Special Capital Region of Jakarta, Indonesia",Indonesia,16685429.0,Community inventories,2010
555,"Special Capital Region of Jakarta, Indonesia",Indonesia,0.0,Government operations inventory,2006
556,"Special Capital Region of Jakarta, Indonesia",Indonesia,95000.0,Government operations inventory,2010
557,"Jerusalem Municipality, Israel",Israel,2353555.0,Community inventories,2007
558,"Jerusalem Municipality, Israel",Israel,15449.0,Government operations inventory,2007
559,"City of Bologna, Italy",Italy,15019.2687737828,Government operations inventory,2013
560,"City of Forlì, Italy",Italy,812179.0,Community inventories,2000
561,"City of Rome, Italy",Italy,10999517.0,Community inventories,2003
562,"Metropolitan City of Florence, Italy",Italy,2487982.0,Community inventories,2005
563,"Metropolitan City of Florence, Italy",Italy,38972.0,Government operations inventory,2005
564,"Metropolitan City of Turin, Italy",Italy,12028000.0,Community inventories,2011
565,"Metropolitan City of Venice, Italy",Italy,1494743.0,Community inventories,2005
566,"Municipality of Ancona, Italy",Italy,606219.0,Community inventories,2010
567,"Municipality of Ancona, Italy",Italy,473.0,Government operations inventory,2010
568,"Municipality of Villa di Serio, Italy",Italy,2623616.0,Community inventories,2005
569,"Province of Siena, Italy",Italy,1550316.0,Community inventories,2010
570,"Province of Siena, Italy",Italy,0.0,Government operations inventory,2010
571,"Adachi City, Japan",Japan,2452000.0,Community inventories,2008
572,"Adachi City, Japan",Japan,2317000.0,Community inventories,2010
573,"Adachi City, Japan",Japan,0.0,Government operations inventory,2009
574,"Adachi City, Japan",Japan,34587.0,Government operations inventory,2011
575,"Aichi Prefecture, Japan",Japan,80956065.0,Community inventories,2008
576,"Aichi Prefecture, Japan",Japan,75007551.0,Community inventories,2009
577,"Aichi Prefecture, Japan",Japan,75203767.0,Community inventories,2010
578,"Aichi Prefecture, Japan",Japan,73971153.55,Community inventories,2012
579,"Aichi Prefecture, Japan",Japan,20881.0,Government operations inventory,2011
580,"Aichi Prefecture, Japan",Japan,3351.0,Government operations inventory,2012
581,"Aichi Prefecture, Japan",Japan,21186.0,Government operations inventory,2012
582,"Aichi Prefecture, Japan",Japan,21972.0,Government operations inventory,2013
583,"Akashi City, Japan",Japan,1873447.0,Community inventories,2007
584,"Akita City, Japan",Japan,3594000.0,Community inventories,2007
585,"Akita City, Japan",Japan,3357000.0,Community inventories,2010
586,"Akita City, Japan",Japan,119828.0,Government operations inventory,2012
587,"Akita Prefecture, Japan",Japan,9376000.0,Community inventories,2008
588,"Akita Prefecture, Japan",Japan,39060.0,Government operations inventory,2009
589,"Amami City, Japan",Japan,467.0,Government operations inventory,2010
590,"Aomori City, Japan",Japan,2800555.0,Community inventories,2008
591,"Aomori City, Japan",Japan,2791056.0,Community inventories,2010
592,"Aomori City, Japan",Japan,61056.0,Government operations inventory,2010
593,"Aomori City, Japan",Japan,51003.0,Government operations inventory,2012
594,"Aomori Prefecture, Japan",Japan,14745000.0,Community inventories,2008
595,"Asahikawa City, Japan",Japan,2894631.0,Community inventories,2007
596,"Asahikawa City, Japan",Japan,2585312.0,Community inventories,2009
597,"Asahikawa City, Japan",Japan,30908.0,Government operations inventory,2010
598,"Asahikawa City, Japan",Japan,32606.0,Government operations inventory,2012
599,"Atsugi City, Japan",Japan,2006534.0,Community inventories,2008
600,"Atsugi City, Japan",Japan,718.0,Government operations inventory,2010
601,"Chiba Prefecture, Japan",Japan,79203.0,Community inventories,2008
602,"Chiba Prefecture, Japan",Japan,75464000.0,Community inventories,2009
603,"Chiba Prefecture, Japan",Japan,8960.0,Government operations inventory,2008
604,"Chiba Prefecture, Japan",Japan,8008.0,Government operations inventory,2010
605,"Chigasaki City, Japan",Japan,1289000.0,Community inventories,2009
606,"Chiyoda City, Japan",Japan,3313000.0,Community inventories,2008
607,"Chiyoda City, Japan",Japan,3002000.0,Community inventories,2010
608,"Chiyoda City, Japan",Japan,35.0,Government operations inventory,2009
609,"Chiyoda City, Japan",Japan,38.0,Government operations inventory,2011
610,"Chuo City, Japan",Japan,2381000.0,Community inventories,2008
611,"Edogawa City, Japan",Japan,2401000.0,Community inventories,2008
612,"Edogawa City, Japan",Japan,716.0,Government operations inventory,2010
613,"Ehime Prefecture, Japan",Japan,20136000.0,Community inventories,2008
614,"Ehime Prefecture, Japan",Japan,19418000.0,Community inventories,2010
615,"Ehime Prefecture, Japan",Japan,0.0,Government operations inventory,2010
616,"Fuji City, Japan",Japan,7851000.0,Community inventories,2007
617,"Fuji City, Japan",Japan,6710000.0,Community inventories,2010
618,"Fuji City, Japan",Japan,29177.0,Government operations inventory,2010
619,"Fuji City, Japan",Japan,31039.0,Government operations inventory,2012
620,"Fujinomiya City, Japan",Japan,1444300.0,Community inventories,2008
621,"Fujinomiya City, Japan",Japan,28995.0,Government operations inventory,2009
622,"Fujisawa City, Japan",Japan,2896773.0,Community inventories,2008
623,"Fujisawa City, Japan",Japan,2929878.0,Community inventories,2010
624,"Fujisawa City, Japan",Japan,41845.0,Government operations inventory,2012
625,"Fukui Prefecture, Japan",Japan,8310000.0,Community inventories,2009
626,"Fukuoka City, Japan",Japan,7861050.0,Community inventories,2011
627,"Fukuoka City, Japan",Japan,294136.0,Government operations inventory,2012
628,"Fukushima Prefecture, Japan",Japan,17844000.0,Community inventories,2008
629,"Fukushima Prefecture, Japan",Japan,16671000.0,Community inventories,2010
630,"Fukushima Prefecture, Japan",Japan,71404.0,Government operations inventory,2012
631,"Funabashi City, Japan",Japan,4794100.0,Community inventories,2002
632,"Funabashi City, Japan",Japan,152233.0,Government operations inventory,2009
633,"Gifu Prefecture, Japan",Japan,17473000.0,Community inventories,2007
634,"Gifu Prefecture, Japan",Japan,16304000.0,Community inventories,2010
635,"Gifu Prefecture, Japan",Japan,6339.0,Government operations inventory,2010
636,"Gifu Prefecture, Japan",Japan,50071.0,Government operations inventory,2012
637,"Gunma Prefecture, Japan",Japan,20103000.0,Community inventories,2007
638,"Gunma Prefecture, Japan",Japan,9469.0,Government operations inventory,2010
639,"Hakodate City, Japan",Japan,2349621.0,Community inventories,2008
640,"Hamamatsu City, Japan",Japan,5811000.0,Community inventories,2009
641,"Hamamatsu City, Japan",Japan,5868000.0,Community inventories,2010
642,"Hamamatsu City, Japan",Japan,64522.0,Government operations inventory,2010
643,"Hamamatsu City, Japan",Japan,81996.0,Government operations inventory,2012
644,"Himeji City, Japan",Japan,9832000.0,Community inventories,2008
645,"Hiroshima City, Japan",Japan,6899000.0,Community inventories,2008
646,"Hiroshima City, Japan",Japan,8423304.0,Community inventories,2010
647,"Hiroshima City, Japan",Japan,8916709.0,Community inventories,2011
648,"Hiroshima City, Japan",Japan,9054490.0,Community inventories,2012
649,"Hiroshima City, Japan",Japan,94456.0,Government operations inventory,2009
650,"Hiroshima City, Japan",Japan,108607.0,Government operations inventory,2011
651,"Hiroshima City, Japan",Japan,113073.0,Government operations inventory,2012
652,"Hiroshima City, Japan",Japan,127074.2,Government operations inventory,2012
653,"Hiroshima Prefecture, Japan",Japan,55460000.0,Community inventories,2008
654,"Hiroshima Prefecture, Japan",Japan,9429.0,Government operations inventory,2009
655,"Hokkaido Prefecture, Japan",Japan,71320000.0,Community inventories,2008
656,"Hokkaido Prefecture, Japan",Japan,62980000.0,Community inventories,2010
657,"Hokkaido Prefecture, Japan",Japan,265040.0,Government operations inventory,2011
658,"Hokuto City, Japan",Japan,26.0,Government operations inventory,2010
659,"Hyogo Prefecture, Japan",Japan,63484000.0,Community inventories,2009
660,"Hyogo Prefecture, Japan",Japan,71485000.0,Community inventories,2011
661,"Hyogo Prefecture, Japan",Japan,137174.0,Government operations inventory,2012
662,"Iida City, Japan",Japan,744859.0,Community inventories,2009
663,"Iida City, Japan",Japan,0.0,Government operations inventory,2010
664,"Ishikawa Prefecture, Japan",Japan,7038000.0,Community inventories,2010
665,"Ishikawa Prefecture, Japan",Japan,4367.0,Government operations inventory,2010
666,"Ishikawa Prefecture, Japan",Japan,4205.0,Government operations inventory,2012
667,"Itabashi City, Japan",Japan,1947457.0,Community inventories,2009
668,"Itabashi City, Japan",Japan,2231302.0,Community inventories,2011
669,"Itabashi City, Japan",Japan,2087405.0,Community inventories,2012
670,"Itabashi City, Japan",Japan,2215000.0,Community inventories,2013
671,"Itabashi City, Japan",Japan,0.0,Government operations inventory,2009
672,"Itabashi City, Japan",Japan,27494.0,Government operations inventory,2011
673,"Itabashi City, Japan",Japan,25990.0,Government operations inventory,2012
674,"Itabashi City, Japan",Japan,0.0,Government operations inventory,2014
675,"Iwaki City, Japan",Japan,3499654.0,Community inventories,2011
676,"Iwaki City, Japan",Japan,111600.0,Government operations inventory,2012
677,"Kagawa Prefecture, Japan",Japan,8110000.0,Community inventories,2008
678,"Kagawa Prefecture, Japan",Japan,7881000.0,Community inventories,2010
679,"Kagawa Prefecture, Japan",Japan,36981.0,Government operations inventory,2010
680,"Kagawa Prefecture, Japan",Japan,34894.0,Government operations inventory,2012
681,"Kakogawa City, Japan",Japan,1265258.0,Community inventories,2005
682,"Kakogawa City, Japan",Japan,49705.0,Government operations inventory,2010
683,"Kanagawa Prefecture, Japan",Japan,74046688.0,Community inventories,2010
684,"Kanagawa Prefecture, Japan",Japan,17726.0,Government operations inventory,2011
685,"Kanagawa Prefecture, Japan",Japan,341911.0,Government operations inventory,2012
686,"Kasumigaura City, Japan",Japan,0.0,Government operations inventory,2011
687,"Kawagoe City, Japan",Japan,1758000.0,Community inventories,2007
688,"Kawaguchi City, Japan",Japan,2330600.0,Community inventories,2008
689,"Kawaguchi City, Japan",Japan,2133000.0,Community inventories,2010
690,"Kawaguchi City, Japan",Japan,66000.0,Government operations inventory,2010
691,"Kawaguchi City, Japan",Japan,80165.0,Government operations inventory,2012
692,"Kawasaki City, Japan",Japan,25172300.0,Community inventories,2008
693,"Kawasaki City, Japan",Japan,24022300.0,Community inventories,2010
694,"Kawasaki City, Japan",Japan,23882900.0,Community inventories,2011
695,"Kawasaki City, Japan",Japan,25437200.0,Community inventories,2013
696,"Kawasaki City, Japan",Japan,0.0,Government operations inventory,2010
697,"Kawasaki City, Japan",Japan,427812.0,Government operations inventory,2012
698,"Kawasaki City, Japan",Japan,161205.77,Government operations inventory,2015
699,"Kita City, Japan",Japan,1164000.0,Community inventories,2008
700,"Kitakyushu City, Japan",Japan,16315000.0,Community inventories,2008
701,"Kitakyushu City, Japan",Japan,17483000.0,Community inventories,2010
702,"Kitakyushu City, Japan",Japan,18346000.0,Community inventories,2011
703,"Kitakyushu City, Japan",Japan,17036846.0,Community inventories,2013
704,"Kitakyushu City, Japan",Japan,20091317.77,Community inventories,2014
705,"Kitakyushu City, Japan",Japan,166360.0,Government operations inventory,2010
706,"Kitakyushu City, Japan",Japan,167847.0,Government operations inventory,2012
707,"Kitakyushu City, Japan",Japan,162261.0,Government operations inventory,2013
708,"Kitakyushu City, Japan",Japan,176000.0,Government operations inventory,2013
709,"Kitakyushu City, Japan",Japan,141438.0,Government operations inventory,2014
710,"Kitamoto City, Japan",Japan,53.0,Government operations inventory,2010
711,"Kobe City, Japan",Japan,9859000.0,Community inventories,2009
712,"Kobe City, Japan",Japan,11387000.0,Community inventories,2011
713,"Kobe City, Japan",Japan,331932.0,Government operations inventory,2010
714,"Kobe City, Japan",Japan,238247.0,Government operations inventory,2012
