,"Agriculture, forest and other land use",Industrial process and product use,Other,Stationary energy,Transport,Unnamed: 0,Waste management,city,country,inventory_type
848,0.0,0.0,,284949.0,360982.0,848.0,10926.0,"City of Berkeley, CA, United States",United States,Community inventories
849,0.0,0.0,0.0,0.0,3817.0,849.0,30.0,"City of Berkeley, CA, United States",United States,Government operations inventory
850,0.0,0.0,,4552777.0,2051961.0,850.0,138828.0,"City of Boston, MA, United States",United States,Community inventories
851,0.0,0.0,0.0,0.0,0.0,851.0,0.0,"City of Boston, MA, United States",United States,Government operations inventory
852,0.0,0.0,,0.0,0.0,852.0,0.0,"City of Boulder, CO, United States",United States,Community inventories
853,0.0,0.0,4370.0,0.0,7939.0,853.0,1868.0,"City of Boulder, CO, United States",United States,Government operations inventory
854,0.0,0.0,,206806.26747117302,212591.9,854.0,5270.0,"City of Burlington, VT, United States",United States,Community inventories
855,0.0,0.0,0.0,0.0,1862.8,855.0,0.0,"City of Burlington, VT, United States",United States,Government operations inventory
856,0.0,12672.0,,1248386.0,838986.0,856.0,17132.0,"City of Charleston, SC, United States",United States,Community inventories
857,0.0,0.0,0.0,0.0,9252.0,857.0,0.0,"City of Charleston, SC, United States",United States,Government operations inventory
858,0.0,0.0,,556621.0,120111.0,858.0,24693.0,"City of Charlottesville, VA, United States",United States,Community inventories
859,0.0,0.0,0.0,0.0,5995.0,859.0,0.0,"City of Charlottesville, VA, United States",United States,Government operations inventory
860,0.0,0.0,,24176851.0,7736131.0,860.0,1632594.0,"City of Chicago, IL, United States",United States,Community inventories
861,0.0,0.0,0.0,0.0,0.0,861.0,0.0,"City of Chicago, IL, United States",United States,Government operations inventory
862,0.0,7962.0,,502059.0,393333.0,862.0,51723.0,"City of Chula Vista, CA, United States",United States,Community inventories
863,0.0,0.0,0.0,0.0,6617.0,863.0,0.0,"City of Chula Vista, CA, United States",United States,Government operations inventory
864,0.0,0.0,,4172024.0,1974198.0,864.0,0.0,"City of Cincinnati, OH, United States",United States,Community inventories
865,0.0,0.0,0.0,0.0,28733.47,865.0,0.0,"City of Cincinnati, OH, United States",United States,Government operations inventory
866,0.0,0.0,,6358398.0,1191153.0,866.0,132672.0,"City of Cleveland, OH, United States",United States,Community inventories
867,0.0,0.0,0.0,0.0,30445.0,867.0,0.0,"City of Cleveland, OH, United States",United States,Government operations inventory
868,0.0,0.0,26.0,0.0,1550.0,868.0,0.0,"City of Coconut Creek, FL, United States",United States,Government operations inventory
869,0.0,0.0,,0.0,0.0,869.0,0.0,"City of Columbus, OH, United States",United States,Community inventories
870,0.0,0.0,0.0,0.0,3345631.0,870.0,2889.0,"City of Columbus, OH, United States",United States,Government operations inventory
871,0.0,0.0,,2126261.0,0.0,871.0,68610.0,"City of Des Moines, IA, United States",United States,Community inventories
872,0.0,0.0,0.0,0.0,0.0,872.0,0.0,"City of Des Moines, IA, United States",United States,Government operations inventory
873,0.0,0.0,,2197858.0,488440.0,873.0,15839.0,"City of Duluth, MN, United States",United States,Community inventories
874,0.0,0.0,0.0,0.0,3330.0,874.0,0.0,"City of Duluth, MN, United States",United States,Government operations inventory
875,0.0,0.0,,58316.0,67880.0,875.0,6837.0,"City of El Cerrito, CA, United States",United States,Community inventories
876,0.0,0.0,397.0,0.0,488.0,876.0,66.0,"City of El Cerrito, CA, United States",United States,Government operations inventory
877,0.0,0.0,,73001.0,92010.0,877.0,4108.0,"City of Emeryville, CA, United States",United States,Community inventories
878,0.0,0.0,27.0,0.0,848.0,878.0,154.0,"City of Emeryville, CA, United States",United States,Government operations inventory
879,0.0,4097.0,,808563.0,0.0,879.0,0.0,"City of Evanston, IL, United States",United States,Community inventories
880,0.0,0.0,0.0,0.0,2966.0,880.0,0.0,"City of Evanston, IL, United States",United States,Government operations inventory
881,0.0,0.0,,734003.0,390905.0,881.0,65901.0,"City of Flagstaff, AZ, United States",United States,Community inventories
882,0.0,0.0,103.0,0.0,6573.0,882.0,1021.0,"City of Flagstaff, AZ, United States",United States,Government operations inventory
883,0.0,0.0,0.0,0.0,0.0,883.0,0.0,"City of Flint, MI, United States",United States,Government operations inventory
884,0.0,0.0,,1436488.0,522417.0,884.0,96682.0,"City of Fort Collins, CO, United States",United States,Community inventories
885,0.0,0.0,,682168.0,1116412.0,885.0,64641.0,"City of Fremont, CA, United States",United States,Community inventories
886,0.0,0.0,0.0,0.0,2789.0,886.0,491.0,"City of Fremont, CA, United States",United States,Government operations inventory
887,0.0,0.0,,842199.0,1146164.0,887.0,27285.0,"City of Grand Rapids, MI, United States",United States,Community inventories
888,0.0,0.0,0.0,0.0,7147.0,888.0,0.0,"City of Grand Rapids, MI, United States",United States,Government operations inventory
889,0.0,0.0,,192200.0,216546.0,889.0,3764.0,"City of Hawthorne, CA, United States",United States,Community inventories
890,0.0,0.0,0.0,0.0,1034.0,890.0,254.0,"City of Hawthorne, CA, United States",United States,Government operations inventory
891,0.0,0.0,0.0,0.0,1899.0,891.0,275.0,"City of Hillsboro, OR, United States",United States,Government operations inventory
892,0.0,0.0,0.0,0.0,87264.0,892.0,2175.0,"City of Houston, TX, United States",United States,Government operations inventory
893,0.0,0.0,,202892.0,205102.0,893.0,10572.0,"City of Keene, NH, United States",United States,Community inventories
894,0.0,0.0,0.0,0.0,1135.0,894.0,505.0,"City of Keene, NH, United States",United States,Government operations inventory
895,0.0,0.0,,2233941.0,1981042.0,895.0,0.0,"City of Knoxville, TN, United States",United States,Community inventories
896,0.0,0.0,5780.0,0.0,23812.0,896.0,1237.0,"City of Knoxville, TN, United States",United States,Government operations inventory
897,0.0,0.0,,0.0,0.0,897.0,0.0,"City of Las Cruces, NM, United States",United States,Community inventories
898,0.0,0.0,8834.0,0.0,7491.0,898.0,714.0,"City of Las Cruces, NM, United States",United States,Government operations inventory
899,0.0,0.0,,84275367.0,9817784.0,899.0,709951.0,"City of Las Vegas, NV, United States",United States,Community inventories
900,0.0,0.0,0.0,0.0,0.0,900.0,0.0,"City of Las Vegas, NV, United States",United States,Government operations inventory
901,0.0,0.0,,0.0,0.0,901.0,0.0,"City of Los Altos, CA, United States",United States,Community inventories
902,0.0,0.0,0.0,0.0,346.0,902.0,9.0,"City of Los Altos, CA, United States",United States,Government operations inventory
903,0.0,0.0,,148204.0,141488.0,903.0,5979.0,"City of Manhattan Beach, CA, United States",United States,Community inventories
904,0.0,0.0,0.0,0.0,1788.0,904.0,35.0,"City of Manhattan Beach, CA, United States",United States,Government operations inventory
905,0.0,0.0,,121428.0,360043.0,905.0,40248.0,"City of Martinez, CA, United States",United States,Community inventories
906,0.0,0.0,454.0,0.0,599.0,906.0,1035.0,"City of Martinez, CA, United States",United States,Government operations inventory
907,0.0,0.0,,930909.0,217831.0,907.0,75108.0,"City of Miami Beach, FL, United States",United States,Community inventories
908,0.0,0.0,0.0,0.0,0.0,908.0,0.0,"City of Miami Beach, FL, United States",United States,Government operations inventory
909,0.0,0.0,,2668054.0,1905956.0,909.0,130583.0,"City of Miami, FL, United States",United States,Community inventories
910,0.0,0.0,0.0,0.0,21228.0,910.0,1446.0,"City of Miami, FL, United States",United States,Government operations inventory
911,0.0,0.0,,0.0,0.0,911.0,0.0,"City of Minneapolis, MN, United States",United States,Community inventories
912,0.0,0.0,0.0,0.0,0.0,912.0,0.0,"City of Minneapolis, MN, United States",United States,Government operations inventory
913,0.0,0.0,,614468.0,409238.0,913.0,15041.0,"City of North Little Rock, AR, United States",United States,Community inventories
914,0.0,0.0,117.0,0.0,3999.13,914.0,286.0,"City of North Little Rock, AR, United States",United States,Government operations inventory
915,0.0,0.0,,984587.0,1488419.0,915.0,72914.0,"City of Oakland, CA, United States",United States,Community inventories
916,0.0,0.0,,265464.0,115022.0,916.0,8079.0,"City of Olympia, WA, United States",United States,Community inventories
917,0.0,0.0,,0.0,0.0,917.0,0.0,"City of Park City Municipal Corporation, UT, United States",United States,Community inventories
918,0.0,0.0,,14583227.0,0.0,918.0,1836091.0,"City of Philadelphia, PA, United States",United States,Community inventories
919,0.0,0.0,0.0,0.0,53320.0,919.0,155183.0,"City of Philadelphia, PA, United States",United States,Government operations inventory
920,0.0,0.0,,47700509.0,28328972.0,920.0,334394.0,"City of Portland, OR, United States",United States,Community inventories
921,0.0,0.0,,2347437.0,805031.0,921.0,35123.0,"City of Richmond, VA, United States",United States,Community inventories
922,0.0,0.0,11097.0,0.0,17163.0,922.0,15565.0,"City of Richmond, VA, United States",United States,Government operations inventory
923,0.0,0.0,0.0,0.0,4851.0,923.0,748.0,"City of Rock Hill, SC, United States",United States,Government operations inventory
924,0.0,0.0,,0.0,0.0,924.0,0.0,"City of Saint Paul, MN, United States",United States,Community inventories
925,0.0,0.0,,162407.0,74713.0,925.0,0.0,"City of San Rafael, CA, United States",United States,Community inventories
926,0.0,0.0,15.0,0.0,849.0,926.0,0.0,"City of San Rafael, CA, United States",United States,Government operations inventory
927,0.0,0.0,,212591.5495,307403.0444,927.0,18595.451540000002,"City of Santa Barbara, CA, United States",United States,Community inventories
928,0.0,0.0,,0.0,0.0,928.0,0.0,"City of Santa Cruz, CA, United States",United States,Community inventories
929,0.0,0.0,,842529.0,1023561.0,929.0,83415.0,"City of Santa Fe, NM, United States",United States,Community inventories
930,0.0,0.0,,334591.0,741615.0,930.0,34109.0,"City of Santa Monica, CA, United States",United States,Community inventories
931,0.0,0.0,0.0,0.0,0.0,931.0,0.0,"City of Santa Monica, CA, United States",United States,Government operations inventory
932,0.0,0.0,,2493000.0,3542000.0,932.0,97000.0,"City of Seattle, WA, United States",United States,Community inventories
933,0.0,0.0,0.0,0.0,23400.0,933.0,12900.0,"City of Seattle, WA, United States",United States,Government operations inventory
934,0.0,0.0,,0.0,0.0,934.0,0.0,"City of Southfield, MI, United States",United States,Community inventories
935,0.0,0.0,0.0,0.0,2996.0,935.0,1535.0,"City of Southfield, MI, United States",United States,Government operations inventory
936,0.0,0.0,,700350.0,444550.0,936.0,83840.0,"City of Sunnyvale, CA, United States",United States,Community inventories
937,0.0,0.0,,607023.0,891165.0,937.0,60527.0,"City of Tacoma, WA, United States",United States,Community inventories
938,0.0,0.0,0.0,0.0,0.0,938.0,35071.0,"City of Tacoma, WA, United States",United States,Government operations inventory
939,0.0,0.0,,4340255.0,2701124.0,939.0,199045.0,"City of Tucson, AZ, United States",United States,Community inventories
940,0.0,0.0,0.0,0.0,18561.0,940.0,1686.0,"City of Tucson, AZ, United States",United States,Government operations inventory
941,0.0,0.0,40.0,0.0,2076.0,941.0,40.0,"City of University City, MO, United States",United States,Government operations inventory
942,0.0,0.0,,0.0,0.0,942.0,0.0,"City of Urbana, IL, United States",United States,Community inventories
943,0.0,0.0,0.0,0.0,1471519.0,943.0,561086.0,"City of Urbana, IL, United States",United States,Government operations inventory
944,0.0,0.0,0.0,0.0,0.0,944.0,0.0,"City of Waukesha, WI, United States",United States,Government operations inventory
945,0.0,0.0,,880807.0,3320705.0,945.0,4982.0,"City of West Palm Beach, FL, United States",United States,Community inventories
946,0.0,0.0,,4449521.0,1742451.0,946.0,382996.0,"County of Lexington-Fayette, KY, United States",United States,Community inventories
947,0.0,4369106.935,,13734635.0,5687740.012999999,947.0,521728.8465,"Cuyahoga County, OH, United States",United States,Community inventories
948,0.0,0.0,,11099875.0,11080702.0,948.0,0.0,"Metropolitan Government of Nashville and Davidson County, TN, United States",United States,Community inventories
949,0.0,0.0,0.0,0.0,197768.0,949.0,0.0,"Metropolitan Government of Nashville and Davidson County, TN, United States",United States,Government operations inventory
950,0.0,0.0,,0.0,0.0,950.0,0.0,"Miami-Dade County, FL, United States",United States,Community inventories
951,0.0,0.0,,291246.0,481787.0,951.0,18245.0,"Santa Cruz County, CA, United States",United States,Community inventories
952,0.0,0.0,0.0,0.0,3673.0,952.0,18335.0,"Santa Cruz County, CA, United States",United States,Government operations inventory
953,0.0,0.0,,0.0,0.0,953.0,0.0,"Town of Wellfleet, MA, United States",United States,Community inventories
954,0.0,0.0,,1069271.0,515916.0,954.0,-2246.0,"Township of Hamilton, NJ, United States",United States,Community inventories
955,0.0,0.0,0.0,0.0,2428.0,955.0,4162.0,"Township of Hamilton, NJ, United States",United States,Government operations inventory
956,0.0,0.0,,122931.0,149353.0,956.0,957.0,"Village of Pinecrest, FL, United States",United States,Community inventories
957,0.0,0.0,,111033.0,97151.0,957.0,29219.0,"Chacao Municipality, Venezuela",Venezuela,Community inventories
958,0.0,0.0,0.0,0.0,690.0,958.0,0.0,"Chacao Municipality, Venezuela",Venezuela,Government operations inventory
959,0.0,0.0,,0.0,0.0,959.0,0.0,"Da Nang Municipal People's Government, Vietnam",Vietnam,Community inventories
960,0.0,0.0,,0.0,0.0,960.0,0.0,"Dong Ha City, Vietnam",Vietnam,Community inventories
961,5494.0,1080119.0,,13948.0,125235.0,,138065.0,"City of Santa Rosa, Laguna, Philippines",Philippines,Community inventories
962,0.0,0.0,0.0,0.0,570.1403937,,0.0,"City of Santa Rosa, Laguna, Philippines",Philippines,Government operations inventory
