,"Agriculture, forest and other land use",Industrial process and product use,Other,Stationary energy,Transport,Unnamed: 0,Waste management,city,country,inventory_type
615,556730.0,2871.0,,101440.0,1251937.0,615.0,342131.0,"Municipality of Tuxtla Gutiérrez, Mexico",Mexico,Community inventories
616,556729.52,0.0,0.0,0.0,705317.0,616.0,342131.25,"Municipality of Tuxtla Gutiérrez, Mexico",Mexico,Government operations inventory
617,2453.0,0.0,,0.0,1406870.0,617.0,234332.0,"Municipality of Xalapa-Enríquez, Mexico",Mexico,Community inventories
618,0.0,0.0,,17734.0,106276.0,618.0,43964.0,"Municipality of Yautepec de Zaragoza, Mexico",Mexico,Community inventories
619,67591.0,0.0,,1271883.0,2178751.0,619.0,833019.0,"Municipality of Zapopan, Mexico",Mexico,Community inventories
620,34247.0,11948.0,,11401036.0,12620635.0,620.0,482750.0,"México City Government, Mexico",Mexico,Community inventories
621,0.0,0.0,0.0,0.0,1057128.0,621.0,4379735.0,"México City Government, Mexico",Mexico,Government operations inventory
622,0.0,0.0,,1384406.0,1203925.0,622.0,241666.0,"City of Windhoek, Namibia",Namibia,Community inventories
623,349843.49799999996,40390.671160000005,,191262.0,404397.0,623.0,105386.34,"Dunedin City Council, New Zealand",New Zealand,Community inventories
624,64.63,0.0,314.02,0.0,0.0,624.0,21091.21,"Dunedin City Council, New Zealand",New Zealand,Government operations inventory
625,0.0,0.0,,151393.0,262838.0,625.0,61003.0,"Palmerston North City Council, New Zealand",New Zealand,Community inventories
626,0.0,0.0,0.0,0.0,1382.0,626.0,1526.0,"Palmerston North City Council, New Zealand",New Zealand,Government operations inventory
627,1053704.5259999998,22181.0,,92062.03004,279199.2784,627.0,94525.93615,"Rotorua Lakes Council, New Zealand",New Zealand,Community inventories
628,0.0,0.0,,28000.0,101000.0,628.0,12100.0,"Arendal Municipality, Norway",Norway,Community inventories
629,0.0,0.0,0.0,0.0,1134.0,629.0,0.0,"Arendal Municipality, Norway",Norway,Government operations inventory
630,0.0,0.0,,113600.0,159600.0,630.0,14800.0,"Kristiansand Municipality, Norway",Norway,Community inventories
631,0.0,0.0,,19100.0,40200.0,631.0,1000.0,"Lørenskog Municipality, Norway",Norway,Community inventories
632,1700.0,0.0,,540900.0,656100.0,632.0,18400.0,"Oslo Municipality, Norway",Norway,Community inventories
633,0.0,0.0,0.0,0.0,41093.0,633.0,0.0,"Oslo Municipality, Norway",Norway,Government operations inventory
634,0.0,0.0,,27600.0,97600.0,634.0,7700.0,"Ringerike Municipality, Norway",Norway,Community inventories
635,0.0,0.0,3460.0,0.0,1730.0,635.0,0.0,"Ringerike Municipality, Norway",Norway,Government operations inventory
636,0.0,0.0,,54400.0,139400.0,636.0,400.0,"Sandnes Municipality, Norway",Norway,Community inventories
637,0.0,0.0,,89500.0,171000.0,637.0,100.0,"Stavanger Municipality, Norway",Norway,Community inventories
638,0.0,0.0,,0.0,0.0,638.0,0.0,"Karachi City District, Pakistan",Pakistan,Community inventories
639,0.0,0.0,,318231.84,17160.24,639.0,0.0,"District Municipality of Miraflores, Peru",Peru,Community inventories
640,0.0,0.0,47.26,0.0,0.0,640.0,60.3,"District Municipality of Miraflores, Peru",Peru,Government operations inventory
641,0.0,0.0,,2006817.0,653848.0,641.0,18873.0,"Municipalidad de Santiago de Surco, Peru",Peru,Community inventories
642,0.0,0.0,0.0,0.0,0.0,642.0,18873.66,"Municipalidad de Santiago de Surco, Peru",Peru,Government operations inventory
643,0.0,0.0,,29224433.0,0.0,643.0,7561.0,"Municipality of Magdelena Del Mar, Peru",Peru,Community inventories
644,0.0,0.0,0.0,0.0,0.0,644.0,4.8,"Municipality of Magdelena Del Mar, Peru",Peru,Government operations inventory
645,0.0,0.0,,3.0,1785.0,645.0,54.0,"Municipality of San Isidro, Lima, Peru",Peru,Community inventories
646,0.0,0.0,71.14,0.0,0.0,646.0,10.6,"Municipality of San Isidro, Lima, Peru",Peru,Government operations inventory
647,0.0,0.0,,431508.0,175858.0,647.0,111903.0,"City Government of Marikina, Philippines",Philippines,Community inventories
648,71578.0,311779.0,,138033.0,169774.0,648.0,16607.0,"City of Batangas, Philippines",Philippines,Community inventories
649,0.0,0.0,0.0,0.0,260.9,649.0,49207.76,"City of Batangas, Philippines",Philippines,Government operations inventory
650,0.0,0.0,0.0,0.0,54642.0,650.0,203.0,"City of Cagayan de Oro, Philippines",Philippines,Government operations inventory
651,70128.0,0.0,,3906.0,47258.0,651.0,330.0,"City of Catbalogan, Philippines",Philippines,Community inventories
652,47258.0,0.0,0.0,0.0,0.0,652.0,326.29,"City of Catbalogan, Philippines",Philippines,Government operations inventory
653,0.0,0.0,,171.0,87492.0,653.0,227036.0,"City of Makati, Philippines",Philippines,Community inventories
654,0.0,0.0,0.0,0.0,1154.5,654.0,0.0,"City of Makati, Philippines",Philippines,Government operations inventory
655,13376.0,0.0,,147249.0,54745.0,655.0,28157.0,"City of Naga, Camarines Sur, Philippines",Philippines,Community inventories
656,0.0,0.0,,0.0,0.0,656.0,0.0,"City of Parañaque, Philippines",Philippines,Community inventories
657,0.0,0.0,,3000325.0,709806273.0,657.0,505534.0,"City of Quezon City, Philippines",Philippines,Community inventories
658,0.0,0.0,0.0,0.0,0.0,658.0,2268.85,"City of Quezon City, Philippines",Philippines,Government operations inventory
659,0.0,63536.0,,177626.0,418006.0,659.0,208458.85,"Pasig City Government, Philippines",Philippines,Community inventories
660,0.0,0.0,0.0,0.0,0.0,660.0,0.0,"Pasig City Government, Philippines",Philippines,Government operations inventory
661,0.0,0.0,,10540176.227835199,1793252.31245593,661.0,0.0,"City of Warsaw, Poland",Poland,Community inventories
662,0.0,0.0,0.0,0.0,0.0,662.0,0.0,"City of Warsaw, Poland",Poland,Government operations inventory
663,0.0,0.0,,0.0,0.0,663.0,0.0,"Municipality of Wroclaw, Poland",Poland,Community inventories
664,0.0,0.0,,227187.0,19729.0,664.0,0.0,"Municipality of Almada, Portugal",Portugal,Community inventories
665,0.0,0.0,0.0,0.0,1811.0,665.0,0.0,"Municipality of Almada, Portugal",Portugal,Government operations inventory
666,0.0,0.0,,352935.0,331160.0,666.0,53114.0,"Municipality of Oeiras, Portugal",Portugal,Community inventories
667,22049.0,0.0,,1258542.0,450207.0,667.0,23949.0,"Asan City, Republic of Korea",Republic of Korea,Community inventories
668,0.0,0.0,,0.0,0.0,668.0,0.0,"City of Changwon, Republic of Korea",Republic of Korea,Community inventories
669,0.0,0.0,0.0,0.0,0.0,669.0,0.0,"City of Changwon, Republic of Korea",Republic of Korea,Government operations inventory
670,0.0,74.0,,853.0,0.0,670.0,11.0,"Gangdong-gu Municipal Government, Republic of Korea",Republic of Korea,Community inventories
671,402816.0,3037642.0,,5285211.0,432550.0,671.0,30562.0,"Gangneung City, Republic of Korea",Republic of Korea,Community inventories
672,0.0,49828.0,,145024.0,112360.0,672.0,3544.0,"Pyeongchang County Government, Republic of Korea",Republic of Korea,Community inventories
673,0.0,0.0,,0.0,0.0,673.0,0.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,Community inventories
674,53000.0,1428000.0,1637000.0,0.0,9647000.0,674.0,2708000.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,Government operations inventory
675,0.0,0.0,,3594253.31,1820809.4640000002,675.0,239804.745,"Suwon City, Republic of Korea",Republic of Korea,Community inventories
676,-384135.0,78127.0,,536338.0,601326.0,676.0,22500.0,"Wonju City, Republic of Korea",Republic of Korea,Community inventories
677,87922.0,7989980.0,,43459399.0,731828.0,677.0,586597.0,"Yeosu City, Republic of Korea",Republic of Korea,Community inventories
678,0.0,1114100.0,,38433960.0,6960770.0,678.0,167010.0,"Government of Singapore, Singapore",Singapore,Community inventories
679,0.0,0.0,0.0,0.0,0.0,679.0,0.0,"Government of Singapore, Singapore",Singapore,Government operations inventory
680,44118.0,0.0,,1691663.0,857161.0,680.0,0.0,"Buffalo City Metropolitan Municipality, South Africa",South Africa,Community inventories
681,0.0,1371.0,0.0,0.0,4816.0,681.0,0.0,"Buffalo City Metropolitan Municipality, South Africa",South Africa,Government operations inventory
682,0.0,0.0,,5081720.0,6451949.0,682.0,2495612.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,Community inventories
683,0.0,0.0,0.0,0.0,40673.0,683.0,0.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,Government operations inventory
684,0.0,0.0,,0.0,0.0,684.0,0.0,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,Community inventories
685,0.0,0.0,18.0,0.0,6.0,685.0,1.0,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,Government operations inventory
686,0.0,0.0,,9084522.0,7852108.0,686.0,2393767.0,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,Community inventories
687,0.0,0.0,260522.0,0.0,30444.0,687.0,519.0,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,Government operations inventory
688,0.0,0.0,,1450610.0,216521.0,688.0,84868.0,"KwaDukuza Local Municipality, South Africa",South Africa,Community inventories
689,0.0,0.0,74458.0,0.0,929.0,689.0,0.0,"KwaDukuza Local Municipality, South Africa",South Africa,Government operations inventory
690,0.0,0.0,,31038.0,944392.0,690.0,313784.0,"Msunduzi Local Municipality, South Africa",South Africa,Community inventories
691,147.0,0.0,,3424237.0,1502898.0,691.0,58770.0,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,Community inventories
692,0.0,0.0,323960.0,0.0,9648.0,692.0,0.0,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,Government operations inventory
693,28393.0,0.0,,3051745.0,647122.0,693.0,45350.0,"Steve Tshwete Local Municipality, South Africa",South Africa,Community inventories
694,0.0,0.0,71674.0,0.0,2097.0,694.0,0.0,"Steve Tshwete Local Municipality, South Africa",South Africa,Government operations inventory
695,0.0,0.0,,7642235.0,4061851.0,695.0,280644.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,Community inventories
696,0.0,0.0,0.0,0.0,30396.0,696.0,960227.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,Government operations inventory
697,17392.0,208064.0,,15120534.0,6449006.0,697.0,323094.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,Community inventories
698,0.0,0.0,3552.0,0.0,0.0,698.0,142004.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,Government operations inventory
699,182.0,0.0,,2266160.0,235419.0,699.0,23500.0,"Municipality of A Coruña, Spain",Spain,Community inventories
700,0.0,0.0,0.0,0.0,2272.0,700.0,0.0,"Municipality of A Coruña, Spain",Spain,Government operations inventory
701,13366.0,33853.0,,90822.0,48216.0,701.0,4286.0,"Municipality of Amurrio, Spain",Spain,Community inventories
702,0.0,0.0,0.0,0.0,26.9425217917065,702.0,0.0,"Municipality of Amurrio, Spain",Spain,Government operations inventory
703,204.0,0.0,,877.0,2109.0,703.0,661.0,"Municipality of Areatza, Spain",Spain,Community inventories
704,0.0,0.0,0.0,0.0,3.908,704.0,0.0,"Municipality of Areatza, Spain",Spain,Government operations inventory
705,707.0,6546.0,,21769.0,11878.0,705.0,853.0,"Municipality of Balmaseda, Spain",Spain,Community inventories
706,0.0,0.0,0.0,0.0,301.75,706.0,0.0,"Municipality of Balmaseda, Spain",Spain,Government operations inventory
707,0.0,0.0,,1878267.0,1229326.0,707.0,488133.0,"Municipality of Barcelona, Spain",Spain,Community inventories
708,1004.0,218593.0,,569442.0,485372.0,708.0,201809.0,"Municipality of Bilbao, Spain",Spain,Community inventories
709,0.0,0.0,0.0,0.0,13504.14,709.0,0.0,"Municipality of Bilbao, Spain",Spain,Government operations inventory
710,0.0,0.0,,602298.0,607680.0,710.0,68697.0,"Municipality of Córdoba, Spain",Spain,Community inventories
711,0.0,123032.0,0.0,0.0,0.0,711.0,0.0,"Municipality of Córdoba, Spain",Spain,Government operations inventory
712,355.0,3089.0,,40801.0,41876.0,712.0,2744.0,"Municipality of Durango, Spain",Spain,Community inventories
713,0.0,0.0,0.0,0.0,12.83,713.0,0.0,"Municipality of Durango, Spain",Spain,Government operations inventory
714,2188.0,29.0,,105812.0,99902.0,714.0,16623.0,"Municipality of Errenteria, Spain",Spain,Community inventories
715,0.0,0.0,0.0,0.0,57.72,715.0,0.0,"Municipality of Errenteria, Spain",Spain,Government operations inventory
716,0.0,0.0,,484146.2012,512919.4911,716.0,0.0,"Municipality of Granada, Spain",Spain,Community inventories
717,0.0,0.0,0.0,0.0,0.0,717.0,2742.93,"Municipality of Granada, Spain",Spain,Government operations inventory
718,1175.0,706.0,,31948.0,26069.0,718.0,3235.0,"Municipality of Legazpi, Spain",Spain,Community inventories
719,0.0,0.0,0.0,0.0,178.52,719.0,0.0,"Municipality of Legazpi, Spain",Spain,Government operations inventory
720,0.0,0.0,,6074650.0,3036100.0,720.0,679000.0,"Municipality of Madrid, Spain",Spain,Community inventories
721,0.0,0.0,,0.0,0.0,721.0,0.0,"Municipality of Murcia, Spain",Spain,Community inventories
722,0.0,0.0,,2031688.0,777590.0,722.0,269042.0,"Municipality of Palma, Spain",Spain,Community inventories
723,0.0,0.0,0.0,0.0,0.0,723.0,269041.5,"Municipality of Palma, Spain",Spain,Government operations inventory
724,0.0,0.0,,0.0,0.0,724.0,0.0,"Municipality of Soria, Spain",Spain,Community inventories
725,3372.0,0.0,,28504.0,49423.0,725.0,7504.0,"Municipality of Tolosa, Spain",Spain,Community inventories
726,0.0,0.0,0.0,0.0,247.38,726.0,0.0,"Municipality of Tolosa, Spain",Spain,Government operations inventory
727,0.0,0.0,,0.0,0.0,727.0,0.0,"Municipality of Vitoria-Gasteiz, Spain",Spain,Community inventories
728,10536.0,82701.0,,2269938.5,1708811.0359999998,728.0,26275.0,"City of Gothenburg, Sweden",Sweden,Community inventories
729,0.0,0.0,0.0,0.0,4258.0,729.0,222269.0,"City of Gothenburg, Sweden",Sweden,Government operations inventory
730,0.0,0.0,,1284157.0,464701.0,730.0,4588.0,"City of Malmö, Sweden",Sweden,Community inventories
731,0.0,0.0,0.0,0.0,0.0,731.0,0.0,"City of Malmö, Sweden",Sweden,Government operations inventory
732,0.0,0.0,,1164680.0,741551.0,732.0,7763.0,"City of Stockholm, Sweden",Sweden,Community inventories
733,0.0,0.0,0.0,0.0,0.0,733.0,0.0,"City of Stockholm, Sweden",Sweden,Government operations inventory
734,67898.0,0.0,,71577.0,141166.0,734.0,2500.0,"Eskilstuna Municipality, Sweden",Sweden,Community inventories
735,0.0,0.0,0.0,0.0,1048.0,735.0,2500.0,"Eskilstuna Municipality, Sweden",Sweden,Government operations inventory
736,0.0,0.0,,141666.0,197841.0,736.0,0.0,"Gävle Municipality, Sweden",Sweden,Community inventories
737,0.0,0.0,0.0,0.0,0.0,737.0,0.0,"Gävle Municipality, Sweden",Sweden,Government operations inventory
738,0.0,0.0,,77996.06,145675.78,738.0,0.0,"Haninge Municipality, Sweden",Sweden,Community inventories
739,1862.0,4085.0,,27336.0,123049.0,739.0,44574.0,"Huddinge Municipality, Sweden",Sweden,Community inventories
740,0.0,0.0,0.0,0.0,374.0,740.0,0.0,"Huddinge Municipality, Sweden",Sweden,Government operations inventory
741,0.0,0.0,5298.0,0.0,2361.0,741.0,0.0,"Karlstad Municipality, Sweden",Sweden,Government operations inventory
742,133555.0,12552.0,,59750.0,186631.0,742.0,30059.0,"Kristianstad Municipality, Sweden",Sweden,Community inventories
743,0.0,0.0,0.0,0.0,0.0,743.0,0.0,"Kristianstad Municipality, Sweden",Sweden,Government operations inventory
744,38481.0,5552.0,,118706.0,166831.0,744.0,1377.0,"Lund Municipality, Sweden",Sweden,Community inventories
745,0.0,0.0,0.0,0.0,0.0,745.0,0.0,"Lund Municipality, Sweden",Sweden,Government operations inventory
746,0.0,0.0,,0.0,0.0,746.0,0.0,"Sollentuna Municipality, Sweden",Sweden,Community inventories
747,0.0,0.0,0.0,0.0,203.0,747.0,0.0,"Sollentuna Municipality, Sweden",Sweden,Government operations inventory
748,41914.1,11995.94,,28959.683999999997,49195.15,748.0,1042.133,"Säffle Municipality, Sweden",Sweden,Community inventories
749,0.0,0.0,0.0,0.0,113.0,749.0,0.0,"Säffle Municipality, Sweden",Sweden,Government operations inventory
750,0.0,0.0,,0.0,0.0,750.0,0.0,"Trollhättan Municipality, Sweden",Sweden,Community inventories
751,0.0,0.0,,0.0,0.0,751.0,0.0,"Täby Municipality, Sweden",Sweden,Community inventories
752,0.0,0.0,0.0,0.0,2160.0,752.0,0.0,"Täby Municipality, Sweden",Sweden,Government operations inventory
753,0.0,0.0,,199292.0,303748.0,753.0,0.0,"Umeå Municipality, Sweden",Sweden,Community inventories
754,0.0,0.0,0.0,0.0,1733.0,754.0,0.0,"Umeå Municipality, Sweden",Sweden,Government operations inventory
755,2486.0,4521.0,,7815.0,65635.0,755.0,2302.0,"Upplands Väsby Municipality, Sweden",Sweden,Community inventories
756,0.0,0.0,0.0,0.0,90.0,756.0,0.0,"Upplands Väsby Municipality, Sweden",Sweden,Government operations inventory
757,99854.0,21392.0,,459885.0,588661.0,757.0,12609.0,"Uppsala Municipality, Sweden",Sweden,Community inventories
758,0.0,0.0,172.0,0.0,0.0,758.0,0.0,"Uppsala Municipality, Sweden",Sweden,Government operations inventory
759,8250.0,0.0,,459415.0,252246.0,759.0,41077.0,"Västerås Municipality, Sweden",Sweden,Community inventories
760,0.0,0.0,0.0,0.0,1724.0,760.0,0.0,"Västerås Municipality, Sweden",Sweden,Government operations inventory
761,62677.0,7835.0,,43656.0,166609.0,761.0,21178.0,"Växjö Municipality, Sweden",Sweden,Community inventories
762,0.0,0.0,0.0,0.0,4564.0,762.0,0.0,"Växjö Municipality, Sweden",Sweden,Government operations inventory
763,6389.0,686.0,,10763.0,38683.0,763.0,4357.0,"Vårgårda Municipality, Sweden",Sweden,Community inventories
764,0.0,0.0,0.0,0.0,210.0,764.0,0.0,"Vårgårda Municipality, Sweden",Sweden,Government operations inventory
765,69460.0,7599.0,,74647.0,289789.0,765.0,28654.0,"Örebro Municipality, Sweden",Sweden,Community inventories
766,0.0,28685.0,0.0,0.0,0.0,766.0,0.0,"Örebro Municipality, Sweden",Sweden,Government operations inventory
767,32500.0,0.0,,54943.0,131500.0,767.0,18700.0,"Östersund Municipality, Sweden",Sweden,Community inventories
768,0.0,0.0,20.0,0.0,6337.901999999999,768.0,0.0,"Östersund Municipality, Sweden",Sweden,Government operations inventory
769,0.0,0.0,,0.0,0.0,769.0,0.0,"Moshi Municipal Council, Tanzania",Tanzania,Community inventories
770,0.0,3000.0,0.0,0.0,0.0,770.0,0.0,"Moshi Municipal Council, Tanzania",Tanzania,Government operations inventory
771,706.0,0.0,,22069.0,1101.0,771.0,2357.0,"Bangchak Sub District Municipality, Thailand",Thailand,Community inventories
772,0.0,0.0,5.07,0.0,0.0,772.0,2508.05,"Bangchak Sub District Municipality, Thailand",Thailand,Government operations inventory
773,0.0,0.0,5617.0,0.0,3480.0,773.0,470.0,"Chiang Mai City Municipality, Thailand",Thailand,Government operations inventory
774,-10604476.0,0.0,,38226.0,76375.0,774.0,2047803.0,"Chiang Rai City Municipality, Thailand",Thailand,Community inventories
775,0.0,0.0,42.0,0.0,904.0,775.0,69929.0,"Chiang Rai City Municipality, Thailand",Thailand,Government operations inventory
776,2397.0,0.0,,21487.0,6014.0,776.0,960.0,"Hat Siao Sub-District Municipality, Thailand",Thailand,Community inventories
777,179.26,0.0,23.26,0.0,0.0,777.0,10189.44,"Hat Siao Sub-District Municipality, Thailand",Thailand,Government operations inventory
778,76.0,0.0,,339380.0,118968.0,778.0,19299.0,"Hat Yai City Municipality, Thailand",Thailand,Community inventories
779,3907.38,0.0,691.15,0.0,3916.58,779.0,128834.13,"Hat Yai City Municipality, Thailand",Thailand,Government operations inventory
780,6929.0,0.0,,11299.0,7435.0,780.0,1341.0,"Huai Khao Kam Municipality, Thailand",Thailand,Community inventories
781,644.74,0.0,2.42,0.0,0.0,781.0,3321.080000000001,"Huai Khao Kam Municipality, Thailand",Thailand,Government operations inventory
782,0.0,0.0,,154330.0,8048.0,782.0,0.0,"Kalangnakorn Town Municipality, Thailand",Thailand,Community inventories
783,14.01,0.0,8.81,0.0,0.0,783.0,7110.730000000001,"Kalangnakorn Town Municipality, Thailand",Thailand,Government operations inventory
784,-86.0,0.0,,22961.0,3587.0,784.0,2128.0,"Khok Kruat Municipality, Thailand",Thailand,Community inventories
785,-43.0,0.0,35.0,0.0,68.0,785.0,4811.0,"Khok Kruat Municipality, Thailand",Thailand,Government operations inventory
786,0.0,0.0,0.0,0.0,2036.0,786.0,197392.0,"Khon Kaen City Municipality, Thailand",Thailand,Government operations inventory
787,11470.0,0.0,8.0,0.0,69.0,787.0,5005.0,"Khun Han Municipality, Thailand",Thailand,Government operations inventory
788,0.0,0.0,,72318.04000000001,21845.11,788.0,26240.16,"Lampang City Municipality, Thailand",Thailand,Community inventories
789,0.0,0.0,206.0,0.0,592.0,789.0,512.0,"Lampang City Municipality, Thailand",Thailand,Government operations inventory
790,1.0,0.0,0.0,0.0,25.0,790.0,3780.0,"Mae Raeng Municipality, Thailand",Thailand,Government operations inventory
791,0.0,0.0,,2411.0,337.0,791.0,1563.0,"Map Ammarit Municipality, Thailand",Thailand,Community inventories
792,0.0,0.0,29.89,0.0,0.0,792.0,5192.04,"Map Ammarit Municipality, Thailand",Thailand,Government operations inventory
793,0.0,0.0,5.0,0.0,38.0,793.0,6389.0,"Na Kaeo Municipality, Thailand",Thailand,Government operations inventory
794,0.0,0.0,0.0,0.0,21.0,794.0,0.0,"Nang Lae Municipality, Thailand",Thailand,Government operations inventory
795,0.0,0.0,7.0,0.0,266.0,795.0,11801.0,"Nong Samrong Town Municipality, Thailand",Thailand,Government operations inventory
796,0.0,0.0,368.0,0.0,2868.0,796.0,217443.0,"Nonthaburi City Municipality, Thailand",Thailand,Government operations inventory
797,372154.0,0.0,,765241.0,18626.0,797.0,663.0,"Patong Municipality, Thailand",Thailand,Community inventories
798,892.52,0.0,18.05,0.0,0.0,798.0,27050.33,"Patong Municipality, Thailand",Thailand,Government operations inventory
799,-313.0,0.0,,29306.0,306.0,799.0,1593.0,"Phanat Nikhom Town Municipality, Thailand",Thailand,Community inventories
800,0.0,0.0,94.89,0.0,0.0,800.0,12161.98,"Phanat Nikhom Town Municipality, Thailand",Thailand,Government operations inventory
801,-5.0,1470.0,,12744.0,271.0,801.0,314.0,"Phanom Sarakham Municipality, Thailand",Thailand,Community inventories
802,0.0,0.0,40.0,0.0,82.0,802.0,6610.0,"Phanom Sarakham Municipality, Thailand",Thailand,Government operations inventory
803,0.0,0.0,,0.0,0.0,803.0,0.0,"Phuket City Municipality, Thailand",Thailand,Community inventories
804,-113.0,0.0,42.0,0.0,1335.0,804.0,1523.0,"Phuket City Municipality, Thailand",Thailand,Government operations inventory
805,-7.0,0.0,0.0,0.0,54.0,805.0,2505.0,"Pong Municipality, Thailand",Thailand,Government operations inventory
806,5.0,0.0,,14091.0,790.0,806.0,1766.0,"Prix Municipality, Thailand",Thailand,Community inventories
807,16.43,0.0,2.94,0.0,0.0,807.0,2784.0,"Prix Municipality, Thailand",Thailand,Government operations inventory
808,0.0,0.0,34.53,0.0,0.0,808.0,4789.1500000000015,"Ranong Town Municipality, Thailand",Thailand,Government operations inventory
809,0.0,0.0,0.0,0.0,56.0,809.0,1770.0,"Rong Kwang Municipality, Thailand",Thailand,Government operations inventory
810,0.0,0.0,5.0,0.0,171.0,810.0,276.0,"Sikhio Town Municipality, Thailand",Thailand,Government operations inventory
811,0.0,0.0,336.0,0.0,452.0,811.0,33079.0,"Sisaket Town Municipality, Thailand",Thailand,Government operations inventory
812,-6534.0,0.0,,17180.0,15507.0,812.0,921.0,"Thung Song Town Municipality, Thailand",Thailand,Community inventories
813,-197.0,0.0,77.0,0.0,1308.0,813.0,39115.0,"Thung Song Town Municipality, Thailand",Thailand,Government operations inventory
814,448.0,0.0,,383898.0,6249.0,814.0,31041.0,"Ubonratchathani Municipality, Thailand",Thailand,Community inventories
815,144.61,0.0,73.72,0.0,0.0,815.0,26335.48,"Ubonratchathani Municipality, Thailand",Thailand,Government operations inventory
816,1750.0,0.0,,66004.0,11541.0,816.0,1229.0,"Yasothon Town Municipality, Thailand",Thailand,Community inventories
817,0.0,0.0,151.26,0.0,0.0,817.0,34732.369999999995,"Yasothon Town Municipality, Thailand",Thailand,Government operations inventory
818,0.0,1363741.0,,20154662.0,13309358.0,818.0,2371376.0,"Istanbul Metropolitan Municipality, Turkey",Turkey,Community inventories
819,0.0,0.0,0.0,0.0,0.0,819.0,0.0,"Istanbul Metropolitan Municipality, Turkey",Turkey,Government operations inventory
820,0.0,0.0,,0.0,0.0,820.0,0.0,"Izmir Metropolitan Municipality, Turkey",Turkey,Community inventories
821,1748.0,0.0,0.0,0.0,0.0,821.0,0.0,"Izmir Metropolitan Municipality, Turkey",Turkey,Government operations inventory
822,0.0,17.0,17.0,0.0,6173.0,822.0,0.0,"Kadiköy Municipality, Turkey",Turkey,Government operations inventory
823,0.0,0.0,,0.0,0.0,823.0,0.0,"Kampala Capital City Authority, Uganda",Uganda,Community inventories
824,0.0,16.08,6295.55,0.0,0.0,824.0,0.0,"Kampala Capital City Authority, Uganda",Uganda,Government operations inventory
825,0.0,0.0,,1688000.0,439000.0,825.0,0.0,"Bristol City Council, United Kingdom",United Kingdom,Community inventories
826,0.0,0.0,0.0,0.0,2681.0,826.0,0.0,"Bristol City Council, United Kingdom",United Kingdom,Government operations inventory
827,0.0,0.0,,12406730.0,9233767.0,827.0,286115.0,"Broward County, FL, United States",United States,Community inventories
828,0.0,0.0,0.0,0.0,51416.0,828.0,1532.0,"Broward County, FL, United States",United States,Government operations inventory
829,0.0,0.0,,2656463.0,2222459.0,829.0,244625.0,"City and County of San Francisco, CA, United States",United States,Community inventories
830,0.0,0.0,0.0,0.0,77362.0,830.0,0.0,"City and County of San Francisco, CA, United States",United States,Government operations inventory
831,0.0,0.0,,0.0,0.0,831.0,0.0,"City of Albany, CA, United States",United States,Community inventories
832,0.0,0.0,0.0,0.0,0.0,832.0,0.0,"City of Albany, CA, United States",United States,Government operations inventory
833,0.0,0.0,,314991.0,84352.0,833.0,1736.0,"City of Alton, IL, United States",United States,Community inventories
834,0.0,0.0,0.0,0.0,0.0,834.0,0.0,"City of Alton, IL, United States",United States,Government operations inventory
835,0.0,0.0,0.0,0.0,0.0,835.0,0.0,"City of Ann Arbor, MI, United States",United States,Government operations inventory
836,0.0,0.0,,194650.0,144519.0,836.0,18259.0,"City of Antioch, CA, United States",United States,Community inventories
837,0.0,0.0,0.0,0.0,0.0,837.0,0.0,"City of Antioch, CA, United States",United States,Government operations inventory
838,0.0,0.0,,5572216.0,2781843.0,838.0,462806.0,"City of Atlanta, GA, United States",United States,Community inventories
839,0.0,0.0,11961.0,0.0,26550.0,839.0,116187.0,"City of Atlanta, GA, United States",United States,Government operations inventory
840,0.0,783038.0,,7098353.0,4779091.0,840.0,660631.0,"City of Austin, TX, United States",United States,Community inventories
841,0.0,0.0,0.0,0.0,46490.0,841.0,10418.0,"City of Austin, TX, United States",United States,Government operations inventory
842,0.0,0.0,,6024557.0,1183046.0,842.0,320303.0,"City of Baltimore, MD, United States",United States,Community inventories
843,0.0,0.0,0.0,0.0,116578.0,843.0,116.0,"City of Baltimore, MD, United States",United States,Government operations inventory
844,0.0,0.0,,745731.0,465343.0,844.0,27422.0,"City of Beaverton, OR, United States",United States,Community inventories
845,0.0,0.0,0.0,0.0,1453.0,845.0,27.0,"City of Beaverton, OR, United States",United States,Government operations inventory
846,0.0,0.0,,367735.0,305490.0,846.0,8360.0,"City of Benicia, CA, United States",United States,Community inventories
847,0.0,0.0,1632.0,0.0,900.0,847.0,0.0,"City of Benicia, CA, United States",United States,Government operations inventory
