,"Agriculture, forest and other land use",Industrial process and product use,Stationary energy,Transport,Waste management,city,country,inventory_type,Other
521,71.0,0.0,1646.0,9704.0,133.0,"Municipality of Mazatepec, Mexico",Mexico,Community inventories,
522,0.0,0.0,0.0,0.0,0.0,"Municipality of Merida, Mexico",Mexico,Community inventories,
523,14696.0,0.0,599233.0,1744267.0,929292.0,"Municipality of Puebla de Zaragoza, Mexico",Mexico,Community inventories,
524,14696.0,0.0,0.0,602631.0,929292.0,"Municipality of Puebla de Zaragoza, Mexico",Mexico,Government operations inventory,235066.0
525,0.0,0.0,0.0,0.0,0.0,"Municipality of Salamanca, Mexico",Mexico,Government operations inventory,0.0
526,0.0,0.0,0.0,0.0,0.0,"Municipality of San Pedro Tlaquepaque, Mexico",Mexico,Community inventories,
527,0.0,372.8,0.0,37475.0,172098.76,"Municipality of San Pedro Tlaquepaque, Mexico",Mexico,Government operations inventory,0.0
528,186090.0,1080070.0,3099290.0,0.0,267524.0,"Municipality of Tlalnepantla de Baz, Mexico",Mexico,Community inventories,
529,82773.0,1621.0,2659959.0,1516259.0,117705.0,"Municipality of Toluca de Lerdo, Mexico",Mexico,Community inventories,
530,8277.0,1621.0,0.0,1516259.0,1117705.0,"Municipality of Toluca de Lerdo, Mexico",Mexico,Government operations inventory,0.0
531,2453.0,0.0,0.0,1406870.0,234332.0,"Municipality of Xalapa-Enríquez, Mexico",Mexico,Community inventories,
532,0.0,0.0,17734.0,106276.0,43964.0,"Municipality of Yautepec de Zaragoza, Mexico",Mexico,Community inventories,
533,67591.0,0.0,1271883.0,2178751.0,833019.0,"Municipality of Zapopan, Mexico",Mexico,Community inventories,
534,34247.0,11948.0,11401036.0,12620635.0,482750.0,"México City Government, Mexico",Mexico,Community inventories,
535,0.0,0.0,0.0,1057128.0,4379735.0,"México City Government, Mexico",Mexico,Government operations inventory,0.0
536,0.0,0.0,1384406.0,1203925.0,241666.0,"City of Windhoek, Namibia",Namibia,Community inventories,
537,0.0,0.0,151393.0,262838.0,61003.0,"Palmerston North City Council, New Zealand",New Zealand,Community inventories,
538,0.0,0.0,0.0,1382.0,1526.0,"Palmerston North City Council, New Zealand",New Zealand,Government operations inventory,0.0
539,0.0,0.0,28000.0,101000.0,12100.0,"Arendal Municipality, Norway",Norway,Community inventories,
540,0.0,0.0,0.0,1134.0,0.0,"Arendal Municipality, Norway",Norway,Government operations inventory,0.0
541,0.0,0.0,113600.0,159600.0,14800.0,"Kristiansand Municipality, Norway",Norway,Community inventories,
542,0.0,0.0,19100.0,40200.0,1000.0,"Lørenskog Municipality, Norway",Norway,Community inventories,
543,1700.0,0.0,540900.0,656100.0,18400.0,"Oslo Municipality, Norway",Norway,Community inventories,
544,0.0,0.0,0.0,41093.0,0.0,"Oslo Municipality, Norway",Norway,Government operations inventory,0.0
545,0.0,0.0,27600.0,97600.0,7700.0,"Ringerike Municipality, Norway",Norway,Community inventories,
546,0.0,0.0,0.0,1730.0,0.0,"Ringerike Municipality, Norway",Norway,Government operations inventory,3460.0
547,0.0,0.0,54400.0,139400.0,400.0,"Sandnes Municipality, Norway",Norway,Community inventories,
548,0.0,0.0,89500.0,171000.0,100.0,"Stavanger Municipality, Norway",Norway,Community inventories,
549,0.0,0.0,0.0,0.0,0.0,"Karachi City District, Pakistan",Pakistan,Community inventories,
550,0.0,0.0,318231.84,17160.24,0.0,"District Municipality of Miraflores, Peru",Peru,Community inventories,
551,0.0,0.0,0.0,0.0,0.0,"District Municipality of Miraflores, Peru",Peru,Government operations inventory,0.0
552,0.0,0.0,3.0,1785.0,54.0,"District Municipality of San Isidro, Peru",Peru,Community inventories,
553,0.0,0.0,0.0,0.0,0.0,"District Municipality of San Isidro, Peru",Peru,Government operations inventory,0.0
554,0.0,0.0,2006817.0,653848.0,18873.0,"Municipalidad de Santiago de Surco, Peru",Peru,Community inventories,
555,0.0,0.0,0.0,0.0,18873.66,"Municipalidad de Santiago de Surco, Peru",Peru,Government operations inventory,0.0
556,0.0,0.0,29224433.0,0.0,7561.0,"Municipality of Magdelena Del Mar, Peru",Peru,Community inventories,
557,0.0,0.0,0.0,0.0,4.8,"Municipality of Magdelena Del Mar, Peru",Peru,Government operations inventory,0.0
558,0.0,0.0,431508.0,175858.0,111903.0,"City Government of Marikina, Philippines",Philippines,Community inventories,
559,71578.0,311779.0,138033.0,169774.0,16607.0,"City of Batangas, Philippines",Philippines,Community inventories,
560,0.0,0.0,0.0,260.9,49207.76,"City of Batangas, Philippines",Philippines,Government operations inventory,0.0
561,0.0,0.0,0.0,54642.0,203.0,"City of Cagayan de Oro, Philippines",Philippines,Government operations inventory,0.0
562,70128.0,0.0,3906.0,47258.0,330.0,"City of Catbalogan, Philippines",Philippines,Community inventories,
563,47258.0,0.0,0.0,0.0,326.29,"City of Catbalogan, Philippines",Philippines,Government operations inventory,0.0
564,0.0,0.0,171.0,87492.0,227036.0,"City of Makati, Philippines",Philippines,Community inventories,
565,0.0,0.0,0.0,1154.5,0.0,"City of Makati, Philippines",Philippines,Government operations inventory,0.0
566,13376.0,0.0,147249.0,54745.0,28157.0,"City of Naga, Philippines",Philippines,Community inventories,
567,0.0,0.0,0.0,0.0,0.0,"City of Parañaque, Philippines",Philippines,Community inventories,
568,0.0,0.0,3000325.0,709806273.0,505534.0,"City of Quezon City, Philippines",Philippines,Community inventories,
569,0.0,0.0,0.0,0.0,2268.85,"City of Quezon City, Philippines",Philippines,Government operations inventory,0.0
570,17959.0,45467.0,18493.0,21681.0,2689.0,"City of San Carlos, Philippines",Philippines,Community inventories,
571,101.09,0.0,0.0,110.83,0.0,"City of San Carlos, Philippines",Philippines,Government operations inventory,0.0
572,5494.0,1080119.0,13948.0,125235.0,138065.0,"City of Santa Rosa, Laguna, Philippines",Philippines,Community inventories,
573,0.0,0.0,0.0,570.1403937,0.0,"City of Santa Rosa, Laguna, Philippines",Philippines,Government operations inventory,0.0
574,0.0,0.0,0.0,0.0,0.0,"LGU of San Jose del Monte City, Philippines",Philippines,Community inventories,
575,25192.02,86593.0,0.0,0.0,76609.12,"LGU of San Jose del Monte City, Philippines",Philippines,Government operations inventory,0.0
576,0.0,63536.0,177626.0,418006.0,208458.85,"Pasig City Government, Philippines",Philippines,Community inventories,
577,0.0,0.0,0.0,0.0,0.0,"Pasig City Government, Philippines",Philippines,Government operations inventory,0.0
578,0.0,5.0,0.0,0.0,0.0,"Tagum City, Philippines",Philippines,Government operations inventory,0.0
579,0.0,0.0,10540176.2278352,1793252.31245593,0.0,"City of Warsaw, Poland",Poland,Community inventories,
580,0.0,0.0,0.0,0.0,0.0,"City of Warsaw, Poland",Poland,Government operations inventory,0.0
581,0.0,0.0,0.0,0.0,0.0,"Municipality of Wroclaw, Poland",Poland,Community inventories,
582,0.0,0.0,227187.0,19729.0,0.0,"Municipality of Almada, Portugal",Portugal,Community inventories,
583,0.0,0.0,0.0,1811.0,0.0,"Municipality of Almada, Portugal",Portugal,Government operations inventory,0.0
584,0.0,0.0,352935.0,331160.0,53114.0,"Municipality of Oeiras, Portugal",Portugal,Community inventories,
585,22049.0,0.0,1258542.0,450207.0,23949.0,"Asan City, Republic of Korea",Republic of Korea,Community inventories,
586,0.0,0.0,0.0,0.0,0.0,"City of Changwon, Republic of Korea",Republic of Korea,Community inventories,
587,0.0,0.0,0.0,0.0,0.0,"City of Changwon, Republic of Korea",Republic of Korea,Government operations inventory,0.0
588,0.0,74.0,853.0,0.0,11.0,"Gangdong-gu Municipal Government, Republic of Korea",Republic of Korea,Community inventories,
589,402816.0,3037642.0,5285211.0,432550.0,30562.0,"Gangneung City, Republic of Korea",Republic of Korea,Community inventories,
590,0.0,49828.0,145024.0,112360.0,3544.0,"Pyeongchang County Government, Republic of Korea",Republic of Korea,Community inventories,
591,200920.0,1427991.0,32299633.0,9646827.0,2708132.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,Community inventories,
592,53000.0,1428000.0,0.0,9647000.0,2708000.0,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,Government operations inventory,1637000.0
593,0.0,0.0,0.0,0.0,0.0,"Suwon City, Republic of Korea",Republic of Korea,Community inventories,
594,-384135.0,78127.0,536338.0,601326.0,22500.0,"Wonju City, Republic of Korea",Republic of Korea,Community inventories,
595,35381.0,12030202.0,21595542.0,539690.0,300681.0,"Yeosu City, Republic of Korea",Republic of Korea,Community inventories,
596,0.0,1114100.0,38433960.0,6960770.0,167010.0,"Government of Singapore, Singapore",Singapore,Community inventories,
597,0.0,0.0,0.0,0.0,0.0,"Government of Singapore, Singapore",Singapore,Government operations inventory,0.0
598,44118.0,0.0,1691663.0,857161.0,0.0,"Buffalo City Metropolitan Municipality, South Africa",South Africa,Community inventories,
599,0.0,1371.0,0.0,4816.0,0.0,"Buffalo City Metropolitan Municipality, South Africa",South Africa,Government operations inventory,0.0
600,0.0,0.0,5081720.0,6451949.0,2495612.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,Community inventories,
601,0.0,0.0,0.0,40673.0,0.0,"Cape Town Metropolitan Municipality, South Africa",South Africa,Government operations inventory,0.0
602,0.0,0.0,0.0,0.0,0.0,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,Community inventories,
603,0.0,0.0,0.0,6.0,1.0,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,Government operations inventory,18.0
604,0.0,0.0,9084522.0,7852108.0,2393767.0,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,Community inventories,
605,0.0,0.0,0.0,30444.0,519.0,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,Government operations inventory,260522.0
606,0.0,0.0,1450610.0,216521.0,84868.0,"KwaDukuza Local Municipality, South Africa",South Africa,Community inventories,
607,0.0,0.0,0.0,929.0,0.0,"KwaDukuza Local Municipality, South Africa",South Africa,Government operations inventory,74458.0
608,0.0,0.0,31038.0,944392.0,313784.0,"Msunduzi Local Municipality, South Africa",South Africa,Community inventories,
609,147.0,0.0,3424237.0,1502898.0,58770.0,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,Community inventories,
610,0.0,0.0,0.0,9648.0,0.0,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,Government operations inventory,323960.0
611,28393.0,0.0,3051745.0,647122.0,45350.0,"Steve Tshwete Local Municipality, South Africa",South Africa,Community inventories,
612,0.0,0.0,0.0,2097.0,0.0,"Steve Tshwete Local Municipality, South Africa",South Africa,Government operations inventory,71674.0
613,0.0,0.0,7642235.0,4061851.0,280644.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,Community inventories,
614,0.0,0.0,0.0,30396.0,960227.0,"Tshwane Metropolitan Municipality, South Africa",South Africa,Government operations inventory,0.0
615,17392.0,208064.0,15120534.0,6449006.0,323094.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,Community inventories,
616,0.0,0.0,0.0,0.0,142004.0,"eThekwini Metropolitan Municipality, South Africa",South Africa,Government operations inventory,3552.0
617,182.0,0.0,2266160.0,235419.0,23500.0,"Municipality of A Coruña, Spain",Spain,Community inventories,
618,0.0,0.0,0.0,2272.0,0.0,"Municipality of A Coruña, Spain",Spain,Government operations inventory,0.0
619,13366.0,33853.0,90822.0,48216.0,4286.0,"Municipality of Amurrio, Spain",Spain,Community inventories,
620,0.0,0.0,0.0,26.9425217917065,0.0,"Municipality of Amurrio, Spain",Spain,Government operations inventory,0.0
621,204.0,0.0,877.0,2109.0,661.0,"Municipality of Areatza, Spain",Spain,Community inventories,
622,0.0,0.0,0.0,3.908,0.0,"Municipality of Areatza, Spain",Spain,Government operations inventory,0.0
623,707.0,6546.0,21769.0,11878.0,853.0,"Municipality of Balmaseda, Spain",Spain,Community inventories,
624,0.0,0.0,0.0,301.75,0.0,"Municipality of Balmaseda, Spain",Spain,Government operations inventory,0.0
625,0.0,0.0,1878267.0,1229326.0,488133.0,"Municipality of Barcelona, Spain",Spain,Community inventories,
626,1004.0,218593.0,569442.0,485372.0,201809.0,"Municipality of Bilbao, Spain",Spain,Community inventories,
627,0.0,0.0,0.0,13504.14,0.0,"Municipality of Bilbao, Spain",Spain,Government operations inventory,0.0
628,0.0,0.0,602298.0,607680.0,68697.0,"Municipality of Córdoba, Spain",Spain,Community inventories,
629,0.0,123032.0,0.0,0.0,0.0,"Municipality of Córdoba, Spain",Spain,Government operations inventory,0.0
630,355.0,3089.0,40801.0,41876.0,2744.0,"Municipality of Durango, Spain",Spain,Community inventories,
631,0.0,0.0,0.0,12.83,0.0,"Municipality of Durango, Spain",Spain,Government operations inventory,0.0
632,2188.0,29.0,105812.0,99902.0,16623.0,"Municipality of Errenteria, Spain",Spain,Community inventories,
633,0.0,0.0,0.0,57.72,0.0,"Municipality of Errenteria, Spain",Spain,Government operations inventory,0.0
634,0.0,0.0,484146.2012,512919.4911,0.0,"Municipality of Granada, Spain",Spain,Community inventories,
635,0.0,0.0,0.0,0.0,2742.93,"Municipality of Granada, Spain",Spain,Government operations inventory,0.0
636,1175.0,706.0,31948.0,26069.0,3235.0,"Municipality of Legazpi, Spain",Spain,Community inventories,
637,0.0,0.0,0.0,178.52,0.0,"Municipality of Legazpi, Spain",Spain,Government operations inventory,0.0
638,0.0,0.0,6074650.0,3036100.0,679000.0,"Municipality of Madrid, Spain",Spain,Community inventories,
639,0.0,0.0,0.0,0.0,0.0,"Municipality of Murcia, Spain",Spain,Community inventories,
640,0.0,0.0,2031688.0,777590.0,269042.0,"Municipality of Palma, Spain",Spain,Community inventories,
641,0.0,0.0,0.0,0.0,269041.5,"Municipality of Palma, Spain",Spain,Government operations inventory,0.0
642,0.0,0.0,0.0,0.0,0.0,"Municipality of Soria, Spain",Spain,Community inventories,
643,3372.0,0.0,28504.0,49423.0,7504.0,"Municipality of Tolosa, Spain",Spain,Community inventories,
644,0.0,0.0,0.0,247.38,0.0,"Municipality of Tolosa, Spain",Spain,Government operations inventory,0.0
645,7475.0,72378.0,3602792.0,1449378.0,2001530.0,"City of Gothenburg, Sweden",Sweden,Community inventories,
646,0.0,0.0,0.0,4258.0,222269.0,"City of Gothenburg, Sweden",Sweden,Government operations inventory,0.0
647,0.0,0.0,1284157.0,464701.0,4588.0,"City of Malmö, Sweden",Sweden,Community inventories,
648,0.0,0.0,0.0,0.0,0.0,"City of Malmö, Sweden",Sweden,Government operations inventory,0.0
649,0.0,0.0,1164680.0,741551.0,7763.0,"City of Stockholm, Sweden",Sweden,Community inventories,
650,0.0,0.0,0.0,0.0,0.0,"City of Stockholm, Sweden",Sweden,Government operations inventory,0.0
651,67898.0,0.0,71577.0,141166.0,2500.0,"Eskilstuna Municipality, Sweden",Sweden,Community inventories,
652,0.0,0.0,0.0,1048.0,2500.0,"Eskilstuna Municipality, Sweden",Sweden,Government operations inventory,0.0
653,0.0,0.0,141666.0,197841.0,0.0,"Gävle Municipality, Sweden",Sweden,Community inventories,
654,0.0,0.0,0.0,0.0,0.0,"Gävle Municipality, Sweden",Sweden,Government operations inventory,0.0
655,0.0,0.0,77996.06,145675.78,0.0,"Haninge Municipality, Sweden",Sweden,Community inventories,
656,1862.0,4085.0,27336.0,123049.0,44574.0,"Huddinge Municipality, Sweden",Sweden,Community inventories,
657,0.0,0.0,0.0,374.0,0.0,"Huddinge Municipality, Sweden",Sweden,Government operations inventory,0.0
658,0.0,0.0,0.0,2361.0,0.0,"Karlstad Municipality, Sweden",Sweden,Government operations inventory,5298.0
659,133555.0,12552.0,59750.0,186631.0,30059.0,"Kristianstad Municipality, Sweden",Sweden,Community inventories,
660,0.0,0.0,0.0,0.0,0.0,"Kristianstad Municipality, Sweden",Sweden,Government operations inventory,0.0
661,38481.0,5552.0,118706.0,166831.0,1377.0,"Lund Municipality, Sweden",Sweden,Community inventories,
662,0.0,0.0,0.0,0.0,0.0,"Lund Municipality, Sweden",Sweden,Government operations inventory,0.0
663,0.0,0.0,0.0,0.0,0.0,"Sollentuna Municipality, Sweden",Sweden,Community inventories,
664,0.0,0.0,0.0,203.0,0.0,"Sollentuna Municipality, Sweden",Sweden,Government operations inventory,0.0
665,41914.1,11995.94,28959.684,49195.15,1042.133,"Säffle Municipality, Sweden",Sweden,Community inventories,
666,0.0,0.0,0.0,113.0,0.0,"Säffle Municipality, Sweden",Sweden,Government operations inventory,0.0
667,0.0,0.0,0.0,0.0,0.0,"Trollhättan Municipality, Sweden",Sweden,Community inventories,
668,0.0,0.0,0.0,0.0,0.0,"Täby Municipality, Sweden",Sweden,Community inventories,
669,0.0,0.0,0.0,2160.0,0.0,"Täby Municipality, Sweden",Sweden,Government operations inventory,0.0
670,0.0,0.0,199292.0,303748.0,0.0,"Umeå Municipality, Sweden",Sweden,Community inventories,
671,0.0,0.0,0.0,1733.0,0.0,"Umeå Municipality, Sweden",Sweden,Government operations inventory,0.0
672,2486.0,4521.0,7815.0,65635.0,2302.0,"Upplands Väsby Municipality, Sweden",Sweden,Community inventories,
673,0.0,0.0,0.0,90.0,0.0,"Upplands Väsby Municipality, Sweden",Sweden,Government operations inventory,0.0
674,99854.0,21392.0,459885.0,588661.0,12609.0,"Uppsala Municipality, Sweden",Sweden,Community inventories,
675,0.0,0.0,0.0,0.0,0.0,"Uppsala Municipality, Sweden",Sweden,Government operations inventory,172.0
676,8250.0,0.0,459415.0,252246.0,41077.0,"Västerås Municipality, Sweden",Sweden,Community inventories,
677,0.0,0.0,0.0,1724.0,0.0,"Västerås Municipality, Sweden",Sweden,Government operations inventory,0.0
678,62677.0,7835.0,43656.0,166609.0,21178.0,"Växjö Municipality, Sweden",Sweden,Community inventories,
679,0.0,0.0,0.0,4564.0,0.0,"Växjö Municipality, Sweden",Sweden,Government operations inventory,0.0
680,6389.0,686.0,10763.0,38683.0,4357.0,"Vårgårda Municipality, Sweden",Sweden,Community inventories,
681,0.0,0.0,0.0,210.0,0.0,"Vårgårda Municipality, Sweden",Sweden,Government operations inventory,0.0
682,69460.0,7599.0,74647.0,289789.0,28654.0,"Örebro Municipality, Sweden",Sweden,Community inventories,
683,0.0,28685.0,0.0,0.0,0.0,"Örebro Municipality, Sweden",Sweden,Government operations inventory,0.0
684,32500.0,0.0,54943.0,131500.0,18700.0,"Östersund Municipality, Sweden",Sweden,Community inventories,
685,0.0,0.0,0.0,6337.902,0.0,"Östersund Municipality, Sweden",Sweden,Government operations inventory,20.0
686,0.0,0.0,0.0,0.0,0.0,"Moshi Municipal Council, Tanzania",Tanzania,Community inventories,
687,0.0,3000.0,0.0,0.0,0.0,"Moshi Municipal Council, Tanzania",Tanzania,Government operations inventory,0.0
688,706.0,0.0,22069.0,1101.0,2357.0,"Bangchak Sub District Municipality, Thailand",Thailand,Community inventories,
689,0.0,0.0,0.0,0.0,2508.05,"Bangchak Sub District Municipality, Thailand",Thailand,Government operations inventory,5.07
690,0.0,0.0,0.0,3480.0,470.0,"Chiang Mai City Municipality, Thailand",Thailand,Government operations inventory,5617.0
691,-10604476.0,0.0,38226.0,76375.0,2047803.0,"Chiang Rai City Municipality, Thailand",Thailand,Community inventories,
692,-353.0,0.0,0.0,904.0,69929.0,"Chiang Rai City Municipality, Thailand",Thailand,Government operations inventory,42.0
693,2397.0,0.0,21487.0,6014.0,960.0,"Hat Siao Sub-District municipality, Thailand",Thailand,Community inventories,
694,179.26,0.0,0.0,0.0,10189.44,"Hat Siao Sub-District municipality, Thailand",Thailand,Government operations inventory,23.26
695,76.0,0.0,339380.0,118968.0,19299.0,"Hat Yai City Municipality, Thailand",Thailand,Community inventories,
696,3907.38,0.0,0.0,3916.58,128834.13,"Hat Yai City Municipality, Thailand",Thailand,Government operations inventory,691.15
697,6929.0,0.0,11299.0,7435.0,1341.0,"Huai Khao Kam Municipality, Thailand",Thailand,Community inventories,
698,644.74,0.0,0.0,0.0,3321.0800000000004,"Huai Khao Kam Municipality, Thailand",Thailand,Government operations inventory,2.42
699,0.0,0.0,154330.0,8048.0,0.0,"Kalangnakorn Town Municipality, Thailand",Thailand,Community inventories,
700,14.01,0.0,0.0,0.0,7110.7300000000005,"Kalangnakorn Town Municipality, Thailand",Thailand,Government operations inventory,8.81
701,-86.0,0.0,22961.0,3587.0,2128.0,"Khok Kruat Municipality, Thailand",Thailand,Community inventories,
702,-43.0,0.0,0.0,68.0,4811.0,"Khok Kruat Municipality, Thailand",Thailand,Government operations inventory,35.0
703,0.0,0.0,0.0,2036.0,197392.0,"Khon Kaen City Municipality, Thailand",Thailand,Government operations inventory,0.0
704,11470.0,0.0,0.0,69.0,5005.0,"Khun Han Municipality, Thailand",Thailand,Government operations inventory,8.0
705,0.0,0.0,72318.04000000001,21845.11,26240.16,"Lampang City Municipality, Thailand",Thailand,Community inventories,
706,0.0,0.0,0.0,592.0,512.0,"Lampang City Municipality, Thailand",Thailand,Government operations inventory,206.0
707,1.0,0.0,0.0,25.0,3780.0,"Mae Raeng Municipality, Thailand",Thailand,Government operations inventory,0.0
708,0.0,0.0,2411.0,337.0,1563.0,"Map Ammarit Municipality, Thailand",Thailand,Community inventories,
709,0.0,0.0,0.0,0.0,5192.04,"Map Ammarit Municipality, Thailand",Thailand,Government operations inventory,29.89
710,0.0,0.0,0.0,38.0,6389.0,"Na Kaeo Municipality, Thailand",Thailand,Government operations inventory,5.0
711,0.0,0.0,0.0,21.0,0.0,"Nang Lae Municipality, Thailand",Thailand,Government operations inventory,0.0
712,0.0,0.0,0.0,266.0,11801.0,"Nong Samrong Town Municipality, Thailand",Thailand,Government operations inventory,7.0
713,0.0,0.0,0.0,2868.476631206,217443.19,"Nonthaburi City Municipality, Thailand",Thailand,Government operations inventory,369.45
714,372154.0,0.0,765241.0,18626.0,663.0,"Patong Municipality, Thailand",Thailand,Community inventories,
715,892.52,0.0,0.0,0.0,27050.33,"Patong Municipality, Thailand",Thailand,Government operations inventory,18.05
716,-313.0,0.0,29306.0,306.0,1593.0,"Phanat Nikhom Town Municipality, Thailand",Thailand,Community inventories,
717,0.0,0.0,0.0,0.0,12161.98,"Phanat Nikhom Town Municipality, Thailand",Thailand,Government operations inventory,94.89
718,-5.0,1470.0,12744.0,271.0,314.0,"Phanom Sarakham Municipality, Thailand",Thailand,Community inventories,
719,0.0,0.0,0.0,82.0,6610.0,"Phanom Sarakham Municipality, Thailand",Thailand,Government operations inventory,40.0
720,950.0,0.0,427875.0,38538.0,12902.0,"Phuket City Municipality, Thailand",Thailand,Community inventories,
721,-113.0,0.0,0.0,1335.0,1523.0,"Phuket City Municipality, Thailand",Thailand,Government operations inventory,42.0
722,-7.0,0.0,0.0,54.0,2505.0,"Pong Municipality, Thailand",Thailand,Government operations inventory,0.0
723,5.0,0.0,14091.0,790.0,1766.0,"Prix Municipality, Thailand",Thailand,Community inventories,
724,16.43,0.0,0.0,0.0,2784.0,"Prix Municipality, Thailand",Thailand,Government operations inventory,2.94
725,0.0,0.0,0.0,0.0,4789.150000000001,"Ranong Town Municipality, Thailand",Thailand,Government operations inventory,34.53
726,0.0,0.0,0.0,56.0,1770.0,"Rong Kwang Municipality, Thailand",Thailand,Government operations inventory,0.0
727,0.0,0.0,0.0,171.0,276.0,"Sikhio Town Municipality, Thailand",Thailand,Government operations inventory,5.0
728,0.0,0.0,0.0,452.0,33079.0,"Sisaket Town Municipality, Thailand",Thailand,Government operations inventory,336.0
729,-6534.0,0.0,17180.0,15507.0,921.0,"Thung Song Town Municipality, Thailand",Thailand,Community inventories,
730,-197.0,0.0,0.0,1308.0,39115.0,"Thung Song Town Municipality, Thailand",Thailand,Government operations inventory,77.0
731,448.0,0.0,383898.0,6249.0,31041.0,"Ubonratchathani Municipality, Thailand",Thailand,Community inventories,
732,144.61,0.0,0.0,0.0,26335.48,"Ubonratchathani Municipality, Thailand",Thailand,Government operations inventory,73.72
733,1750.0,0.0,66004.0,11541.0,1229.0,"Yasothon Town Municipality, Thailand",Thailand,Community inventories,
734,0.0,0.0,0.0,0.0,34732.369999999995,"Yasothon Town Municipality, Thailand",Thailand,Government operations inventory,151.26
735,0.0,1363741.0,20154662.0,13309358.0,2371376.0,"Istanbul Metropolitan Municipality, Turkey",Turkey,Community inventories,
736,0.0,0.0,0.0,0.0,0.0,"Istanbul Metropolitan Municipality, Turkey",Turkey,Government operations inventory,0.0
737,0.0,0.0,0.0,0.0,0.0,"Izmir Metropolitan Municipality, Turkey",Turkey,Community inventories,
738,1748.0,0.0,0.0,0.0,0.0,"Izmir Metropolitan Municipality, Turkey",Turkey,Government operations inventory,0.0
739,0.0,17.0,0.0,6173.0,0.0,"Kadiköy Municipality, Turkey",Turkey,Government operations inventory,17.0
740,0.0,0.0,0.0,0.0,0.0,"Kampala Capital City Authority, Uganda",Uganda,Community inventories,
741,0.0,16.08,0.0,0.0,0.0,"Kampala Capital City Authority, Uganda",Uganda,Government operations inventory,6295.55
742,0.0,0.0,1688000.0,439000.0,0.0,"Bristol City Council, United Kingdom",United Kingdom,Community inventories,
743,0.0,0.0,0.0,2681.0,0.0,"Bristol City Council, United Kingdom",United Kingdom,Government operations inventory,0.0
744,0.0,0.0,12406730.0,9233767.0,286115.0,"Broward County, FL, United States",United States,Community inventories,
745,0.0,0.0,0.0,51416.0,1532.0,"Broward County, FL, United States",United States,Government operations inventory,0.0
746,0.0,0.0,2656463.0,2222459.0,244625.0,"City and County of San Francisco, CA, United States",United States,Community inventories,
747,0.0,0.0,0.0,77362.0,0.0,"City and County of San Francisco, CA, United States",United States,Government operations inventory,0.0
748,0.0,0.0,0.0,0.0,0.0,"City of Albany, CA, United States",United States,Community inventories,
749,0.0,0.0,0.0,0.0,0.0,"City of Albany, CA, United States",United States,Government operations inventory,0.0
750,0.0,0.0,314991.0,84352.0,1736.0,"City of Alton, IL, United States",United States,Community inventories,
751,0.0,0.0,0.0,0.0,0.0,"City of Alton, IL, United States",United States,Government operations inventory,0.0
752,0.0,0.0,0.0,0.0,0.0,"City of Ann Arbor, MI, United States",United States,Government operations inventory,0.0
753,0.0,0.0,194650.0,144519.0,18259.0,"City of Antioch, CA, United States",United States,Community inventories,
754,0.0,0.0,0.0,0.0,0.0,"City of Antioch, CA, United States",United States,Government operations inventory,0.0
755,0.0,0.0,5572216.0,2781843.0,462806.0,"City of Atlanta, GA, United States",United States,Community inventories,
756,0.0,0.0,0.0,26550.0,116187.0,"City of Atlanta, GA, United States",United States,Government operations inventory,11961.0
757,0.0,783038.0,7098353.0,4779091.0,660631.0,"City of Austin, TX, United States",United States,Community inventories,
758,0.0,0.0,0.0,46490.0,10418.0,"City of Austin, TX, United States",United States,Government operations inventory,0.0
759,0.0,0.0,6024557.0,1183046.0,320303.0,"City of Baltimore, MD, United States",United States,Community inventories,
760,0.0,0.0,0.0,116578.0,116.0,"City of Baltimore, MD, United States",United States,Government operations inventory,0.0
761,0.0,0.0,745731.0,465343.0,27422.0,"City of Beaverton, OR, United States",United States,Community inventories,
762,0.0,0.0,0.0,1453.0,27.0,"City of Beaverton, OR, United States",United States,Government operations inventory,0.0
763,0.0,0.0,367735.0,305490.0,8360.0,"City of Benicia, CA, United States",United States,Community inventories,
764,0.0,0.0,0.0,900.0,0.0,"City of Benicia, CA, United States",United States,Government operations inventory,1632.0
765,0.0,0.0,284949.0,360982.0,10926.0,"City of Berkeley, CA, United States",United States,Community inventories,
766,0.0,0.0,0.0,3817.0,30.0,"City of Berkeley, CA, United States",United States,Government operations inventory,0.0
767,0.0,0.0,4552777.0,2051961.0,138828.0,"City of Boston, MA, United States",United States,Community inventories,
768,0.0,0.0,0.0,0.0,0.0,"City of Boston, MA, United States",United States,Government operations inventory,0.0
769,0.0,0.0,0.0,0.0,0.0,"City of Boulder, CO, United States",United States,Community inventories,
770,0.0,0.0,0.0,7939.0,1868.0,"City of Boulder, CO, United States",United States,Government operations inventory,4370.0
