,city,country,emissions,inventory_type,year
861,"México City Government, Mexico",Mexico,24551216.0,Community inventories,2012
862,"México City Government, Mexico",Mexico,9053518.0,Government operations inventory,2010
863,"México City Government, Mexico",Mexico,5436863.0,Government operations inventory,2012
864,"City of Windhoek, Namibia",Namibia,2829997.0,Community inventories,2016
865,"Palmerston North City Council, New Zealand",New Zealand,475234.0,Community inventories,2001
866,"Palmerston North City Council, New Zealand",New Zealand,2924.0,Government operations inventory,2006
867,"Palmerston North City Council, New Zealand",New Zealand,3017.0,Government operations inventory,2007
868,"Palmerston North City Council, New Zealand",New Zealand,2832.0,Government operations inventory,2008
869,"Palmerston North City Council, New Zealand",New Zealand,2934.0,Government operations inventory,2009
870,"Palmerston North City Council, New Zealand",New Zealand,2908.0,Government operations inventory,2010
871,"Arendal Municipality, Norway",Norway,169800.0,Community inventories,2005
872,"Arendal Municipality, Norway",Norway,151900.0,Community inventories,2008
873,"Arendal Municipality, Norway",Norway,150800.0,Community inventories,2009
874,"Arendal Municipality, Norway",Norway,829.6,Government operations inventory,2008
875,"Arendal Municipality, Norway",Norway,1215.6,Government operations inventory,2009
876,"Arendal Municipality, Norway",Norway,854.1,Government operations inventory,2010
877,"Arendal Municipality, Norway",Norway,939.0,Government operations inventory,2011
878,"Arendal Municipality, Norway",Norway,1134.0,Government operations inventory,2014
879,"Kristiansand Municipality, Norway",Norway,396500.0,Community inventories,2005
880,"Kristiansand Municipality, Norway",Norway,278600.0,Community inventories,2008
881,"Kristiansand Municipality, Norway",Norway,293100.0,Community inventories,2009
882,"Lørenskog Municipality, Norway",Norway,89200.0,Community inventories,2005
883,"Lørenskog Municipality, Norway",Norway,67100.0,Community inventories,2008
884,"Lørenskog Municipality, Norway",Norway,63200.0,Community inventories,2009
885,"Oslo Municipality, Norway",Norway,1168000.0,Community inventories,1991
886,"Oslo Municipality, Norway",Norway,1166800.0,Community inventories,1995
887,"Oslo Municipality, Norway",Norway,1260100.0,Community inventories,2000
888,"Oslo Municipality, Norway",Norway,1337400.0,Community inventories,2005
889,"Oslo Municipality, Norway",Norway,1295700.0,Community inventories,2008
890,"Oslo Municipality, Norway",Norway,1321100.0,Community inventories,2009
891,"Oslo Municipality, Norway",Norway,42186.0,Government operations inventory,2009
892,"Oslo Municipality, Norway",Norway,43393.0,Government operations inventory,2010
893,"Oslo Municipality, Norway",Norway,41093.0,Government operations inventory,2011
894,"Ringerike Municipality, Norway",Norway,152200.0,Community inventories,2005
895,"Ringerike Municipality, Norway",Norway,156000.0,Community inventories,2008
896,"Ringerike Municipality, Norway",Norway,149300.0,Community inventories,2009
897,"Ringerike Municipality, Norway",Norway,5190.0,Government operations inventory,2007
898,"Sandnes Municipality, Norway",Norway,236900.0,Community inventories,2005
899,"Sandnes Municipality, Norway",Norway,265000.0,Community inventories,2008
900,"Sandnes Municipality, Norway",Norway,255400.0,Community inventories,2009
901,"Stavanger Municipality, Norway",Norway,256400.0,Community inventories,2005
902,"Stavanger Municipality, Norway",Norway,283300.0,Community inventories,2008
903,"Stavanger Municipality, Norway",Norway,278600.0,Community inventories,2009
904,"District Municipality of Miraflores, Peru",Peru,335439.34,Community inventories,2015
905,"District Municipality of Miraflores, Peru",Peru,0.0,Government operations inventory,2015
906,"District Municipality of Miraflores, Peru",Peru,107.56,Government operations inventory,2015
907,"District Municipality of San Isidro, Peru",Peru,1379493.0,Community inventories,2014
908,"District Municipality of San Isidro, Peru",Peru,1842.0,Community inventories,2015
909,"District Municipality of San Isidro, Peru",Peru,0.0,Government operations inventory,2015
910,"District Municipality of San Isidro, Peru",Peru,81.74,Government operations inventory,2015
911,"Municipalidad de Santiago de Surco, Peru",Peru,2679538.0,Community inventories,2016
912,"Municipalidad de Santiago de Surco, Peru",Peru,18873.66,Government operations inventory,2016
913,"Municipality of Magdelena Del Mar, Peru",Peru,29231994.0,Community inventories,2016
914,"Municipality of Magdelena Del Mar, Peru",Peru,4.8,Government operations inventory,2016
915,"City Government of Marikina, Philippines",Philippines,719269.0,Community inventories,2013
916,"City of Batangas, Philippines",Philippines,705827.0,Community inventories,2015
917,"City of Batangas, Philippines",Philippines,49468.66,Government operations inventory,2015
918,"City of Cagayan de Oro, Philippines",Philippines,54845.0,Government operations inventory,2014
919,"City of Catbalogan, Philippines",Philippines,74364.0,Community inventories,2016
920,"City of Catbalogan, Philippines",Philippines,47584.29,Government operations inventory,2016
921,"City of Makati, Philippines",Philippines,14672557.0,Community inventories,2010
922,"City of Makati, Philippines",Philippines,314699.0,Community inventories,2016
923,"City of Makati, Philippines",Philippines,1748284.7899999998,Community inventories,2016
924,"City of Makati, Philippines",Philippines,1659.0,Government operations inventory,2010
925,"City of Makati, Philippines",Philippines,8580.0,Government operations inventory,2010
926,"City of Makati, Philippines",Philippines,1154.5,Government operations inventory,2016
927,"City of Naga, Philippines",Philippines,243527.0,Community inventories,2014
928,"City of Quezon City, Philippines",Philippines,713312132.0,Community inventories,2010
929,"City of Quezon City, Philippines",Philippines,2268.85,Government operations inventory,2010
930,"City of San Carlos, Philippines",Philippines,88330.0,Community inventories,2015
931,"City of San Carlos, Philippines",Philippines,32345.0,Government operations inventory,2011
932,"City of San Carlos, Philippines",Philippines,211.92000000000002,Government operations inventory,2015
933,"City of Santa Rosa, Laguna, Philippines",Philippines,1358351.0,Community inventories,2010
934,"City of Santa Rosa, Laguna, Philippines",Philippines,570.1403937,Government operations inventory,2010
935,"LGU of San Jose del Monte City, Philippines",Philippines,188394.14,Government operations inventory,2013
936,"Pasig City Government, Philippines",Philippines,659168.0,Community inventories,2010
937,"Pasig City Government, Philippines",Philippines,0.0,Government operations inventory,2010
938,"Tagum City, Philippines",Philippines,5.0,Government operations inventory,2016
939,"City of Warsaw, Poland",Poland,12333428.54029113,Community inventories,2012
940,"City of Warsaw, Poland",Poland,0.0,Government operations inventory,2012
941,"Municipality of Almada, Portugal",Portugal,246916.0,Community inventories,2006
942,"Municipality of Almada, Portugal",Portugal,1811.0,Government operations inventory,2006
943,"Municipality of Oeiras, Portugal",Portugal,737209.0,Community inventories,2006
944,"Asan City, Republic of Korea",Republic of Korea,2761356.0,Community inventories,2008
945,"City of Changwon, Republic of Korea",Republic of Korea,0.0,Government operations inventory,2005
946,"Gangdong-gu Municipal Government, Republic of Korea",Republic of Korea,938.0,Community inventories,2013
947,"Gangneung City, Republic of Korea",Republic of Korea,7124024.0,Community inventories,2005
948,"Gangneung City, Republic of Korea",Republic of Korea,9546519.0,Community inventories,2010
949,"Pyeongchang County Government, Republic of Korea",Republic of Korea,492082.0,Community inventories,2005
950,"Pyeongchang County Government, Republic of Korea",Republic of Korea,452187.0,Community inventories,2010
951,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,49581584.0,Community inventories,2010
952,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,47588425.0,Community inventories,2011
953,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,46400612.0,Community inventories,2012
954,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,18180000.0,Government operations inventory,2005
955,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,15850000.0,Government operations inventory,2010
956,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,15439000.0,Government operations inventory,2011
957,"Seoul Metropolitan Government, Republic of Korea",Republic of Korea,15473000.0,Government operations inventory,2012
958,"Wonju City, Republic of Korea",Republic of Korea,1272591.0,Community inventories,2005
959,"Wonju City, Republic of Korea",Republic of Korea,1489458.0,Community inventories,2007
960,"Wonju City, Republic of Korea",Republic of Korea,4254019.0,Community inventories,2010
961,"Wonju City, Republic of Korea",Republic of Korea,1928493.0,Community inventories,2012
962,"Yeosu City, Republic of Korea",Republic of Korea,29626846.0,Community inventories,2005
963,"Yeosu City, Republic of Korea",Republic of Korea,33282024.0,Community inventories,2009
964,"Yeosu City, Republic of Korea",Republic of Korea,34543258.0,Community inventories,2010
965,"Government of Singapore, Singapore",Singapore,38202400.58757,Community inventories,2000
966,"Government of Singapore, Singapore",Singapore,46831680.0,Community inventories,2010
967,"Government of Singapore, Singapore",Singapore,0.0,Government operations inventory,2010
968,"Buffalo City Metropolitan Municipality, South Africa",South Africa,2592942.0,Community inventories,2007
969,"Buffalo City Metropolitan Municipality, South Africa",South Africa,6187.0,Government operations inventory,2007
970,"Cape Town Metropolitan Municipality, South Africa",South Africa,19949344.0,Community inventories,2007
971,"Cape Town Metropolitan Municipality, South Africa",South Africa,19358001.0,Community inventories,2012
972,"Cape Town Metropolitan Municipality, South Africa",South Africa,23706147.0,Community inventories,2012
973,"Cape Town Metropolitan Municipality, South Africa",South Africa,14029281.0,Community inventories,2015
974,"Cape Town Metropolitan Municipality, South Africa",South Africa,41310.0,Government operations inventory,2007
975,"Cape Town Metropolitan Municipality, South Africa",South Africa,40673.0,Government operations inventory,2012
976,"Cape Town Metropolitan Municipality, South Africa",South Africa,40673.282,Government operations inventory,2012
977,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,22186188.0,Community inventories,2007
978,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,24716711.0,Community inventories,2014
979,"City of Johannesburg Metropolitan Municipality, South Africa",South Africa,25.0,Government operations inventory,2007
980,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,26783460.0,Community inventories,2011
981,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,19330397.0,Community inventories,2014
982,"Ekurhuleni Metropolitan Municipality, South Africa",South Africa,291485.0,Government operations inventory,2011
983,"KwaDukuza Local Municipality, South Africa",South Africa,992961.0,Community inventories,2012
984,"KwaDukuza Local Municipality, South Africa",South Africa,1751999.0,Community inventories,2012
985,"KwaDukuza Local Municipality, South Africa",South Africa,75387.0,Government operations inventory,2012
986,"Msunduzi Local Municipality, South Africa",South Africa,1289214.0,Community inventories,2015
987,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,4208081.0,Community inventories,2007
988,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,4986052.0,Community inventories,2012
989,"Nelson Mandela Bay Metropolitan Municipality, South Africa",South Africa,333608.0,Government operations inventory,2012
990,"Steve Tshwete Local Municipality, South Africa",South Africa,3819692.0,Community inventories,2012
991,"Steve Tshwete Local Municipality, South Africa",South Africa,73771.0,Government operations inventory,2012
992,"Tshwane Metropolitan Municipality, South Africa",South Africa,16292831.0,Community inventories,2007
993,"Tshwane Metropolitan Municipality, South Africa",South Africa,11984730.0,Community inventories,2013
994,"Tshwane Metropolitan Municipality, South Africa",South Africa,29145.0,Government operations inventory,2007
995,"Tshwane Metropolitan Municipality, South Africa",South Africa,990623.0,Government operations inventory,2013
996,"eThekwini Metropolitan Municipality, South Africa",South Africa,21160200.0,Community inventories,2010
997,"eThekwini Metropolitan Municipality, South Africa",South Africa,21563446.0,Community inventories,2011
998,"eThekwini Metropolitan Municipality, South Africa",South Africa,22778331.0,Community inventories,2012
999,"eThekwini Metropolitan Municipality, South Africa",South Africa,28163058.0,Community inventories,2013
1000,"eThekwini Metropolitan Municipality, South Africa",South Africa,27991829.0,Community inventories,2014
1001,"eThekwini Metropolitan Municipality, South Africa",South Africa,22118090.0,Community inventories,2015
1002,"eThekwini Metropolitan Municipality, South Africa",South Africa,693003.0,Government operations inventory,2010
1003,"eThekwini Metropolitan Municipality, South Africa",South Africa,1123557.0,Government operations inventory,2011
1004,"eThekwini Metropolitan Municipality, South Africa",South Africa,859367.0,Government operations inventory,2012
1005,"eThekwini Metropolitan Municipality, South Africa",South Africa,142848.0,Government operations inventory,2013
1006,"eThekwini Metropolitan Municipality, South Africa",South Africa,145556.0,Government operations inventory,2014
1007,"Municipality of A Coruña, Spain",Spain,2525261.0,Community inventories,2009
1008,"Municipality of A Coruña, Spain",Spain,2272.0,Government operations inventory,2009
1009,"Municipality of Amurrio, Spain",Spain,188073.0,Community inventories,2013
1010,"Municipality of Amurrio, Spain",Spain,26.9425217917065,Government operations inventory,2013
1011,"Municipality of Areatza, Spain",Spain,3807.0,Community inventories,2013
1012,"Municipality of Areatza, Spain",Spain,3.908,Government operations inventory,2013
1013,"Municipality of Balmaseda, Spain",Spain,41602.0,Community inventories,2013
1014,"Municipality of Balmaseda, Spain",Spain,301.75,Government operations inventory,2013
1015,"Municipality of Barcelona, Spain",Spain,3595726.0,Community inventories,2012
1016,"Municipality of Bilbao, Spain",Spain,1476036.0,Community inventories,2013
1017,"Municipality of Bilbao, Spain",Spain,13504.14,Government operations inventory,2013
1018,"Municipality of Córdoba, Spain",Spain,1278675.0,Community inventories,2007
1019,"Municipality of Córdoba, Spain",Spain,123032.0,Government operations inventory,2007
1020,"Municipality of Durango, Spain",Spain,88787.0,Community inventories,2013
1021,"Municipality of Durango, Spain",Spain,12.83,Government operations inventory,2013
1022,"Municipality of Errenteria, Spain",Spain,224082.0,Community inventories,2013
1023,"Municipality of Errenteria, Spain",Spain,57.72,Government operations inventory,2013
1024,"Municipality of Granada, Spain",Spain,997065.6923,Community inventories,2013
1025,"Municipality of Granada, Spain",Spain,2742.93,Government operations inventory,2013
1026,"Municipality of Legazpi, Spain",Spain,62826.0,Community inventories,2013
1027,"Municipality of Legazpi, Spain",Spain,178.52,Government operations inventory,2013
1028,"Municipality of Madrid, Spain",Spain,11527000.0,Community inventories,2011
1029,"Municipality of Madrid, Spain",Spain,10497750.0,Community inventories,2013
1030,"Municipality of Palma, Spain",Spain,3078320.0,Community inventories,2005
1031,"Municipality of Palma, Spain",Spain,269041.5,Government operations inventory,2005
1032,"Municipality of Tolosa, Spain",Spain,88162.0,Community inventories,2013
1033,"Municipality of Tolosa, Spain",Spain,247.38,Government operations inventory,2013
1034,"City of Gothenburg, Sweden",Sweden,7129647.0,Community inventories,2012
1035,"City of Gothenburg, Sweden",Sweden,226527.0,Government operations inventory,2013
1036,"City of Malmö, Sweden",Sweden,1425000.0,Community inventories,1990
1037,"City of Malmö, Sweden",Sweden,1499000.0,Community inventories,2009
1038,"City of Malmö, Sweden",Sweden,2078800.0,Community inventories,2010
1039,"City of Malmö, Sweden",Sweden,1598937.0,Community inventories,2011
1040,"City of Malmö, Sweden",Sweden,1753446.0,Community inventories,2015
1041,"City of Malmö, Sweden",Sweden,31652.0,Government operations inventory,2010
1042,"City of Malmö, Sweden",Sweden,0.0,Government operations inventory,2015
1043,"City of Stockholm, Sweden",Sweden,3670000.0,Community inventories,1990
1044,"City of Stockholm, Sweden",Sweden,3510000.0,Community inventories,2000
1045,"City of Stockholm, Sweden",Sweden,3104000.0,Community inventories,2005
1046,"City of Stockholm, Sweden",Sweden,2852000.0,Community inventories,2009
1047,"City of Stockholm, Sweden",Sweden,1913994.0,Community inventories,2015
1048,"City of Stockholm, Sweden",Sweden,0.0,Government operations inventory,2006
1049,"City of Stockholm, Sweden",Sweden,0.0,Government operations inventory,2007
1050,"City of Stockholm, Sweden",Sweden,0.0,Government operations inventory,2008
1051,"City of Stockholm, Sweden",Sweden,0.0,Government operations inventory,2009
1052,"Eskilstuna Municipality, Sweden",Sweden,283141.0,Community inventories,2011
1053,"Eskilstuna Municipality, Sweden",Sweden,3548.0,Government operations inventory,2012
1054,"Gävle Municipality, Sweden",Sweden,363052.0,Community inventories,2011
1055,"Gävle Municipality, Sweden",Sweden,0.0,Government operations inventory,2013
1056,"Haninge Municipality, Sweden",Sweden,223671.84,Community inventories,2010
1057,"Huddinge Municipality, Sweden",Sweden,220310.0,Community inventories,2011
1058,"Huddinge Municipality, Sweden",Sweden,374.0,Government operations inventory,2013
1059,"Karlstad Municipality, Sweden",Sweden,7659.0,Government operations inventory,2014
1060,"Kristianstad Municipality, Sweden",Sweden,474621.0,Community inventories,2011
1061,"Kristianstad Municipality, Sweden",Sweden,228224.08000000002,Community inventories,2014
1062,"Kristianstad Municipality, Sweden",Sweden,422547.0,Community inventories,2014
1063,"Kristianstad Municipality, Sweden",Sweden,2013.0,Government operations inventory,2011
1064,"Kristianstad Municipality, Sweden",Sweden,0.0,Government operations inventory,2016
1065,"Lund Municipality, Sweden",Sweden,436186.0,Community inventories,1990
1066,"Lund Municipality, Sweden",Sweden,334298.0,Community inventories,2012
1067,"Lund Municipality, Sweden",Sweden,0.0,Government operations inventory,2016
1068,"Sollentuna Municipality, Sweden",Sweden,203.0,Government operations inventory,2013
1069,"Säffle Municipality, Sweden",Sweden,638100.061,Community inventories,1990
1070,"Säffle Municipality, Sweden",Sweden,229606.89800000004,Community inventories,2000
1071,"Säffle Municipality, Sweden",Sweden,196059.696,Community inventories,2005
1072,"Säffle Municipality, Sweden",Sweden,201858.82099999997,Community inventories,2006
1073,"Säffle Municipality, Sweden",Sweden,192079.889,Community inventories,2007
1074,"Säffle Municipality, Sweden",Sweden,181974.367,Community inventories,2008
1075,"Säffle Municipality, Sweden",Sweden,178537.18200000003,Community inventories,2009
1076,"Säffle Municipality, Sweden",Sweden,187016.007,Community inventories,2010
1077,"Säffle Municipality, Sweden",Sweden,97.0,Government operations inventory,2006
1078,"Säffle Municipality, Sweden",Sweden,82.0,Government operations inventory,2007
1079,"Säffle Municipality, Sweden",Sweden,77.0,Government operations inventory,2008
1080,"Säffle Municipality, Sweden",Sweden,73.0,Government operations inventory,2009
1081,"Säffle Municipality, Sweden",Sweden,90.0,Government operations inventory,2010
1082,"Säffle Municipality, Sweden",Sweden,113.0,Government operations inventory,2011
1083,"Täby Municipality, Sweden",Sweden,2160.0,Government operations inventory,2009
1084,"Umeå Municipality, Sweden",Sweden,545003.0,Community inventories,1990
1085,"Umeå Municipality, Sweden",Sweden,530623.0,Community inventories,1995
1086,"Umeå Municipality, Sweden",Sweden,519427.0,Community inventories,2000
1087,"Umeå Municipality, Sweden",Sweden,521009.0,Community inventories,2005
1088,"Umeå Municipality, Sweden",Sweden,529385.0,Community inventories,2008
1089,"Umeå Municipality, Sweden",Sweden,580138.0,Community inventories,2009
1090,"Umeå Municipality, Sweden",Sweden,539025.0,Community inventories,2010
1091,"Umeå Municipality, Sweden",Sweden,469200.0,Community inventories,2011
1092,"Umeå Municipality, Sweden",Sweden,516159.0,Community inventories,2012
1093,"Umeå Municipality, Sweden",Sweden,521267.0,Community inventories,2013
1094,"Umeå Municipality, Sweden",Sweden,1733.0,Government operations inventory,2014
1095,"Upplands Väsby Municipality, Sweden",Sweden,81190.0,Community inventories,2013
1096,"Upplands Väsby Municipality, Sweden",Sweden,90.0,Government operations inventory,2012
1097,"Uppsala Municipality, Sweden",Sweden,1289300.0,Community inventories,1990
1098,"Uppsala Municipality, Sweden",Sweden,1147300.0,Community inventories,2000
1099,"Uppsala Municipality, Sweden",Sweden,1099700.0,Community inventories,2005
1100,"Uppsala Municipality, Sweden",Sweden,1191800.0,Community inventories,2006
1101,"Uppsala Municipality, Sweden",Sweden,1025000.0,Community inventories,2007
1102,"Uppsala Municipality, Sweden",Sweden,1109580.0,Community inventories,2008
1103,"Uppsala Municipality, Sweden",Sweden,1124500.0,Community inventories,2009
1104,"Uppsala Municipality, Sweden",Sweden,1185300.0,Community inventories,2010
1105,"Uppsala Municipality, Sweden",Sweden,1099200.0,Community inventories,2011
1106,"Uppsala Municipality, Sweden",Sweden,1182401.0,Community inventories,2014
1107,"Uppsala Municipality, Sweden",Sweden,0.0,Government operations inventory,
1108,"Uppsala Municipality, Sweden",Sweden,3890.0,Government operations inventory,2009
1109,"Uppsala Municipality, Sweden",Sweden,4811.0,Government operations inventory,2010
1110,"Uppsala Municipality, Sweden",Sweden,4467.0,Government operations inventory,2011
1111,"Uppsala Municipality, Sweden",Sweden,172.0,Government operations inventory,2014
1112,"Västerås Municipality, Sweden",Sweden,918500.0,Community inventories,1990
1113,"Västerås Municipality, Sweden",Sweden,913900.0,Community inventories,2000
1114,"Västerås Municipality, Sweden",Sweden,822100.0,Community inventories,2008
1115,"Västerås Municipality, Sweden",Sweden,890300.0,Community inventories,2009
1116,"Västerås Municipality, Sweden",Sweden,948100.0,Community inventories,2010
1117,"Västerås Municipality, Sweden",Sweden,819800.0,Community inventories,2011
1118,"Västerås Municipality, Sweden",Sweden,760988.0,Community inventories,2012
1119,"Västerås Municipality, Sweden",Sweden,2430.0,Government operations inventory,2009
1120,"Västerås Municipality, Sweden",Sweden,1815.0,Government operations inventory,2011
1121,"Västerås Municipality, Sweden",Sweden,1795.0,Government operations inventory,2012
1122,"Västerås Municipality, Sweden",Sweden,1724.0,Government operations inventory,2013
1123,"Växjö Municipality, Sweden",Sweden,326763.0,Community inventories,1993
1124,"Växjö Municipality, Sweden",Sweden,441323.0,Community inventories,1993
1125,"Växjö Municipality, Sweden",Sweden,264643.0,Community inventories,2000
1126,"Växjö Municipality, Sweden",Sweden,368019.0,Community inventories,2003
1127,"Växjö Municipality, Sweden",Sweden,287550.0,Community inventories,2005
1128,"Växjö Municipality, Sweden",Sweden,246396.0,Community inventories,2009
1129,"Växjö Municipality, Sweden",Sweden,229342.0,Community inventories,2011
1130,"Växjö Municipality, Sweden",Sweden,231818.0,Community inventories,2012
1131,"Växjö Municipality, Sweden",Sweden,207042.0,Community inventories,2013
1132,"Växjö Municipality, Sweden",Sweden,285353.0,Community inventories,2013
1133,"Växjö Municipality, Sweden",Sweden,0.0,Government operations inventory,1993
1134,"Växjö Municipality, Sweden",Sweden,0.0,Government operations inventory,2003
1135,"Växjö Municipality, Sweden",Sweden,7670.0,Government operations inventory,2005
1136,"Växjö Municipality, Sweden",Sweden,7859.0,Government operations inventory,2011
1137,"Växjö Municipality, Sweden",Sweden,6956.0,Government operations inventory,2012
1138,"Växjö Municipality, Sweden",Sweden,0.0,Government operations inventory,2013
1139,"Växjö Municipality, Sweden",Sweden,5399.0,Government operations inventory,2013
1140,"Växjö Municipality, Sweden",Sweden,4564.0,Government operations inventory,2014
1141,"Vårgårda Municipality, Sweden",Sweden,101157.0,Community inventories,2010
1142,"Vårgårda Municipality, Sweden",Sweden,97915.0,Community inventories,2011
1143,"Vårgårda Municipality, Sweden",Sweden,93882.0,Community inventories,2012
1144,"Vårgårda Municipality, Sweden",Sweden,92364.0,Community inventories,2013
1145,"Vårgårda Municipality, Sweden",Sweden,60878.0,Community inventories,2015
1146,"Vårgårda Municipality, Sweden",Sweden,62.0,Government operations inventory,2011
1147,"Vårgårda Municipality, Sweden",Sweden,59.0,Government operations inventory,2012
1148,"Vårgårda Municipality, Sweden",Sweden,45.0,Government operations inventory,2013
1149,"Vårgårda Municipality, Sweden",Sweden,37.0,Government operations inventory,2014
1150,"Vårgårda Municipality, Sweden",Sweden,210.0,Government operations inventory,2015
1151,"Örebro Municipality, Sweden",Sweden,1308037.1,Community inventories,2008
1152,"Örebro Municipality, Sweden",Sweden,491983.0,Community inventories,2013
1153,"Örebro Municipality, Sweden",Sweden,485561.0,Community inventories,2014
1154,"Örebro Municipality, Sweden",Sweden,470149.0,Community inventories,2015
1155,"Örebro Municipality, Sweden",Sweden,14600.0,Government operations inventory,2014
1156,"Örebro Municipality, Sweden",Sweden,28685.0,Government operations inventory,2014
1157,"Östersund Municipality, Sweden",Sweden,428160.0,Community inventories,1990
1158,"Östersund Municipality, Sweden",Sweden,315301.0,Community inventories,2000
1159,"Östersund Municipality, Sweden",Sweden,324587.0,Community inventories,2005
1160,"Östersund Municipality, Sweden",Sweden,291316.0,Community inventories,2006
1161,"Östersund Municipality, Sweden",Sweden,305832.0,Community inventories,2007
1162,"Östersund Municipality, Sweden",Sweden,285561.0,Community inventories,2008
1163,"Östersund Municipality, Sweden",Sweden,279666.0,Community inventories,2009
1164,"Östersund Municipality, Sweden",Sweden,270143.0,Community inventories,2010
1165,"Östersund Municipality, Sweden",Sweden,6357.902,Government operations inventory,2010
1166,"Moshi Municipal Council, Tanzania",Tanzania,3000.0,Government operations inventory,2006
1167,"Bangchak Sub District Municipality, Thailand",Thailand,26233.0,Community inventories,2015
1168,"Bangchak Sub District Municipality, Thailand",Thailand,2513.1200000000003,Government operations inventory,2015
1169,"Chiang Mai City Municipality, Thailand",Thailand,9567.0,Government operations inventory,2013
1170,"Chiang Rai City Municipality, Thailand",Thailand,-8442072.0,Community inventories,2013
1171,"Chiang Rai City Municipality, Thailand",Thailand,70522.0,Government operations inventory,2011
1172,"Chiang Rai City Municipality, Thailand",Thailand,70875.0,Government operations inventory,2011
1173,"Hat Siao Sub-District municipality, Thailand",Thailand,29572.0,Community inventories,2013
1174,"Hat Siao Sub-District municipality, Thailand",Thailand,10391.960000000001,Government operations inventory,2013
1175,"Hat Yai City Municipality, Thailand",Thailand,477723.0,Community inventories,2013
1176,"Hat Yai City Municipality, Thailand",Thailand,134977.0,Government operations inventory,2011
1177,"Hat Yai City Municipality, Thailand",Thailand,137349.24,Government operations inventory,2013
1178,"Huai Khao Kam Municipality, Thailand",Thailand,20897.0,Community inventories,2015
1179,"Huai Khao Kam Municipality, Thailand",Thailand,14306689.0,Government operations inventory,2014
1180,"Huai Khao Kam Municipality, Thailand",Thailand,3968.2400000000002,Government operations inventory,2015
1181,"Kalangnakorn Town Municipality, Thailand",Thailand,162378.0,Community inventories,2015
1182,"Kalangnakorn Town Municipality, Thailand",Thailand,7133.55,Government operations inventory,2015
1183,"Khok Kruat Municipality, Thailand",Thailand,28590.0,Community inventories,2013
1184,"Khok Kruat Municipality, Thailand",Thailand,4871.0,Government operations inventory,2012
1185,"Khon Kaen City Municipality, Thailand",Thailand,199428.0,Government operations inventory,2011
1186,"Khun Han Municipality, Thailand",Thailand,16552.0,Government operations inventory,2013
1187,"Lampang City Municipality, Thailand",Thailand,120400.0,Community inventories,2013
1188,"Lampang City Municipality, Thailand",Thailand,120403.31000000001,Community inventories,2013
1189,"Lampang City Municipality, Thailand",Thailand,1310.0,Government operations inventory,2011
1190,"Lampang City Municipality, Thailand",Thailand,1311.94,Government operations inventory,2011
1191,"Mae Raeng Municipality, Thailand",Thailand,3806.0,Government operations inventory,2012
1192,"Map Ammarit Municipality, Thailand",Thailand,4311.0,Community inventories,2013
1193,"Map Ammarit Municipality, Thailand",Thailand,5227.0,Government operations inventory,2012
1194,"Map Ammarit Municipality, Thailand",Thailand,5221.93,Government operations inventory,2013
1195,"Na Kaeo Municipality, Thailand",Thailand,6432.0,Government operations inventory,2012
1196,"Nang Lae Municipality, Thailand",Thailand,21.0,Government operations inventory,2011
1197,"Nong Samrong Town Municipality, Thailand",Thailand,12074.0,Government operations inventory,2011
1198,"Nonthaburi City Municipality, Thailand",Thailand,220679.0,Government operations inventory,2012
1199,"Nonthaburi City Municipality, Thailand",Thailand,220681.116631206,Government operations inventory,2012
1200,"Patong Municipality, Thailand",Thailand,1156684.0,Community inventories,2013
1201,"Patong Municipality, Thailand",Thailand,27960.9,Government operations inventory,2013
1202,"Phanat Nikhom Town Municipality, Thailand",Thailand,30896.09,Community inventories,2012
1203,"Phanat Nikhom Town Municipality, Thailand",Thailand,30892.0,Community inventories,2013
1204,"Phanat Nikhom Town Municipality, Thailand",Thailand,12256.869999999999,Government operations inventory,2012
1205,"Phanat Nikhom Town Municipality, Thailand",Thailand,12401.0,Government operations inventory,2012
1206,"Phanom Sarakham Municipality, Thailand",Thailand,14794.0,Community inventories,2013
1207,"Phanom Sarakham Municipality, Thailand",Thailand,6732.0,Government operations inventory,2011
1208,"Phuket City Municipality, Thailand",Thailand,480265.0,Community inventories,2013
1209,"Phuket City Municipality, Thailand",Thailand,2787.0,Government operations inventory,2010
1210,"Pong Municipality, Thailand",Thailand,2552.0,Government operations inventory,2012
1211,"Prix Municipality, Thailand",Thailand,16652.0,Community inventories,2015
1212,"Prix Municipality, Thailand",Thailand,2803.37,Government operations inventory,2015
1213,"Ranong Town Municipality, Thailand",Thailand,4823.68,Government operations inventory,2015
1214,"Rong Kwang Municipality, Thailand",Thailand,1826.0,Government operations inventory,2011
1215,"Sikhio Town Municipality, Thailand",Thailand,452.0,Government operations inventory,2010
