,city,country,emissions,inventory_type,year
465,"City of Semarang, Indonesia",Indonesia,1770297.41,Community inventories,2010
466,"City of Semarang, Indonesia",Indonesia,1066.0,Government operations inventory,2010
467,"City of Semarang, Indonesia",Indonesia,10661.39,Government operations inventory,2010
468,"Special Capital Region of Jakarta, Indonesia",Indonesia,16633289.0,Community inventories,2010
469,"Special Capital Region of Jakarta, Indonesia",Indonesia,16685429.0,Community inventories,2010
470,"Special Capital Region of Jakarta, Indonesia",Indonesia,0.0,Government operations inventory,2006
471,"Special Capital Region of Jakarta, Indonesia",Indonesia,95000.0,Government operations inventory,2010
472,"Jerusalem Municipality, Israel",Israel,2353555.0,Community inventories,2007
473,"Jerusalem Municipality, Israel",Israel,15449.0,Government operations inventory,2007
474,"City of Bologna, Italy",Italy,2066122.3296646068,Community inventories,2013
475,"City of Bologna, Italy",Italy,15019.2687737828,Government operations inventory,2013
476,"City of Forlì, Italy",Italy,812179.0,Community inventories,2000
477,"City of Rome, Italy",Italy,10999517.0,Community inventories,2003
478,"Metropolitan City of Florence, Italy",Italy,2487982.0,Community inventories,2005
479,"Metropolitan City of Florence, Italy",Italy,38972.0,Government operations inventory,2005
480,"Metropolitan City of Turin, Italy",Italy,12028000.0,Community inventories,2011
481,"Metropolitan City of Venice, Italy",Italy,1494743.0,Community inventories,2005
482,"Municipality of Ancona, Italy",Italy,606219.0,Community inventories,2010
483,"Municipality of Ancona, Italy",Italy,473.0,Government operations inventory,2010
484,"Municipality of Villa di Serio, Italy",Italy,2623616.0,Community inventories,2005
485,"Province of Siena, Italy",Italy,1550316.0,Community inventories,2010
486,"Province of Siena, Italy",Italy,0.0,Government operations inventory,2010
487,"Adachi City, Japan",Japan,2452000.0,Community inventories,2008
488,"Adachi City, Japan",Japan,2317000.0,Community inventories,2010
489,"Adachi City, Japan",Japan,0.0,Government operations inventory,2009
490,"Adachi City, Japan",Japan,34587.0,Government operations inventory,2011
491,"Aichi Prefecture, Japan",Japan,80956065.0,Community inventories,2008
492,"Aichi Prefecture, Japan",Japan,75007551.0,Community inventories,2009
493,"Aichi Prefecture, Japan",Japan,75203767.0,Community inventories,2010
494,"Aichi Prefecture, Japan",Japan,73971153.55,Community inventories,2012
495,"Aichi Prefecture, Japan",Japan,20881.0,Government operations inventory,2011
496,"Aichi Prefecture, Japan",Japan,3351.0,Government operations inventory,2012
497,"Aichi Prefecture, Japan",Japan,21186.0,Government operations inventory,2012
498,"Aichi Prefecture, Japan",Japan,21972.0,Government operations inventory,2013
499,"Akashi City, Japan",Japan,1873447.0,Community inventories,2007
500,"Akita City, Japan",Japan,3594000.0,Community inventories,2007
501,"Akita City, Japan",Japan,3357000.0,Community inventories,2010
502,"Akita City, Japan",Japan,119828.0,Government operations inventory,2012
503,"Akita Prefecture, Japan",Japan,9376000.0,Community inventories,2008
504,"Akita Prefecture, Japan",Japan,39060.0,Government operations inventory,2009
505,"Amami City, Japan",Japan,467.0,Government operations inventory,2010
506,"Aomori City, Japan",Japan,2800555.0,Community inventories,2008
507,"Aomori City, Japan",Japan,2791056.0,Community inventories,2010
508,"Aomori City, Japan",Japan,61056.0,Government operations inventory,2010
509,"Aomori City, Japan",Japan,51003.0,Government operations inventory,2012
510,"Aomori Prefecture, Japan",Japan,14745000.0,Community inventories,2008
511,"Asahikawa City, Japan",Japan,2894631.0,Community inventories,2007
512,"Asahikawa City, Japan",Japan,2585312.0,Community inventories,2009
513,"Asahikawa City, Japan",Japan,30908.0,Government operations inventory,2010
514,"Asahikawa City, Japan",Japan,32606.0,Government operations inventory,2012
515,"Atsugi City, Japan",Japan,2006534.0,Community inventories,2008
516,"Atsugi City, Japan",Japan,718.0,Government operations inventory,2010
517,"Chiba Prefecture, Japan",Japan,79203.0,Community inventories,2008
518,"Chiba Prefecture, Japan",Japan,75464000.0,Community inventories,2009
519,"Chiba Prefecture, Japan",Japan,8960.0,Government operations inventory,2008
520,"Chiba Prefecture, Japan",Japan,8008.0,Government operations inventory,2010
521,"Chigasaki City, Japan",Japan,1289000.0,Community inventories,2009
522,"Chiyoda City, Japan",Japan,3313000.0,Community inventories,2008
523,"Chiyoda City, Japan",Japan,3002000.0,Community inventories,2010
524,"Chiyoda City, Japan",Japan,35.0,Government operations inventory,2009
525,"Chiyoda City, Japan",Japan,38.0,Government operations inventory,2011
526,"Chuo City, Japan",Japan,2381000.0,Community inventories,2008
527,"Edogawa City, Japan",Japan,2401000.0,Community inventories,2008
528,"Edogawa City, Japan",Japan,716.0,Government operations inventory,2010
529,"Ehime Prefecture, Japan",Japan,20136000.0,Community inventories,2008
530,"Ehime Prefecture, Japan",Japan,19418000.0,Community inventories,2010
531,"Ehime Prefecture, Japan",Japan,0.0,Government operations inventory,2010
532,"Fuji City, Japan",Japan,7851000.0,Community inventories,2007
533,"Fuji City, Japan",Japan,6710000.0,Community inventories,2010
534,"Fuji City, Japan",Japan,29177.0,Government operations inventory,2010
535,"Fuji City, Japan",Japan,31039.0,Government operations inventory,2012
536,"Fujinomiya City, Japan",Japan,1444300.0,Community inventories,2008
537,"Fujinomiya City, Japan",Japan,28995.0,Government operations inventory,2009
538,"Fujisawa City, Japan",Japan,2896773.0,Community inventories,2008
539,"Fujisawa City, Japan",Japan,2929878.0,Community inventories,2010
540,"Fujisawa City, Japan",Japan,41845.0,Government operations inventory,2012
541,"Fukui Prefecture, Japan",Japan,8310000.0,Community inventories,2009
542,"Fukuoka City, Japan",Japan,7861050.0,Community inventories,2011
543,"Fukuoka City, Japan",Japan,294136.0,Government operations inventory,2012
544,"Fukushima Prefecture, Japan",Japan,17844000.0,Community inventories,2008
545,"Fukushima Prefecture, Japan",Japan,16671000.0,Community inventories,2010
546,"Fukushima Prefecture, Japan",Japan,71404.0,Government operations inventory,2012
547,"Funabashi City, Japan",Japan,4794100.0,Community inventories,2002
548,"Funabashi City, Japan",Japan,152233.0,Government operations inventory,2009
549,"Gifu Prefecture, Japan",Japan,17473000.0,Community inventories,2007
550,"Gifu Prefecture, Japan",Japan,16304000.0,Community inventories,2010
551,"Gifu Prefecture, Japan",Japan,6339.0,Government operations inventory,2010
552,"Gifu Prefecture, Japan",Japan,50071.0,Government operations inventory,2012
553,"Gunma Prefecture, Japan",Japan,20103000.0,Community inventories,2007
554,"Gunma Prefecture, Japan",Japan,9469.0,Government operations inventory,2010
555,"Hakodate City, Japan",Japan,2349621.0,Community inventories,2008
556,"Hamamatsu City, Japan",Japan,5811000.0,Community inventories,2009
557,"Hamamatsu City, Japan",Japan,5868000.0,Community inventories,2010
558,"Hamamatsu City, Japan",Japan,64522.0,Government operations inventory,2010
559,"Hamamatsu City, Japan",Japan,81996.0,Government operations inventory,2012
560,"Himeji City, Japan",Japan,9832000.0,Community inventories,2008
561,"Hiroshima City, Japan",Japan,6899000.0,Community inventories,2008
562,"Hiroshima City, Japan",Japan,8423304.0,Community inventories,2010
563,"Hiroshima City, Japan",Japan,8916709.0,Community inventories,2011
564,"Hiroshima City, Japan",Japan,94456.0,Government operations inventory,2009
565,"Hiroshima City, Japan",Japan,108607.0,Government operations inventory,2011
566,"Hiroshima City, Japan",Japan,113073.0,Government operations inventory,2012
567,"Hiroshima Prefecture, Japan",Japan,55460000.0,Community inventories,2008
568,"Hiroshima Prefecture, Japan",Japan,9429.0,Government operations inventory,2009
569,"Hokkaido Prefecture, Japan",Japan,71320000.0,Community inventories,2008
570,"Hokkaido Prefecture, Japan",Japan,62980000.0,Community inventories,2010
571,"Hokkaido Prefecture, Japan",Japan,265040.0,Government operations inventory,2011
572,"Hokuto City, Japan",Japan,26.0,Government operations inventory,2010
573,"Hyogo Prefecture, Japan",Japan,63484000.0,Community inventories,2009
574,"Hyogo Prefecture, Japan",Japan,71485000.0,Community inventories,2011
575,"Hyogo Prefecture, Japan",Japan,137174.0,Government operations inventory,2012
576,"Iida City, Japan",Japan,744859.0,Community inventories,2009
577,"Iida City, Japan",Japan,0.0,Government operations inventory,2010
578,"Ishikawa Prefecture, Japan",Japan,7038000.0,Community inventories,2010
579,"Ishikawa Prefecture, Japan",Japan,4367.0,Government operations inventory,2010
580,"Ishikawa Prefecture, Japan",Japan,4205.0,Government operations inventory,2012
581,"Itabashi City, Japan",Japan,1947457.0,Community inventories,2009
582,"Itabashi City, Japan",Japan,2231302.0,Community inventories,2011
583,"Itabashi City, Japan",Japan,2087405.0,Community inventories,2012
584,"Itabashi City, Japan",Japan,2215000.0,Community inventories,2013
585,"Itabashi City, Japan",Japan,0.0,Government operations inventory,2009
586,"Itabashi City, Japan",Japan,27494.0,Government operations inventory,2011
587,"Itabashi City, Japan",Japan,25990.0,Government operations inventory,2012
588,"Itabashi City, Japan",Japan,0.0,Government operations inventory,2014
589,"Iwaki City, Japan",Japan,3499654.0,Community inventories,2011
590,"Iwaki City, Japan",Japan,111600.0,Government operations inventory,2012
591,"Kagawa Prefecture, Japan",Japan,8110000.0,Community inventories,2008
592,"Kagawa Prefecture, Japan",Japan,7881000.0,Community inventories,2010
593,"Kagawa Prefecture, Japan",Japan,36981.0,Government operations inventory,2010
594,"Kagawa Prefecture, Japan",Japan,34894.0,Government operations inventory,2012
595,"Kakogawa City, Japan",Japan,1265258.0,Community inventories,2005
596,"Kakogawa City, Japan",Japan,49705.0,Government operations inventory,2010
597,"Kanagawa Prefecture, Japan",Japan,74046688.0,Community inventories,2010
598,"Kanagawa Prefecture, Japan",Japan,17726.0,Government operations inventory,2011
599,"Kanagawa Prefecture, Japan",Japan,341911.0,Government operations inventory,2012
600,"Kasumigaura City, Japan",Japan,0.0,Government operations inventory,2011
601,"Kawagoe City, Japan",Japan,1758000.0,Community inventories,2007
602,"Kawaguchi City, Japan",Japan,2330600.0,Community inventories,2008
603,"Kawaguchi City, Japan",Japan,2133000.0,Community inventories,2010
604,"Kawaguchi City, Japan",Japan,66000.0,Government operations inventory,2010
605,"Kawaguchi City, Japan",Japan,80165.0,Government operations inventory,2012
606,"Kawasaki City, Japan",Japan,25172300.0,Community inventories,2008
607,"Kawasaki City, Japan",Japan,24022300.0,Community inventories,2010
608,"Kawasaki City, Japan",Japan,23882900.0,Community inventories,2011
609,"Kawasaki City, Japan",Japan,25437200.0,Community inventories,2013
610,"Kawasaki City, Japan",Japan,0.0,Government operations inventory,2010
611,"Kawasaki City, Japan",Japan,427812.0,Government operations inventory,2012
612,"Kawasaki City, Japan",Japan,161205.77,Government operations inventory,2015
613,"Kita City, Japan",Japan,1164000.0,Community inventories,2008
614,"Kitakyushu City, Japan",Japan,16315000.0,Community inventories,2008
615,"Kitakyushu City, Japan",Japan,17483000.0,Community inventories,2010
616,"Kitakyushu City, Japan",Japan,18346000.0,Community inventories,2011
617,"Kitakyushu City, Japan",Japan,17036846.0,Community inventories,2013
618,"Kitakyushu City, Japan",Japan,166360.0,Government operations inventory,2010
619,"Kitakyushu City, Japan",Japan,167847.0,Government operations inventory,2012
620,"Kitakyushu City, Japan",Japan,162261.0,Government operations inventory,2013
621,"Kitakyushu City, Japan",Japan,176000.0,Government operations inventory,2013
622,"Kitamoto City, Japan",Japan,53.0,Government operations inventory,2010
623,"Kobe City, Japan",Japan,9859000.0,Community inventories,2009
624,"Kobe City, Japan",Japan,11387000.0,Community inventories,2011
625,"Kobe City, Japan",Japan,331932.0,Government operations inventory,2010
626,"Kobe City, Japan",Japan,238247.0,Government operations inventory,2012
627,"Kochi Prefecture, Japan",Japan,8667000.0,Community inventories,1990
628,"Kochi-konan City, Japan",Japan,632300.0,Community inventories,2006
629,"Kochi-konan City, Japan",Japan,246.0,Government operations inventory,2009
630,"Kofu City, Japan",Japan,965343.0,Community inventories,2010
631,"Kofu City, Japan",Japan,43457.0,Government operations inventory,2010
632,"Kofu City, Japan",Japan,42702.0,Government operations inventory,2012
633,"Komoro City, Japan",Japan,305760.0,Community inventories,2006
634,"Komoro City, Japan",Japan,254.0,Government operations inventory,2009
635,"Koriyama City, Japan",Japan,2704000.0,Community inventories,2007
636,"Koto City, Japan",Japan,3003074.0,Community inventories,2008
637,"Koto City, Japan",Japan,158.3,Government operations inventory,2010
638,"Kumamoto City, Japan",Japan,4253000.0,Community inventories,2010
639,"Kumamoto City, Japan",Japan,5023000.0,Community inventories,2011
640,"Kumamoto City, Japan",Japan,98839.0,Government operations inventory,2011
641,"Kumamoto City, Japan",Japan,76270.0,Government operations inventory,2012
642,"Kurashiki City, Japan",Japan,39572000.0,Community inventories,2007
643,"Kurashiki City, Japan",Japan,34225000.0,Community inventories,2008
644,"Kurashiki City, Japan",Japan,35637.0,Government operations inventory,2010
645,"Kurashiki City, Japan",Japan,33311.0,Government operations inventory,2012
646,"Kurume City, Japan",Japan,2038000.0,Community inventories,2010
647,"Kurume City, Japan",Japan,40202.0,Government operations inventory,2012
648,"Kushiro City, Japan",Japan,2167000.0,Community inventories,2008
649,"Kyoto City, Japan",Japan,6185000.0,Community inventories,2008
650,"Kyoto City, Japan",Japan,7684000.0,Community inventories,2011
651,"Kyoto City, Japan",Japan,208000.0,Government operations inventory,2009
652,"Kyoto City, Japan",Japan,262000.0,Government operations inventory,2011
653,"Kyoto Prefecture, Japan",Japan,12344357.0,Community inventories,2009
654,"Kyoto Prefecture, Japan",Japan,21524.0,Government operations inventory,2010
655,"Maebashi City, Japan",Japan,51655.0,Government operations inventory,2010
656,"Matsuyama City, Japan",Japan,3449621.0,Community inventories,2008
657,"Matsuyama City, Japan",Japan,3318096.0,Community inventories,2010
658,"Matsuyama City, Japan",Japan,65779.0,Government operations inventory,2009
659,"Matsuyama City, Japan",Japan,111532.0,Government operations inventory,2011
660,"Meguro City, Japan",Japan,1182000.0,Community inventories,2008
661,"Mie Prefecture, Japan",Japan,27930.0,Community inventories,2008
662,"Mie Prefecture, Japan",Japan,6159.0,Government operations inventory,2010
663,"Minato City, Japan",Japan,4282000.0,Community inventories,2008
664,"Minato City, Japan",Japan,206.0,Government operations inventory,2010
665,"Mito City, Japan",Japan,1463000.0,Community inventories,2009
666,"Mito City, Japan",Japan,32896.0,Government operations inventory,2009
667,"Mito City, Japan",Japan,35956.0,Government operations inventory,2011
668,"Miyagi Prefecture, Japan",Japan,20774.0,Community inventories,2007
669,"Miyazaki City, Japan",Japan,1801000.0,Community inventories,2003
670,"Miyazaki City, Japan",Japan,1230.0,Government operations inventory,2010
671,"Miyoshi City, Japan",Japan,860630.0,Community inventories,2008
672,"Musashino City, Japan",Japan,548000.0,Community inventories,2010
673,"Musashino City, Japan",Japan,567000.0,Community inventories,2011
674,"Musashino City, Japan",Japan,616000.0,Community inventories,2013
675,"Musashino City, Japan",Japan,15471.0,Government operations inventory,2012
676,"Musashino City, Japan",Japan,14125.0,Government operations inventory,2013
677,"Nagahama City, Japan",Japan,940500.0,Community inventories,2008
678,"Nagahama City, Japan",Japan,1222.0,Government operations inventory,2009
679,"Nagareyama City, Japan",Japan,629496.0,Community inventories,2008
680,"Nagareyama City, Japan",Japan,31665.0,Government operations inventory,2009
681,"Nagasaki Prefecture, Japan",Japan,8221000.0,Community inventories,2008
682,"Nagasaki Prefecture, Japan",Japan,8294000.0,Community inventories,2010
683,"Nagasaki Prefecture, Japan",Japan,25233.0,Government operations inventory,2011
684,"Nagoya City, Japan",Japan,15989000.0,Community inventories,2008
685,"Nagoya City, Japan",Japan,15875000.0,Community inventories,2010
686,"Nagoya City, Japan",Japan,15948000.0,Community inventories,2011
687,"Nagoya City, Japan",Japan,262940.0,Government operations inventory,2009
688,"Nagoya City, Japan",Japan,297946.0,Government operations inventory,2012
689,"Nagoya City, Japan",Japan,313286.0,Government operations inventory,2013
690,"Naha City, Japan",Japan,2258000.0,Community inventories,2010
691,"Naha City, Japan",Japan,25198.0,Government operations inventory,2011
692,"Nakano City, Japan",Japan,981000.0,Community inventories,2008
693,"Nara City, Japan",Japan,1346043.0,Community inventories,2010
694,"Nara City, Japan",Japan,35471.0,Government operations inventory,2012
695,"Nerima City, Japan",Japan,2064000.0,Community inventories,2008
696,"Nerima City, Japan",Japan,578.0,Government operations inventory,2011
697,"Neyagawa City, Japan",Japan,959000.0,Community inventories,2008
698,"Neyagawa City, Japan",Japan,24476.0,Government operations inventory,2012
699,"Niigata City, Japan",Japan,6997924.0,Community inventories,2008
700,"Niigata City, Japan",Japan,74806.0,Government operations inventory,2010
701,"Niigata Prefecture, Japan",Japan,24850000.0,Community inventories,2009
702,"Nishinomiya, Japan",Japan,1764572.0,Community inventories,2007
703,"Odawara City, Japan",Japan,1049334.0,Community inventories,2009
704,"Odawara City, Japan",Japan,15635.0,Government operations inventory,2010
705,"Oita Prefecture, Japan",Japan,33182000.0,Community inventories,2008
706,"Oita Prefecture, Japan",Japan,7734.0,Government operations inventory,2010
707,"Okayama City, Japan",Japan,6726000.0,Community inventories,2006
708,"Okayama City, Japan",Japan,73352.0,Government operations inventory,2009
709,"Okayama City, Japan",Japan,73422.0,Government operations inventory,2011
710,"Okazaki City, Japan",Japan,2893000.0,Community inventories,2007
711,"Okazaki City, Japan",Japan,58596.0,Government operations inventory,2009
712,"Okinawa Prefecture, Japan",Japan,13413000.0,Community inventories,2010
713,"Okinawa Prefecture, Japan",Japan,169360.0,Government operations inventory,2011
714,"Osaka Prefecture, Japan",Japan,50040000.0,Community inventories,2009
715,"Osaka Prefecture, Japan",Japan,0.0,Government operations inventory,2010
716,"Ota City, Japan",Japan,3081000.0,Community inventories,2008
717,"Ota City, Japan",Japan,1206.0,Government operations inventory,2009
718,"Otsu City, Japan",Japan,2146013.0,Community inventories,2007
719,"Otsu City, Japan",Japan,1861295.0,Community inventories,2010
720,"Otsu City, Japan",Japan,8034.0,Government operations inventory,2010
721,"Otsu City, Japan",Japan,31345.0,Government operations inventory,2011
722,"Sagamihara City, Japan",Japan,4430098.0,Community inventories,2006
723,"Sagamihara City, Japan",Japan,58655.0,Government operations inventory,2010
724,"Saitama City, Japan",Japan,5377000.0,Community inventories,2008
725,"Saitama City, Japan",Japan,5102000.0,Community inventories,2010
726,"Saitama City, Japan",Japan,5396000.0,Community inventories,2011
727,"Saitama City, Japan",Japan,120055.0,Government operations inventory,2009
728,"Saitama City, Japan",Japan,87391.0,Government operations inventory,2011
729,"Saitama City, Japan",Japan,91259.0,Government operations inventory,2014
730,"Saitama Prefecture, Japan",Japan,38127825.0,Community inventories,2009
731,"Sakai City, Japan",Japan,8280324.0,Community inventories,2008
732,"Sakai City, Japan",Japan,7334280.0,Community inventories,2009
733,"Sakai City, Japan",Japan,82496.0,Government operations inventory,2009
734,"Sakai City, Japan",Japan,131073.0,Government operations inventory,2011
735,"Sapporo City, Japan",Japan,10102656.0,Community inventories,2010
736,"Sapporo City, Japan",Japan,11399125.0,Community inventories,2011
737,"Sapporo City, Japan",Japan,13397003.0,Community inventories,2012
738,"Sapporo City, Japan",Japan,13024847.61,Community inventories,2014
739,"Sapporo City, Japan",Japan,268280.0,Government operations inventory,2010
740,"Sapporo City, Japan",Japan,279768.0,Government operations inventory,2011
741,"Sapporo City, Japan",Japan,274639.0,Government operations inventory,2012
742,"Sapporo City, Japan",Japan,222051.85,Government operations inventory,2014
743,"Sasebo City, Japan",Japan,1725000.0,Community inventories,2011
744,"Sasebo City, Japan",Japan,85187.0,Government operations inventory,2012
745,"Sendai City, Japan",Japan,7787335.0,Community inventories,2008
746,"Sendai City, Japan",Japan,7588515.0,Community inventories,2010
747,"Sendai City, Japan",Japan,6573042.0,Community inventories,2011
748,"Sendai City, Japan",Japan,145533.0,Government operations inventory,2009
749,"Sendai City, Japan",Japan,157366.0,Government operations inventory,2012
750,"Sendai City, Japan",Japan,172110.0,Government operations inventory,2013
751,"Setagaya City, Japan",Japan,2996000.0,Community inventories,2008
752,"Setagaya City, Japan",Japan,20.0,Government operations inventory,2009
753,"Settsu City, Japan",Japan,13309.0,Government operations inventory,2010
754,"Shibuya City, Japan",Japan,2326000.0,Community inventories,2008
755,"Shibuya City, Japan",Japan,210.0,Government operations inventory,2010
756,"Shiga Prefecture, Japan",Japan,12350000.0,Community inventories,2008
757,"Shimane Prefecture, Japan",Japan,6214189.0,Community inventories,2011
758,"Shimane Prefecture, Japan",Japan,92750.0,Government operations inventory,2011
759,"Shimokawa Town, Japan",Japan,0.0,Government operations inventory,2010
760,"Shimonoseki City, Japan",Japan,3385000.0,Community inventories,2008
761,"Shimonoseki City, Japan",Japan,52599.0,Government operations inventory,2010
762,"Shinjuku City, Japan",Japan,3202000.0,Community inventories,2007
763,"Shinjuku City, Japan",Japan,0.0,Government operations inventory,2010
764,"Shizuoka City, Japan",Japan,5642300.0,Community inventories,2008
765,"Shizuoka City, Japan",Japan,5957900.0,Community inventories,2010
766,"Shizuoka City, Japan",Japan,149725.0,Government operations inventory,2009
767,"Shizuoka City, Japan",Japan,251728.0,Government operations inventory,2012
768,"Shizuoka Prefecture, Japan",Japan,31558000.0,Community inventories,2008
769,"Suita City, Japan",Japan,1572000.0,Community inventories,2008
770,"Suita City, Japan",Japan,54819.0,Government operations inventory,2010
771,"Sumida City, Japan",Japan,1534000.0,Community inventories,2009
772,"Sumida City, Japan",Japan,1189000.0,Community inventories,2010
773,"Sumida City, Japan",Japan,0.0,Government operations inventory,2009
774,"Sumida City, Japan",Japan,20727.0,Government operations inventory,2011
775,"Taito City, Japan",Japan,1217000.0,Community inventories,2008
776,"Taito City, Japan",Japan,248.0,Government operations inventory,2010
777,"Takarazuka City, Japan",Japan,672143.0,Community inventories,2008
778,"Takarazuka City, Japan",Japan,34464.638999999996,Government operations inventory,2010
779,"Takatsuki City, Japan",Japan,1402000.0,Community inventories,2008
780,"Takatsuki City, Japan",Japan,0.0,Government operations inventory,2010
781,"Tokushima City, Japan",Japan,1570320.0,Community inventories,2008
782,"Tokyo Metropolitan Government, Japan",Japan,62179000.0,Community inventories,2009
783,"Tokyo Metropolitan Government, Japan",Japan,61905000.0,Community inventories,2010
784,"Tokyo Metropolitan Government, Japan",Japan,1978900.0,Government operations inventory,2011
785,"Tokyo Metropolitan Government, Japan",Japan,0.0,Government operations inventory,2014
786,"Tottori City, Japan",Japan,1208939.0,Community inventories,2010
787,"Tottori City, Japan",Japan,0.0,Government operations inventory,2010
788,"Tottori Prefecture, Japan",Japan,9671.0,Government operations inventory,2009
789,"Toyama City, Japan",Japan,4421702.0,Community inventories,2007
790,"Toyama City, Japan",Japan,3944509.2,Community inventories,2012
791,"Toyama City, Japan",Japan,866.0,Government operations inventory,2010
792,"Toyama Prefecture, Japan",Japan,13178000.0,Community inventories,2008
793,"Toyama Prefecture, Japan",Japan,10608000.0,Community inventories,2010
794,"Toyama Prefecture, Japan",Japan,4498.0,Government operations inventory,2008
795,"Toyama Prefecture, Japan",Japan,30028.0,Government operations inventory,2012
796,"Toyonaka City, Japan",Japan,1320183.0,Community inventories,2009
797,"Toyonaka City, Japan",Japan,5979.0,Government operations inventory,2010
798,"Tsukuba City, Japan",Japan,2091623.0,Community inventories,2006
799,"Tsukuba City, Japan",Japan,784.0,Government operations inventory,2010
800,"Ube City, Japan",Japan,5835548.0,Community inventories,2009
801,"Ube City, Japan",Japan,23141.0,Government operations inventory,2011
802,"Utsunomiya City, Japan",Japan,4140959.0,Community inventories,2003
803,"Utsunomiya City, Japan",Japan,60382.0,Government operations inventory,2009
804,"Wakayama Prefecture, Japan",Japan,16845000.0,Community inventories,2008
805,"Wakayama Prefecture, Japan",Japan,18405371.0,Community inventories,2010
806,"Wakayama Prefecture, Japan",Japan,0.0,Government operations inventory,2009
807,"Wakayama Prefecture, Japan",Japan,584.0,Government operations inventory,2012
808,"Yamagata Prefecture, Japan",Japan,9727000.0,Community inventories,2008
809,"Yamaguchi City, Japan",Japan,2070935.0,Community inventories,2008
810,"Yamaguchi City, Japan",Japan,1119.0,Government operations inventory,2009
811,"Yamaguchi Prefecture, Japan",Japan,42655000.0,Community inventories,2010
812,"Yamaguchi Prefecture, Japan",Japan,9723.0,Government operations inventory,2010
813,"Yamanashi Prefecture, Japan",Japan,6812000.0,Community inventories,2009
814,"Yamanashi Prefecture, Japan",Japan,6561000.0,Community inventories,2010
815,"Yamanashi Prefecture, Japan",Japan,0.0,Government operations inventory,2011
816,"Yamanashi Prefecture, Japan",Japan,32487.0,Government operations inventory,2012
817,"Yao City, Japan",Japan,1431046.0,Community inventories,2008
818,"Yao City, Japan",Japan,966.0,Government operations inventory,2010
819,"Yokohama City, Japan",Japan,19786000.0,Community inventories,2008
820,"Yokohama City, Japan",Japan,20375712.0,Community inventories,2014
821,"Yokohama City, Japan",Japan,338928.0,Government operations inventory,2014
822,"Yokosuka City, Japan",Japan,22834.0,Government operations inventory,2009
823,"Greater Amman Municipality, Jordan",Jordan,7445420.973,Community inventories,2014
824,"Kuching North City Council, Malaysia",Malaysia,0.0,Government operations inventory,2014
825,"Penang Island City Council, Malaysia",Malaysia,0.0,Government operations inventory,2014
826,"Petaling Jaya City Council, Malaysia",Malaysia,127052.0475,Government operations inventory,2013
827,"Petaling Jaya City Council, Malaysia",Malaysia,1731.7,Government operations inventory,2014
828,"SEBERANG PERAI MUNICIPAL COUNCIL, Malaysia",Malaysia,8131.48208,Community inventories,2016
829,"Shah Alam City Council, Malaysia",Malaysia,0.0,Government operations inventory,
830,"Shah Alam City Council, Malaysia",Malaysia,190443.17710035038,Government operations inventory,2013
831,"City of Tuxtla Gutiérrez, Mexico",Mexico,1708489.0,Community inventories,2010
832,"City of Tuxtla Gutiérrez, Mexico",Mexico,1604177.77,Government operations inventory,2010
833,"Guadalajara Metropolitan Area, Mexico",Mexico,529694347.0,Community inventories,2016
834,"Municipality of Aguascalientes, Mexico",Mexico,3839803.0,Community inventories,2010
835,"Municipality of Amacuzac, Mexico",Mexico,43111.0,Community inventories,2010
836,"Municipality of Atlatlahucan, Mexico",Mexico,44873.0,Community inventories,2010
837,"Municipality of Atotonilco de Tula, Mexico",Mexico,888994.0,Community inventories,2010
838,"Municipality of Axochiapan, Mexico",Mexico,63506.0,Community inventories,2010
839,"Municipality of Cozumel, Mexico",Mexico,177326.0,Community inventories,2011
840,"Municipality of Cuautla, Mexico",Mexico,484478.0,Community inventories,2010
841,"Municipality of Córdoba, Mexico, Mexico",Mexico,1278675.0,Community inventories,2007
842,"Municipality of Guadalajara, Mexico",Mexico,5462380.0,Community inventories,2009
843,"Municipality of Hermosillo, Mexico",Mexico,4952256.0,Community inventories,2010
844,"Municipality of Hermosillo, Mexico",Mexico,66266.0,Government operations inventory,2014
845,"Municipality of Jojutla, Mexico",Mexico,16682646.0,Community inventories,2010
846,"Municipality of Jonacatepec, Mexico",Mexico,62077.0,Community inventories,2010
847,"Municipality of León de los Aldamas, Mexico",Mexico,94311876.215,Community inventories,2012
848,"Municipality of León de los Aldamas, Mexico",Mexico,1738240.6749999998,Government operations inventory,2012
849,"Municipality of Mazatepec, Mexico",Mexico,11554.0,Community inventories,2010
850,"Municipality of Puebla de Zaragoza, Mexico",Mexico,3302184.0,Community inventories,2010
851,"Municipality of Puebla de Zaragoza, Mexico",Mexico,1781685.0,Government operations inventory,2012
852,"Municipality of Salamanca, Mexico",Mexico,0.0,Government operations inventory,2012
853,"Municipality of San Pedro Tlaquepaque, Mexico",Mexico,209946.56,Government operations inventory,2008
854,"Municipality of Tlalnepantla de Baz, Mexico",Mexico,5899134.0,Community inventories,2011
855,"Municipality of Toluca de Lerdo, Mexico",Mexico,4378317.0,Community inventories,2010
856,"Municipality of Toluca de Lerdo, Mexico",Mexico,2643862.0,Government operations inventory,2010
857,"Municipality of Xalapa-Enríquez, Mexico",Mexico,1646108.0,Community inventories,2011
858,"Municipality of Yautepec de Zaragoza, Mexico",Mexico,167974.0,Community inventories,2010
859,"Municipality of Zapopan, Mexico",Mexico,4351244.0,Community inventories,2010
860,"México City Government, Mexico",Mexico,26257083.0,Community inventories,2010
