,actions_nr,city,city_profile_url,commitments_nr,country,performance_nr,state
151,20,Toulouse Metropolis,http://carbonn.org/city_profiles/Toulouse_Metropolis&text=Toulouse%20Metropolis%20on%20Carbonn%20Climate%20Registry,4,France,2,
152,23,Urban Community of Nantes Métropole,http://carbonn.org/city_profiles/Urban_Community_of_Nantes_M%C3%A9tropole&text=Urban%20Community%20of%20Nantes%20M%C3%A9tropole%20on%20Carbonn%20Climate%20Registry,2,France,2,
153,3,Urban Community of Plaine Commune,http://carbonn.org/city_profiles/Urban_Community_of_Plaine_Commune&text=Urban%20Community%20of%20Plaine%20Commune%20on%20Carbonn%20Climate%20Registry,0,France,0,
154,5,City of Freiburg im Breisgau,http://carbonn.org/city_profiles/City_of_Freiburg_im_Breisgau&text=City%20of%20Freiburg%20im%20Breisgau%20on%20Carbonn%20Climate%20Registry,0,Germany,0,
155,0,City of Hannover,http://carbonn.org/city_profiles/City_of_Hannover&text=City%20of%20Hannover%20on%20Carbonn%20Climate%20Registry,1,Germany,2,
156,8,Federal City of Bonn,http://carbonn.org/city_profiles/Federal_City_of_Bonn&text=Federal%20City%20of%20Bonn%20on%20Carbonn%20Climate%20Registry,3,Germany,2,
157,0,Federal State of Berlin,http://carbonn.org/city_profiles/Federal_State_of_Berlin&text=Federal%20State%20of%20Berlin%20on%20Carbonn%20Climate%20Registry,1,Germany,0,
158,15,Municipality of Guatemala,http://carbonn.org/city_profiles/Municipality_of_Guatemala&text=Municipality%20of%20Guatemala%20on%20Carbonn%20Climate%20Registry,4,Guatemala,0,
159,4,Municipality of La Antigua Guatemala,http://carbonn.org/city_profiles/Municipality_of_La_Antigua_Guatemala&text=Municipality%20of%20La%20Antigua%20Guatemala%20on%20Carbonn%20Climate%20Registry,3,Guatemala,0,
160,4,Municipality of Pachalum,http://carbonn.org/city_profiles/Municipality_of_Pachalum&text=Municipality%20of%20Pachalum%20on%20Carbonn%20Climate%20Registry,3,Guatemala,1,
161,3,Municipality of Villa Nueva,http://carbonn.org/city_profiles/Municipality_of_Villa_Nueva&text=Municipality%20of%20Villa%20Nueva%20on%20Carbonn%20Climate%20Registry,0,Guatemala,0,
162,2,Tegucigalpa,"http://carbonn.org/city_profiles/Tegucigalpa,_Municipality_of_the_Central_District&text=Tegucigalpa,%20Municipality%20of%20the%20Central%20District%20on%20Carbonn%20Climate%20Registry",1,Honduras,0,Municipality of the Central District
163,41,Ahmedabad Municipal Corporation,http://carbonn.org/city_profiles/Ahmedabad_Municipal_Corporation&text=Ahmedabad%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,1,India,2,
164,22,Bengaluru Municipal Corporation,http://carbonn.org/city_profiles/Bengaluru_Municipal_Corporation&text=Bengaluru%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,2,India,1,
165,9,Bhubaneswar Municipal Corporation,http://carbonn.org/city_profiles/Bhubaneswar_Municipal_Corporation&text=Bhubaneswar%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,0,India,1,
166,15,Cochin Municipal Corporation,http://carbonn.org/city_profiles/Cochin_Municipal_Corporation&text=Cochin%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,4,India,2,
167,44,Coimbatore City Municipal Corporation,http://carbonn.org/city_profiles/Coimbatore_City_Municipal_Corporation&text=Coimbatore%20City%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,6,India,10,
168,14,Dehradun Municipal Corporation,http://carbonn.org/city_profiles/Dehradun_Municipal_Corporation&text=Dehradun%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,2,India,2,
169,18,Gandhinagar Municipal Corporation,http://carbonn.org/city_profiles/Gandhinagar_Municipal_Corporation&text=Gandhinagar%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,2,India,1,
170,24,Greater Hyderabad Municipal Corporation,http://carbonn.org/city_profiles/Greater_Hyderabad_Municipal_Corporation&text=Greater%20Hyderabad%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,4,India,6,
171,17,Gwalior Municipal Corporation,http://carbonn.org/city_profiles/Gwalior_Municipal_Corporation&text=Gwalior%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,0,India,10,
172,4,Indore Municipal Corporation,http://carbonn.org/city_profiles/Indore_Municipal_Corporation&text=Indore%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,0,India,1,
173,2,Jaipur Municipal Corporation,http://carbonn.org/city_profiles/Jaipur_Municipal_Corporation&text=Jaipur%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,0,India,2,
174,10,Kochi Municipal Corporation,http://carbonn.org/city_profiles/Kochi_Municipal_Corporation&text=Kochi%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,2,India,1,
175,7,Kota Municipal Corporation,http://carbonn.org/city_profiles/Kota_Municipal_Corporation&text=Kota%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,0,India,2,
176,14,Nagpur Municipal Corporation,http://carbonn.org/city_profiles/Nagpur_Municipal_Corporation&text=Nagpur%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,3,India,2,
177,13,Nashik City Corporation,http://carbonn.org/city_profiles/Nashik_City_Corporation&text=Nashik%20City%20Corporation%20on%20Carbonn%20Climate%20Registry,1,India,1,
178,63,New Delhi Municipal Council,http://carbonn.org/city_profiles/New_Delhi_Municipal_Council&text=New%20Delhi%20Municipal%20Council%20on%20Carbonn%20Climate%20Registry,1,India,1,
179,42,Panaji City Municipal Corporation,http://carbonn.org/city_profiles/Panaji_City_Municipal_Corporation&text=Panaji%20City%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,6,India,5,
180,7,Patna Municipal Corporation,http://carbonn.org/city_profiles/Patna_Municipal_Corporation&text=Patna%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,2,India,0,
181,0,Pimpri Chinchwad Municipal Corporation,http://carbonn.org/city_profiles/Pimpri_Chinchwad_Municipal_Corporation&text=Pimpri%20Chinchwad%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,0,India,7,
182,54,Pune Municipal Corporation,http://carbonn.org/city_profiles/Pune_Municipal_Corporation&text=Pune%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,5,India,4,
183,54,Rajkot Municipal Corporation,http://carbonn.org/city_profiles/Rajkot_Municipal_Corporation&text=Rajkot%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,7,India,12,
184,15,Shimla Municipal Corporation,http://carbonn.org/city_profiles/Shimla_Municipal_Corporation&text=Shimla%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,4,India,12,
185,31,Surat Municipal Corporation,http://carbonn.org/city_profiles/Surat_Municipal_Corporation&text=Surat%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,4,India,2,
186,33,Thane Municipal Corporation,http://carbonn.org/city_profiles/Thane_Municipal_Corporation&text=Thane%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,3,India,12,
187,25,Vadodara Municipal Corporation,http://carbonn.org/city_profiles/Vadodara_Municipal_Corporation&text=Vadodara%20Municipal%20Corporation%20on%20Carbonn%20Climate%20Registry,3,India,0,
188,10,Bogor City Government,http://carbonn.org/city_profiles/Bogor_City_Government&text=Bogor%20City%20Government%20on%20Carbonn%20Climate%20Registry,12,Indonesia,3,
189,21,City of Balikpapan,http://carbonn.org/city_profiles/City_of_Balikpapan&text=City%20of%20Balikpapan%20on%20Carbonn%20Climate%20Registry,3,Indonesia,3,
190,1,City of Banda Aceh,http://carbonn.org/city_profiles/City_of_Banda_Aceh&text=City%20of%20Banda%20Aceh%20on%20Carbonn%20Climate%20Registry,0,Indonesia,0,
191,17,City of Bandung,http://carbonn.org/city_profiles/City_of_Bandung&text=City%20of%20Bandung%20on%20Carbonn%20Climate%20Registry,3,Indonesia,3,
192,1,City of Bekasi,http://carbonn.org/city_profiles/City_of_Bekasi&text=City%20of%20Bekasi%20on%20Carbonn%20Climate%20Registry,4,Indonesia,0,
193,11,City of Cimahi,http://carbonn.org/city_profiles/City_of_Cimahi&text=City%20of%20Cimahi%20on%20Carbonn%20Climate%20Registry,1,Indonesia,1,
194,1,City of Malang,http://carbonn.org/city_profiles/City_of_Malang&text=City%20of%20Malang%20on%20Carbonn%20Climate%20Registry,10,Indonesia,2,
195,1,City of Probolinggo,http://carbonn.org/city_profiles/City_of_Probolinggo&text=City%20of%20Probolinggo%20on%20Carbonn%20Climate%20Registry,4,Indonesia,2,
196,10,City of Semarang,http://carbonn.org/city_profiles/City_of_Semarang&text=City%20of%20Semarang%20on%20Carbonn%20Climate%20Registry,3,Indonesia,2,
197,21,Special Capital Region of Jakarta,http://carbonn.org/city_profiles/Special_Capital_Region_of_Jakarta&text=Special%20Capital%20Region%20of%20Jakarta%20on%20Carbonn%20Climate%20Registry,14,Indonesia,5,
198,1,Tangerang City,http://carbonn.org/city_profiles/Tangerang_City&text=Tangerang%20City%20on%20Carbonn%20Climate%20Registry,1,Indonesia,0,
199,2,Jerusalem Municipality,http://carbonn.org/city_profiles/Jerusalem_Municipality&text=Jerusalem%20Municipality%20on%20Carbonn%20Climate%20Registry,1,Israel,2,
200,0,City of Bologna,http://carbonn.org/city_profiles/City_of_Bologna&text=City%20of%20Bologna%20on%20Carbonn%20Climate%20Registry,1,Italy,2,
201,13,City of Forlì,http://carbonn.org/city_profiles/City_of_Forl%C3%AC&text=City%20of%20Forl%C3%AC%20on%20Carbonn%20Climate%20Registry,1,Italy,1,
202,4,City of Rome,http://carbonn.org/city_profiles/City_of_Rome&text=City%20of%20Rome%20on%20Carbonn%20Climate%20Registry,0,Italy,1,
203,4,Metropolitan City of Florence,http://carbonn.org/city_profiles/Metropolitan_City_of_Florence&text=Metropolitan%20City%20of%20Florence%20on%20Carbonn%20Climate%20Registry,3,Italy,2,
204,2,Metropolitan City of Turin,http://carbonn.org/city_profiles/Metropolitan_City_of_Turin&text=Metropolitan%20City%20of%20Turin%20on%20Carbonn%20Climate%20Registry,3,Italy,1,
205,5,Metropolitan City of Venice,http://carbonn.org/city_profiles/Metropolitan_City_of_Venice&text=Metropolitan%20City%20of%20Venice%20on%20Carbonn%20Climate%20Registry,0,Italy,1,
206,0,Municipality of Ancona,http://carbonn.org/city_profiles/Municipality_of_Ancona&text=Municipality%20of%20Ancona%20on%20Carbonn%20Climate%20Registry,6,Italy,2,
207,1,Municipality of Villa di Serio,http://carbonn.org/city_profiles/Municipality_of_Villa_di_Serio&text=Municipality%20of%20Villa%20di%20Serio%20on%20Carbonn%20Climate%20Registry,1,Italy,1,
208,4,Province of Siena,http://carbonn.org/city_profiles/Province_of_Siena&text=Province%20of%20Siena%20on%20Carbonn%20Climate%20Registry,12,Italy,2,
209,2,Adachi City,http://carbonn.org/city_profiles/Adachi_City&text=Adachi%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,4,
210,3,Aichi Prefecture,http://carbonn.org/city_profiles/Aichi_Prefecture&text=Aichi%20Prefecture%20on%20Carbonn%20Climate%20Registry,5,Japan,7,
211,0,Akashi City,http://carbonn.org/city_profiles/Akashi_City&text=Akashi%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
212,1,Akita City,http://carbonn.org/city_profiles/Akita_City&text=Akita%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,3,
213,0,Akita Prefecture,http://carbonn.org/city_profiles/Akita_Prefecture&text=Akita%20Prefecture%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
214,0,Amami City,http://carbonn.org/city_profiles/Amami_City&text=Amami%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
215,0,Aomori City,http://carbonn.org/city_profiles/Aomori_City&text=Aomori%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
216,0,Aomori Prefecture,http://carbonn.org/city_profiles/Aomori_Prefecture&text=Aomori%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
217,1,Asahikawa City,http://carbonn.org/city_profiles/Asahikawa_City&text=Asahikawa%20City%20on%20Carbonn%20Climate%20Registry,0,Japan,4,
218,0,Atsugi City,http://carbonn.org/city_profiles/Atsugi_City&text=Atsugi%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
219,0,Chiba Prefecture,http://carbonn.org/city_profiles/Chiba_Prefecture&text=Chiba%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
220,0,Chigasaki City,http://carbonn.org/city_profiles/Chigasaki_City&text=Chigasaki%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
221,5,Chiyoda City,http://carbonn.org/city_profiles/Chiyoda_City&text=Chiyoda%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
222,0,Chuo City,http://carbonn.org/city_profiles/Chuo_City&text=Chuo%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
223,0,Edogawa City,http://carbonn.org/city_profiles/Edogawa_City&text=Edogawa%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
224,2,Ehime Prefecture,http://carbonn.org/city_profiles/Ehime_Prefecture&text=Ehime%20Prefecture%20on%20Carbonn%20Climate%20Registry,4,Japan,3,
225,0,Fuji City,http://carbonn.org/city_profiles/Fuji_City&text=Fuji%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
226,0,Fujinomiya City,http://carbonn.org/city_profiles/Fujinomiya_City&text=Fujinomiya%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
227,1,Fujisawa City,http://carbonn.org/city_profiles/Fujisawa_City&text=Fujisawa%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,3,
228,6,Fukui Prefecture,http://carbonn.org/city_profiles/Fukui_Prefecture&text=Fukui%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
229,6,Fukuoka City,http://carbonn.org/city_profiles/Fukuoka_City&text=Fukuoka%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
230,3,Fukushima Prefecture,http://carbonn.org/city_profiles/Fukushima_Prefecture&text=Fukushima%20Prefecture%20on%20Carbonn%20Climate%20Registry,3,Japan,3,
231,0,Funabashi City,http://carbonn.org/city_profiles/Funabashi_City&text=Funabashi%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
232,5,Gifu Prefecture,http://carbonn.org/city_profiles/Gifu_Prefecture&text=Gifu%20Prefecture%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
233,1,Goto City,"http://carbonn.org/city_profiles/Goto_City,_Nagasaki&text=Goto%20City,%20Nagasaki%20on%20Carbonn%20Climate%20Registry",0,Japan,0,Nagasaki
234,0,Gunma Prefecture,http://carbonn.org/city_profiles/Gunma_Prefecture&text=Gunma%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
235,0,Hakodate City,http://carbonn.org/city_profiles/Hakodate_City&text=Hakodate%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
236,3,Hamamatsu City,http://carbonn.org/city_profiles/Hamamatsu_City&text=Hamamatsu%20City%20on%20Carbonn%20Climate%20Registry,4,Japan,4,
237,0,Himeji City,http://carbonn.org/city_profiles/Himeji_City&text=Himeji%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,1,
238,0,Hirakata City,http://carbonn.org/city_profiles/Hirakata_City&text=Hirakata%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,0,
239,5,Hiroshima City,http://carbonn.org/city_profiles/Hiroshima_City&text=Hiroshima%20City%20on%20Carbonn%20Climate%20Registry,4,Japan,6,
240,0,Hiroshima Prefecture,http://carbonn.org/city_profiles/Hiroshima_Prefecture&text=Hiroshima%20Prefecture%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
241,1,Hokkaido Prefecture,http://carbonn.org/city_profiles/Hokkaido_Prefecture&text=Hokkaido%20Prefecture%20on%20Carbonn%20Climate%20Registry,1,Japan,3,
242,0,Hokuto City,http://carbonn.org/city_profiles/Hokuto_City&text=Hokuto%20City%20on%20Carbonn%20Climate%20Registry,0,Japan,1,
243,5,Hyogo Prefecture,http://carbonn.org/city_profiles/Hyogo_Prefecture&text=Hyogo%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,3,
244,1,Iida City,http://carbonn.org/city_profiles/Iida_City&text=Iida%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
245,1,Ishikawa Prefecture,http://carbonn.org/city_profiles/Ishikawa_Prefecture&text=Ishikawa%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,3,
246,8,Itabashi City,http://carbonn.org/city_profiles/Itabashi_City&text=Itabashi%20City%20on%20Carbonn%20Climate%20Registry,4,Japan,8,
247,1,Iwaki City,http://carbonn.org/city_profiles/Iwaki_City&text=Iwaki%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
248,2,Kagawa Prefecture,http://carbonn.org/city_profiles/Kagawa_Prefecture&text=Kagawa%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
249,0,Kakogawa City,http://carbonn.org/city_profiles/Kakogawa_City&text=Kakogawa%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
250,3,Kanagawa Prefecture,http://carbonn.org/city_profiles/Kanagawa_Prefecture&text=Kanagawa%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,3,
251,0,Kasumigaura City,http://carbonn.org/city_profiles/Kasumigaura_City&text=Kasumigaura%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
252,0,Kawagoe City,http://carbonn.org/city_profiles/Kawagoe_City&text=Kawagoe%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
253,2,Kawaguchi City,http://carbonn.org/city_profiles/Kawaguchi_City&text=Kawaguchi%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
254,6,Kawasaki City,http://carbonn.org/city_profiles/Kawasaki_City&text=Kawasaki%20City%20on%20Carbonn%20Climate%20Registry,5,Japan,6,
255,0,Kita City,http://carbonn.org/city_profiles/Kita_City&text=Kita%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
256,13,Kitakyushu City,http://carbonn.org/city_profiles/Kitakyushu_City&text=Kitakyushu%20City%20on%20Carbonn%20Climate%20Registry,6,Japan,7,
257,0,Kitamoto City,http://carbonn.org/city_profiles/Kitamoto_City&text=Kitamoto%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
258,3,Kobe City,http://carbonn.org/city_profiles/Kobe_City&text=Kobe%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
259,0,Kochi Prefecture,http://carbonn.org/city_profiles/Kochi_Prefecture&text=Kochi%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
260,0,Kochi-konan City,http://carbonn.org/city_profiles/Kochi-konan_City&text=Kochi-konan%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
261,0,Kofu City,http://carbonn.org/city_profiles/Kofu_City&text=Kofu%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,3,
262,0,Komoro City,http://carbonn.org/city_profiles/Komoro_City&text=Komoro%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
263,0,Koriyama City,http://carbonn.org/city_profiles/Koriyama_City&text=Koriyama%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
264,0,Koto City,http://carbonn.org/city_profiles/Koto_City&text=Koto%20City%20on%20Carbonn%20Climate%20Registry,4,Japan,2,
265,4,Kumamoto City,http://carbonn.org/city_profiles/Kumamoto_City&text=Kumamoto%20City%20on%20Carbonn%20Climate%20Registry,4,Japan,4,
266,4,Kurashiki City,http://carbonn.org/city_profiles/Kurashiki_City&text=Kurashiki%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
267,0,Kurume City,http://carbonn.org/city_profiles/Kurume_City&text=Kurume%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
268,0,Kushiro City,http://carbonn.org/city_profiles/Kushiro_City&text=Kushiro%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
269,10,Kyoto City,http://carbonn.org/city_profiles/Kyoto_City&text=Kyoto%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
270,1,Kyoto Prefecture,http://carbonn.org/city_profiles/Kyoto_Prefecture&text=Kyoto%20Prefecture%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
271,0,Maebashi City,http://carbonn.org/city_profiles/Maebashi_City&text=Maebashi%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
272,1,Matsuyama City,http://carbonn.org/city_profiles/Matsuyama_City&text=Matsuyama%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
273,0,Meguro City,http://carbonn.org/city_profiles/Meguro_City&text=Meguro%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
274,0,Mie Prefecture,http://carbonn.org/city_profiles/Mie_Prefecture&text=Mie%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
275,0,Minato City,http://carbonn.org/city_profiles/Minato_City&text=Minato%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
276,1,Mito City,http://carbonn.org/city_profiles/Mito_City&text=Mito%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,3,
277,0,Miyagi Prefecture,http://carbonn.org/city_profiles/Miyagi_Prefecture&text=Miyagi%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
278,0,Miyazaki City,http://carbonn.org/city_profiles/Miyazaki_City&text=Miyazaki%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
279,0,Miyoshi City,http://carbonn.org/city_profiles/Miyoshi_City&text=Miyoshi%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
280,1,Musashino City,http://carbonn.org/city_profiles/Musashino_City&text=Musashino%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,5,
281,0,Nagahama City,http://carbonn.org/city_profiles/Nagahama_City&text=Nagahama%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
282,0,Nagareyama City,http://carbonn.org/city_profiles/Nagareyama_City&text=Nagareyama%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
283,1,Nagasaki Prefecture,http://carbonn.org/city_profiles/Nagasaki_Prefecture&text=Nagasaki%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,3,
284,9,Nagoya City,http://carbonn.org/city_profiles/Nagoya_City&text=Nagoya%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,6,
285,1,Naha City,http://carbonn.org/city_profiles/Naha_City&text=Naha%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
286,0,Nakano City,http://carbonn.org/city_profiles/Nakano_City&text=Nakano%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
287,1,Nara City,http://carbonn.org/city_profiles/Nara_City&text=Nara%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
288,0,Nerima City,http://carbonn.org/city_profiles/Nerima_City&text=Nerima%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
289,0,Neyagawa City,http://carbonn.org/city_profiles/Neyagawa_City&text=Neyagawa%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
290,0,Nihonmatsu City,http://carbonn.org/city_profiles/Nihonmatsu_City&text=Nihonmatsu%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,0,
291,0,Niigata City,http://carbonn.org/city_profiles/Niigata_City&text=Niigata%20City%20on%20Carbonn%20Climate%20Registry,5,Japan,2,
292,0,Niigata Prefecture,http://carbonn.org/city_profiles/Niigata_Prefecture&text=Niigata%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
293,0,Nishinomiya,http://carbonn.org/city_profiles/Nishinomiya&text=Nishinomiya%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
294,0,Odawara City,http://carbonn.org/city_profiles/Odawara_City&text=Odawara%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
295,0,Oita Prefecture,http://carbonn.org/city_profiles/Oita_Prefecture&text=Oita%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
296,4,Okayama City,http://carbonn.org/city_profiles/Okayama_City&text=Okayama%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,3,
297,0,Okazaki City,http://carbonn.org/city_profiles/Okazaki_City&text=Okazaki%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
298,1,Okinawa Prefecture,http://carbonn.org/city_profiles/Okinawa_Prefecture&text=Okinawa%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
299,0,Osaka Prefecture,http://carbonn.org/city_profiles/Osaka_Prefecture&text=Osaka%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
300,0,Ota City,http://carbonn.org/city_profiles/Ota_City&text=Ota%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
301,1,Otsu City,http://carbonn.org/city_profiles/Otsu_City&text=Otsu%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,4,
302,0,Sagamihara City,http://carbonn.org/city_profiles/Sagamihara_City&text=Sagamihara%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
303,2,Saitama City,http://carbonn.org/city_profiles/Saitama_City&text=Saitama%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,6,
304,0,Saitama Prefecture,http://carbonn.org/city_profiles/Saitama_Prefecture&text=Saitama%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
305,1,Sakai City,http://carbonn.org/city_profiles/Sakai_City&text=Sakai%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
306,1,Sapporo City,http://carbonn.org/city_profiles/Sapporo_City&text=Sapporo%20City%20on%20Carbonn%20Climate%20Registry,5,Japan,8,
307,1,Sasebo City,http://carbonn.org/city_profiles/Sasebo_City&text=Sasebo%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
308,0,Sendai City,http://carbonn.org/city_profiles/Sendai_City&text=Sendai%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,6,
309,0,Setagaya City,http://carbonn.org/city_profiles/Setagaya_City&text=Setagaya%20City%20on%20Carbonn%20Climate%20Registry,0,Japan,2,
310,0,Settsu City,http://carbonn.org/city_profiles/Settsu_City&text=Settsu%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
311,0,Shibuya City,http://carbonn.org/city_profiles/Shibuya_City&text=Shibuya%20City%20on%20Carbonn%20Climate%20Registry,1,Japan,2,
312,0,Shiga Prefecture,http://carbonn.org/city_profiles/Shiga_Prefecture&text=Shiga%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
313,0,Shimane Prefecture,http://carbonn.org/city_profiles/Shimane_Prefecture&text=Shimane%20Prefecture%20on%20Carbonn%20Climate%20Registry,3,Japan,2,
314,0,Shimokawa Town,http://carbonn.org/city_profiles/Shimokawa_Town&text=Shimokawa%20Town%20on%20Carbonn%20Climate%20Registry,1,Japan,1,
315,0,Shimonoseki City,http://carbonn.org/city_profiles/Shimonoseki_City&text=Shimonoseki%20City%20on%20Carbonn%20Climate%20Registry,4,Japan,2,
316,0,Shinjuku City,http://carbonn.org/city_profiles/Shinjuku_City&text=Shinjuku%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
317,1,Shizuoka City,http://carbonn.org/city_profiles/Shizuoka_City&text=Shizuoka%20City%20on%20Carbonn%20Climate%20Registry,3,Japan,4,
318,0,Shizuoka Prefecture,http://carbonn.org/city_profiles/Shizuoka_Prefecture&text=Shizuoka%20Prefecture%20on%20Carbonn%20Climate%20Registry,2,Japan,1,
319,0,Suita City,http://carbonn.org/city_profiles/Suita_City&text=Suita%20City%20on%20Carbonn%20Climate%20Registry,2,Japan,2,
