,name,country,population,adhesion_date,latitude,longitude,url,ACTION,MONITOR
2131,DOMEÑO,Spain,718,16/06/2016,39.660160064697,-0.67220997810364,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19754,1,1
2132,DORGALI,Italy,8583,09/08/2011,40.171398162842,9.3514003753662,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18927,1,1
2133,DOXATO,Greece,14580,23/04/2013,41.340000152588,24.111700057983,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17096,1,1
2134,DURBUY,Belgium,11600,29/03/2017,50.209999084473,5.2699999809265,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20293,1,1
2135,Dad,Hungary,979,"Bokod,Környe,Tardos,Várgesztes,Dunaalmás,Szomód,Baj,Gyermely,Szomor,Dad,Vértessomló,Vértesszőlős ,Tarján,Szákszend,Dunaszentmiklós,Kocs,Vértestolna,Kecskéd,Héreg,Szárliget,Naszály,Kömlőd",47.518543583284,18.227771088623,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25273,1,1
2136,Dalgopol,Bulgaria,14389,22/11/2011,43.055110931396,27.322999954224,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17006,1,1
2137,Damienesti,Romania,2021,01/03/2011,46.737678527832,26.994190216064,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15941,1,1
2138,Darfo Boario Terme,Italy,15627,07/03/2015,45.534000396729,10.111200332642,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19339,1,1
2139,Darlington,United Kingdom,100000,15/01/2009,54.523300170898,-1.5536199808121,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=11902,0,1
2140,Daroca,Spain,2313,20/05/2013,41.114398956299,-1.4144300222397,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17225,0,1
2141,Daruvar,Croatia,11633,22/09/2014,44.465148925781,14.545900344849,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19484,1,1
2142,Das,Spain,243,22/03/2012,42.361911773682,1.8706200122833,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15395,1,1
2143,Dasa',Italy,1136,30/01/2019,38.565377964848,16.197876426892,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27445,1,1
2144,Dashava,Ukraine,2333,15/05/2015,49.262180328369,24.011699676514,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18981,0,1
2145,Davagna,Italy,1844,30/11/2009,44.466899871826,9.0878295898438,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12590,1,1
2146,Daverio,Italy,3079,07/05/2013,45.778030395508,8.7704496383667,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17080,1,1
2147,Davoli,Italy,5493,07/10/2011,38.385398864746,16.291299819946,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15705,1,1
2148,Dealu Morii,Romania,3192,28/02/2013,46.285831451416,27.280279159546,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17179,1,1
2149,Decimomannu,Italy,7833,19/09/2011,39.311000823975,8.9657402038574,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14484,1,1
2150,Decimoputzu,Italy,4300,17/02/2011,39.336399078369,8.916259765625,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14599,1,1
2151,Decollatura,Italy,3279,01/02/2012,39.047080993652,16.356330871582,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15125,1,1
2152,Dedoplistskaro,Georgia,21221,"Akhmeta,Gurjaani,Dedoplistskaro,Sagarejo,Lagodekhi,Kvareli",41.467220306396,46.117519378662,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20476,1,1
2153,Deiva Marina,Italy,1463,30/09/2009,44.220001220703,9.5200004577637,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=12539,1,1
2154,Deià,Spain,620,25/07/2019,39.746135302145,2.6487264053101,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26741,0,1
2155,Delfi,Greece,26716,02/08/2013,38.527931213379,22.375810623169,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17582,0,1
2156,Delia,Italy,4503,18/06/2012,37.355911254883,13.927459716797,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15795,0,1
2157,Deliatyn ATC,Ukraine,16921,28/02/2018,48.534487299481,24.62711096582,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26322,0,1
2158,Deliceto,Italy,4002,13/04/2010,41.223999023438,15.386699676514,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13181,0,1
2159,Dello,Italy,4202,13/04/2010,41.871898651123,12.567399978638,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=13009,0,1
2160,Deltebre,Spain,11831,31/03/2015,40.719261169434,0.72295999526977,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19045,0,1
2161,Demydivska  Amalgamated Community,Ukraine,11300,14/12/2018,50.428605028688,25.3384651541,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25690,1,1
2162,Denderleeuw,Belgium,19830,"Erpe-Mere,Lede,Maarkedal,Herzele,Brakel,Geraardsbergen,Zottegem,Denderleeuw,Zwalm,Haaltert,Sint-Lievens-Houtem,Lierde,Ronse",50.525901794434,4.4510002136231,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20216,1,1
2163,Derhachi,Ukraine,20107,15/08/2017,50.060001373291,36.069999694824,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20291,0,1
2164,Deryneia,Cyprus,5844,26/06/2013,35.352001190185,33.574001312256,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17450,1,1
2165,Desenzano del Garda,Italy,27990,28/11/2012,45.469181060791,10.539810180664,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16308,1,1
2166,Destelbergen,Belgium,18026,21/03/2019,51.05559847955,3.7981367111206,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26313,1,1
2167,Desulo,Italy,2478,"Austis,Aritzo,Neoneli,Meana Sardo,Sorgono,Desulo,Teti,Gadoni",40.012699127197,9.2295303344727,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18502,0,1
2168,Deutschsprachige Gemeinschaft Belgiens,Belgium,76920,26/04/2018,50.621070861816,6.0397300720215,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20469,1,1
2169,Deva,Romania,69000,23/09/2011,45.881401062012,22.89879989624,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=14499,1,1
2170,Diano Arentino,Italy,682,22/08/2013,43.953018188477,8.0410404205322,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17618,1,1
2171,Diano Castello,Italy,2216,24/09/2013,43.92610168457,8.0644102096558,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17654,1,1
2172,Dicastillo,Spain,599,"Aberin,Dicastillo,Andosilla,Los Arcos,Cárcar,Oteiza,Viana,Villatuerta ,Aras,Arellano,Lerín,Torres del Río,Sartaguda,Lodosa,Mendavia,Arróniz,Allo",42.595823086106,-2.0282649993896,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27315,1,1
2173,Diepenbeek,Belgium,18208,16/11/2011,50.910831451416,5.413360118866,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15231,0,1
2174,Dilijan,Armenia,17700,27/06/2014,40.742259979248,44.871761322021,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18144,1,1
2175,Dilsen-Stokkem,Belgium,19663,13/10/2011,51.03332901001,5.7166700363159,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=15232,1,1
2176,Dimaro,Italy,1307,29/11/2012,46.0,10.0,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=16368,1,1
2177,Dimitrovgrad,Bulgaria,61564,24/11/2016,42.06122970581,25.593490600586,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20005,1,1
