"adhesion_date","country","latitude","longitude","name","population","url"
"13/04/2010","Spain",38.346099853516,-0.76866000890732,"Aspe",20309,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3031"
"03/06/2009","Greece",38.061298370361,23.58930015564,"ASPROPYRGOS",30000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2122"
"28/04/2011","Italy",45.404918670654,9.130410194397,"Assago",8244,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4270"
"19/05/2014","Belgium",50.909370422363,4.2005500793457,"Asse",31748,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8542"
"08/10/2015","Portugal",38.425270080566,-7.5344400405884,"Associação Transfronteiriça do Lago Alqueva",74024,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9549"
"21/02/2013","Italy",46.42008972168,13.026280403137,"Associazione Intercomunale Conca Tolmezzina",13510,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6556"
"28/11/2012","Italy",44.838119506836,11.619790077209,"Associazione Intercomunale Terre Estensi",141673,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6128"
"30/03/2016","Italy",46.19979095459,12.903070449829,"Associazione Intercomunale Val Cosa e Val D’Arzino",4533,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9491"
"30/12/2013","Italy",45.861640930176,9.2696104049683,"Asso",3652,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8309"
"03/05/2012","Italy",39.809898376465,8.9168395996094,"Assolo",435,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5541"
"23/04/2013","Italy",37.369998931885,14.25,"ASSORO",5337,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7649"
"28/02/2010","Spain",36.639999389648,-5.2451801300049,"Atajate",154,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3078"
"20/03/2014","Spain",41.329620361328,-1.7952799797058,"ATECA",2099,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8142"
"14/03/2011","Italy",41.854831695557,14.20135974884,"Ateleta",1157,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4047"
"16/11/2009","Italy",42.067600250244,14.442799568176,"Atessa",10778,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2612"
"19/04/2010","Italy",42.580200195312,13.980999946594,"Atri",11260,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3141"
"22/11/2012","Italy",37.119438171387,14.940010070801,"ATS ObiettivoZero - Valle degli Iblei",62954,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6205"
"24/02/2012","Belgium",49.752250671387,5.7841901779175,"Attert",5191,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5185"
"Faedis,San Pietro al Natisone,Attimis","Italy",46.188270568848,13.305890083313,"Attimis",1808,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9499"
"01/06/2016","Spain",38.831298828125,-0.49851000308991,"ATZENETA D'ALBAIDA",1175,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9703"
"21/12/2015","Belgium",49.561618804932,5.8307800292969,"AUBANGE",16400,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9348"
"28/12/2015","Belgium",50.70484161377,5.8581299781799,"Aubel",4251,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9427"
"18/03/2016","Italy",37.250068664551,15.221699714661,"Augusta",36305,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9828"
"23/03/2013","Italy",46.563541412354,12.35910987854,"Auronzo di Cadore",3513,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6700"
"Aritzo,Austis,Desulo,Gadoni,Meana Sardo,Neoneli,Sorgono,Teti","Italy",40.071250915527,9.0900402069092,"Austis",857,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8504"
"23/06/2014","Portugal",40.382499694824,8.391300201416,"Aveiro",78450,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8680"
"23/11/2009","Italy",45.988300323486,9.6306200027466,"Averara",196,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2741"
"22/10/2013","Italy",40.973171234131,14.207670211792,"AVERSA",52813,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8731"
"08/03/2011","Italy",42.028411865234,13.425620079041,"Avezzano",41239,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4048"
"11/06/2013","Italy",46.040000915527,12.35000038147,"AVIANO",9142,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7084"
"22/07/2008","Spain",42.07740020752,1.8253099918366,"Avià",2206,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1635"
"06/05/2010","Italy",45.798599243164,9.772500038147,"Aviatico",524,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3562"
"14/01/2009","Italy",45.079498291016,7.3959197998047,"Avigliana",11908,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1823"
"16/09/2011","Italy",40.729900360107,15.714599609375,"Avigliano",11863,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6010"
"29/11/2013","Spain",40.656669616699,-4.700119972229,"Ávila",58915,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7654"
"17/09/2012","Italy",45.735610961914,10.941289901733,"Avio",4160,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6845"
"11/07/2012","Portugal",39.056480407715,-7.8895201683044,"Avis",4559,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5849"
"Noto,Avola,Pachino,Portopalo di Capo Passero ,Rosolini","Italy",36.909530639648,15.134889602661,"Avola",32000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6416"
"08/06/2009","Romania",45.727199554443,24.390699386597,"Avrig",14260,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2123"
"26/01/2016","Belgium",50.666839599609,5.4628801345825,"AWANS",9227,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9411"
"30/12/2008","Spain",37.214298248291,-7.4088501930237,"Ayamonte",20334,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1636"
"15/04/2010","Switzerland",46.297199249268,7.402599811554,"Ayent-Anzère",3508,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3058"
"27/05/2016","Spain",39.060169219971,-1.0560100078583,"AYORA",5303,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9705"
"27/04/2017","Spain",40.564121246338,3.2682600021362,"AYUNTAMIENTO AZUQUECA DE HENARES",35000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=10234"
"12/09/2017","Spain",28.003210067749,-15.4146900177,"Ayuntamiento de Telde",102023,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=10335"
"18/09/2009","Spain",37.304798126221,-6.3046498298645,"Aznalcázar",3900,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2563"
"09/07/2009","Spain",37.523399353027,-6.2693300247192,"Aznalcóllar",6168,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2180"
"19/12/2013","Spain",41.258750915527,-0.87108999490738,"AZUARA",680,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8144"
"14/03/2012","Italy",45.312419891357,9.9220600128174,"Azzanello",744,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5605"
"09/03/2013","Italy",45.455360412598,10.117569923401,"Azzano Mella",3069,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6768"
"30/04/2010","Italy",45.660499572754,9.6753797531128,"Azzano San Paolo",7453,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3305"
"25/02/2012","Italy",45.978519439697,10.112759590149,"Azzone ",437,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5207"
"11/04/2014","Lebanon",33.680110931396,35.558181762695,"Baakline",17000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8536"
"20/02/2014","Belgium",51.440288543701,4.9175500869751,"Baarle-Hertog",2592,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7876"
"15/11/2017","Belarus",53.144611358643,29.221370697021,"Babrujsk",217940,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=10399"
"26/02/2013","Romania",46.208721160889,26.439609527588,"Bacau County for CoM",38488,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6749"
"30/09/2011","Romania",46.571300506592,26.925199508667,"Bacau",144307,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4622"
"25/05/2011","Italy",40.801300048828,14.0797996521,"Bacoli",27267,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4567"
"18/02/2013","Spain",38.892601013184,-6.9584698677063,"Badajoz",152270,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6823"
"29/07/2008","Spain",41.44990158081,2.2474598884583,"Badalona",215329,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1637"
"30/07/2014","Italy",45.334899902344,11.920999526977,"Badia Calavena",2861,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8270"
"29/10/2008","Spain",41.508399963379,2.1150801181793,"Badia del Vallès",14064,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1638"
"27/09/2012","Italy",45.090488433838,11.495820045471,"Badia Polesine",10872,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6042"
"11/11/2011","Spain",37.308708190918,-4.6728601455689,"Badolatosa",3238,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5027"
"15/03/2014","Spain",41.138690948486,-1.2533099651337,"BADULES",100,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8145"
"25/06/2011","Spain",37.99340057373,-3.4692399501801,"Baeza",16166,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4438"
"06/07/2009","Spain",42.251899719238,1.8633600473404,"Bagà",2362,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2142"
"08/12/2016","Turkey",41.029998779297,28.829999923706,"Bagcilar Municipality",762000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=10044"
"12/01/2012","Italy",44.416259765625,11.977230072022,"Bagnacavallo",16665,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5218"
"22/12/2011","Italy",1e+05,1e+05,"Bagnara di Romagna",2330,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5195"
"30/03/2010","Italy",45.663501739502,9.78244972229,"Bagnatica",4119,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3122"
"23/07/2013","Italy",43.512901306152,11.584199905396,"Bagno di Romagna",6179,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7681"
"12/12/2013","Italy",45.184898376465,11.881649971008,"Bagnoli di Sopra",3646,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8316"
"05/07/2013","Italy",44.759998321533,10.409999847412,"Bagnolo in Piano",9711,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7464"
"03/07/2017","Italy",45.429618835449,10.186050415039,"Bagnolo Mella",12677,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=10248"
"31/03/2010","Italy",45.089298248291,10.876399993897,"Bagnolo San Vito",5548,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3121"
"13/04/2010","Italy",45.826301574707,10.460599899292,"Bagolino",3919,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2972"
"10/02/2012","Italy",41.181400299072,14.151000022888,"Baia e Latina",2348,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5994"
"18/12/2008","Romania",47.66669845581,23.583299636841,"Baia Mare",139870,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1876"
"27/08/2009","Spain",38.095500946045,-3.7750899791717,"Bailén",18202,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2776"
"25/07/2013","Italy",44.495189666748,10.598469734192,"Baiso",3374,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7177"
"13/09/2013","Italy",43.900001525879,7.6999998092651,"Bajardo",323,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7630"
"05/03/2013","Spain",41.470001220703,0.47999998927116,"Balaguer",16952,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6527"
"08/07/2009","Spain",36.750198364258,-2.9075698852539,"Balanegra",2544,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2395"
"28/10/2016","Romania",46.658580780029,25.807670593262,"Balan",6115,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9932"
"Chieri,Pecetto Torinese,Riva presso Chieri,Moriondo Torinese,Cambiano,Pino Torinese,Baldissero Torinese","Italy",45.066631317139,7.8130598068237,"Baldissero Torinese",3783,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8112"
"27/01/2014","Belgium",51.172008514404,5.1709699630737,"Balen",21570,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7877"
"09/05/2013","Spain",41.844650268555,2.2499799728394,"Balenyà",3741,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6842"
"17/04/2013","Italy",38.051601409912,13.004249572754,"Balestrate",6395,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7359"
"18/04/2012","Italy",45.906261444092,9.4235200881958,"Ballabio",4071,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5515"
"25/07/2012","Italy",39,9,"Ballao",875,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5814"
"12/11/2010","Spain",43.195999145508,-3.1930999755859,"Balmaseda",7634,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3683"
"02/10/2012","Spain",38.736679077148,-0.34297999739647,"Balones",139,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6115"
"31/05/2012","Spain",41.863460540771,1.874519944191,"Balsareny",3500,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6092"
"04/03/2011","Italy",41.810958862305,13.560799598694,"Balsorano",3617,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4049"
"25/02/2016","Spain",41.192638397217,-8.3885202407837,"Baltar",1144,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9596"
"18/11/2016","Ukraine",47.560001373291,29.370000839233,"Balta",32943,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=10014"
"11/03/2016","Moldova, Republic Of",47.754901885986,27.913000106811,"Balti",151000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4359"
"13/12/2012","Latvia",57.131858825684,27.268409729004,"Balvi",15062,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6302"
"13/07/2011","Italy",40.571998596191,8.6975402832031,"Banari",606,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4513"
"30/01/2009","Bosnia-herzegovina",44.766700744629,17.183300018311,"Banja Luka",250000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2018"
"24/11/2011","Spain",38.173698425293,-3.7729399204254,"Baños de la Encina",2716,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4920"
"25/05/2010","Spain",38.716899871826,-0.65587997436523,"Banyeres de Mariola",7174,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3416"
"27/02/2012","Spain",165,42,"Banyoles",19159,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5220"
"30/04/2012","Italy",40.861598968506,16.013799667358,"Banzi",1465,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5779"
"31/05/2012","Italy",45.244541168213,11.689240455627,"Baone",3151,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8697"
"02/05/2012","Italy",39.720989227295,8.8975296020508,"Baradili",95,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5534"
"24/11/2010","Italy",41.527210235596,14.556119918823,"Baranello",2686,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4334"
"12/10/2017","Ukraine",50.874538421631,29.220090866089,"Baranivska amalgamated community",24030,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9735"
"27/05/2010","Italy",45.527389526367,9.1170101165772,"Baranzate",11400,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5672"
"28/02/2013","Italy",45.839828491211,8.757269859314,"Barasso",1721,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7507"
"13/04/2011","Croatia",45.063899993896,14.016699790955,"Barban",2802,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4304"
"30/11/2015","Italy",45.410099029541,11.539600372314,"Barbarano Vicentino",3958,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2033"
"15/04/2010","Italy",45.406101226807,10.055500030518,"Barbariga",2180,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3022"
"23/04/2009","Spain",36.192199707031,-5.9190602302551,"Barbate",22851,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2358"
"04/03/2013","Spain",41.677589416504,1.0160800218582,"Barbens",870,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7740"
"08/10/2014","Spain",41.409408569336,1.2276899814606,"Barberà de la Conca",523,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8713"
"26/11/2008","Spain",41.51549911499,2.1240899562836,"Barbera del Valles",31144,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2274"
"31/05/2013","Spain",41.709121704102,-1.1863100528717,"BARBOLES",326,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7212"
"02/04/2014","Italy",45.623001098633,11.393699645996,"BARBONA",700,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8427"
"15/05/2013","Italy",38.147258758545,15.212849617004,"Barcellona Pozzo di Gotto",41644,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7601"
"19/11/2008","Spain",41.382400512695,2.1768701076508,"Barcelona",1604555,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1950"
"20/06/2014","Portugal",41.304901123047,-8.3856000900269,"Barcelos",120400,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8165"
"13/09/2012","Italy",45.531261444092,10.748860359192,"Bardolino",6861,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5931"
"29/07/2016","Italy",45.078048706055,6.7038397789002,"Bardonecchia",3164,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9825"
"28/10/2010","Italy",45.505500793457,8.9439001083374,"Bareggio",15759,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1962"
"09/03/2011","Italy",42.449089050293,13.283229827881,"Barete",695,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4050"
"16/03/2013","Italy",44.444591522217,9.088399887085,"Bargagli",2779,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7745"
"21/04/2010","Italy",45.679401397705,10.409600257873,"Barghe",1123,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3165"
"27/06/2013","Italy",44.647071838379,11.534600257873,"Baricella",6931,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=7477"
"14/04/2011","Italy",41.125770568848,16.866779327393,"Bari",320146,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3424"
"14/03/2011","Italy",42.325481414795,13.593460083008,"Barisciano",1875,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4051"
"30/07/2009","Italy",45.656200408935,9.1301097869873,"Barlassina",5927,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=1963"
"07/11/2011","Italy",41.31969833374,16.280740737915,"Barletta",94603,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4668"
"24/04/2016","Italy",45.911151885986,9.2621603012085,"BARNI",600,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9697"
"10/03/2011","Italy",41.755249023438,13.992039680481,"Barrea",726,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4052"
"20/04/2011","Portugal",38.664199829102,-9.07666015625,"Barreiro ",77893,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4488"
"03/11/2016","Ukraine",49.040000915527,27.39999961853,"Bar",16000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9989"
"07/09/2011","Italy",39.700630187988,9.0018701553345,"Barumini",1339,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4575"
"27/10/2016","Spain",39.021480560303,-0.41782000660896,"BARXETA",1607,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9965"
"20/04/2016","Spain",39.014011383057,-0.30134001374245,"BARX",1316,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9586"
"27/12/2012","Italy",45.755378723145,9.3167400360107,"Barzago ",2566,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6617"
"19/04/2010","Italy",45.736598968506,9.5684404373169,"Barzana",1645,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3207"
"07/03/2013","Italy",45.734481811523,9.3167495727539,"Barzanò",5203,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6673"
"20/02/2012","Italy",45.94665145874,9.4684495925903,"Barzio",1303,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5183"
"25/11/2010","Spain",43.235698699951,-2.891410112381,"Basauri",42657,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3695"
"01/02/2013","Spain",42.158519744873,2.9102900028229,"Báscara",985,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6828"
"27/04/2010","Italy",42.594898223877,13.741100311279,"Basciano",2449,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3244"
"30/05/2014","Italy",46.129661560059,11.244680404663,"Baselga di Piné",5018,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8648"
"22/12/2017","Ukraine",47.409870147705,32.441230773926,"Bashtanka",12696,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9395"
"07/04/2009","Italy",45.573501586914,9.4694004058838,"Basiano",2868,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2125"
"24/04/2013","Italy",38.061740875244,15.061779975891,"BASICO'",632,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8793"
"27/10/2015","Italy",43.849739074707,12.789119720459,"Bassa Val Foglia",20721,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9309"
"27/01/2014","Italy",43.66669845581,12.96669960022,"Bassa Val Metauro Cesano",11012,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8005"
"29/11/2012","Italy",45.7646484375,11.722410202026,"Bassano del Grappa",42947,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6420"
"16/12/2015","Belgium",50.453201293945,5.3636999130249,"Bassenge",9002,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9656"
"18/09/2015","Italy",41.552211761475,13.026960372925,"Bassiano",1601,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=9257"
"05/12/2012","Italy",39.076728820801,8.6662502288818,"Basso Sulcis",20418,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6032"
"24/01/2012","United Kingdom",51.382049560547,2.3587899208069,"Bath & North East Somerset ",169040,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5043"
"30/11/2016","Lebanon",33.696418762207,35.648170471191,"Batloun Shouf",3650,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=10011"
"26/02/2014","Algeria",35.561019897461,6.1739101409912,"Batna",350000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8381"
"29/09/2014","Italy",45.289199829102,11.781209945679,"Battaglia Terme",3909,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=8670"
"20/12/2012","Italy",40.608001708984,14.9827003479,"Battipaglia e Montecorvino Pugliano",61323,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4638"
"15/07/2011","Georgia",41.638610839844,41.637218475342,"Batumi",170000,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4582"
"22/04/2013","Italy",37.848251342773,13.514200210571,"Baucina",2015,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=6946"
"28/09/2012","Italy",40.099998474121,8.3999996185303,"Bauladu",720,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=5953"
"25/11/2010","Italy",45.909400939941,8.5008001327515,"Baveno",4888,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=3738"
"10/06/2009","Spain",37.031200408935,-2.9964699745178,"Bayárcal",303,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2191"
"07/11/2017","Turkey",38.220890045166,27.647430419922,"Bayindir",40216,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=10429"
"27/08/2009","Spain",37.490650177002,-2.7744700908661,"Baza",21407,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4314"
"26/10/2011","Italy",44.505001068115,11.083519935608,"Bazzano",6896,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=4689"
"16/06/2009","Spain",37.219200134277,-3.4817399978638,"Beas de Granada",1069,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2240"
"23/03/2009","Spain",38.252201080322,-2.8904500007629,"Beas de Segura",5579,"https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=2108"
