country,latitude,longitude,name,population
Italy,41.90359879,14.83740044,Montecilfone,1395
Spain,36.81539917,-5.296700001,Montecorto,650
Italy,46.16548157,8.327349663,Montecrestese,1254
Italy,41.86766815,14.63924026,Montefalcone nel Sannio,1619
Italy,41.95439911,14.38840008,Monteferrante,150
Italy,42.54550171,13.88459969,Montefino,1184
Italy,45.41830063,11.28489971,Monteforte d'Alpone,8518
Spain,37.32099915,-4.011360168,Montefrío,6357
Italy,42.92121887,12.09253025,Montegabbione,1256
Italy,40,16,Montegiordano ,2020
Italy,45.33158875,11.7840004,Montegrotto Terme,11217
Spain,37.56999969,-3.5,Montejícar,2442
Italy,41.96080017,14.3427,Montelapiano,100
Italy,40.47200012,8.559599876,"Monteleone Rocca Doria						",126
Italy,41.16640091,15.25889969,Monteleone di Puglia,1151
Italy,38.08972168,13.17271042,Montelepre,6368
Spain,36.9956398,-5.570879936,Montellano,7146
Spain,42.35984039,1.694900036,Montellà i Martinet,683
Italy,41.73690033,14.95429993,Montelongo,375
Italy,43.72982025,11.01992035,Montelupo Fiorentino,14064
Italy,44,8,Montemarzino,349
Italy,40.29798126,15.9921999,Montemurro,1347
Italy,41.95729065,14.78104019,Montenero di Bisaccia,6734
Italy,41.97840118,14.25249958,Montenerodomo,823
Italy,42.08420181,14.6534996,Monteodorisio,2598
Italy,43.09255981,11.78069019,Montepulciano,14510
Italy,42.5241394,13.24505043,Montereale,2768
Italy,44.32535172,11.40476036,Monterenzio,6090
Italy,43.39289856,11.21889973,Monteriggioni,9165
Italy,37.09041977,14.7656002,Monterosso Almo,3150
Italy,44.14630127,9.655690193,Monterosso al Mare,1571
Italy,42.05189896,12.61703968,Monterotondo,39588
Italy,40.33115005,16.40372086,Montescaglioso,10107
Italy,46.07102966,8.214989662,Montescheno,427
Italy,44.90628815,9.127039909,Montesegale,321
Italy,42.50510025,14.1388998,Montesilvano,52401
Italy,43.6431694,11.07511044,Montespertoli,13330
Spain,42.11000061,2.210170031,Montesquiu,858
Italy,37.70561981,12.98517036,Montevago,3039
Italy,45.70539856,9.381440163,Montevecchia,2494
Italy,44.47166824,11.10186958,Monteveglio,5286
Spain,41.46659851,2.279230118,Montgat,10270
Italy,45.11111069,9.514980316,Monticelli Pavese,737
Italy,45.08753967,9.930780411,Monticelli d'Ongina,5400
Italy,45.36000061,11.35000038,Monticello Conte Otto,9280
Italy,44.01609039,10.17018986,Montignoso,10549
Spain,37.58639908,-4.63985014,Montilla,23245
Spain,42.01776886,1.735120058,Montmajor,472
Spain,41.55160141,2.24793005,Montmeló,8955
France,45.50109863,6.05934,Montmélian,3933
Italy,44.5177002,9.047320366,Montoggio,1988
Italy,42.58319855,13.6328001,Montorio al Vomano,8201
Italy,41.76000977,14.93389034,Montorio nei Fentani,446
Spain,41.5461998,2.265680075,Montornès del Vallès,15509
Spain,38.02619934,-4.381869793,Montoro,9690
Italy,40.81909943,14.80259991,Montoro Superiore,8903
Switzerland,46.43122101,6.910679817,Montreux,24732
Spain,39.34215164,-0.613489985,Montroi / Montroy,2857
Spain,1700,27,Montseny,320
Spain,39.35602188,-0.603929996,Montserrat,7202
Italy,45.85773087,8.632369995,Monvalle,1991
Italy,45.58459854,9.273900032,Monza,120204
Italy,44.27576828,11.27120972,Monzuno,6460
Portugal,42.0788002,-8.480130196,Monção,18740
Spain,38.43692017,-0.839060009,Monóvar,12460
Belgium,50.89118958,3.063349962,Moorslede,10937
Spain,40,3,Moralzarzal,12372
Italy,39,16,Morano Calabro,4795
Slovenia,46.41799927,16.13249969,Moravske Toplice ,6000
Italy,45.76549911,8.829219818,Morazzone,4380
Italy,46.1327095,9.573360443,Morbegno,12195
Italy,39.8639183,18.32949066,Morciano di Leuca,3460
Italy,45.53250122,9.70705986,Morengo,2474
Spain,41.26488113,0.841700017,Morera de Montsant,158
Italy,40.54835892,8.833080292,"Mores	",1982
Italy,45.85190964,10.97626972,Mori,9600
Italy,45.86727905,12.10702038,Moriago della Battaglia,2814
Italy,45,8,Morimondo,1190
Italy,100000,100000,Morino,1560
Italy,44.98442841,7.738870144,Moriondo Torinese,816
Italy,42.14720154,12.49849987,Morlupo,8269
Italy,45.5923996,9.810319901,Mornico al Serio,2632
Italy,42.66360092,13.92099953,Morro d'Oro,3651
Italy,41.42449951,14.46500015,Morrone del Sannio,627
Ukraine,49.15570831,23.86746025,Morshyn,5992
Italy,45.14530182,8.441100121,Mortara,15495
Belgium,51.1701889,4.456250191,Mortsel,25242
Italy,46.11975098,13.12325001,Moruzzo,2391
Spain,37.12229919,-5.451869965,Morón de la Frontera,30000
Greece,37.95349884,23.68103027,Moschato - Tavros,40000
Italy,42.74919891,13.88850021,Mosciano Sant'Angelo,8313
Italy,42.42739868,14.05440044,Moscufo,3274
Italy,45.93851852,13.5479002,Mossa,1619
Italy,45.25109863,11.33199978,Mossano,1791
Bosnia-herzegovina,43.34378052,17.80776024, Mostar,113169
Spain,36.74520111,-3.520720005,Motril,60000
Italy,37.98143005,14.30288982,Motta D'Affermo,850
Italy,41.50839996,15.11499977,Motta Montecorvino,821
Italy,39.08901978,16.28845024,Motta Santa Lucia,878
Italy,45.28829956,8.992549896,Motta Visconti,6242
Italy,45.77640152,12.61019993,Motta di Livenza,10779
Italy,45.03229904,10.76169968,Motteggiana,2589
Greece,39.87469864,25.27179909,Moudros (Aegean Islands),4842
Lebanon,33.38999939,35.36000061,Moukhtara,950
Portugal,38.14279938,-7.45141983,Moura,16411
Belgium,50.74375153,3.22081995,Mouscron,56435
Italy,42.21289825,14.44499969,Mozzagrogna,2259
Italy,45.47642899,9.69246006,Mozzanica,4615
Italy,45.30844116,10.81987,Mozzecane,7209
Italy,45.70040894,9.607729912,Mozzo,7507
Belarus,54.01821899,31.72781944,Mscislaŭ,21543
Georgia,41.70610809,44.77108002,Mtskheta,7800
Italy,40.90932846,14.20664024,Mugnano di Napoli,34528
Italy,45.37326813,9.398139954,Mulazzano,5773
France,47.74959946,7.336110115,Mulhouse Alsace Agglomération,252000
Spain,43.35440826,-2.846709967,Mungia,17067
Greece,39.1571312,20.97924042,Municipality of Arta ,43166
Italy,43.04000092,12.36999989,Municipality of Assisi,28415
Bosnia-herzegovina,44.33000183,16.21999931,Municipality of Bosanski Petrovac,7946
Greece,40.77793884,22.57765961,Municipality of Chalkidona,33673
Greece,36.76197815,22.56492996,Municipality of Eastern Mani,13005
Greece,38.02098846,23.80337906,Municipality of Halandri,74192
Greece,41.50244141,26.52898026,Municipality of Orestiada,37695
Spain,42.26977921,2.847239971,Municipis de la Serra de l’Estela de l’Alt Empordà,3476
Romania,45.41456985,23.37450027,Municipiul Petrosani,37160
Portugal,39,8,Município da Batalha,15805
Italy,39.42179871,9.575240135,Muravera,5283
Spain,37.98329926,-1.130020022,Murcia,439889
Spain,38.76029968,-0.082939997,Murla,509
Spain,38.78010178,-0.436890006,Muro de Alcoy,9114
Italy,40.6719017,8.615940094,"Muros						 ",844
Spain,36.88602066,-3.109610081,Murtas,658
Portugal,40.44589996,8.390299797,Murtosa,10585
Portugal,41.4077301,-7.453859806,Murça,5938
Italy,45.56340027,10.4630003,Muscoline,2043
Italy,45.61782074,12.56499958,Musile Di Piave,11500
Spain,43.33000183,-3.190000057,Muskiz,7500
Italy,37.34320068,13.45100021,Mussomeli,10960
Spain,38.41469955,-0.444590002,Mutxamel,24232
Ukraine,46.75,32.56999969,Muzykivska amalgamated territorial community,2672
Italy,4533,759,Muzzano,614
Ukraine,46.58000183,31.59000015,Mykolaiv,494588
Ukraine,49.31000137,23.57999992,"Mykolayiv, Lviv oblast",14824
Greece,37,25,Mykonos,10134
Ukraine,49.96712112,33.59069824,Myrhorod,41300
Ukraine,48.16999817,37.15999985,Myrnohrad,48839
Spain,36.72019958,-4.414929867,Málaga,568305
Spain,38.91426849,-6.342229843,Mérida,58164
Portugal,37.63668823,-7.664120197,Mértola,7274
Spain,41.10012817,0.650640011,Móra La Nova,5578
Spain,41.09317017,0.64181,Móra d'Ebre,5578
Spain,40.31999969,-3.859999895,Móstoles ,206015
Germany,51,6,Mülheim an der Ruhr,171884
Germany,48.13779831,11.57590008,München,1464962
Germany,51.96110153,7.628779888,Münster,298518
France,47.21870041,-1.553590059,NANTES METROPOLE,600000
Spain,42.70703125,0.90101999,NAUT ARAN,1776
Spain,39.10155869,-0.695100009,NAVARRÉS,3104
Italy,45.32099915,10.56210041,NEGRAR,17233
Italy,41.71968079,41.71968079,NEMI,1943
Italy,42.24214935,12.34862041,NEPI,9687
Italy,40.61000061,16.28569984,NOCARA,403
Italy,45.16999817,10.52999973,NOGAROLE ROCCA,3591
Italy,46.11999893,11.21570015,NOVALEDO,1082
Spain,41.94746017,-1.696120024,NOVALLAS,948
Spain,38.98020172,-0.548529983,NOVETLÈ / NOVELÉ,865
Spain,41.93291092,-1.394569993,NOVILLAS,602
Spain,41.21202087,-1.790040016,NUEVALOS,355
Italy,44.34782028,11.71127033,NUOVO CIRCONDARIO IMOLESE,115075
Italy,39.82455826,8.974849701,NURECI,350
"Palestine, State of",32.22504044,35.26097107,Nablus,190000
Spain,37.10499954,-2.647739887,Nacimiento,467
Romania,46.16080856,20.8026104,Nadlac,7500
Hungary,46.45621109,16.98792076,Nagykanizsa,49652
Hungary,46.90970993,16.84407043,Nagypáli,540
Belgium,50.46738815,4.87198019,Namur,110833
Italy,45.42490005,11.59259987,Nanto,3133
Italy,40.84049988,14.2507,Napoli,970438
Italy,42.51760101,12.51562977,Narni,20000
Italy,37.28826141,13.79333973,Naro,8125
Croatia,1809,4530,Nasice,16224
Italy,38.12174988,14.79026031,Naso,4107
Belgium,50.07429886,5.203100204,Nassogne,5408
Luxembourg,49.99338913,6.10033989,Naturpark Our,21207
Belarus,53.59774017,25.82436943,Navahrudak,46098
Belarus,55.51464081,28.56064034,Navapolack ,102288
Spain,42.51274872,-1.146700025,Navardún,47
Spain,41.90019989,1.878509998,Navas,6243
Spain,38.18207169,-3.318559885,Navas de San Juan,5047
Spain,42.22343826,2.861939907,Navata,1182
Italy,45.58549881,10.27600002,Nave,11000
Italy,46.16696167,11.10741997,Nave San Rocco,1405
Italy,42.23765945,13.72780991,Navelli,548
Belgium,50,3,Nazareth,11543
Portugal,39.60680008,-9.070549965,Nazaré,14904
Italy,42.23220062,12.59739971,Nazzano,1350
Greece,38.04072952,23.75584984,Nea Ionia,66017
Greece,37.94244003,23.71471977,Nea Smyrni,79000
Greece,40.65373993,22.94654083,Neapolis-Sykies,86417
Italy,45.81159973,8.314100266,Nebbiuno,1885
Ukraine,48.43098068,26.36371994,Nedoboivtsi,5000
Netherlands,51.83274841,5.280539989,Neerijnen,12353
Belgium,51.23228836,5.436429977,Neerpelt,16448
Italy,44.45449829,9.191040039,Neirone,980
Italy,45.74369812,9.758979797,Nembro,11642
Greece,37,22,Nemea,7774
Italy,40.06850052,15.80109978,Nemoli,1525
Italy,40.06415176,8.946160316,Neoneli,696
Italy,42.81999969,13.81709957,Nereto,4993
Spain,37.69760132,-6.550000191,Nerva,5944
Italy,45.55360031,8.970709801,Nerviano,16810
Switzerland,46.99129868,6.931280136,Neuchâtel,32505
Belgium,49.49599838,5.256000042,Neufchâteau,7300
Bosnia-herzegovina,42.54589844,17.36590004,Neum,4653
Germany,49.28010178,11.45810032,Neumarkt in der Oberpfalz,39246
Belgium,50.53760147,5.480470181,Neupré,9980
Spain,37.00859833,-3.014909983,Nevada,1201
Belgium,51.03231049,3.547790051,Nevele,12033
Italy,40.06000137,18.06999969,Neviano,5533
Italy,44.34999847,10.18999958,Neviano degli Arduini,3756
United Kingdom,54.97859955,-1.613399982,Newcastle upon Tyne,284300
Italy,45.97689819,10.33430004,Niardo,1956
Belarus,53.22126007,26.67933083,Niasviž,39206
France,43.69620132,7.27173996,Nice,520000
France,43.66839981,7.22013998,Nice Côte d'Azur,525000
Italy,44.99509811,7.647059917,Nichelino,48946
Italy,37.61471176,15.02598953,Nicolosi,7229
Italy,45.17110062,8.407999992,Nicorvo,362
Cyprus,35.16667175,33.3666687,Nicosia,55000
Spain,37.3594017,-6.678939819,Niebla,3933
Belgium,51.11064148,4.332069874,Niel,9833
Poland,50.03319931,20.21549988,Niepołomice,23952
Belgium,50.86474991,5.188690186,Nieuwerkerken,6732
Spain,36.97740173,-3.539319992,Nigüelas,1136
Croatia,45.82400131,19.25,Nijemci,4705
Belgium,51.16048813,4.670159817,Nijlen,22065
Netherlands,51.84289932,5.85461998,Nijmegen,170739
Turkey,40.28776169,28.94412994,Nilüfer,350000
Belgium,50.83327866,4.017720222,Ninove,37658
Italy,37,14,Niscemi,26471
Greece,36.58599854,27.15999985,Nisyros (Aegean Islands),948
Slovakia,48.30559921,18.08390045,Nitra,84800
Ukraine,51.03779984,31.88809967,Nizhyn,71814
Serbia,43.31938171,21.89632988,Niš,255518
Italy,45,12,Noale,15855
Italy,42.33409882,13.98499966,Nocciano,1851
Italy,44.80921936,10.1791296,Noceto,13066
Italy,45,11,Nogaredo,1908
Italy,40.92589951,14.52859974,Noli,2986
Spain,41.10636139,-1.35837996,Nombrevilla ,38
Italy,45.9289093,10.07155037,Nomi,1380
Italy,44.93257904,7.54117012,None,8034
Denmark,56.41442108,10.87605,Norddjurs,38000
United Kingdom,55.00799942,-1.546000004,North Tyneside,191663
United Kingdom,55.03749847,-1.580459952,Northumberland,311000
Italy,42.65930176,13.89260006,Notaresco,6979
Greece,37.16680908,22.85833931,Notia Kynouria,9686
Italy,36.89170074,15.0710001,Noto,23600
United Kingdom,52.95439911,-1.151309967,Nottingham,278700
Italy,45.60499954,9.200249672,Nova Milanese,21999
Italy,40.85712051,16.32229042,Nova Siri,6807
Italy,45.44499969,8.62100029,Novara,105165
Italy,38.01625824,15.13199043,Novara di Sicilia,1325
Italy,46.15275955,9.48593998,Novate Mezzola,1863
Italy,45.53250122,9.134699821,Novate Milanese,19889
Spain,38.38529968,-0.765389979,Novelda,26292
Italy,44.84466934,10.73112965,Novellara ,13904
Italy,45.41593933,11.95283031,Noventa Padovana,11256
Italy,45.29090118,11.54020023,Noventa Vicentina,8272
Italy,45.66276932,12.52960968,Noventa di Piave,6999
Italy,44.76055908,8.787070274,Novi Ligure,28715
Italy,44.89339828,10.90124989,Novi di Modena,12000
Croatia,45.31579971,13.5591898,Novigrad-Cittanova,4345
Ukraine,48.34000015,27.26000023,Novodnistrovsk,10920
Ukraine,50.58330154,27.63330078,Novohrad-Volynskyi,56300
Italy,40.22999954,18.03000069,Novoli,8200
Ukraine,50.73332977,24.16666985,Novovolynsk,58040
Ukraine,49.93320847,23.56562996,Novoyavorivsk,28807
Spain,37.58565903,-4.467289925,Nueva Carteya,5679
Spain,41.59613037,-0.680710018,Nuez de Ebro,837
Italy,40.55630112,9.022000313,"Nughedu San Nicolò			",888
Italy,40.46080017,9.187259674,"Nule									",1443
Spain,39.85250092,-0.158629999,Nules,14371
Italy,40.7806015,8.744549751,"Nulvi					",2877
Italy,40.18999863,9.199999809,Nuoro,36347
Italy,39.97381973,8.53894043,Nurachi,1806
Italy,39.71084976,9.22852993,Nurri,2250
Sweden,58.90240097,17.94739914,Nynäshamn,26032
Hungary,47,20,Nyékládháza,4978
Hungary,47.95531845,21.71595955,Nyíregyháza,118125
Spain,39.65988922,-0.426750004,NÁQUERA,6129
Denmark,55.229599,11.76329994,Næstved,81112
Spain,36.96580124,-2.206510067,Níjar,24435
Germany,49.4552002,11.07719994,Nürnberg,503263
Spain,42.41643143,-6.985569954,O Barco de Valdeorras,13899
Spain,42.25460052,-8.43900013,O Carballiño,13999
Greece,37.22475815,21.96733093,OICHALIA,11753
Spain,38.91976166,-0.118790001,OLIVA (VALENCIA ),26190
Spain,39.69992828,-0.531379998,OLOCAU,1670
Spain,41.9378891,-0.760860026,ONTINAR DE SALZ,795
Croatia,45.52880096,17.88035011,ORAHOVICA,5304
Spain,100000,11943.79199,ORGANYÀ,801
Spain,41.93254089,2.060090065,ORISTÀ,548
Italy,45.77830124,9.185170174,ORSENIGO,2746
Spain,41.18952179,-1.290310025,ORÉS,103
Spain,41.53419113,-0.579580009,OSERA DE EBRO,462
Spain,41.94551086,2.557300091,OSOR,408
Spain,38.85335922,-0.444050014,OTOS,455
Austria,48.15082932,15.54415989,Ober-Grafendorf,5112
Ukraine,50.10993958,30.62989044,Obukhiv,33322
Slovenia,46,14,Občina Ljubno,2700
Slovenia,46.32085037,14.95053959,Občina Nazarje,2664
Italy,44.55170059,11.34519958,Occhiobello,11569
Romania,46.38208008,23.85206985,Ocna Mureș,13036
"Moldova, Republic Of",48.42190933,27.56469917,Ocnita,9170
Italy,42.2870903,13.47624969,Ocre,1133
Denmark,55.39601135,10.3885603,Odense,193370
Italy,45.46509933,12.29339981,Oderzo,20413
Ukraine,46.48252869,30.72331047,Odessa,1012277
Italy,45.64630127,10.38469982,Odolo,1904
Slovenia,46.58292007,16.27721024,Odranci ,1700
Portugal,38.69260025,-9.314290047,Oeiras,170000
Italy,42.32688904,13.75969982,Ofena,517
Germany,50.09680176,8.771900177,Offenbach am Main,124849
Italy,42.93498993,13.69132042,Offida,5277
Spain,42.26647949,2.276829958,Ogassa,251
Italy,45.79001999,9.345399857,Oggiono,8887
Latvia,56.81861115,24.6055603,Ogre,39196
Croatia,45.26626968,15.22550011,Ogulin,13915
Spain,37.11989975,-3.607939959,Ogíjares,12506
Spain,37.03739929,-2.744930029,Ohanes,795
Greece,36.4618988,25.37590027,Oia (Aegean Islands),1230
Spain,36.56420135,-4.856490135,Ojén,2491
Italy,40.92250824,9.486849785,Olbia,54873
Belgium,51.14353943,4.859660149,Olen,11923
Spain,41.54410172,1.891119957,Olesa de Montserrat,23980
Italy,41.86169815,13.03409958,Olevano Romano,6881
Italy,45.12519836,8.432999611,Olevano di Lomellina,780
Italy,45.7848587,8.968420029,Olgiate Comasco,10829
Italy,45.72774887,9.402629852,Olgiate Molgora,6311
Italy,45.80241013,9.412489891,Olginate,7093
Spain,41.97751999,1.554929972,Olius,905
Spain,37.41839981,-6.155630112,Olivares,9563
Portugal,40.51702118,-8.498209953,Oliveira do Bairro,23028
Italy,45.92860031,9.283679962,Oliveto Lario,1211
Italy,40.32107162,16.11743927,Oliveto Lucano,485
Italy,40.16893005,9.179860115,Ollolai,1395
Italy,40.65090179,8.378760338,"Olmedo								",3937
Italy,45.23714066,10.02219963,Olmeneta,968
Italy,45.96960068,9.648489952,Olmo al Brembo,521
Spain,41.98590088,2.095309973,Olost,1217
Spain,42.18320847,2.484380007,Olot,33725
Italy,45.89049911,9.770319939,Oltre Il Colle,1071
Italy,45.91519928,9.945619583,Oltressenda Alta,188
Spain,37.35210037,-2.298120022,Olula del Río,6358
Spain,41.32120132,1.721760035,Olèrdola,3601
Italy,45.6241188,10.12394047,Ome,3238
Italy,45.87609863,8.408780098,Omegna,15991
Ukraine,49.11999893,33.31999969,Omelnyk ,2126
Italy,40,9,Onanì,421
Spain,38.82820129,0.01708,Ondara,6632
Italy,45.87250137,9.820480347,Oneta,714
Italy,40.2731514,9.171429634,Oniferi,925
Spain,38.62609863,-0.673160017,Onil,7565
Italy,45.89028168,10.01169968,Onore,861
Spain,38.82109833,-0.604960024,Ontinyent,35621
Belgium,51.21670151,2.900000095,Oostende,68931
Croatia,45.34563065,14.31725979,Opatija,12719
Belgium,51.04315948,5.584119797,Opglabbeek,10053
Italy,41.78097153,13.82973957,Opi,469
Italy,40.76279831,15.98750019,Oppido Lucano,3891
Croatia,45.38209915,13.82380009,Oprtalj,981
Belgium,50.97040176,4.192259789,Opwijk,13974
Croatia,45.21480179,14.19239998,Općina Matulji,11246
Romania,46.49000168,20.37509918,Orasul Sannicolau Mare,11600
Italy,41.5848999,14.58679962,Oratino,1618
Spain,38.77949905,-0.064800002,Orba,2216
Italy,45.00762939,7.537680149,Orbassano,22345
Spain,41.1097908,-1.488800049,Orcajo,43
Spain,37.72140121,-2.479449987,Orce,1370
Spain,38.31740189,-2.664910078,Orcera,2070
Spain,42.21876907,2.905829906,Ordis,372
Italy,41.31650162,15.62819958,Ordona,2673
Italy,45.35160065,11.46650028,Orgiano,3084
Italy,40.11999893,9.210000038,Orgosolo,4229
Spain,37.48500061,-2.295020103,Oria,2488
Italy,42.04996872,13.04057026,Oricola,1182
Spain,38.08396912,-0.944999993,Orihuela,83417
Italy,45.8819313,8.715769768,Orino,866
Italy,40.05479813,16.44709969,Oriolo,2556
Italy,42.15734863,12.13869953,Oriolo Romano,3821
Spain,42.05759811,2.238820076,Oris,301
Italy,39.90380096,8.591179848,Oristano,32015
Italy,45.59659958,9.419569969,Ornago,4836
Italy,45.58840179,8.245829582,Ornavasso,3419
Italy,45.98870087,9.580249786,Ornica,178
Italy,39.69469833,9.251429558,Orroli,2357
Italy,41.2826004,15.2652998,Orsara di Puglia,3010
Italy,42.22000122,14.27999973,Orsogna,4050
Italy,41.33089828,15.71150017,Ortanova,17767
Italy,42.35689926,14.4052,Ortona,22694
Italy,41.99782181,13.72916985,Ortona dei Marsi,567
Italy,44.08480072,10.04189968,Ortonovo,8348
Italy,41.95610809,13.64671993,Ortucchio,1859
Italy,40.24319839,9.221400261,Orune,2509
Spain,38.56367111,-0.261330009,Orxeta,875
Bulgaria,43.73488998,23.96138954,Oryahovo,11522
Italy,45.40230179,9.921480179,Orzinuovi,12408
Italy,45.42160034,9.964389801,Orzivecchi,2286
Belarus,54.50714874,30.41194916,Orša,158290
Spain,41.86904907,0.726469994,Os de Balaguer,996
Italy,40.71670151,9.100000381,Oschiri,3376
Italy,40.52415085,9.218810081,Osidda,260
Croatia,45.56007004,18.69607925,Osijek,107784
Italy,40.74399948,8.671290398,"Osilo			 		",3228
Italy,45.62992859,9.591850281,Osio Sopra,5139
Italy,45.61610031,9.59029007,Osio Sotto,11081
Sweden,57.26570129,16.44739914,Oskarshamn,26160
Norway,59.91180038,10.73359966,Oslo,586860
Italy,45.79013062,8.658780098,Osmate,764
Italy,45.67644119,9.392620087,Osnago,4872
Italy,45.22315979,11.61254978,Ospedaletto Euganeo,5856
Italy,45,10,Ospitaletto,14496
Italy,46,10,Ossana,841
Italy,40.67599869,8.591520309,"Ossi 			",5974
Italy,45.94604111,10.22912979,Ossimo,1442
Italy,45.50640106,8.901240349,Ossona,4061
Italy,45,9,Ossuccio,1008
Italy,45.07017899,11.13788986,Ostiglia,7221
Czechia,49.84127045,18.29025078,Ostrava,300569
Spain,37.23759842,-5.103059769,Osuna,17800
Croatia,44.86880112,15.23425961,Otočac,10411
Italy,40.23490143,9.043910027,Ottana,2422
Italy,40.85205078,14.47723961,Ottaviano,24186
Belgium,50.66508102,4.566649914,Ottignies-Louvain-la-Neuve,31131
Spain,37.09431076,-3.635070086,Otura,6598
Belgium,50.82711029,4.689879894,Oud-Heverlee,10986
Belgium,51.31734085,4.981989861,Oud-Turnhout,12905
Belgium,50.5019989,3.361999989,Oudenaarde,30788
Finland,65.01270294,25.47139931,Oulu,200466
Portugal,40.85969925,-8.625379562,Ovar,56296
Belgium,50.77033997,4.535170078,Overijse,24652
Belgium,51.21026993,5.422540188,Overpelt,14054
Italy,42.13814926,13.51704025,Ovindoli,1203
Ukraine,51.18999863,28.47999954,Ovruch,16429
United Kingdom,51.75202179,-1.257799983,Oxford,150200
Croatia,45.61270142,15.47869968,Ozalj,7932
Georgia,41.9208107,41.99312973,Ozurgeti City Municipality,18000
Georgia,41.9208107,41.99312973,Ozurgeti Municipality,63000
Italy,44.44588089,11.47914028,Ozzano dell'Emilia,13250
Italy,45.22587967,8.552709579,Ozzero,1480
Spain,43.03290176,-2.411350012,Oñati,10896
Spain,38.92406082,-0.220500007,PALMA DE GANDIA,1681
Spain,38.94132996,-0.153929994,PALMERA,992
Spain,41.28329849,-1.21092999,PANIZA,766
Spain,41.42253876,-1.562639952,PARACUELLOS DE LA RIBERA,172
Italy,45.39390182,9.572400093,PARATICO,4511
Italy,45.85163116,12.62775993,PASIANO DI PORDENONE,7749
Spain,41.61875916,-0.782649994,PASTRIZ,1351
Spain,39.40579987,-2.947360039,PEDRO MUÑOZ,7991
Spain,41.79088974,-1.214589953,PEDROLA,3769
Spain,38.84170151,0.116700001,PEGO,10144
Spain,41.75207138,-0.632849991,PERDIGUERA,651
Italy,45.4351387,9.300330162,PESCHIERA BORROMEO,22254
Spain,39.6842804,-0.310259998,PETRÉS,977
Italy,45.13277054,11.98962021,PETTORAZZA GRIMANI,1614
Italy,45.4555397,12.0299902,PIANIGA,12240
Spain,39.34043121,-0.469110012,PICASSENT,20427
Spain,42.12017059,-0.806490004,PIEDRATAJADA,130
Greece,40.60937881,23.10078049,PILEA-HORTIATIS,70210
Spain,38.94092178,-0.133249998,PILES,2740
Spain,38.98262024,-0.338950008,PINET,170
Spain,41.72565842,-1.087360024,PINSEQUE,3579
France,48.92464066,2.362689972,PLAINE COMMUNE,351079
Spain,41.71160126,-1.202069998,PLEITAS,52
Spain,41.10599899,-0.953400016,PLENAS ,135
Italy,40,14,POGGIOMARINO,21727
Italy,45.08362961,11.59914017,POLESINE OCCIDENTALE,20650
Italy,45.82667923,9.221940041,PONTE LAMBRO,4398
Italy,44.99946976,9.786129951,PONTENURE,6436
Italy,45.71628952,12.20189953,PONZANO VENETO,12444
Italy,45.95769882,12.61180019,PORCIA,15280
Spain,41.86885071,-1.188109994,PRADILLA DE EBRO,619
Italy,45.81457138,12.73865032,PRAMAGGIORE,4703
Italy,45.54700089,12.36550045,PRATA DI PORDENONE,8467
Spain,41.79401016,1.049520016,PREIXENS,456
Spain,39.59075165,-0.30309999,PUIG DE SANTA MARIA,8764
Spain,39.61634827,-0.300889999,PUÇOL,19426
Italy,38.104599,15.18190002,Pace del Mela  ,6372
Italy,42.05181122,13.99238968,Pacentro,1186
Italy,36.43000031,15.06000042,Pachino,22068
Italy,43.02772903,12.10299969,Paciano,975
Spain,41.36156082,1.669420004,Pacs del Penedès,880
Italy,45.5079689,10.51653957,Padenghe sul Garda,4372
Italy,45.58705902,10.07900047,Paderno Franciacorta,3752
Italy,45.23949051,9.927260399,Paderno Ponchielli,1499
Italy,45.68135071,9.444169998,Paderno d'Adda,4000
Italy,45.4068985,11.87679958,Padova,209679
Italy,40.39793015,8.63051033,"Padria			",710
Spain,37.02429962,-3.626719952,Padul,8224
Spain,36.99879837,-2.773479939,Padules,504
Italy,45.67136002,12.15452957,Paese,21438
Italy,45.53359985,9.671409607,Pagazzano,2200
Greece,40.91540146,24.25445938,Paggaio,32085
Italy,37.98625946,15.36007023,Pagliara,1200
Italy,42.16239929,14.49779987,Paglieta,4565
Italy,46.06016159,9.402970314,Pagnona,407
Greece,37.95233154,23.85265923,Paiania,26620
Spain,39.42731857,-0.418449998,Paiporta,25084
Italy,45.55189896,10.40279961,Paitone,1658
Lithuania,55.979599,23.85700035,Pakruojis,27008
Hungary,46.62799835,18.85549927,Paks Város Önkormányzata,19510
Italy,45.72763062,9.605290413,Paladina,4024
Spain,41.6684494,2.750730038,Palafolls,8900
Spain,41.9149704,3.164249897,Palafrugell,22880
Italy,37.3278389,14.74582958,Palagonia,16429
Spain,41.84640884,3.129309893,Palamos,17900
Italy,44.43556976,10.19180965,Palanzano,1128
Italy,41.89060974,14.78524017,Palata,1762
Italy,41.1794014,9.382109642,Palau,4467
Spain,42.17364883,2.965140104,Palau de Santa Eulàlia ,105
Spain,41.98910141,3.110249996,Palau-sator,294
Spain,42.30625916,3.143810034,Palau-saverdera,1488
Spain,41.58129883,2.131949902,Palau-solità i Plegamans,14070
Italy,45.75202179,9.534970284,Palazzago,4249
Italy,37.67892838,13.38134956,Palazzo Adriano,2185
Italy,45.39136124,9.570710182,Palazzo Pignano,3855
Italy,40.93048859,15.9808197,Palazzo San Gervasio,5064
Italy,45.8042717,13.07966042,Palazzolo dello Stella,3001
