,adhesion_date,country,latitude,longitude,name,population,url,ACTION,MONITOR
1702,22/04/2016,Spain,38.986240386963,-0.5734099745750401,CERDÀ,361,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19619,1,1
1703,20/11/2013,Italy,,,CERIGNALE,PIOZZANOTRAVOZERBACERIGNALECORTE BRUGNATELLACOLIOTTONEBOBBIO,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20675,1,1
1704,23/02/2017,Italy,,,CERRETTO LANGHE,COSSANO BELBOCAMOSERRAVALLE LANGHECISSONEPERLETTOCASTIGLIONE TINELLATREZZO TINELLAROCCHETTA BELBOCERRETTO LANGHEBENEVELLOCASTINOLEQUIO BERRIAALBARETTO DELLA TORREBORGOMALEARGUELLO,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20676,1,1
1705,30/09/2013,Italy,43.547451019287,11.040880203247001,CERTALDO,16107,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18644,1,1
1706,28/04/2015,Italy,44.229999542236,7.284900188446,CERVASCA,4986,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18948,1,1
1707,13/11/2018,Spain,41.424515545385,0.8591973781585699,CERVIÀ DE LES GARRIGUES,660,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25554,1,1
1708,15/12/2015,Italy,38.663478851318004,16.026340484619,CESSANITI,3340,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19369,1,1
1709,13/05/2019,Spain,42.607432056309,-7.768793106079099,CHANTADA,8324,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26385,1,1
1710,25/05/2016,Belgium,50.58332824707,5.6333298683167,CHAUDFONTAINE,20791,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19698,1,1
1711,16/08/2016,Spain,39.749408721924,-0.9952099919319101,CHELVA,1466,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19941,1,1
1712,23/04/2016,Spain,39.59289932251,-0.9731100201606802,CHERA,527,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19613,1,1
1713,20/09/2013,Italy,44.115898132324,12.244999885559,CESENATICO,26034,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17356,1,1
1714,28/07/2016,Spain,39.493480682373,-0.68560999631882,CHESTE,8459,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19920,1,1
1715,28/11/2016,Italy,45.728500366211,12.581959724426,CHIARANO,3735,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20031,1,1
1716,17/03/2016,Italy,45.862300872803004,12.753549575806,CHIONS,5192,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19458,1,1
1717,07/04/2016,Spain,39.655498504639,-0.8919500112533599,CHULILLA,676,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19638,1,1
1718,16/04/2014,Italy,45.338321685790994,9.6142902374268,CHIEVE,2253,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18590,1,1
1719,23/02/2017,Italy,,,CISSONE,COSSANO BELBOCAMOSERRAVALLE LANGHECISSONEPERLETTOCASTIGLIONE TINELLATREZZO TINELLAROCCHETTA BELBOCERRETTO LANGHEBENEVELLOCASTINOLEQUIO BERRIAALBARETTO DELLA TORREBORGOMALEARGUELLO,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20690,1,1
1720,09/09/2014,Italy,45.291351318359006,11.66197013855,CINTO EUGANEO,2002,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18934,1,1
1721,06/11/2015,Italy,42.92062267036,10.759594375732,CITTA' FOLLONICA,21753,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19328,1,1
1722,11/04/2014,Italy,40.741199493408,17.425859451294,CISTERNINO (BR) ITALY,11676,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18048,1,1
1723,27/06/2013,Italy,45.0,9.0,CODOGNO,15000,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=17339,1,1
1724,28/02/2014,Spain,41.294010162354,-1.3746600151062,CODOS,241,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18153,1,1
1725,20/11/2013,Italy,,,COLI,PIOZZANOTRAVOZERBACORTE BRUGNATELLABOBBIOCOLICERIGNALEOTTONE,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20698,1,1
1726,"SAN FIOR,CODOGNE'",Italy,45.870648565008004,12.429485321045,CODOGNE',5316,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25477,1,1
1727,20/04/2016,Spain,39.229480743408,-1.0616099834442,COFRENTES,1059,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19584,1,1
1728,21/02/2019,,,,COMARCA DE SANGÜESA,1,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27837,1,1
1729,14/09/2013,Italy,44.643928527832,9.497960090637198,COMUNE DI FERRIERE,1351,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18016,1,1
1730,31/03/2017,Italy,40.846969604492,15.500200271606,COMUNE DI RAPONE,990,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20177,1,1
1731,06/09/2013,Italy,38.08150100708,13.288979530334,COMUNE DI MONREALE,39000,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18316,1,1
1732,13/04/2017,Italy,45.156818389893,9.1348304748535,COMUNE DI SAN MARTINO SICCOMARIO,6227,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20140,1,1
1733,04/05/2018,Italy,42.782425161588,12.406375408173,COMUNE DI TODI,16740,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25211,1,1
1734,07/03/2017,Italy,41.40491104126,15.352100372314,COMUNE DI RIGNANO GARGANICO,2045,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20184,1,1
1735,19/07/2018,Italy,45.56096914151,7.8055930137634,COMUNE DI QUINCINETTO,1015,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25351,1,1
1736,01/10/2014,Italy,45.19303894043,12.039420127869,CONA,3131,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18476,1,1
1737,03/02/2020,Spain,42.471853563776996,-8.4819737076759,CONCELLO DE CERDEDO-COTOBADE,5770,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27560,1,1
1738,30/06/2016,Spain,43.009736143548004,-7.556721760852,CONCELLO DE LUGO,98134,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19983,1,1
1739,13/03/2019,Spain,43.536257342686994,-7.0393552309911005,CONCELLO DE RIBADEO,9900,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=26193,1,1
1740,08/02/2018,Spain,42.913911361488,-8.0148026307165,CONCELLO DE MELIDE,7503,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=25052,1,1
1741,30/03/2016,Spain,39.158390045166,-0.35306999087334,CORBERA,3231,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19627,1,1
1742,12/11/2014,Spain,41.690670013428004,0.6928799748420699,CORBINS,1431,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18689,1,1
1743,21/11/2019,Spain,42.944357501838,-9.1943080723286,CORCUBION,1713,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27062,1,1
1744,23/09/2014,Italy,45.023761749268,12.446200370789,CORBOLA,2514,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=18492,1,1
1745,21/11/2019,Spain,42.942109039196,-9.191323874688901,CORCUBIÓN,1600,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27025,1,1
1746,16/12/2020,Greece,39.617994096668,19.920294927816,CORFU,68558,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=27974,1,1
1747,17/02/2016,Italy,41.343709158618005,13.775904999182,CORENO AUSONIO,1670,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=19671,1,1
1748,20/11/2013,Italy,,,CORTE BRUGNATELLA,PIOZZANOTRAVOZERBAOTTONECOLIBOBBIOCORTE BRUGNATELLACERIGNALE,https://www.covenantofmayors.eu/about/covenant-community/signatories/overview.html?scity_id=20707,1,1
