,name,country,emissions_baseline_year,percent_emissions_municipal,percent_emissions_tertiary,percent_emissions_residential,percent_emissions_public lighting,percent_emissions_transport,tons_co2_municipal,tons_co2_tertiary,tons_co2_residential,tons_co2_public lighting,tons_co2_transport,energy_consumption_baseline_year,percent_energy_consumption_municipal,percent_energy_consumption_tertiary,percent_energy_consumption_residential,percent_energy_consumption_public lighting,percent_energy_consumption_transport,mwh_energy_consumption_municipal,mwh_energy_consumption_tertiary,mwh_energy_consumption_residential,mwh_energy_consumption_public lighting,mwh_energy_consumption_transport,percent_energy_consumption_from_electricity,percent_energy_consumption_from_fossil fuels,mwh_energy_consumption_from_electricity,mwh_energy_consumption_from_fossil fuels,emissions_factor,tons_co2_per_capita,mwh_per_capita,percent_emissions_non-energy related,tons_co2_non-energy related,percent_energy_consumption_from_renewables,mwh_energy_consumption_from_renewables,percent_emissions_industry,tons_co2_industry,percent_energy_consumption_industry,mwh_energy_consumption_industry,percent_emissions_other,tons_co2_other,percent_energy_consumption_other,mwh_energy_consumption_other,percent_energy_consumption_from_heat/cold,mwh_energy_consumption_from_heat/cold
9599,Villena,Spain,2002,0.70,21.42,23.13,0.69,20.72,1173.79872,35815.61033,38669.98039,1160.3295,34646.8032538,2002,0.58,14.77,21.79,0.47,26.95,2869.76,72947.07,107572.59,2344.1,133075.54,39.89,60.11,196968.95,296786.66,IPCC,5.08,15.01,,,,,33.34,55743.7091,35.43,174946.55,,,0.00,5.8207660913467E-11,,
9600,Villers-la-Ville,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9601,Villers-le-Bouillet,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9602,Villetta Barrea,Italy,2005,3.49,21.41,51.65,3.70,19.75,72.8368,446.5901,1077.4414,77.2317,412.0926,2005,3.04,15.65,59.99,1.96,19.35,247.9,1274.5,4884.3,159.9,1575.4,19.46,72.83,1584.4,5929.6,IPCC,3.21,12.55,,,7.71,627.9,,,,,,,,,,
9603,Villeurbanne,France,2007,1.83,39.63,57.98,0.22,0.33,4395.76,95189.639,139243.242,540.27,797.877,2007,1.57,25.50,36.04,0.28,23.69,34532,562328,794888,6210,522428,25.47,72.35,489040,1389448,IPCC,1.74,10.13,,,1.81,34765,,,12.92,284991,,,,,0.37,7133
9604,Villimpenta,Italy,2005,1.40,16.28,30.89,0.93,11.77,173.25,2018.632,3830.112,115.6,1459.281,2005,1.63,15.97,33.77,0.59,11.77,792,7779,16451,289,5734,12.09,80.71,5887,39311,IPCC,5.84,22.91,,,7.21,3511,38.74,4803.995,36.27,17665,,,,,,
9605,Villongo,Italy,2007,1.25,18.51,57.83,0.88,21.52,298.82179,4410.04987,13776.59953,210.30786,5125.22775,2007,1.26,13.58,63.44,0.46,21.25,1185.17,12766.81,59642.71,435.42,19979,15.75,79.23,14802.87,74482.25,IPCC,3.32,12.43,,,5.03,4724.01,,,,,-0.00,-1.8894752429333E-13,,,,
9606,Vilminore di Scalve,Italy,2005,2.04,15.22,62.93,1.19,18.62,118.57726,885.00072,3658.71033,69.392,1082.6775,2005,1.34,9.19,77.14,0.48,11.85,481.39,3308.87,27773.47,173.48,4264.89,7.82,58.67,2814.75,21122.89,IPCC,3.76,15.49,,,33.51,12064.47,,,,,,,,,,
9607,Vilnius,Lithuania,2003,,,9.68,0.15,27.02,,,168479.403,2628.337,470086.07,2003,,,14.13,0.25,27.43,,,951119,16741,1846662,25.58,37.81,1722285,2545450,IPCC,3.16,12.24,7.79,135602,,,,,,,55.35,962897.445,58.19,3917899,36.61,2464686
9608,Vilnogirsk,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9609,Vilobí D'Onyar,Spain,2005,0.54,25.18,20.57,0.97,47.89,104.54038,4890.78438,3994.63649,189.07629,9301.50048,2005,0.45,18.97,18.21,0.69,61.68,258.18,10829.86,10396.45,393.09,35218.34,28.03,71.97,16005.32,41090.6,IPCC,7.29,21.43,4.85,941.91,,,,,,,,,,,,
9610,Vilobí del Penedès,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
9611,Vilopriu,Spain,2005,2.97,5.08,29.52,0.91,52.21,44.90135,76.82824,446.02233,13.7566,788.93295,2005,2.12,4.37,25.02,0.65,67.85,93.35,192.58,1103.31,28.6,2991.85,21.98,78.02,969.06,3440.63,IPCC,8.35,24.36,9.31,140.66,,,,,,,,,,,,
9612,Vilvoorde,Belgium,2011,1.90,28.90,30.98,0.36,25.63,2932.23,44530.22,47739.47,553.6,39485.64,2011,1.92,30.01,34.02,0.38,21.26,13993,218311,247490,2768,154677,28.31,68.99,205977,501958,IPCC,3.81,17.97,,,2.49,18088,11.13,17145.44,11.28,82072,1.10,1701.56,1.13,8254,0.21,1543
9613,Vimbodí i Poblet,Spain,2005,1.44,10.78,22.39,1.97,59.38,83.55885,624.2265,1296.66855,113.79979,3438.88099,2005,1.37,8.79,18.90,1.26,69.68,258.35,1655.12,3559.41,236.59,13122.76,15.73,83.98,2962,15815.04,IPCC,5.49,17.87,4.04,233.82,0.29,55.19,,,,,,,,,,
9614,Vimercate,Italy,2005,1.88,23.20,45.68,0.57,13.31,2595.91416,31959.3554,62925.9853,778.80177,18336.53171,2005,2.71,22.52,57.99,0.34,16.44,11795.98,97921.68,252191.48,1466.67,71493.48,16.34,82.70,71072.93,359635.56,IPCC,5.35,16.87,15.35,21145.28,0.96,4160.8,,,,,0.00,4.8567017074676E-13,0.00,1.3E-28,,
9615,Vimianzo,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
9616,Vimodrone,Italy,2005,,,,,11.35,,,,,9797.452,2005,,,,,14.20,,,,,38512,37.86,61.60,102664,167023,IPCC,6.16,19.25,,,0.54,1454,,,,,88.65,76559.939,85.80,232630,,
9617,Vinaixa,Spain,2005,2.92,8.00,27.22,2.56,59.29,55.36465,151.56752,515.56349,48.45594,1122.77748,2005,2.47,5.87,21.64,1.62,68.40,153.73,365.48,1346.55,100.74,4255.64,18.96,81.04,1179.55,5042.59,IPCC,3.12,10.25,,,,,,,,,,,,,,
9618,Vinaròs,Spain,2007,,,,,12.94,,,,,8683.0172,2007,,,,,12.94,,,,,19734.13,100.00,,152488.53,,IPCC,2.40,5.46,,,,,,,,,87.06,58411.936,87.06,132754.4,,
9619,Vinchiaturo,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9620,Vinci,Italy,2010,0.90,18.49,30.50,0.78,46.10,519.28706,10678.11087,17613.05169,448.16161,26620.47987,2010,0.82,14.83,37.55,0.47,43.83,1920.53,34921.67,88447.27,1117.61,103235.91,16.34,73.10,38488.97,172189.1,IPCC,4.09,16.70,,,10.56,24861.56,,,,,3.24,1870.15964,2.50,5896.64,,
9621,Vinkovci,Croatia,2011,1.63,45.72,29.22,1.18,22.24,1305.933,36524.857,23339.857,943.806,17765.742,2011,1.54,48.93,31.29,0.77,17.47,5862,186588,119327,2922,66626,22.33,60.77,85166,231721,IPCC,2.26,8.97,,,16.90,64440,,,,,,,,,,
9622,Vinnytsia ,Ukraine,2010,18.37,,29.31,0.21,52.10,365075.334,,582464.048,4251.28,1035264.495,2010,20.36,-0.00,26.87,0.06,52.71,1527585,-0.10000000003492,2015783,4831,3954078,4.92,95.08,368954,7133323,IPCC,5.41,20.42,,,,,,,,,,,,,,
9623,Vinogradovca,"Moldova, Republic Of",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9624,Vinyols i Els Arcs,Spain,2005,1.09,28.77,14.84,0.77,50.20,139.009,3661.087,1888.197,98.605,6388.632,2005,0.77,20.75,13.34,0.55,64.59,289,7765,4993,205,24174,29.44,70.26,11018,26297,IPCC,8.50,24.98,4.33,551,0.30,111,,,,,,,,,,
9625,Viola,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9626,Viroinval ,Belgium,2006,1.21,4.16,57.55,0.48,32.18,395.9076,1362.3714,18826.6375,157.662,10526.25,2006,1.54,3.95,57.08,0.45,32.81,1884.8,4828.6,69762.5,553.2,40100,13.98,82.85,17086.6,101262.5,IPCC,5.64,21.09,,,3.17,3880,4.41,1442.25,4.17,5100,,,,,,
9627,Virovitica,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9628,Virton,Belgium,2006,1.70,13.39,59.57,0.43,15.07,912.47845,7192.27162,31986.69143,232.19802,8093.9955,2006,1.61,12.65,60.24,0.40,14.79,3381.77,26506.77,126267.3,838.26,31013.1,22.42,73.35,46989.6,153766.3,IPCC,4.81,18.77,,,4.23,8863.8,8.30,4455.85602,8.85,18543.5,1.54,824.62292,1.46,3069,,
9629,Visaltia,Greece,2012,1.05,5.70,80.61,0.75,11.49,1782.08481,9633.22467,136251.23037,1262.46375,19421.05779,2012,0.64,3.56,78.19,0.25,17.22,2795.69,15542.47,341225.23,1098.75,75155.49,13.81,86.19,60258.71,376143.92,IPCC,8.44,21.79,,,,,,,,,0.40,672.165,0.13,585,,
9630,Viseu,Portugal,2000,,9.49,8.98,1.00,46.14,,45486.39,43031.76,4809.3,221095.8,2000,,,,,52.36,,,,,839333,14.97,85.03,239992,1362977,IPCC,5.20,17.40,,,,,6.07,29068.47,,,28.31,135662.55,47.64,763637,,
9631,Visoko,Bosnia-herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9632,Vistabella de Huerva,Spain,2010,7.21,,59.57,13.76,19.46,11.2244,,92.74748,21.4192,30.29613,2010,5.22,,62.07,9.67,23.03,26.3,,312.49,48.68,115.94,39.81,57.88,200.12,290.92,IPCC,2.99,9.44,,,2.31,11.6,,,,,,,,,,
9633,Visé,Belgium,2006,1.41,8.88,32.45,0.13,57.14,1558.873,9826.6,35923.8,146.664,63256.257,2006,1.68,11.09,36.12,0.24,50.87,8102,53500,174200,1164,245359.8,12.63,87.37,60940,421385.8,IPCC,6.56,28.58,,,,,,,,,,,,,,
9634,Vita,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9635,Viterbo,Italy,2012,1.86,30.32,24.52,1.23,32.61,4377.444,71265.707,57615.223,2899.818,76641.753,2012,1.58,25.61,25.28,0.85,38.13,12847,208626,205924,6954,310608,32.31,66.16,263151,538875,IPCC,3.69,12.79,,,1.54,12511,9.45,22212.931,8.54,69578,,,,,,
9636,Vitoria - Gasteiz,Spain,2006,3.67,26.62,35.50,1.72,32.09,27921.34668,202763.54272,270389.6448,13093.4238,244424.028,2006,3.66,21.42,37.68,1.15,36.10,93985,549654,967057,29397,926451,26.76,73.06,686698,1875227,IPCC,3.30,11.11,0.40,3029,0.18,4610,,,,,,,-0.00,-10,,
9637,Vittoria,Italy,2011,1.80,12.82,22.49,1.40,38.87,3392.7723,24173.3693,42423.0794,2636.697,73308.0105,2011,1.35,10.34,18.21,0.99,50.84,7459.3,57021.2,100430.7,5459,280374.9,37.82,61.35,208568.9,338334.4,IPCC,2.98,8.71,,,0.83,4582.2,14.84,27985.0737,12.21,67333.3,7.79,14698.1102,6.06,33407.1,,
9638,Vittorio Veneto,Italy,1990,0.62,21.32,23.81,0.58,22.11,970.7902,33369.0702,37274.7178,901.278,34611.4589,1990,0.66,21.89,28.34,0.38,27.54,3265.4,108034.4,139859.6,1866,135908.1,25.69,74.31,137758.9,398508.8,IPCC,5.42,18.56,,,,,24.56,38441.6945,21.20,104634.5,7.01,10980.7727,,,,
9639,Vittorito,Italy,2005,1.80,11.85,63.74,2.76,19.85,56.664,372.9638,2005.2795,86.8434,624.5175,2005,1.76,8.05,71.03,1.34,17.82,235.9,1080.7,9534.4,179.8,2391.5,13.06,77.69,1748.7,10400,IPCC,3.29,14.02,,,9.25,1237.7,,,,,,,,,,
9640,Vittuone,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9641,Vivares,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9642,Viveiro,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,National/sub-national,,,,,,,,,,,,,,,,
9643,Vizela,Portugal,2008,1.34,15.47,10.92,1.08,36.40,1179.247,13632.002,9621.414,950.544,32086.41,2008,1.06,16.07,8.50,0.80,37.97,3409,51817,27400,2576,122458,28.46,71.54,91795,230698,IPCC,3.72,13.62,,,,,34.20,30145.486,35.10,113198,0.60,530.589,0.51,1635,,
9644,Vizzini,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,LCA,,,,,,,,,,,,,,,,
9645,Vizzola Ticino,Italy,2005,1.18,34.98,26.36,12.86,7.50,50.0398,1483.7205,1118.0733,545.6,318.027,2005,1.63,28.95,36.15,9.32,8.55,239,4234.2,5288.6,1364,1251.2,43.53,51.08,6366,7470,IPCC,9.39,32.35,,,5.38,787,17.14,727.052,15.39,2250.8,-0.01,-0.4706,0.00,6.7E-13,,
9646,Vizzolo Predabissi,Italy,2005,1.00,28.15,44.49,0.61,11.65,234.457,6578.727,10397.72,142.968,2723.669,2005,0.51,28.38,47.06,0.31,11.21,486,26941,44677,296,10645,13.56,86.44,12878,82066,IPCC,5.85,23.78,,,,,14.09,3293.244,12.53,11899,,,,,,
9647, Vișniovca,"Moldova, Republic Of",,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
9648,Vlasenica,Bosnia-herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
9649,Vobarno,Italy,2007,1.34,20.19,65.98,0.57,11.93,501.45387,7543.12937,24651.48292,211.66026,4456.96716,2007,1.28,14.93,72.70,0.27,10.83,2067.33,24203.78,117850.92,438.22,17552.87,11.85,81.60,19211.71,132276.57,IPCC,4.75,19.27,,,6.55,10624.82,,,,,,,,,,
9650,Vodnjan - Dignano,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9651,Vodo di Cadore,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9652,Voeren,Belgium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9653,Voghera,Italy,2005,1.83,28.60,39.49,1.23,28.85,4058.59337,63329.633432,87436.456325,2716.77514,63871.323035,2005,1.67,28.80,40.72,0.64,28.16,14796.686,254549.321,359914.384,5683.63,248943.863,12.07,84.48,106671.315,746682.913,IPCC,5.77,22.77,,,1.12,9927.036,,,,,,,,,2.33,20606.62
9654,Voghiera,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9655,Vogogna,Italy,2010,1.92,14.82,39.58,0.62,43.06,142.36,1096.674,2929.544,45.54,3186.917,2010,1.95,10.76,48.33,0.36,38.59,626,3448,15486,115,12364,14.27,75.74,4571,24266,IPCC,4.15,16.16,,,10.00,3203,,,,,,,,,,
9656,Voinesti,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9657,Voiou,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9658,Voitinel,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9659,Volnovakha,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9660,Volodymyr-Volynskyy,Ukraine,2012,14.67,7.05,77.03,0.52,0.73,13582.0161,6528.82526,71311.6774,477.50496,675.01671,2012,12.45,4.30,82.15,0.17,0.92,37393.85,12909.05,246668.04,523.58,2755.63,12.90,60.60,38746.35,181944.13,IPCC,2.38,7.72,,,,,,,,,,,,,26.50,79559.67
9661,Volodymyrets,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9662,Volokyvska community,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9663,Volos,Greece,2007,3.34,18.00,56.59,2.07,13.01,30409.39131,163755.52883,514718.95832,18807.98948,118341.07663,2007,4.07,11.78,58.32,0.83,21.10,88736.9,256767.14,1271193.89,18154.43,460001.39,22.43,67.43,488983.35,1469787.77,IPCC,6.35,15.21,,,10.14,221051.41,6.98,63480.09878,3.90,84968.78,,,,,,
9664,Volpago del Montello,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9665,Voltido,Italy,2006,1.40,6.61,74.96,1.07,15.96,23.23797120736,109.42228046512,1241.3467255814,17.696637,264.34038837209,2006,1.07,4.50,81.67,0.44,12.33,89.8315357,378.877209,6878.4581399999,36.639,1038.48604395,7.88,73.96,663.88139534884,6228.91053568,IPCC,3.76,15.67,,,18.16,1529.4999999999,,,,,0.00,2.6119550966542E-13,0.00,1.973E-26,,
9666,Volturara Appula,Italy,2005,3.83,30.87,31.33,9.97,19.26,39.35454,316.93326,321.6807,102.35736,197.79543,2005,3.21,15.76,55.38,5.00,17.92,135.94,668.14,2348.37,211.92,760.11,36.58,25.42,1551.12,1077.77,IPCC,1.89,4.85,,,38.01,1611.64,4.74,48.67308,2.74,116.04,-0.00,-1.0982148523908E-13,,,,
9667,Volturino,Italy,2005,3.97,37.86,28.59,6.43,20.81,135.75663,1293.89415,977.15145,219.8616,711.19515,2005,5.34,30.67,25.57,5.11,30.70,475.89,2733.25,2278.07,455.2,2735.93,55.93,44.07,4983.8,3926.65,IPCC,1.78,4.65,,,,,2.33,79.66377,2.60,232.11,0.00,4.3928594095633E-13,0.00,9.0949470177293E-13,,
9668,Volvera,Italy,2000,1.12,3.89,32.20,1.01,51.48,402.11,1395.332,11537.854,362.25,18446.976,2000,1.16,3.48,35.46,0.53,50.35,1654,4957,50446,750,71634,6.99,90.65,9941,128959,IPCC,5.18,20.55,,,2.37,3367,5.15,1845.801,4.51,6413,5.15,1845.801,4.51,6413,,
9669,Voranava,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9670,Vordingborg,Denmark,2008,1.77,11.68,30.87,0.22,40.28,5774.719,38129.414,100800.77,727.434,131504.639,2008,4.73,16.94,59.71,0.29,,34898,124983,440489,2127,,23.86,65.73,294673,811685,IPCC,7.01,26.50,4.33,14143,,,10.85,35421.351,18.33,135261,,,,,10.41,128582
9671,Voria Kynouria,Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9672,Vorniceni,"Moldova, Republic Of",,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,,,,,,,,,,,,,,,,
9673,Vorselaar,Belgium,2011,0.83,8.84,54.28,0.49,27.79,195.591,2080.827,12779.126,115.566,6542.819,2011,0.83,8.56,62.14,0.51,21.49,993,10293,74753,618,25855,,,,,IPCC,3.14,16.06,,,,,1.43,336.691,1.36,1639,6.35,1494.366,5.11,6145,,
9674,Voskresenska AC,Ukraine,2017,15.97,2.27,59.69,0.88,21.19,3125.56196,443.66916,11685.61404,172.65984,4148.8033,2017,13.65,0.86,59.63,0.29,25.58,9028.88,568.83,39441.77,189.32,16918.06,11.68,88.32,7722.94,58423.92,IPCC,1.58,5.35,,,,,,,,,,,,,,
9675,Vosselaar,Belgium,2011,2.43,8.66,60.94,0.37,25.30,678.133,2416.591,17009.695,104.328,7063.436,2011,2.38,8.59,67.05,0.39,19.59,3395,12236,95542,552,27917,,,,,IPCC,2.71,13.84,,,,,1.15,321.46,1.11,1583,1.15,320.792,0.88,1261,,
9676,Voto,Spain,2006,1.20,17.12,11.62,2.43,67.64,234.36016,3341.40799,2267.99897,474.23101,13204.9995,2006,1.07,12.15,9.87,1.55,75.36,722.67,8221,6677.84,1051.51,50981.92,17.23,82.77,11654.61,56000.33,LCA,8.25,28.58,,,,,,,,,,,,,,
9677,Vouneuil sur Vienne,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9678,Vođinci,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9679,Voznesensk,Ukraine,2007,9.10,4.44,32.15,0.00,23.27,3655234.21,1780885.54,12906284.66,190.44,9342531.6,2007,8.51,6.54,35.61,0.06,18.28,61292,47087,256538,414,131701,10.67,89.33,76888,643476,IPCC,"1,042.79",18.71,0.09,37409,0.00,10,30.95,12424806.85,31.00,223342,,,,,,
9680,Vranje,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9681,Vransko,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9682,Vratsa,Bulgaria,2010,4.32,36.15,55.78,0.56,3.19,9182.192108218,76764.54388,118469.71799,1187.55,6764.52345,2010,5.16,32.23,55.05,0.47,7.09,16042.51,100136.56,171052.08,1450,22039.84,65.08,6.50,202203.75,20192.574278,IPCC,2.84,4.16,,,,,,,,,,,0.00,5.8207660913467E-11,28.43,88324.67
9683,Vrbas,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9684,Vrhnika,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9685,Vrilissia,Greece,2010,0.71,31.63,45.32,1.21,21.13,1352.77812,60666.1092,86907.80124,2328.20721,40523.14512,2010,0.45,23.79,34.08,0.50,41.18,1848.54,96657.18,138476.22,2026.29,167354.53,24.40,75.60,99137.98,307224.81,IPCC,6.25,13.25,,,,,,,,,,,,,,
9686,Vuhledar,Ukraine,2016,7.01,4.69,80.47,0.77,7.06,2504.47862,1676.45036,28757.9825,274.284,2523.76011,2016,7.16,3.10,78.96,0.33,10.45,6467.78,2802.1,71369.52,300.75,9443.23,20.21,29.12,18265.03,26317.09,IPCC,2.34,5.92,,,,,,,,,,,,,50.67,45801.26
9687,Vulkánok Völgye,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9688,Vultureni,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9689,Vynnyky,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,IPCC,2.60,8.13,,,,,,,,,,,,,,
9690,"Vynogradiv, Zakarpatska oblast ",Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9691,"Vynohradivska AC, Kherson region",Ukraine,2017,4.78,0.26,80.25,,14.72,1101.28444,59.62656,18492.68826,,3391.49528,2017,3.40,0.06,83.26,,13.28,3479.72,65.38,85223.83,,13589.8,2.37,97.63,2425.74,99932.99,IPCC,1.96,8.70,,,,,,,,,,,,,,
9692,Vyshneve,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9693,Vyshnivska amalgamated territorial community,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9694,Várgesztes,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9695,Várpalota Város Önkormányzata,Hungary,2012,3.11,0.14,74.57,0.38,18.96,1889.49574,82.22288,45237.5195,231.84,11498.5362,2012,1.55,0.06,71.01,0.34,23.40,2982.85,111.112,136452.5,644,44966.6,8.60,74.20,16519.48,142583.94,IPCC,2.99,9.46,,,1.90,3648,2.84,1722.62674,3.64,6991.97,,,,,15.30,29397.612
9696,Várárosdombó,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9697,Vásárosnamény,Hungary,2012,9.66,8.43,51.75,0.59,27.89,2774.1997777688,2419.5294444444,14859.731118363,168.336,8008.8132472206,2012,10.14,7.88,54.51,0.41,25.41,12589.4444444,9779.6111111111,67646.63972771,504,31529.053257973,11.58,61.84,14373,76747.845050112,IPCC,3.25,14.05,,,26.57,32976.68126886,,,,,1.69,486.32111111112,1.65,2048.7777777778,,
9698,Västerås,Sweden,1990,,,,,28.45,,,,,258224.145,1990,8.53,13.00,35.79,0.35,25.65,342400,522300,1437300,14000,1030155,27.02,33.17,1085000,1332155,IPCC,7.58,33.10,,,1.29,52000,,,16.68,670000,71.55,649403,,,38.52,1547000
9699,Växjö,Sweden,1993,3.34,11.49,26.11,0.09,50.01,10902.5,37538.201,85329.819,294.5,163438.578,1993,5.15,18.45,34.24,0.45,29.65,108000,386966,718150,9500,621912,34.01,39.57,713391,829943,IPCC,4.58,29.38,,,3.28,68861,8.96,29283.091,12.06,253075,,,,,23.14,485408
9700,Vélez Blanco,Spain,2007,2.71,4.25,10.01,,43.79,381.6,598.05,1407.6,,6158.8539,2007,,,,,41.41,,,,,23820.26,9.47,75.49,5449,43431.21,IPCC,6.33,22.01,2.72,382.2,15.03,8649.22,0.46,64.8,,,36.05,5070.172,58.59,33709.17,,
9701,Vélez Rubio,Spain,2007,2.62,5.68,13.11,,47.39,1092.15,2365.2,5458.95,,19734.7989,2007,,,,,56.13,,,,,76342.55,15.51,82.43,21090,112102.3,IPCC,5.86,18.75,7.64,3183,2.06,2808.28,1.38,574.2,,,22.18,9238.351,43.87,59658.02,,
9702,Vélez de Benaudalla,Spain,2007,1.91,15.56,11.34,,50.13,269.55,2200.5,1603.35,,7087.2581,2007,,,,,58.48,,,,,27403.47,20.96,74.94,9823,35118.65,IPCC,4.82,15.31,4.75,672,4.10,1920.22,2.45,346.95,,,13.85,1957.892,41.52,19458.4,,
9703,Vértes - Gerecse Vidékfejlesztési Közösség,Hungary,2016,0.69,0.74,77.53,0.11,20.93,1367.8059,1463.9885,153752.9831,217.1486,41502.1611,2016,0.88,0.73,72.48,0.10,25.82,5822.5,4824.8,482121.8,666.1,171760.2,11.62,53.39,77313.6,355127.4,IPCC,4.89,16.21,,,34.99,232754.4,,,,,,,,,,
9704,Vérteskethely,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9705,Vértessomló,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9706,Vértesszőlős ,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9707,Vértestolna,Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9708,Vícar,Spain,2007,5.53,14.13,9.99,,54.63,6653.7,16999.65,12020.85,,65728.7325,2007,,,,,64.85,,,,,254153.27,22.32,76.70,87491,300597.55,IPCC,5.69,18.37,3.43,4126,0.97,3815.5,3.07,3696.75,,,9.22,11090.23,35.15,137750.79,,
9709,Võru,Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9710,Wachtebeke,Belgium,2011,3.14,21.55,71.55,0.81,0.00,480.391,3298.0389032,10949.7079564,124.2774,0.0504432,2011,3.18,21.41,71.69,0.82,0.00,2371,15961.35,53448.843,611,0.248,37.49,55.80,27947.753,41599.363,IPCC,2.12,9.64,,,6.72,5008.529,1.96,300.4708118,1.91,1426.065,0.98,149.9340726,0.99,737.139,,
9711,Waimes,Belgium,2006,1.54,9.54,44.40,0.14,31.58,687.204,4249.509,19780.689,63.156,14071.82,2006,1.49,9.10,46.01,0.13,31.00,2556,15630,79005,228,53225,16.68,80.27,28640,137840,IPCC,6.62,25.52,,,3.05,5238,11.00,4899.578,10.54,18096,1.80,803.486,1.73,2978,,
