,attr_Emissions_reduction,attr_Energy_access_&_efficiency,attr_Renewable_energy,baseline_year,cdp,company_classification,country,dollar_value,entity_type,name,percent_reduction,raw_commitment,target_year,url,attr_Use_of_carbon_price,attr_Building,attr_Private_finance,climatebonds,green_bond,carbonn,community_wide,covenant_of_mayors,attr_Resilience,attr_Forest,attr_Transport,attr_Other,attr_Short_term_pollutants,climategroup,investorsclimatechange,globalcompact,attr_Agriculture,cooperative-initiative,attr_Innovation
,1,,,,,"Pharmaceuticals, Biotechnology, and Life Sciences",Denmark,,Company,Novo Nordisk,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/novo-nordisk,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,,Switzerland,,CSO,WWF,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/cso/wwf,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Hotels, Restaurants, Leisure, and Tourism",Canada,,Company,Fairmont Hotels and Resorts,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/fairmont-hotels-and-resorts,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Retailing,United Kingdom of Great Britain and Northern Ireland,,Company,SuperValu,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/supervalu,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Consumer Durables, Household and Personal Products",United States of America,,Company,Procter & Gamble Company,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/procter-gamble-company,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Automobiles and Components,Sweden,,Company,Volvo,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/volvo,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Retailing,Switzerland,,Company,Migros,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/migros,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Hotels, Restaurants, Leisure, and Tourism",United States of America,,Company,Xanterra Parks and Resorts,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/xanterra-parks-and-resorts,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Retailing,Switzerland,,Company,Coop,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/coop,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Forest, Paper, and Rubber Products",Canada,,Company,Resolute Forest Products Inc.,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/resolute-forest-products-inc-,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Specialized Consumer Services,Denmark,,Company,SFK,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/sfk,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Consumer Durables, Household and Personal Products",Denmark,,Company,LEGO Group,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/lego-group,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Food and Staples Retailing,Germany,,Company,SV Group,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/sv-group,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Telecommunication Services,United States of America,,Company,Sprint Nextel Corporation,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/sprint-nextel-corporation,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Oil and Gas,Netherlands,,Company,Eneco,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/eneco,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Ground Transportation - Trucking Transportation,Switzerland,,Company,Swiss Post,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/swiss-post,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Consumer Durables, Household and Personal Products",Italy,,Company,Sofidel S.p.A.,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/sofidel-s-p-a-,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,NIKE Inc.,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/nike-inc-,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,,China,,Investor,Vanke,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/vanke,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Semiconductors and Semiconductors Equipment,China,,Company,Yingli Solar,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/yingli-solar,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Technology Hardware and Equipment,United States of America,,Company,Hewlett-Packard,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/hewlett-packard,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Johnson & Johnson,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/johnson-johnson,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,"Forest, Paper, and Rubber Products",Canada,,Company,Catalyst Paper Corporation,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/catalyst-paper-corporation,,,,,,,,,,,,,,,,,,WWF Climate Savers
,1,,,,,Telecommunication Services,Switzerland,,Company,Swisscom,,"Develop low, zero or carbon positive business models and demonstrate that reductions in greenhouse gas emissions can go hand-in-hand with economic growth ",,/company/swisscom,,,,,,,,,,,,,,,,,,WWF Climate Savers
,,,,,,,,,Country,Democratic Republic of the Congo,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,Brazil,,CSO,Brazil's Atlantic Forest Restoration Pact,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,/cso/brazil's-atlantic-forest-restoration-pact,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,Switzerland,,CSO,IUCN,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,/cso/iucn,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Country,Rwanda,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Country,Costa Rica,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Country,United States of America,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Country,Uganda,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Country,El Salvador,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Country,Guatemala,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,Pakistan,,Region,Khyber Pakhtunkhwa,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,/subnational-region/khyber-pakhtunkhwa/pakistan,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Organization,Initiative 20x20,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Country,Colombia,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,,,,,,,Country,Ethiopia,,Restore 150 million hectares of the world’s deforested and degraded lands by 2020,2020,,,,,,,,,,,1,,,,,,,,Bonn Challenge
,,,1,,,Containers and Packaging,Norway,,Company,Elopak,,Procure 100% of electricity from renewable sources,,/company/elopak,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Pharmaceuticals, Biotechnology, and Life Sciences",Denmark,,Company,Novo Nordisk,,Procure 100% of electricity from renewable sources,,/company/novo-nordisk,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Germany,,Investor,Commerzbank AG,,Procure 100% of electricity from renewable sources,,/company/commerzbank-ag,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Telecommunication Services,Netherlands,,Company,Koninklijke KPN NV (Royal KPN),,Procure 100% of electricity from renewable sources,,/company/koninklijke-kpn-nv-royal-kpn-,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,United States of America,,Investor,Amalgamated Bank,,Procure 100% of electricity from renewable sources,,/company/amalgamated-bank,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,"Adobe Systems, Inc.",,Procure 100% of electricity from renewable sources,,"/company/adobe-systems,-inc-",,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,Google Inc.,,Procure 100% of electricity from renewable sources,,/company/google-inc-,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Media,United Kingdom of Great Britain and Northern Ireland,,Company,RELX Group plc,,Procure 100% of electricity from renewable sources,,/company/relx-group-plc,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Containers and Packaging,Sweden,,Company,Tetra Pak,,Procure 100% of electricity from renewable sources,,/company/tetra-pak,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Consumer Durables, Household and Personal Products",Sweden,,Company,IKEA,,Procure 100% of electricity from renewable sources,,/company/ikea,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Consumer Durables, Household and Personal Products",United States of America,,Company,Procter & Gamble Company,,Procure 100% of electricity from renewable sources,,/company/procter-gamble-company,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Telecommunication Services,United Kingdom of Great Britain and Northern Ireland,,Company,BT Group,,Procure 100% of electricity from renewable sources,,/company/bt-group,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,Microsoft Corporation,,Procure 100% of electricity from renewable sources,,/company/microsoft-corporation,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,"VMware, Inc",,Procure 100% of electricity from renewable sources,,"/company/vmware,-inc",,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Switzerland,,Investor,Bank J. Safra Sarasin AG,,Procure 100% of electricity from renewable sources,,/company/bank-j-safra-sarasin-ag,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Media,France,,Company,FIA Formula E Championship,,Procure 100% of electricity from renewable sources,,/company/fia-formula-e-championship,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Media,United Kingdom of Great Britain and Northern Ireland,,Company,Pearson,,Procure 100% of electricity from renewable sources,,/company/pearson,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,"EQUINIX, INC.",,Procure 100% of electricity from renewable sources,,"/company/equinix,-inc-",,,,,,,,,,,,,,,,,,RE100
,,,1,,,,United Kingdom of Great Britain and Northern Ireland,,Investor,Land Securities,,Procure 100% of electricity from renewable sources,,/company/land-securities,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Consumer Durables, Household and Personal Products",United Kingdom of Great Britain and Northern Ireland,,Company,Unilever plc,,Procure 100% of electricity from renewable sources,,/company/unilever-plc,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,"Interface, Inc.",,Procure 100% of electricity from renewable sources,,"/company/interface,-inc-",,,,,,,,,,,,,,,,,,RE100
,,,1,,,Ground Transportation - Trucking Transportation,Switzerland,,Company,Swiss Post,,Procure 100% of electricity from renewable sources,,/company/swiss-post,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,United States of America,,Investor,Voya Financial,,Procure 100% of electricity from renewable sources,,/company/voya-financial,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Electrical Equipment and Machinery,Netherlands,,Company,Royal Philips,,Procure 100% of electricity from renewable sources,,/company/royal-philips,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Spain,,Investor,CaixaBank,,Procure 100% of electricity from renewable sources,,/company/caixabank,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Building Products,China,,Company,Broad Group,,Procure 100% of electricity from renewable sources,,/company/broad-group,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Environmental & Facilities Services,China,,Company,Elion Resources Group,,Procure 100% of electricity from renewable sources,,/company/elion-resources-group,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Biogen,,Procure 100% of electricity from renewable sources,,/company/biogen,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Technology Hardware and Equipment,United States of America,,Company,Apple Inc.,,Procure 100% of electricity from renewable sources,,/company/apple-inc-,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,Germany,,Company,SAP SE,,Procure 100% of electricity from renewable sources,,/company/sap-se,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Telecommunication Services,Belgium,,Company,Proximus,,Procure 100% of electricity from renewable sources,,/company/proximus,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,NIKE Inc.,,Procure 100% of electricity from renewable sources,,/company/nike-inc-,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Ground Transportation - Trucking Transportation,France,,Company,La Poste,,Procure 100% of electricity from renewable sources,,/company/la-poste,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Technology Hardware and Equipment,United States of America,,Company,Hewlett Packard Enterprise,,Procure 100% of electricity from renewable sources,,/company/hewlett-packard-enterprise,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,Autodesk,,Procure 100% of electricity from renewable sources,,/company/autodesk,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,United Kingdom of Great Britain and Northern Ireland,,Investor,British Land Company,,Procure 100% of electricity from renewable sources,,/company/british-land-company,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Chemicals,Switzerland,,Company,Givaudan SA,,Procure 100% of electricity from renewable sources,,/company/givaudan-sa,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,India,,Company,Infosys Limited,,Procure 100% of electricity from renewable sources,,/company/infosys-limited,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Food and Beverage Processing,United States of America,,Company,Coca-Cola Enterprises,,Procure 100% of electricity from renewable sources,,/company/coca-cola-enterprises,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Building Products,Ireland,,Company,Kingspan,,Procure 100% of electricity from renewable sources,,/company/kingspan,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,Facebook,,Procure 100% of electricity from renewable sources,,/company/facebook,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Food and Beverage Processing,United States of America,,Company,Mars,,Procure 100% of electricity from renewable sources,,/company/mars,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Media,United Kingdom of Great Britain and Northern Ireland,,Company,Dentsu Aegis Network,,Procure 100% of electricity from renewable sources,,/company/dentsu-aegis-network,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Retailing,Italy,,Company,YOOX SpA,,Procure 100% of electricity from renewable sources,,/company/yoox-spa,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Food and Staples Retailing,United States of America,,Company,"Wal-Mart Stores, Inc.",,Procure 100% of electricity from renewable sources,,"/company/wal-mart-stores,-inc-",,,,,,,,,,,,,,,,,,RE100
,,,1,,,Electrical Equipment and Machinery,Netherlands,,Company,Philips Lighting,,Procure 100% of electricity from renewable sources,,/company/philips-lighting,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Chemicals,Netherlands,,Company,Royal DSM,,Procure 100% of electricity from renewable sources,,/company/royal-dsm,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,United Kingdom of Great Britain and Northern Ireland,,Investor,Aviva,,Procure 100% of electricity from renewable sources,,/company/aviva,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,salesforce.com,,Procure 100% of electricity from renewable sources,,/company/salesforce-com,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,Rackspace Hosting Inc,,Procure 100% of electricity from renewable sources,,/company/rackspace-hosting-inc,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Retailing,Sweden,,Company,H&M; Hennes & Mauritz AB,,Procure 100% of electricity from renewable sources,,/company/hm-hennes-mauritz-ab,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Food and Beverage Processing,Switzerland,,Company,Nestlé,,Procure 100% of electricity from renewable sources,,/company/nestle,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Sweden,,Investor,Nordea Bank,,Procure 100% of electricity from renewable sources,,/company/nordea-bank,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Canada,,Investor,TD Bank Group,,Procure 100% of electricity from renewable sources,,/company/td-bank-group,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Switzerland,,Investor,Swiss RE,,Procure 100% of electricity from renewable sources,,/company/swiss-re,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Automobiles and Components,India,,Company,Tata Motors,,Procure 100% of electricity from renewable sources,,/company/tata-motors,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Food and Staples Retailing,Belgium,,Company,Colruyt,,Procure 100% of electricity from renewable sources,,/company/colruyt,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Pharmaceuticals, Biotechnology, and Life Sciences",United Kingdom of Great Britain and Northern Ireland,,Company,AstraZeneca,,Procure 100% of electricity from renewable sources,,/company/astrazeneca,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Germany,,Investor,alstria,,Procure 100% of electricity from renewable sources,,/company/alstria,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Automobiles and Components,United States of America,,Company,General Motors Company,,Procure 100% of electricity from renewable sources,,/company/general-motors-company,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,United States of America,,Investor,Goldman Sachs Group Inc.,,Procure 100% of electricity from renewable sources,,/company/goldman-sachs-group-inc-,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Technology Hardware and Equipment,Finland,,Company,Vaisala,,Procure 100% of electricity from renewable sources,,/company/vaisala,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Automobiles and Components,Germany,,Company,BMW AG,,Procure 100% of electricity from renewable sources,,/company/bmw-ag,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Trading Companies, Distributors, Commercial Services and Supplies",United States of America,,Company,Steelcase,,Procure 100% of electricity from renewable sources,,/company/steelcase,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Norway,,Investor,DNB ASA,,Procure 100% of electricity from renewable sources,,/company/dnb-asa,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Professional Services,Switzerland,,Company,SGS SA,,Procure 100% of electricity from renewable sources,,/company/sgs-sa,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Netherlands,,Investor,ING Group,,Procure 100% of electricity from renewable sources,,/company/ing-group,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Retailing,United Kingdom of Great Britain and Northern Ireland,,Company,Marks and Spencer Group plc,,Procure 100% of electricity from renewable sources,,/company/marks-and-spencer-group-plc,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Hotels, Restaurants, Leisure, and Tourism",United States of America,,Company,Starbucks Corporation,,Procure 100% of electricity from renewable sources,,/company/starbucks-corporation,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,VF Corporation,,Procure 100% of electricity from renewable sources,,/company/vf-corporation,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,United States of America,,Investor,Wells Fargo & Company,,Procure 100% of electricity from renewable sources,,/company/wells-fargo-company,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Air Transportation - Airport Services,Italy,,Company,SAVE - Aeroporto di Venezia Marco Polo S.p.A.,,Procure 100% of electricity from renewable sources,,/company/save--aeroporto-di-venezia-marco-polo-s-p-a-,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,Switzerland,,Investor,UBS,,Procure 100% of electricity from renewable sources,,/company/ubs,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Media,United States of America,,Company,Bloomberg,,Procure 100% of electricity from renewable sources,,/company/bloomberg,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Technology Hardware and Equipment,United States of America,,Company,HP Inc,,Procure 100% of electricity from renewable sources,,/company/hp-inc,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,United States of America,,Investor,Bank of America,,Procure 100% of electricity from renewable sources,,/company/bank-of-america,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Food and Beverage Processing,United Kingdom of Great Britain and Northern Ireland,,Company,Diageo Plc,,Procure 100% of electricity from renewable sources,,/company/diageo-plc,,,,,,,,,,,,,,,,,,RE100
,,,1,,,"Pharmaceuticals, Biotechnology, and Life Sciences",United States of America,,Company,Johnson & Johnson,,Procure 100% of electricity from renewable sources,,/company/johnson-johnson,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Chemicals,United States of America,,Company,International Flavors & Fragrances Inc.,,Procure 100% of electricity from renewable sources,,/company/international-flavors-fragrances-inc-,,,,,,,,,,,,,,,,,,RE100
,,,1,,,,France,,Investor,Crédit Agricole,,Procure 100% of electricity from renewable sources,,/company/credit-agricole,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Media,United Kingdom of Great Britain and Northern Ireland,,Company,Sky,,Procure 100% of electricity from renewable sources,,/company/sky,,,,,,,,,,,,,,,,,,RE100
,,,1,,,Software and Services,United States of America,,Company,"Workday, Inc",,Procure 100% of electricity from renewable sources,,"/company/workday,-inc",,,,,,,,,,,,,,,,,,RE100
,,,1,,,,,,Organization,IRENA,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Botswana,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Djibouti,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,"Electric Utilities, Independent Power Producers, and Energy Traders",Italy,,Company,Enel,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,/company/enel,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Democratic Republic of the Congo,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Rwanda,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Organization,The East African Community (EAC),,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Mozambique,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Uganda,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Namibia,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Organization,The New Partnership for Africa's Development (NEPAD),,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,"Electric Utilities, Independent Power Producers, and Energy Traders",Zambia,,Company,Copperbelt Energy Corporation,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,/company/copperbelt-energy-corporation,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,France,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Swaziland,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Organization,The African Union Commission (AUC),,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Ethiopia,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Organization,United Nations Economic Commission for Africa (UNECA),,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Italy,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Organization,Agence Française de Développement (AFD),,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
,,,1,,,,,,Country,Sudan,,"Meet half of total electricity demand from clean, indigenous, cost-effective renewable resources in Eastern and Southern Africa regions by 2030",2030,,,,,,,,,,,,,,,,,,,Africa Clean Energy Corridor Initiative
