id,attr_Emissions_reduction,attr_Energy_access_&_efficiency,attr_Renewable_energy,baseline_year,cdp,company_classification,country,dollar_value,entity_type,name,percent_reduction,raw_commitment,target_year,url,attr_Use_of_carbon_price,attr_Building,attr_Private_finance,climatebonds,green_bond,carbonn,community_wide,covenant_of_mayors,attr_Resilience,attr_Forest,attr_Transport,attr_Other,attr_Short_term_pollutants,climategroup,investorsclimatechange,globalcompact,attr_Agriculture,cooperative-initiative,attr_Innovation
2698,1.0,,,1999.0,,,Italy,,City,Formigine,20,Reduce community-wide CO2 emissions by 20% from 1999 to 2020,2020.0,/city/formigine/italy,,,,,,,1.0,1.0,,,,,,,,,
2699,,,1.0,,,,Brazil,,City,Fortaleza,,Increase share of renewables  in final energy mix for government operations to 0.3% by 2030,2030.0,/city/fortaleza/brazil,,,,,,1.0,,,,,,,,,,,
2700,1.0,,,2005.0,,,Italy,,City,Forte dei Marmi,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/forte-dei-marmi/italy,,,,,,,1.0,1.0,,,,,,,,,
2701,1.0,,,2010.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Finland,,Company,Fortum Oyj,5,"Reduce direct CO2e emissions intensity of energy production by 5% per MWh relative to BAU from 2010 to 2015 through increased energy efficiency, facility retrofits, and development of biomass and waste-fuelled CHP plants",2015.0,/company/fortum-oyj,,1.0,,,,,,,,,,,,,,,
2702,,,,,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Finland,,Company,Fortum Oyj,,Use an internal carbon price,,/company/fortum-oyj,1.0,,,,,,,,,,,,,,,,
2703,1.0,1.0,1.0,2007.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Finland,,Company,Fortum Oyj,14,Reduce direct CO2e emissions intensity of electricity generation in the EU by 14% per MWh from 2007 to 2015 through increased energy efficiency and retrofits resulting in increased capacity of hydroelectric and nuclear facilities,2015.0,/company/fortum-oyj,,1.0,,,,,,,,,,,,,,,
2704,,1.0,1.0,2010.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Finland,,Company,Fortum Oyj,5,"Reduce direct CO2e emissions intensity of energy production by 5% per MWh relative to BAU from 2010 to 2015 through increased energy efficiency, facility retrofits, and development of biomass and waste-fuelled CHP plants",2015.0,/company/fortum-oyj,,,,,,,,,,,,,,,,,
2705,1.0,1.0,1.0,2010.0,1.0,"Electric Utilities, Independent Power Producers, and Energy Traders",Sweden,,Company,Fortum Varme,40,"Reduce CO2e emissions across their value chain by 40% from 2010 to 2020 through increased energy efficiency and use of renewable and recovered energy, and use of 100% renewable and recovered energy by 2030 ",2020.0,/company/fortum-varme,,,,,,,,,,,,,,,,,
2706,,,1.0,,,"Electric Utilities, Independent Power Producers, and Energy Traders",Sweden,300000000.0,Company,Fortum Varme,,"USD 300m green bonds issued for projects in renewable energy, low carbon transport, energy efficiency, sustainable water management and climate adaptation and resilience in Sweden",,/company/fortum-varme,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,
2707,,,,,,Real Estate,Sweden,80000000.0,Investor,Förvaltaren,,USD 80m green bonds issued for projects in energy efficiency in buildings in Sweden,,/company/forvaltaren,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
2708,1.0,,,2005.0,,,Italy,,City,Fossano,21,Reduce community-wide CO2 emissions by 21% from 2005 to 2020,2020.0,/city/fossano/italy,,,,,,,1.0,1.0,,,,,,,,,
2709,1.0,,,2009.0,1.0,Electrical Equipment and Machinery,Japan,,Company,Foster,15,Reduce operational CO2e emissions intensity by 15% per unit of revenue from 2009 to 2015,2015.0,/company/foster,,,,,,,,,,,,,,,,,
2710,,,1.0,,,,United States of America,,City,Foster City,10,Increase share of renewables in final energy mix of the community to 10% by 2018,2018.0,/city/foster-city/united-states-of-america,,,,,,1.0,1.0,,,,,,,,,,
2711,,,,,1.0,Technology Hardware and Equipment,China,,Company,Founder PCB,,Set an internal carbon price by 2017,2017.0,/company/founder-pcb,1.0,,,,,,,,,,,,,,,,
2712,1.0,,,2003.0,1.0,Containers and Packaging,Japan,,Company,FP Corporation,20,Reduce CO2e emissions across their value chain by 20% from 2003 to 2020,2020.0,/company/fp-corporation,,,,,,,,,,,,,,,,,
2713,1.0,,,2005.0,,,Italy,,City,Francavilla Al Mare,23,Reduce community-wide CO2e emissions by 23% from 2005 to 2020,2020.0,/city/francavilla-al-mare/italy,,,,,,,1.0,1.0,,,,,,,,,
2714,,,1.0,,1.0,,France,,Region,Franche-Comte,32,Increase share of renewables in region-wide energy mix to 32% by 2020,2020.0,/subnational-region/franche-comte/france,,,,,,,,,,,,,,,,,
2715,,,1.0,,1.0,,France,,Region,Franche-Comte,58,Increase share of renewables in region-wide energy mix to 58% by 2050,2050.0,/subnational-region/franche-comte/france,,,,,,,,,,,,,,,,,
2716,1.0,,,,1.0,,France,,Region,Franche-Comte,20,Reduce region-wide GHG emissions by 20% by 2020 based on 2008 levels,2020.0,/subnational-region/franche-comte/france,,,,,,,,,,,,,,,,,
2717,1.0,,,,1.0,,France,,Region,Franche-Comte,53,Reduce region-wide GHG emissions by 53% by 2020 based on 2008 levels,2020.0,/subnational-region/franche-comte/france,,,,,,,,,,,,,,,,,
2718,1.0,,,2011.0,,,Italy,,City,Francofonte,25,Reduce community-wide CO2 emissions by 25% from 2011 to 2020,2020.0,/city/francofonte/italy,,,,,,,1.0,1.0,,,,,,,,,
2719,1.0,,,1990.0,,,Germany,,City,Frankenthal,20,Reduce community-wide CO2 emissions by 20% from 1990 to 2020,2020.0,/city/frankenthal/germany,,,,,,,1.0,1.0,,,,,,,,,
2720,1.0,,,2005.0,,,Germany,,City,Frankfurt,31,Reduce community-wide CO2e emissions by 31% from 2005 to 2020,2020.0,/city/frankfurt/germany,,,,,,,1.0,1.0,,,,,,,,,
2721,1.0,1.0,,2005.0,1.0,Air Transportation - Airport Services,Germany,,Company,Fraport AG,10,Reduce operational CO2e emissions by 10% from 2005 to 2020 through increased energy efficiency,2020.0,/company/fraport-ag,,,,,,,,,,,,,,,,,
2722,1.0,1.0,,2005.0,1.0,Air Transportation - Airport Services,Germany,,Company,Fraport AG,30,Reduce operational CO2e emissions intensity by 30% per air traffic unit from 2005 to 2020 through increased energy efficiency,2020.0,/company/fraport-ag,,,,,,,,,,,,,,,,,
2723,1.0,,,2008.0,,,Italy,,City,Frascati,34,Reduce community-wide CO2 emissions by 34% from 2008 to 2020,2020.0,/city/frascati/italy,,,,,,,1.0,1.0,,,,,,,,,
2724,1.0,,,2007.0,,,Denmark,,City,Frederikshavn,48,Reduce community-wide CO2 emissions by 48% from 2007 to 2020,2020.0,/city/frederikshavn/denmark,,,,,,,1.0,1.0,,,,,,,,,
2725,,,,,1.0,"Consumer Durables, Household and Personal Products",China,,Company,FREE-FREE INDUSTRIAL CO,,Set an internal carbon price by 2017,2017.0,/company/free-free-industrial-co,1.0,,,,,,,,,,,,,,,,
2726,1.0,,,1992.0,,,Germany,,City,Freiburg,29,Reduce community-wideCO2e emissions by 29% from 1992 to 2020,2020.0,/city/freiburg/germany,,,,,,,1.0,1.0,,,,,,,,,
2727,1.0,,,2011.0,,,France,,City,Fréjus,20,Reduce community-wide CO2e emissions by 20% from 2011 to 2020,2020.0,/city/frejus/france,,,,,,,1.0,1.0,,,,,,,,,
2728,1.0,,,,,,United States of America,,City,"Fremont, CA",25,Reduce CO2e emissions from the community by 25% by 2020 based on 2005 levels,2020.0,"/city/fremont,-ca/united-states-of-america",,,,,,1.0,1.0,,,,,,,,,,
2729,,,,,1.0,Mining - Other (Precious Metals and Gems),Mexico,,Company,Fresnillo plc,,Set an internal carbon price by 2017,2017.0,/company/fresnillo-plc,1.0,,,,,,,,,,,,,,,,
2730,1.0,,,2010.0,,,Germany,,City,Friedrichshafen,20,Reduce community-wide CO2e emissions by 20% from 2010 to 2020,2020.0,/city/friedrichshafen/germany,,,,,,,1.0,1.0,,,,,,,,,
2731,,,,,,Other,United Kingdom of Great Britain and Northern Ireland,in,Investor,Friends Trusts Limited (Common Investment Fund),,Up to $10m USD invested in holdings in green technology or service companies in Europe,,/company/friends-trusts-limited-common-investment-fund-,,,1.0,,,,,,,,,,,,1.0,,
2732,,,,,,Other,United Kingdom of Great Britain and Northern Ireland,in,Investor,Friends Trusts Limited (Common Investment Fund),,Up to $10m USD invested in eco-efficiency improvements/cleaner production in Europe,,/company/friends-trusts-limited-common-investment-fund-,,,1.0,,,,,,,,,,,,1.0,,
2733,,1.0,,,,Other,United Kingdom of Great Britain and Northern Ireland,in,Investor,Friends Trusts Limited (Common Investment Fund),,Up to $10m USD invested in energy efficiency processes & systems in Europe,,/company/friends-trusts-limited-common-investment-fund-,,,1.0,,,,,,,,,,,,1.0,,
2734,1.0,,1.0,,1.0,Food and Beverage Processing,Netherlands,,Company,Friesland Campina,,Eliminate CO2e emissions from electricity purchased for domestic milk processing operations by 2020 through renewable energy procurement,2020.0,/company/friesland-campina,,,,,,,,,,,,,,,,,
2735,1.0,,,1990.0,1.0,Food and Beverage Processing,Netherlands,,Company,Friesland Campina,30,"Reduce CO2e emissions from purchased goods and services, specifically from farm-related activities, by 30% per tonne of product from 1990 to 2020",2020.0,/company/friesland-campina,,,,,,,,,,,,,,,,,
2736,1.0,,,,1.0,Food and Beverage Processing,Netherlands,,Company,Friesland Campina,,Maintain 2010 level of CO2e emissions across their value chain to 2020 through a strategy of carbon neutral growth,,/company/friesland-campina,,,,,,,,,,,,,,,,,
2737,1.0,1.0,,2013.0,1.0,Food and Beverage Processing,Netherlands,,Company,Friesland Campina,20,Reduce operational CO2e emissions intensity by 20% per tonne of product from 2013 to 2020 through increased energy efficiency,2020.0,/company/friesland-campina,,,,,,,,,,,,,,,,,
2738,1.0,,,2012.0,1.0,Electrical Equipment and Machinery,Greece,,Company,Frigoglass,5,Reduce CO2e emissions across their value chain by 5% per unit of production from 2012 to 2020,2020.0,/company/frigoglass,,,,,,,,,,,,,,,,,
2739,,,,,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Fruit of the Loom,,Use an internal carbon price,,/company/fruit-of-the-loom,1.0,,,,,,,,,,,,,,,,
2740,1.0,,1.0,2012.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Fruit of the Loom,40,Reduce operational CO2e emissions by 40% from 2012 to 2016 through biomass energy generation,2016.0,/company/fruit-of-the-loom,,,,,,,,,,,,,,,,,
2741,,,,,1.0,Electrical Equipment and Machinery,Taiwan Province of China,,Company,FSP Technology Inc.,,Set an internal carbon price by 2017,2017.0,/company/fsp-technology-inc-,1.0,,,,,,,,,,,,,,,,
2742,1.0,1.0,,2010.0,1.0,Electrical Equipment and Machinery,Taiwan Province of China,,Company,FSP Technology Inc.,,Reduce operational CO2e emissions by 35.16% from 2010 to 2015 through increased energy efficiency,2015.0,/company/fsp-technology-inc-,,,,,,,,,,,,,,,,,
2743,1.0,,,2010.0,1.0,Automobiles and Components,Japan,,Company,F-Tech,10,Reduce operational CO2e emissions intensity by 10% per unit of revenue from 2010 to 2020,2020.0,/company/f-tech,,,,,,,,,,,,,,,,,
2744,1.0,,,2008.0,,,Spain,,City,Fuente Álamo de Murcia,23,Reduce community-wide CO2 emissions by 23% from 2008 to 2020,2020.0,/city/fuente-alamo-de-murcia/spain,,,,,,,1.0,1.0,,,,,,,,,
2745,1.0,,,,,,Japan,,City,Fuji,23,Reduce CO2e emissions from the community by 23% by 2020 based on 1990 levels,2020.0,/city/fuji/japan,,,,,,1.0,1.0,,,,,,,,,,
2746,1.0,,,,,,Japan,,City,Fuji,10,Reduce CO2e emissions from government operations by 10% by 2015 based on 2009 levels,2015.0,/city/fuji/japan,,,,,,1.0,,,,,,,,,,,
2747,1.0,1.0,1.0,2006.0,1.0,Electrical Equipment and Machinery,Japan,,Company,"Fuji Electric Co., Ltd.",20,Reduce emissions from energy sources used in global production activities by 20% from 2006 to 2020 through increased energy efficiency and renewable energy installations,2020.0,"/company/fuji-electric-co-,-ltd-",,,,,,,,,,,,,,,,,
2748,,1.0,,2006.0,1.0,Electrical Equipment and Machinery,Japan,,Company,"Fuji Electric Co., Ltd.",13,Reduce CO2e emissions intensity from energy use at international sites by 13% from 2006 to 2020 through increased energy efficiency and solar power installations,2020.0,"/company/fuji-electric-co-,-ltd-",,,,,,,,,,,,,,,,,
2749,1.0,1.0,1.0,2012.0,1.0,Electrical Equipment and Machinery,Japan,,Company,"Fuji Electric Co., Ltd.",10,Reduce CO2e emissions intensity from domestic energy use by 10% per task from 2012 to 2020 through increased energy efficiency and solar power installations,2020.0,"/company/fuji-electric-co-,-ltd-",,,,,,,,,,,,,,,,,
2750,1.0,,1.0,2006.0,1.0,Electrical Equipment and Machinery,Japan,,Company,"Fuji Electric Co., Ltd.",13,Reduce CO2e emissions intensity from energy use at international sites by 13% from 2006 to 2020 through increased energy efficiency and solar power installations,2020.0,"/company/fuji-electric-co-,-ltd-",,,,,,,,,,,,,,,,,
2751,1.0,,,1990.0,1.0,Automobiles and Components,Japan,,Company,Fuji Heavy Industries Ltd.,33,Reduce operational CO2e emissions by 33% from 1990 to 2030 ,2030.0,/company/fuji-heavy-industries-ltd-,,,,,,,,,,,,,,,,,
2752,1.0,,,2006.0,1.0,Automobiles and Components,Japan,,Company,Fuji Heavy Industries Ltd.,10,Reduce three-quarters of their operational CO2e emissions intensity by 10% from 2006 to 2016 ,2016.0,/company/fuji-heavy-industries-ltd-,,,,,,,,,,,,,,,,,
2753,1.0,,,,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,"Fuji Xerox Co., Ltd.",,Maintain 2005 level of emissions at development and manufacturing facilities to 2020,,"/company/fuji-xerox-co-,-ltd-",,,,,,,,,,,,,,,,,
2754,1.0,,,2007.0,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,"Fuji Xerox Co., Ltd.",,Reduce operational CO2e emissions at offices by 21.3% from 2007 to 2020,2020.0,"/company/fuji-xerox-co-,-ltd-",,,,,,,,,,,,,,,,,
2755,1.0,,,2005.0,1.0,"Consumer Durables, Household and Personal Products",Japan,,Company,"Fuji Xerox Co., Ltd.",30,Reduce operational CO2e emissions from development and manufacturing facilities in Japan and overseas by 30% from 2005 to 2020,2020.0,"/company/fuji-xerox-co-,-ltd-",,,,,,,,,,,,,,,,,
2756,1.0,,,2005.0,1.0,Technology Hardware and Equipment,Japan,,Company,FujiFilm Holdings Corporation,,Reduce emissions from procurement by 10.6% from 2005 to 2020,2020.0,/company/fujifilm-holdings-corporation,,,,,,,,,,,,,,,,,
2757,1.0,,,2005.0,1.0,Technology Hardware and Equipment,Japan,,Company,FujiFilm Holdings Corporation,,Reduce operational CO2e emissions by 37.5% from 2005 to 2020,2020.0,/company/fujifilm-holdings-corporation,,,,,,,,,,,,,,,,,
2758,1.0,,,2005.0,1.0,Technology Hardware and Equipment,Japan,,Company,FujiFilm Holdings Corporation,,Reduce emissions from the use of sold products by 63.9% from 2005 to 2020,2020.0,/company/fujifilm-holdings-corporation,,,,,,,,,,,,,,,,,
2759,1.0,,,2005.0,1.0,Technology Hardware and Equipment,Japan,,Company,FujiFilm Holdings Corporation,,Reduce emissions from end of life treatment of sold products by 46.3% from 2005 to 2020,2020.0,/company/fujifilm-holdings-corporation,,,,,,,,,,,,,,,,,
2760,1.0,,,2005.0,1.0,Technology Hardware and Equipment,Japan,,Company,FujiFilm Holdings Corporation,,Reduce CO2e emissions across their entire product life cycle by 15.9% from 2005 to 2020,2020.0,/company/fujifilm-holdings-corporation,,,,,,,,,,,,,,,,,
2761,,,,,1.0,Technology Hardware and Equipment,Japan,,Company,FujiFilm Holdings Corporation,,Use an internal carbon price,,/company/fujifilm-holdings-corporation,1.0,,,,,,,,,,,,,,,,
2762,1.0,,,,,,Japan,,City,Fujinomiya,10,Reduce CO2e emissions from the community by 10% by 2015 based on 2004 levels,2015.0,/city/fujinomiya/japan,,,,,,1.0,1.0,,,,,,,,,,
2763,1.0,,,,,,Japan,,City,Fujisawa City,40,Reduce CO2e emissions from the community by 40% by 2022 based on 1990 levels,2022.0,/city/fujisawa-city/japan,,,,,,1.0,1.0,,,,,,,,,,
2764,,1.0,1.0,,1.0,Software and Services,Japan,,Company,Fujitsu Ltd.,20,Reduce emissions in operations by 20% by 2015 through energy efficiency and renewable procurement   ,2015.0,/company/fujitsu-ltd-,,,,,,,,,,,,,,,,,
2765,,,,,1.0,Software and Services,Japan,,Company,Fujitsu Ltd.,,Set an internal carbon price by 2017,2017.0,/company/fujitsu-ltd-,1.0,,,,,,,,,,,,,,,,
2766,1.0,,,,1.0,Software and Services,Japan,,Company,Fujitsu Ltd.,20,Reduce emissions in operations by 20% by 2015 through energy efficiency and renewable procurement   ,2015.0,/company/fujitsu-ltd-,,,,,,,,,,,,,,,,,
2767,1.0,1.0,,,1.0,Software and Services,Japan,,Company,Fujitsu Ltd.,3,Reduce emissions intensity of operations by 3% by 2015,2015.0,/company/fujitsu-ltd-,,,,,,,,,,,,,,,,,
2768,1.0,,,,,,Japan,,Region,Fukushima Prefecture,80,Reduce CO2e emissions from the community by 80% by 2040 based on 1990 levels,2040.0,/subnational-region/fukushima-prefecture/japan,,,,,,1.0,1.0,,,,,,,,,,
2769,1.0,,,,,,Japan,,Region,Fukushima Prefecture,15,Reduce CO2e emissions from the community by 15% by 2020 based on 1990 levels,2020.0,/subnational-region/fukushima-prefecture/japan,,,,,,1.0,1.0,,,,,,,,,,
2770,1.0,,,2010.0,,,Portugal,,City,Funchal,21,Reduce community-wide CO2 emissions by 21% from 2010 to 2020,2020.0,/city/funchal/portugal,,,,,,,1.0,1.0,,,,,,,,,
2771,1.0,,,2010.0,1.0,,Portugal,,City,Funchal,20,Reduce CO2e emissions from government operations by 20% from 2010 to 2020,2020.0,/city/funchal/portugal,,,,,,,,,,,,,,,,,
2772,1.0,,,2010.0,1.0,,Portugal,,City,Funchal,20,Reduce community-wide CO2e emissions by 20% from 2010 to 2020,2020.0,/city/funchal/portugal,,,,,,,1.0,,,,,,,,,,
2773,1.0,,,2005.0,,,Germany,,City,Fürstenfeldbruck,35,Reduce community-wide CO2 emissions by 35% from 2005 to 2020,2020.0,/city/furstenfeldbruck/germany,,,,,,,1.0,1.0,,,,,,,,,
2774,1.0,,,2012.0,1.0,Electrical Equipment and Machinery,Japan,,Company,"Furukawa Electric Co., Ltd.",3,Reduce CO2e emissions intensity for 35 domestic group companies from upstream transportation and distribution by 3% per MJ/ton-kilometer from 2012 to 2015,2015.0,"/company/furukawa-electric-co-,-ltd-",,,,,,,,,,,,,,,,,
2775,1.0,,,2012.0,1.0,Electrical Equipment and Machinery,Japan,,Company,"Furukawa Electric Co., Ltd.",3,Reduce operational CO2e emissions of 35 domestic group companies by 3% from 2012 to 2015,2015.0,"/company/furukawa-electric-co-,-ltd-",,,,,,,,,,,,,,,,,
2776,,,,,1.0,Electrical Equipment and Machinery,Japan,,Company,"Furukawa Electric Co., Ltd.",,Use an internal carbon price,,"/company/furukawa-electric-co-,-ltd-",1.0,,,,,,,,,,,,,,,,
2777,1.0,,,2008.0,,,Italy,,City,Fusignano,27,Reduce community-wide CO2 emissions by 27% from 2008 to 2020,2020.0,/city/fusignano/italy,,,,,,,1.0,1.0,,,,,,,,,
2778,1.0,,,2005.0,,,Italy,,City,Gaggiano,27,Reduce community-wide CO2 emissions by 27% from 2005 to 2020,2020.0,/city/gaggiano/italy,,,,,,,1.0,1.0,,,,,,,,,
2779,,,,,1.0,Gas Utilities,India,,Company,GAIL,,Set an internal carbon price by 2017,2017.0,/company/gail,1.0,,,,,,,,,,,,,,,,
2780,1.0,1.0,,2010.0,1.0,Gas Utilities,India,,Company,GAIL,,Reduce operational CO2e emissions intensity by 41.6% per unit of revenue from 2010 to 2020 through solar power systems and increased energy efficiency and conservation,2020.0,/company/gail,,,,,,,,,,,,,,,,,
2781,1.0,,,2009.0,,,Italy,,City,Galatina,30,Reduce community-wide CO2 emissions by 30% from 2009 to 2020,2020.0,/city/galatina/italy,,,,,,,1.0,1.0,,,,,,,,,
2782,1.0,,,2007.0,,,Italy,,City,Galatone,30,Reduce community-wide CO2 emissions by 30% from 2007 to 2020,2020.0,/city/galatone/italy,,,,,,,1.0,1.0,,,,,,,,,
2783,1.0,1.0,,2012.0,1.0,Chemicals,India,,Company,Galaxy Surfactants Ltd.,25,Reduce operational CO2e emissions intensity by 25% per tonne of product from 2012 to 2015 through increased energy efficiency,2015.0,/company/galaxy-surfactants-ltd-,,,,,,,,,,,,,,,,,
2784,1.0,,,2005.0,,,Italy,,City,Galbiate,21,Reduce community-wide CO2 emissions by 21% from 2005 to 2020,2020.0,/city/galbiate/italy,,,,,,,1.0,1.0,,,,,,,,,
2785,,1.0,,,1.0,,Spain,,Region,Galiza,20,Reduce final energy consumption from government operations by 20% by 2020 on 2005 levels.,2020.0,/subnational-region/galiza/spain,,,,,,,,,,,,,,,,,
2786,,1.0,,,1.0,,Spain,,Region,Galiza,20,Reduce region-wide primary energy consumption in the industry and service sectors by 20% by 2020 on 2005 levels.,2020.0,/subnational-region/galiza/spain,,,,,,,,,,,,,,,,,
2787,1.0,,,,1.0,,Spain,,Region,Galiza,35,Reduce region-wide CO2e emissions by 35% by 2020 on 2005 levels.,2020.0,/subnational-region/galiza/spain,,,,,,,,,,,,,,,,,
2788,,,1.0,,1.0,,Spain,,Region,Galiza,30,Increase share of renewables in region-wide energy mix to 30% by 2020.,2020.0,/subnational-region/galiza/spain,,,,,,,,,,,,,,,,,
2789,1.0,,,2005.0,,,Italy,,City,Gallarate,20,Reduce community-wide CO2 emissions by 20% from 2005 to 2020,2020.0,/city/gallarate/italy,,,,,,,1.0,1.0,,,,,,,,,
2790,,,,,1.0,Oil and Gas,Portugal,,Company,Galp Energia SGPS SA,,Use an internal carbon price,,/company/galp-energia-sgps-sa,1.0,,,,,,,,,,,,,,,,
2791,1.0,,,2007.0,1.0,Oil and Gas,Portugal,,Company,Galp Energia SGPS SA,38,Reduce direct CO2e emissions intensity for the Sines Refinery by 38% per complexity weighted tonne (CWT) from 2007 to 2017 through increased energy efficiency,2017.0,/company/galp-energia-sgps-sa,,1.0,,,,,,,,,,,,,,,
2792,1.0,1.0,,2007.0,1.0,Oil and Gas,Portugal,,Company,Galp Energia SGPS SA,38,Reduce direct CO2e emissions intensity for the Matosinhos Refinery by 38% per complexity weighted tonne (CWT) from 2007 to 2017 through increased energy efficiency,2017.0,/company/galp-energia-sgps-sa,,1.0,,,,,,,,,,,,,,,
2793,,1.0,,2007.0,1.0,Oil and Gas,Portugal,,Company,Galp Energia SGPS SA,38,Reduce direct CO2e emissions intensity for the Sines Refinery by 38% per complexity weighted tonne (CWT) from 2007 to 2017 through increased energy efficiency,2017.0,/company/galp-energia-sgps-sa,,,,,,,,,,,,,,,,,
2794,1.0,,,2005.0,,,Italy,,City,Gambolo,25,Reduce community-wide CO2 emissions by 25% from 2005 to 2020,2020.0,/city/gambolo/italy,,,,,,,1.0,1.0,,,,,,,,,
2795,,1.0,,,,,India,,City,Gandhinagar,5,Increase energy efficiency of the community by 5% by 2018 based on 2011 levels,2018.0,/city/gandhinagar/india,,,,,,1.0,1.0,,,,,,,,,,
2796,,,1.0,,,,India,,City,Gandhinagar,5,Increase share of renewables in final energy mix of the community to 5% by 2018,2018.0,/city/gandhinagar/india,,,,,,1.0,1.0,,,,,,,,,,
2797,1.0,,,,,,Republic of Korea,,City,Gangneung City,10,Reduce CO2e emissions from the community by 10% by 2020 based on 2005 levels,2020.0,/city/gangneung-city/republic-of-korea,,,,,,1.0,1.0,,,,,,,,,,
2798,1.0,,,,,,Republic of Korea,,City,Gangneung City,21,Reduce CO2e emissions from the community  by 21% by 2020 compared to 2005 BAU levels,2020.0,/city/gangneung-city/republic-of-korea,,,,,,1.0,1.0,,,,,,,,,,
2799,,1.0,,,,,Republic of Korea,,Region,Gangwon Province,5,Increase energy efficiency of the community  by 5% by 2019 based on 2012 levels,2019.0,/subnational-region/gangwon-province/republic-of-korea,,,,,,1.0,1.0,,,,,,,,,,
2800,1.0,,,,,,Republic of Korea,,Region,Gangwon Province,30,Reduce CO2 emissions from the community  by 30% by 2020 compared to 2005 absolute levels,2020.0,/subnational-region/gangwon-province/republic-of-korea,,,,,,1.0,1.0,,,,,,,,,,
2801,,,1.0,,,,Republic of Korea,,Region,Gangwon Province,,Increase share of renewables for the community  to 15.5% by 2019,2019.0,/subnational-region/gangwon-province/republic-of-korea,,,,,,1.0,1.0,,,,,,,,,,
2802,1.0,,,,,,Republic of Korea,,Region,Gangwon Province,30,Reduce CO2e emissions from the community  by 30% by 2020 compared to 2005 absolute levels,2020.0,/subnational-region/gangwon-province/republic-of-korea,,,,,,1.0,1.0,,,,,,,,,,
2803,1.0,,,2008.0,1.0,Retailing,United States of America,,Company,Gap Inc.,20,Reduce operational CO2e emissions of domestic operations by 20% from 2008 to 2015,2015.0,/company/gap-inc-,,,,,,,,,,,,,,,,,
2804,,,,,1.0,Retailing,United States of America,,Company,Gap Inc.,,Achieve zero discharge of hazardous chemicals in their supply chain by 2020,2020.0,/company/gap-inc-,,,,,,,,,1.0,,,,,,,,
2805,,1.0,,2008.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Garan Manufacturing Corp,,Reduce CO2e emissions from purchased utilities by 21.64% from 2008 to 2018 through energy efficient building retrofits,2018.0,/company/garan-manufacturing-corp,,,,,,,,,,,,,,,,,
2806,1.0,,,2008.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Garan Manufacturing Corp,,Reduce operational CO2e emissions by 16.92% from 2008 to 2018,2018.0,/company/garan-manufacturing-corp,,,,,,,,,,,,,,,,,
2807,1.0,,,2008.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Garan Manufacturing Corp,,Reduce CO2e emissions from purchased utilities by 17.76% per unit of production from 2008 to 2018,2018.0,/company/garan-manufacturing-corp,,,,,,,,,,,,,,,,,
2808,1.0,,,2008.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Garan Manufacturing Corp,,Reduce operational CO2e emissions intensity by 12.81% per unit of production from 2008 to 2018,2018.0,/company/garan-manufacturing-corp,,,,,,,,,,,,,,,,,
2809,1.0,,,2008.0,1.0,"Textiles, Apparel, Footwear, and Luxury Goods",United States of America,,Company,Garan Manufacturing Corp,,Reduce CO2e emissions from purchased utilities by 21.64% from 2008 to 2018 through energy efficient building retrofits,2018.0,/company/garan-manufacturing-corp,,1.0,,,,,,,,,,,,,,,
2810,1.0,,,2011.0,,,Italy,,City,Garbagnate Milanese,20,Reduce community-wide CO2 emissions by 20% from 2011 to 2020,2020.0,/city/garbagnate-milanese/italy,,,,,,,1.0,1.0,,,,,,,,,
2811,1.0,1.0,,2010.0,1.0,Construction and Engineering,United Kingdom of Great Britain and Northern Ireland,,Company,Gardiner & Theobald LLP,35,Reduce operational CO2e emissions by 35% from 2010 to 2015 through increased energy efficiency,2015.0,/company/gardiner-theobald-llp,,,,,,,,,,,,,,,,,
2812,,,,,1.0,Electrical Equipment and Machinery,United States of America,,Company,Gardner Denver,,Set an internal carbon price by 2017,2017.0,/company/gardner-denver,1.0,,,,,,,,,,,,,,,,
2813,1.0,,,2007.0,,,Italy,,City,Gardone Valtrompia,27,Reduce community-wide CO2e emissions by 27% from 2007 to 2020,2020.0,/city/gardone-valtrompia/italy,,,,,,,1.0,1.0,,,,,,,,,
2814,1.0,1.0,1.0,,1.0,Gas Utilities,Spain,,Company,Gas Natural SDG SA,15,Reduce emissions in operations by 15% by 2015,2015.0,/company/gas-natural-sdg-sa,,,,,,,,,,,,,,,,,
