"","docnum","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","X","file_iso","name","continent"
"89",89,0.000786631695519489,0.00107683194311381,0.000475668085857209,0.997060916631061,8.71033761050854e-06,0.0003719579734097,0.000219283333427781,89,"NLD","Netherlands","Europe"
"90",90,0.00188756912424148,0.00279602275685069,0.00105926349784047,0.992924084778352,2.68013945483618e-05,0.000750590996069195,0.000555667452097848,90,"NOR","Norway","Europe"
"91",91,0.324661035256822,0.205110271711723,0.0156627750858518,0.406674446156496,0.0212882975095518,0.00749406669471917,0.0191091075848367,92,"NZL","New Zealand","Oceania"
"92",92,0.000747839010828725,0.000643830576439289,0.00490130660035752,0.000649888803447774,1.70907484315075e-05,0.993027657040355,1.2387220140636e-05,93,"PAN","Panama","Americas"
"93",93,0.0024689444306348,0.00220096721345043,0.223659251420529,0.016363265147753,6.61638471803261e-05,0.754901412430415,0.00033999551003793,94,"PER","Peru","Americas"
"94",94,0.000786631695519489,0.00107683194311381,0.000475668085857209,0.997060916631061,8.71033761050854e-06,0.0003719579734097,0.000219283333427781,95,"POL","Poland","Europe"
"95",95,0.000786631695519489,0.00107683194311381,0.000475668085857209,0.997060916631061,8.71033761050854e-06,0.0003719579734097,0.000219283333427781,96,"PRT","Portugal","Europe"
"96",96,8.90554948498672e-05,0.000129204139306014,0.00028575618244552,8.89809844317614e-05,1.83790178334256e-06,0.999404750583163,4.14714019911117e-07,97,"PRY","Paraguay","Americas"
"97",97,0.771723445689466,0.132101951323131,0.00203028502236777,0.0853962909359256,0.000987261268030261,0.00478210435196888,0.00297866140911097,98,"PSE","Palestinian Territories","Asia"
"98",98,0.979392393471618,0.00281712093027541,0.00143626585372588,0.000500453401101728,0.0120127612602868,0.000566553542736757,0.00327445154025596,99,"QAT","Qatar","Asia"
"99",99,0.000786631695519489,0.00107683194311381,0.000475668085857209,0.997060916631061,8.71033761050854e-06,0.0003719579734097,0.000219283333427781,100,"ROU","Romania","Europe"
"100",100,0.000114050257223363,0.000189737363377534,0.000299281610187248,0.00010347234492255,2.59362256275505e-06,0.999290309628648,5.55173079554761e-07,101,"RWA","Rwanda","Africa"
"101",101,0.987334579952083,0.00256711179254468,0.00196467401895185,0.00107377457594889,0.00351908368204997,0.000839988074357286,0.0027007879040649,102,"SAU","Saudi Arabia","Asia"
"102",102,0.23067641677215,0.203614300395164,0.00391038672366199,0.546428199261018,0.00371773516605251,0.00310880096594024,0.00854416071601398,103,"SGP","Singapore","Asia"
"103",103,0.739797134306077,0.240786762561041,0.00625415475551123,0.00511861358645345,0.00193718583777145,0.00179455517665611,0.00431159377648962,104,"SLB","Solomon Islands","Oceania"
"104",104,0.000704255646645728,0.123892999491355,0.0282583780378862,0.000179100954695637,0.00463481260014564,0.000155914601970104,0.842174538667301,105,"SLE","Sierra Leone","Africa"
"105",105,0.0129474448200537,0.618363800846831,0.125958216280152,0.026572428339083,0.0051417874179404,0.00850907749992705,0.202507244796013,106,"SOM","Somalia","Africa"
"106",106,0.195741605545555,0.217379418285694,0.0534674054384867,0.124077847113099,0.00222255228554675,0.343177563163075,0.0639336081685428,107,"STP","São Tomé & Príncipe","Africa"
"107",107,0.000786631695519489,0.00107683194311381,0.000475668085857209,0.997060916631061,8.71033761050854e-06,0.0003719579734097,0.000219283333427781,108,"SVK","Slovakia","Europe"
"108",108,0.000786631695519489,0.00107683194311381,0.000475668085857209,0.997060916631061,8.71033761050854e-06,0.0003719579734097,0.000219283333427781,109,"SVN","Slovenia","Europe"
"109",109,0.000786631695519489,0.00107683194311381,0.000475668085857209,0.997060916631061,8.71033761050854e-06,0.0003719579734097,0.000219283333427781,110,"SWE","Sweden","Europe"
"110",110,0.100187735201902,0.00222494476687632,0.126687745559898,0.0612680892296821,0.0145012582655419,0.000518210525460036,0.69461201645064,111,"SWZ","Eswatini","Africa"
"111",111,0.452377336129819,0.0676150072061625,0.260656645405407,0.042014563130859,0.00460952743790671,0.00373260353889415,0.168994317150952,112,"SYC","Seychelles","Africa"
"112",112,0.27650449259258,0.384048752197668,0.280234280669823,0.00378994421036534,0.00202799035195328,0.047406619123085,0.00598792085452551,113,"THA","Thailand","Asia"
"113",113,0.497222858568256,0.0660151466562481,0.236512511679828,0.0661795047066226,0.00479681232969269,0.0096534314546407,0.119619734604712,114,"TJK","Tajikistan","Asia"
"114",114,0.00074813561651215,0.997212260922249,0.000295543054763443,0.00062296437372807,0.000204984538713785,0.000542568491554209,0.000373543002479514,115,"TZA","Tanzania","Africa"
"115",115,0.00607675783554629,0.23080161437153,0.00916358548547659,0.426506327356866,0.000381829753881002,0.32609969146124,0.000970193735459948,116,"UGA","Uganda","Africa"
"116",116,0.384200179187738,0.148401541375804,0.00225747025930658,0.456888912394332,0.00288404017878711,0.00308426357394861,0.00228359303008415,117,"UKR","Ukraine","Europe"
"117",117,0.000755227777037601,0.00164646788309468,0.000427256272081025,0.996566873749247,1.04775957823248e-05,0.000347227991619225,0.000246468731138155,118,"USA","United States","Americas"
"118",118,0.947904457015341,0.00506152145506653,0.0219642428554815,0.00983130395424075,0.00118587037441211,0.00437619787149005,0.00967640647396744,119,"UZB","Uzbekistan","Asia"
"119",119,0.936309601883272,0.000689630321950349,0.00116250161937374,0.000444948195257156,0.00619889490824789,4.81525557596386e-05,0.0551462705161391,120,"VNM","Vietnam","Asia"
"120",120,0.00995966873499945,0.117529937190096,0.00303970985575468,0.0598566116924902,0.0421066183627091,0.000165057940404907,0.767342396223546,121,"VUT","Vanuatu","Oceania"
"121",121,0.511746985632804,0.165040651363472,0.0654220319751844,0.224373284592278,0.00213401388279142,0.00392321336311414,0.027359819190356,122,"ZAF","South Africa","Africa"
"122",122,0.0090674662218929,0.165568015309871,0.0374049520747142,0.630493880330029,0.00050409079779762,0.153903821905865,0.00305777335983081,123,"ZMB","Zambia","Africa"
"123",123,0.00397497955197917,0.186959398389537,0.0138794203556267,0.603066442518653,0.000261803625910962,0.190729194499405,0.00112876105888883,124,"ZMB","Zambia","Africa"
"124",124,0.000552854876643764,0.985157472051327,0.00026667629666873,0.0127891784458429,0.000243973700032093,0.000419854831063384,0.000569989798422502,125,"ZWE","Zimbabwe","Africa"
