,ID,URL,country,latitude,longitude,name,population,commitment_phase,inventory_phase,target_phase,plan_phase,action_plan_url,adaptation_plan_url,building_sector_emissions,transportation_sector_emissions,waste_sector_emissions,industrial_sector_emissions,other_sector_emissions
230,3438,https://www.globalcovenantofmayors.org/cities/san-jose-del-monte/,Philippines,14.8110432,121.0491569,San Jose del Monte,454553,False,False,False,False,,,,,,,
231,3444,https://www.globalcovenantofmayors.org/cities/ski/,Norway,59.72517155,10.89337535,Ski,29307,False,False,False,False,,,,,,,
232,3446,https://www.globalcovenantofmayors.org/cities/tabuk/,Philippines,17.4136195,121.4440137,Tabuk,103912,False,False,False,False,,,,,,,
233,3448,https://www.globalcovenantofmayors.org/cities/talisay/,Philippines,10.2457369,123.8479342,Talisay,200772,False,False,False,False,,,,,,,
234,3450,https://www.globalcovenantofmayors.org/cities/tuguegarao/,Philippines,17.6125761,121.7327065,Tuguegarao,138865,False,False,False,False,,,,,,,
235,3452,https://www.globalcovenantofmayors.org/cities/turku/,Finland,60.4517531,22.2670522,Turku,179428,False,False,False,False,,,,,,,
236,3454,https://www.globalcovenantofmayors.org/cities/vaasa/,Finland,63.08182095,21.47981235,Vaasa,66581,False,False,False,False,,,,,,,
237,3522,https://www.globalcovenantofmayors.org/cities/aparecida-de-goiania/,Brazil,-16.8226768,-49.2452545,Aparecida de Goiânia,521910,True,True,True,True,,,,,,,
238,3526,https://www.globalcovenantofmayors.org/cities/bulawayo/,Zimbabwe,-20.1560598,28.5887063,Bulawayo,653337,True,True,True,True,,,,,,,
239,3532,https://www.globalcovenantofmayors.org/cities/joinville/,Brazil,-26.3044897,-48.8486725,Joinville,562151,True,True,True,True,,,,,,,
240,3534,https://www.globalcovenantofmayors.org/cities/kitakyushu/,Japan,33.881691,130.866,Kitakyushu,963259,True,True,True,True,,,,,,,
241,3536,https://www.globalcovenantofmayors.org/cities/londrina/,Brazil,-23.3112877,-51.1595022,Londrina,548249,True,True,True,True,,,,,,,
242,3540,https://www.globalcovenantofmayors.org/cities/matale/,Sri Lanka,7.4721251,80.6234173,Matale,74864,True,True,True,True,,,,,,,
243,3542,https://www.globalcovenantofmayors.org/cities/matosinhos/,Portugal,41.22232475,-8.670432255,Matosinhos,174045,True,True,True,True,,,,,,,
244,3546,https://www.globalcovenantofmayors.org/cities/rotterdam/,The Netherlands,51.92779805,4.488623269,Rotterdam,624000,True,True,True,True,http://www.rotterdamclimateinitiative.nl/documents/2015-en-ouder/Documenten/RCI%20Actieplan_Energie_samenvatting%20-%20DEF.pdf,http://www.deltacities.com/documents/20121210_RAS_EN_lr_versie_4.pdf,,,,,
245,3548,https://www.globalcovenantofmayors.org/cities/sao-jose-dos-campos/,Brazil,-23.180501,-45.8872968,São José dos Campos,688597,False,False,False,False,,,,,,,
246,3556,https://www.globalcovenantofmayors.org/cities/vitoria-espirito-santo/,Brazil,-20.2996825,-40.3016326,"Vitória, Espírito Santo",355875,False,False,False,False,,,,,,,
247,3598,https://www.globalcovenantofmayors.org/cities/ekurhuleni/,South Africa,-26.2185887,28.1628568,Ekurhuleni,3178470,True,True,True,True,,,,,,,
248,3600,https://www.globalcovenantofmayors.org/cities/isoko-south/,Nigeria,5.3895204,6.211049621,Isoko South,235147,True,True,True,True,,,,,,,
249,3602,https://www.globalcovenantofmayors.org/cities/mangaung/,South Africa,-29.1797237,26.248634,Mangaung,747431,True,True,True,True,,,,,,,
250,3604,https://www.globalcovenantofmayors.org/cities/matsapha/,Swaziland,-26.4944819,31.308351,Matsapha,26000,True,True,True,True,,,,,,,
251,3606,https://www.globalcovenantofmayors.org/cities/windhoek/,Namibia,-22.5744183,17.0791233,Windhoek,322500,False,False,False,False,,,,,,,
252,3612,https://www.globalcovenantofmayors.org/cities/kitwe/,Zambia,-12.8104185,28.2068361,Kitwe,504194,True,True,True,True,,,,,,,
253,3614,https://www.globalcovenantofmayors.org/cities/quelimane/,Mozambique,-17.8775099,36.890216,Quelimane,250000,False,False,False,False,,,,,,,
254,3616,https://www.globalcovenantofmayors.org/cities/umhlathuze/,South Africa,-28.7886149,31.96640437,uMhlathuze,334459,False,False,False,False,,,,,,,
255,3618,https://www.globalcovenantofmayors.org/cities/yountville/,United States,38.4015781,-122.3608104,Yountville,2933,False,False,False,False,,,,,,,
256,3622,https://www.globalcovenantofmayors.org/cities/toronto/,Canada,43.6529206,-79.3849007,Toronto,2753100,True,True,True,True,http://www.globalcovenantofmayors.org/wp-content/uploads2015/11/clean_air_action_plan.pdf,http://www1.toronto.ca/City%20Of%20Toronto/Environment%20and%20Energy/Our%20Goals/Files/pdf/A/ahead_of_the_storm.pdf,48.4,32.4,19.2,,
257,3638,https://www.globalcovenantofmayors.org/cities/abidjan/,Côte d’Ivoire,5.320357,-4.0161069,Abidjan,3677115,True,True,True,True,,,,,,,
258,3640,https://www.globalcovenantofmayors.org/cities/bamenda-ii/,Cameroon,5.968532,10.1021997,Bamenda II,269530,True,True,True,True,,,,,,,
259,3642,https://www.globalcovenantofmayors.org/cities/barisal/,Bangladesh,22.7047007,90.3709164,Barisal,272169,True,True,True,True,,,,,,,
260,3644,https://www.globalcovenantofmayors.org/cities/harare/,Zimbabwe,-17.8317729,31.045686,Harare,2013048,True,True,True,True,,,,,,,
261,3646,https://www.globalcovenantofmayors.org/cities/nioro-du-rip/,Senegal,13.745571,-15.7747509,Nioro du RIP,15643,True,True,True,True,,,,,,,
262,3648,https://www.globalcovenantofmayors.org/cities/salem-ma/,United States,42.5195292,-70.8967225,"Salem, MA",42126,True,True,True,True,,,,,,,
263,3656,https://www.globalcovenantofmayors.org/cities/thimphu/,Bhutan,27.4727617,89.629548,Thimphu,106568,False,False,False,False,,,,,,,
264,3730,https://www.globalcovenantofmayors.org/cities/ondangwa/,Namibia,-17.9107046,15.9763198,Ondangwa,22822,True,True,True,True,,,,,,,
265,3734,https://www.globalcovenantofmayors.org/cities/thunder-bay/,Canada,48.406414,-89.2597959,Thunder Bay,108359,True,True,True,True,https://www.globalcovenantofmayors.org/wp-content/uploads/2015/11/EarthCare-SustainabilityPlan_WEB_SECURE.pdf,,52.36,32.6,15.05,,
266,3748,https://www.globalcovenantofmayors.org/cities/bakata/,Burkina Faso,11.7668862,-1.8495958,Bakata,28077,True,True,True,True,,,,,,,
267,3750,https://www.globalcovenantofmayors.org/cities/bangangte/,Cameroon,5.1513746,10.5288399,Bangangté,90798,True,True,True,True,,,,,,,
268,3752,https://www.globalcovenantofmayors.org/cities/blantyre/,Malawi,-15.7862542,35.0035694,Blantyre,808000,True,True,True,True,,,,,,,
269,3754,https://www.globalcovenantofmayors.org/cities/burgas/,Bulgaria,42.4942274,27.4550161,Burgas,211033,True,True,True,True,,,,,,,
270,3756,https://www.globalcovenantofmayors.org/cities/changwon/,South Korea,35.2280454,128.6817916,Changwon,1080000,True,True,True,True,http://www.globalcovenantofmayors.org/wp-content/uploads/2015/11/Changwon-Action-Plan-on-Climate-Change.pdf,,,,,,
271,3758,https://www.globalcovenantofmayors.org/cities/douala-3/,Cameroon,4.0284247,9.781923908,Douala 3,2943000,True,True,True,True,,,,,,,
272,3760,https://www.globalcovenantofmayors.org/cities/libreville/,Gabon,0.390002,9.454001,Libreville,797003,True,True,True,True,,,,,,,
273,3762,https://www.globalcovenantofmayors.org/cities/monrovia/,Liberia,6.328034,-10.7977879,Monrovia,1100000,True,True,True,True,,,,,,,
274,3764,https://www.globalcovenantofmayors.org/cities/moreland/,Australia,-37.71355985,144.9451643,Moreland,147241,True,True,True,True,http://www.globalcovenantofmayors.org/wp-content/uploads/2015/11/ICL_GEN_004_Zero_Carbon_Evolution.pdf,http://www.globalcovenantofmayors.org/wp-content/uploads/2015/11/ICL_GEN_004_adaptation_in_the_north_volume_1.pdf,55.1,24.3,20.6,,
275,3766,https://www.globalcovenantofmayors.org/cities/odder/,Denmark,55.975832,10.1513202,Odder,22331,True,True,True,True,,,,,,,
276,3768,https://www.globalcovenantofmayors.org/cities/rimac/,Peru,-12.02030405,-77.03546264,Rimac,164911,False,False,False,False,,,,,,,
277,3770,https://www.globalcovenantofmayors.org/cities/ringkobing-skjern/,Denmark,56.01770905,8.547650646,Ringkøbing Skjern,57148,False,False,False,False,,,,,,,
278,3782,https://www.globalcovenantofmayors.org/cities/dunedin/,New Zealand,-45.8739281,170.503488,Dunedin,117400,True,True,True,True,,,21.1,45.7,28.7,5.0,49.0
279,3786,https://www.globalcovenantofmayors.org/cities/saskatoon/,Canada,52.1303794,-106.6605123,Saskatoon,265300,True,True,True,True,,,58.9,31.0,5.8,4.0,
280,3830,https://www.globalcovenantofmayors.org/cities/besiktas/,Turkey,41.0545745,29.0171908,Beşiktaş,190000,True,True,True,True,,,,,,,
281,3834,https://www.globalcovenantofmayors.org/cities/chatham-kent/,Canada,42.405207,-82.1914669,Chatham-Kent,104075,True,True,True,True,,,54.3,43.2,2.5,,
282,3836,https://www.globalcovenantofmayors.org/cities/durham/,Canada,43.936838,-78.928824,Durham,653600,True,True,True,True,,,,,,,
283,3838,https://www.globalcovenantofmayors.org/cities/istanbul/,Turkey,41.0096334,28.9651646,Istanbul,14804116,True,True,True,True,,,,,,,
284,3840,https://www.globalcovenantofmayors.org/cities/st-catharines/,Canada,43.1654193,-79.2391708,St. Catharines,131400,True,True,True,True,,,45.1,54.9,,,
285,3960,https://www.globalcovenantofmayors.org/cities/addis-ababa/,Ethiopia,9.0107934,38.7612525,Addis Ababa,"3,800,000",True,True,True,True,,,,,,,
286,3962,https://www.globalcovenantofmayors.org/cities/akureyri/,Iceland,65.6825696,-18.0913026,Akureyri,17966,True,True,True,True,,,,,,,
287,3964,https://www.globalcovenantofmayors.org/cities/angossas/,Cameroon,4.0756573,12.9885553,Angossas,13605,True,True,True,True,,,,,,,
288,3966,https://www.globalcovenantofmayors.org/cities/betim/,Brazil,-19.9680559,-44.1983329,Betim,408448,True,True,True,True,,,,,,,
289,3968,https://www.globalcovenantofmayors.org/cities/brussels/,Belgium,50.8465565,4.351697,Brussels,176124,True,True,True,True,,,,,,,
290,3972,https://www.globalcovenantofmayors.org/cities/cardiff/,United Kingdom,51.4816546,-3.1791933,Cardiff,354300,True,True,True,True,,,,,,,
291,3974,https://www.globalcovenantofmayors.org/cities/cotonou/,Benin,6.367682,2.4252292,Cotonou,779314,True,True,True,True,,,,,,,
292,3976,https://www.globalcovenantofmayors.org/cities/dekwaneh/,Lebanon,33.876081,35.5479087,Dekwaneh,6450,True,True,True,True,,,,,,,
293,3978,https://www.globalcovenantofmayors.org/cities/dhaka-south/,Bangladesh,23.810332,90.412518,Dhaka South,3130000,True,True,True,True,,,,,,,
294,3980,https://www.globalcovenantofmayors.org/cities/dioudoubou/,Senegal,12.709511,-15.478916,Dioudoubou,5508,True,True,True,True,,,,,,,
295,3982,https://www.globalcovenantofmayors.org/cities/foumban/,Cameroon,5.7282262,10.8971603,Foumban,83522,True,True,True,True,,,,,,,
296,3984,https://www.globalcovenantofmayors.org/cities/grand-bassam/,Côte d’Ivoire,5.212884,-3.7432259,Grand-Bassam,73722,True,True,True,True,,,,,,,
297,3986,https://www.globalcovenantofmayors.org/cities/grande-synthe/,France,51.0134813,2.3029972,Grande-Synthe,21166,True,True,True,True,,,,,,,
298,3988,https://www.globalcovenantofmayors.org/cities/heidelberg/,Germany,49.4093582,8.694724,Heidelberg,146333,True,True,True,True,,,72.4,27.4,0.2,,
299,3990,https://www.globalcovenantofmayors.org/cities/hveragerdi/,Iceland,63.9975943,-21.1868302,Hveragerði,2333,True,True,True,True,,,,,,,
300,3992,https://www.globalcovenantofmayors.org/cities/independencia/,Chile,-33.41612245,-70.66576101,Independencia,73874,True,True,True,True,,,,,,,
301,3994,https://www.globalcovenantofmayors.org/cities/jaboatao-dos-guararapes/,Brazil,-8.1752475,-34.9468715,Jaboatão dos Guararapes,335371,True,True,True,True,,,,,,,
302,3996,https://www.globalcovenantofmayors.org/cities/jammerbugt/,Denmark,57.18135935,9.662500791,Jammerbugt,38351,True,True,True,True,,,,,,,
303,3998,https://www.globalcovenantofmayors.org/cities/joondalup/,Australia,-31.7431037,115.772084,Joondalup,167623,True,True,True,True,http://www.joondalup.wa.gov.au/Files/Climate%20Change%20Strategy%202014-2019.pdf,http://www.joondalup.wa.gov.au/Files/Climate%20Change%20Strategy%202014-2019.pdf,53.03,36.06,10.91,,
304,4000,https://www.globalcovenantofmayors.org/cities/kitchener/,Canada,43.4516552,-80.4924614,Kitchener,233700,True,True,True,True,,,,,,,
305,4002,https://www.globalcovenantofmayors.org/cities/latmingue/,Senegal,14.0705064,-15.9326641,Latmingue,22500,True,True,True,True,,,,,,,
306,4004,https://www.globalcovenantofmayors.org/cities/lausanne/,Switzerland,46.5218269,6.6327025,Lausanne,133897,True,True,True,True,,,,,,,
307,4008,https://www.globalcovenantofmayors.org/cities/moroni/,Comoros,-11.6931254,43.2543044,Moroni,54000,True,True,True,True,,,39.9,32.5,27.6,,
308,4012,https://www.globalcovenantofmayors.org/cities/mutsamudu/,Comoros,-12.1688459,44.3942831,Mutsamudu,30000,True,True,True,True,,,,,,,
309,4014,https://www.globalcovenantofmayors.org/cities/porto-alegre/,Brazil,-30.0329999,-51.2304999,Porto Alegre,1476867,False,False,False,False,,,,,,,
310,4018,https://www.globalcovenantofmayors.org/cities/nouakchott/,Mauritania,18.0792379,-15.978007,Nouakchott,958399,True,True,True,True,,,,,,,
311,4020,https://www.globalcovenantofmayors.org/cities/nyon/,Switzerland,46.3821531,6.2398898,Nyon,20675,True,True,True,True,,,66.51,23.31,10.18,,
312,4022,https://www.globalcovenantofmayors.org/cities/providencia/,Chile,-33.4278676,-70.61159693,Providencia,147533,False,False,False,False,,,,,,,
313,4024,https://www.globalcovenantofmayors.org/cities/santander/,Spain,43.4623102,-3.8101066,Santander,175736,False,False,False,False,,,,,,,
314,4028,https://www.globalcovenantofmayors.org/cities/sevilla/,Spain,37.3886303,-5.995317,Sevilla,696676,False,False,False,False,,,,,,,
315,4030,https://www.globalcovenantofmayors.org/cities/telimele/,Guinea,10.902539,-13.0329929,Télimélé,283639,False,False,False,False,,,,,,,
316,4032,https://www.globalcovenantofmayors.org/cities/tirana/,Albania,41.3279457,19.8185323,Tirana,780531,True,True,True,True,https://www.globalcovenantofmayors.org/wp-content/uploads/2015/12/SEAP-Tirana_final_May_2014.pdf,,,,,,
317,4034,https://www.globalcovenantofmayors.org/cities/uppsala/,Sweden,59.8594126,17.64112,Uppsala,209678,False,False,False,False,,,,,,,
318,4038,https://www.globalcovenantofmayors.org/cities/ziguinchor/,Senegal,12.5634929,-16.2724608,Ziguinchor,205294,False,False,False,False,,,,,,,
319,4048,https://www.globalcovenantofmayors.org/cities/reguengos-de-monsaraz/,Portugal,38.4243996,-7.5347108,Reguengos de Monsaraz,10673,False,False,False,False,,,,,,,
320,4076,https://www.globalcovenantofmayors.org/cities/canmore/,Canada,51.0866897,-115.3481134,Canmore,13077,True,True,True,True,,,,,,,
321,4078,https://www.globalcovenantofmayors.org/cities/gladsaxe/,Denmark,55.7383794,12.4696107,Gladsaxe,67347,True,True,True,True,http://planer.gladsaxe.dk/dk/vand/klimatilpasningsplan/kortlaegning/,,57.3,41.6,1.1,,
322,4080,https://www.globalcovenantofmayors.org/cities/hobart/,Australia,-42.8825087,147.3281233,Hobart,217973,True,True,True,True,,,,,,,
323,4082,https://www.globalcovenantofmayors.org/cities/san-luis-potosi/,Mexico,22.1516472,-100.9763992,San Luis Potosi,824229,True,True,True,True,,,,,,,
324,4092,https://www.globalcovenantofmayors.org/cities/middelfart/,Denmark,55.4993014,9.7392181,Middelfart,38093,True,True,True,True,https://www.middelfart.dk/~/media/Files/Planer/Strategi%20for%20klimatilpasning.ashx,,46.1,27.5,1.3,2.0,23.0
325,4094,https://www.globalcovenantofmayors.org/cities/barcelos/,Portugal,41.5314496,-8.6192305,Barcelos,119011,True,True,True,True,,,,,,,
326,4100,https://www.globalcovenantofmayors.org/cities/leon-spain/,Spain,42.63414505,-5.971415005,"León, Spain",129551,True,True,True,True,,,,,,,
327,4144,https://www.globalcovenantofmayors.org/cities/favrskov/,Denmark,56.3195826,9.9287911,Favrskov,47177,True,True,True,True,,,,,,,
328,4160,https://www.globalcovenantofmayors.org/cities/dipolog/,Philippines,8.5827595,123.340254,Dipolog,120460,True,True,True,True,,,,,,,
329,4170,https://www.globalcovenantofmayors.org/cities/moscow/,Russia,55.7506828,37.6174976,Moscow,12197596,True,True,True,True,,,,,,,
330,4172,https://www.globalcovenantofmayors.org/cities/yaounde-6/,Cameroon,3.8332717,11.47131141,Yaoundé 6,268971,True,True,True,True,,,,,,,
332,4178,https://www.globalcovenantofmayors.org/cities/niagara-falls/,United States,43.1030928,-79.0302617,Niagara Falls,49219,True,True,True,True,,,,,,,
333,4180,https://www.globalcovenantofmayors.org/cities/rio-grande/,Argentina,-27.227064,-67.3785927,Rio Grande,79765,True,True,True,True,,,65.1,17.4,17.6,,
334,4196,https://www.globalcovenantofmayors.org/cities/vacoas/,Mauritius,-20.2987648,57.4927338,Vacoas,106472,False,False,False,False,,,,,,,
336,4248,https://www.globalcovenantofmayors.org/cities/mandurah/,Australia,-32.5302494,115.7208782,Mandurah,82701,True,True,True,True,,,52.9,47.1,,,
337,4386,https://www.globalcovenantofmayors.org/cities/hvidovre/,Denmark,55.6441712,12.4772091,Hvidovre,51842,True,True,True,True,,,63.6,33.2,3.2,,
338,4408,https://www.globalcovenantofmayors.org/cities/daegu-metropolitan-city/,South Korea,35.8404121,128.5586643,Daegu Metropolitan City,2493264,True,True,True,True,,,,,,,
339,4412,https://www.globalcovenantofmayors.org/cities/budapest/,Hungary,47.4983815,19.0404707,Budapest,1757618,True,True,True,True,,,,,,,
340,4430,https://www.globalcovenantofmayors.org/cities/salaberry-de-valleyfield/,Canada,45.254105,-74.1357419,Salaberry-de-Valleyfield,40905,True,True,True,True,,,,,,,
341,4432,https://www.globalcovenantofmayors.org/cities/sorel-tracy/,Canada,46.0432462,-73.121252,Sorel-Tracy,35212,False,False,False,False,,,,,,,
342,4436,https://www.globalcovenantofmayors.org/cities/taoyuan-city/,Chinese Taipei,24.993777,121.3013344,Taoyuan City,2105780,True,True,True,True,https://www.globalcovenantofmayors.org/wp-content/uploads/2016/02/Taoyuan_City_Low-Carbon_Green-City_Flagship_PlanEnglish.pdf,https://www.globalcovenantofmayors.org/wp-content/uploads/2016/02/Taoyuan_City_Climate_Change_Adaptation_PlanEnglish.pdf,87.0,11.6,1.4,,
343,4440,https://www.globalcovenantofmayors.org/cities/nurnberg/,Germany,48.3619187,12.9118642,Nürnberg,501072,True,True,True,True,,,,,,,
344,4458,https://www.globalcovenantofmayors.org/cities/horsholm/,Denmark,55.8832986,12.5000112,Hørsholm,24709,True,True,True,True,,,66.1,31.3,2.6,,
345,4482,https://www.globalcovenantofmayors.org/cities/nacala/,Mozambique,-14.5564781,40.6869931,Cidade de Nacala,250000,True,True,True,True,,,2.0,70.0,27.7,,
346,4486,https://www.globalcovenantofmayors.org/cities/albertslund/,Denmark,55.6586018,12.3562849,Albertslund,27880,True,True,True,True,,,,,,,
347,4488,https://www.globalcovenantofmayors.org/cities/bujumbura/,Burundi,-3.3638124,29.3675028,Bujumbura,497166,True,True,True,True,,,,,,,
348,4498,https://www.globalcovenantofmayors.org/cities/borongan/,Philippines,11.6085788,125.435328,Borongan,64457,True,True,True,True,,,,,,,
349,4500,https://www.globalcovenantofmayors.org/cities/jambi/,Indonesia,-1.6141279,103.5796708,Jambi,515901,True,True,True,True,,,,,,,
350,4502,https://www.globalcovenantofmayors.org/cities/sukabumi/,Indonesia,-6.9199288,106.9265095,Sukabumi,311822,False,False,False,False,,,,,,,
351,4504,https://www.globalcovenantofmayors.org/cities/tanjungpinang/,Indonesia,0.9236915,104.446094,Tanjungpinang,177396,False,False,False,False,,,,,,,
352,4520,https://www.globalcovenantofmayors.org/cities/kinshasa/,Democratic Republic of the Congo,-4.3217054,15.3125974,Ville de Kinshasa,10000000,True,True,True,True,,,,,,,
353,4526,https://www.globalcovenantofmayors.org/cities/hatsiao/,Thailand,17.5163001,99.7703038,HatSiao,6913,True,True,True,True,,,,,,,
354,4528,https://www.globalcovenantofmayors.org/cities/kokkruat/,Thailand,14.1854231,101.3121511,Kokkruat,7192,True,True,True,True,,,,,,,
355,4532,https://www.globalcovenantofmayors.org/cities/mapammarit/,Thailand,10.8692525,99.3425421,Mapammarit,3907,True,True,True,True,,,,,,,
356,4534,https://www.globalcovenantofmayors.org/cities/phanatnikom/,Thailand,13.4508548,101.1765696,Phanatnikom,11912,True,True,True,True,,,,,,,
357,4536,https://www.globalcovenantofmayors.org/cities/phanomsarakham/,Thailand,13.7476547,101.3470423,Phanomsarakham,6919,False,False,False,False,,,,,,,
358,4538,https://www.globalcovenantofmayors.org/cities/phuket/,Thailand,7.8882251,98.3914686,Phuket,77610,False,False,False,False,,,,,,,
359,4540,https://www.globalcovenantofmayors.org/cities/sisaket/,Thailand,15.116794,104.332348,Sisaket,42405,False,False,False,False,,,,,,,
360,4542,https://www.globalcovenantofmayors.org/cities/yasothon/,Thailand,15.795393,104.149584,Yasothon,20414,False,False,False,False,,,,,,,
361,4546,https://www.globalcovenantofmayors.org/cities/ottawa/,Canada,45.4210328,-75.6900218,Ottawa,934243,True,True,True,True,,,,,,,
362,4550,https://www.globalcovenantofmayors.org/cities/chiangrai/,Thailand,19.902496,99.8387326,Chiangrai,70610,True,True,True,True,,,,,,,
363,4552,https://www.globalcovenantofmayors.org/cities/hatyai/,Thailand,7.0030951,100.4567271,Hatyai,159130,True,True,True,True,,,,,,,
364,4556,https://www.globalcovenantofmayors.org/cities/nongsamrong/,Thailand,16.3911822,102.6125512,Nongsamrong,27373,True,True,True,True,,,,,,,
365,4558,https://www.globalcovenantofmayors.org/cities/phichit/,Thailand,16.4384306,100.3708853,Phichit,22299,False,False,False,False,,,,,,,
366,4560,https://www.globalcovenantofmayors.org/cities/thungsong/,Thailand,8.1618779,99.6744754,Thungsong,30500,False,False,False,False,,,,,,,
367,4580,https://www.globalcovenantofmayors.org/cities/san-jose-de-gracia/,Mexico,22.1468069,-102.412781,San José de Gracia,8896,False,False,False,False,,,,,,,
368,4612,https://www.globalcovenantofmayors.org/cities/amsterdam/,The Netherlands,52.3745403,4.897975506,Amsterdam,810000,True,True,True,True,https://drive.google.com/file/d/0Bz0U6OArm0dIbTRHTllHYXRxOWM/view,,76.3,23.4,0.3,,
369,4614,https://www.globalcovenantofmayors.org/cities/halton-hills/,Canada,43.63086795,-79.95627682,Halton Hills,59008,True,True,True,True,,,,,,,
370,4618,https://www.globalcovenantofmayors.org/cities/metepec/,Mexico,19.2522748,-99.6054836,Metepec,227827,True,True,True,True,,,,,,,
371,4620,https://www.globalcovenantofmayors.org/cities/numaran/,Mexico,20.2556037,-101.9509185,Numarán,9794,True,True,True,True,,,,,,,
372,4652,https://www.globalcovenantofmayors.org/cities/rio-branco/,Brazil,-9.9765361,-67.8220777,Rio Branco,370550,False,False,False,False,,,,,,,
373,4656,https://www.globalcovenantofmayors.org/cities/egedal/,Denmark,55.795045,12.238733,Egedal,42000,True,True,True,True,,,51.9,31.4,2.6,4.0,10.0
374,4662,https://www.globalcovenantofmayors.org/cities/ballerup/,Denmark,55.7303589,12.3612313,Ballerup,48244,True,True,True,True,,,,,,,
375,4664,https://www.globalcovenantofmayors.org/cities/ville-de-clermont-ferrand/,France,45.7774551,3.0819427,Ville de Clermont Ferrand,145520,False,False,False,False,,,,,,,
376,4672,https://www.globalcovenantofmayors.org/cities/eskisehir/,Turkey,39.7688564,30.5216465,Eskisehir Metropolitan Municipality,826716,True,True,True,True,,,,,,,
377,4680,https://www.globalcovenantofmayors.org/cities/bontang/,Indonesia,0.1236548,117.471708,Bontang,140238,True,True,True,True,,,,,,,
378,4700,https://www.globalcovenantofmayors.org/cities/apaseo-el-grande/,Mexico,20.5455014,-100.6878411,Apaseo el Grande,92605,True,True,True,True,,,,,,,
379,4702,https://www.globalcovenantofmayors.org/cities/banda-aceh/,Indonesia,5.5528455,95.3192908,Banda Aceh,223446,True,True,True,True,,,,,,,
380,4704,https://www.globalcovenantofmayors.org/cities/banjarmasin/,Indonesia,-3.3187495,114.5925828,Banjarmasin,612849,True,True,True,True,,,,,,,
381,4706,https://www.globalcovenantofmayors.org/cities/kendari/,Indonesia,-3.9918067,122.5180066,Kendari,264673,True,True,True,True,,,,,,,
382,4708,https://www.globalcovenantofmayors.org/cities/kupang/,Indonesia,-10.1632208,123.6017755,Kupang,378425,True,True,True,True,,,,,,,
383,4712,https://www.globalcovenantofmayors.org/cities/nam-gu-incheon/,South Korea,37.454928,126.6676909,"Nam-Gu, Incheon",418066,True,True,True,True,,,,,,,
384,4840,https://www.globalcovenantofmayors.org/cities/malang/,Indonesia,-7.9771205,112.6340291,Malang,820243,True,True,True,True,,,,,,,
385,4856,https://www.globalcovenantofmayors.org/cities/mataram/,Indonesia,-8.5837725,116.10685,Mataram,402843,True,True,True,True,,,,,,,
386,4858,https://www.globalcovenantofmayors.org/cities/probolinngo/,Indonesia,-7.776423,113.203713,Probolinggo,196957,False,False,False,False,,,,,,,
387,4860,https://www.globalcovenantofmayors.org/cities/surabaya/,Indonesia,-7.2459716,112.7378266,Surabaya,2853661,True,True,True,True,,,,,,,
388,4942,https://www.globalcovenantofmayors.org/cities/kisumu/,Kenya,-0.1029108,34.7541761,Kisumu County,"968,909",True,True,True,True,,,,,,,
389,4946,https://www.globalcovenantofmayors.org/cities/padang/,Indonesia,-0.9247586,100.3632561,Padang,1000096,True,True,True,True,,,,,,,
390,4948,https://www.globalcovenantofmayors.org/cities/penrith/,Australia,-33.7510791,150.6941684,Penrith,190428,True,True,True,True,,,52.3,26.0,21.6,,
391,4958,https://www.globalcovenantofmayors.org/cities/fredensborg/,Denmark,55.9740003,12.4050622,Fredensborg,40112,True,True,True,True,,,46.8,46.8,3.0,0.0,3.0
392,4960,https://www.globalcovenantofmayors.org/cities/kathmandu/,Nepal,27.7087963,85.3202438,Kathmandu,1000000,True,True,True,True,,,,,,,
393,4962,https://www.globalcovenantofmayors.org/cities/lejre/,Denmark,55.6043432,11.9737103,Lejre,26989,True,True,True,True,,,,,,,
394,4964,https://www.globalcovenantofmayors.org/cities/niteroi/,Brazil,-22.883237,-43.1154551,Niteroi,487562,True,True,True,True,,,31.3,40.5,28.2,,
395,4966,https://www.globalcovenantofmayors.org/cities/las-vegas/,United States,36.1662859,-115.1492249,Las Vegas,623747,True,True,True,True,,,,,,,
396,5250,https://www.globalcovenantofmayors.org/cities/cauayan/,Philippines,16.934355,121.7666496,Cauayan,128032,True,True,True,True,,,,,,,
397,5254,https://www.globalcovenantofmayors.org/cities/hillerod/,Denmark,55.9285735,12.3063909,Hillerød,50104,True,True,True,True,,,,,,,
398,5278,https://www.globalcovenantofmayors.org/cities/cuiaba/,Brazil,-15.5986685,-56.09913,Cuiabá,551098,True,True,True,True,,,,,,,
399,5280,https://www.globalcovenantofmayors.org/cities/santa-ana-del-tachira/,Venezuela,7.6436024,-72.2751758,Santa Ana del Táchira,36925,False,False,False,False,,,,,,,
400,5282,https://www.globalcovenantofmayors.org/cities/abasan-al-kabira/,State of Palestine,31.3238491,34.3497101,Abasan Al-Kabira,23914,True,True,True,True,,,,,,,
401,5286,https://www.globalcovenantofmayors.org/cities/valledupar/,Colombia,10.4650361,-73.2528425,Valledupar,1817888,False,False,False,False,,,,,,,
402,5292,https://www.globalcovenantofmayors.org/cities/colon/,Panama,9.3560848,-79.8963424,Colon,206553,True,True,True,True,,,,,,,
403,5294,https://www.globalcovenantofmayors.org/cities/la-chorrera/,Panama,8.8835312,-79.7799504,La Chorrera,161470,True,True,True,True,,,,,,,
