"","docnum","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","X","file_iso","name","continent"
"91",91,0.764557534289159,0.0250984802003755,0.00425796063217128,0.176747457458711,0.00199422709444021,0.0175364246927292,0.0054578481517506,0.00435006748066261,92,"NZL","New Zealand","Oceania"
"92",92,0.00160197611382639,0.000235802198452451,0.980213305977845,0.00212625714922732,0.000122356028152092,0.0150040405076198,0.000459804724139129,0.000236457300738632,93,"PAN","Panama","Americas"
"93",93,0.00430139770630853,0.000159937456310549,0.980122973386354,0.0136319928369095,0.000231381749828037,0.000634778724941927,0.000694843290555111,0.000222694848792561,94,"PER","Peru","Americas"
"94",94,0.00154340283749556,0.000120416303518632,0.000317666242402508,0.997297836415372,6.56639109768574e-05,0.000153576004213394,0.000302920588252115,0.000198517697769446,95,"POL","Poland","Europe"
"95",95,0.00154340283749556,0.000120416303518632,0.000317666242402508,0.997297836415372,6.56639109768574e-05,0.000153576004213394,0.000302920588252115,0.000198517697769446,96,"PRT","Portugal","Europe"
"96",96,0.000247928076262725,0.000864157538253854,0.816931319576059,0.000143370758335105,3.508495161127e-05,0.181423057242981,0.000200914602126909,0.000154167254369688,97,"PRY","Paraguay","Americas"
"97",97,0.918226262952343,0.00125270802302645,0.0009268909148807,0.0733559968622398,0.000908934799401052,0.000505973290846979,0.00372548721433724,0.0010977459429244,98,"PSE","Palestinian Territories","Asia"
"98",98,0.00303477651967527,0.00147336380293539,0.00310146340897857,0.000614396428366333,0.00891954789586978,0.000385102018581018,0.959286146549378,0.0231852033762158,99,"QAT","Qatar","Asia"
"99",99,0.00154340283749556,0.000120416303518632,0.000317666242402508,0.997297836415372,6.56639109768574e-05,0.000153576004213394,0.000302920588252115,0.000198517697769446,100,"ROU","Romania","Europe"
"100",100,0.000105644511572082,0.00022368545412853,0.000111976311764566,9.57400099223005e-05,5.09830259110862e-06,0.999349607426314,3.26182700829278e-05,7.56297136258107e-05,101,"RWA","Rwanda","Africa"
"101",101,0.100567455097034,0.0425049492004552,0.00175631046074266,0.00145725426032861,0.00366132689223897,0.000863680973884864,0.844722361851408,0.00446666126390813,102,"SAU","Saudi Arabia","Asia"
"102",102,0.360661129215751,0.0521319585728567,0.00263389152029067,0.444132991370755,0.00296279319177315,0.00183732705315274,0.129734946328175,0.00590496274724602,103,"SGP","Singapore","Asia"
"103",103,0.969821194076692,0.00134449813367486,0.000699064275044783,0.000984291158039474,0.0213036825450898,0.000284392567453334,0.00379728615028603,0.0017655910937197,104,"SLB","Solomon Islands","Oceania"
"104",104,0.000775358428571737,0.0428929462264582,0.000128488844792391,0.00030087449968192,0.00113408215167378,0.000945078827336225,0.000802581607660216,0.953020589413826,105,"SLE","Sierra Leone","Africa"
"105",105,0.561697657733298,0.0144147521470454,0.002027379818406,0.00882692043149672,0.0493229253716066,0.00159470725846027,0.0895994587451417,0.272516198494545,106,"SOM","Somalia","Africa"
"106",106,0.724901539433622,0.00124840371170849,0.220971042279418,0.0426026960702653,0.00356329440868546,0.00215799582308856,0.00251282859973803,0.00204219967347426,107,"STP","São Tomé & Príncipe","Africa"
"107",107,0.00154340283749556,0.000120416303518632,0.000317666242402508,0.997297836415372,6.56639109768574e-05,0.000153576004213394,0.000302920588252115,0.000198517697769446,108,"SVK","Slovakia","Europe"
"108",108,0.00154340283749556,0.000120416303518632,0.000317666242402508,0.997297836415372,6.56639109768574e-05,0.000153576004213394,0.000302920588252115,0.000198517697769446,109,"SVN","Slovenia","Europe"
"109",109,0.00154340283749556,0.000120416303518632,0.000317666242402508,0.997297836415372,6.56639109768574e-05,0.000153576004213394,0.000302920588252115,0.000198517697769446,110,"SWE","Sweden","Europe"
"110",110,0.0033920979238296,0.00110300608252337,0.000836897301868576,0.0628950134303622,0.344630906759861,0.000468194381365145,0.0841007669720885,0.502573117148102,111,"SWZ","Eswatini","Africa"
"111",111,0.0669620799962455,0.00086006548394974,0.0020093824418411,0.0431213143744841,0.079272928810358,0.000368079554241052,0.738509468205438,0.0688966811334424,112,"SYC","Seychelles","Africa"
"112",112,0.990576983952474,0.00137713822154247,0.00167544701240222,0.00130275580468177,0.00213349221002143,0.00046616898583893,0.00167072956444136,0.000797284248597393,113,"THA","Thailand","Asia"
"113",113,0.636469926022868,0.0083950028760619,0.011613373977678,0.0490524654480192,0.147104803689097,0.00489269853107843,0.0065151155606675,0.13595661389453,114,"TJK","Tajikistan","Asia"
"114",114,0.912913325535626,0.084129213905187,0.000362098608510438,0.00070115300168075,0.000204256352368632,0.000590632138136063,0.000723160778833672,0.000376159679656924,115,"TZA","Tanzania","Africa"
"115",115,0.215612884583463,0.165113392288248,0.0322578277984588,0.552317508523779,0.00185284503095409,0.011698600702488,0.0060757877576679,0.0150711533149414,116,"UGA","Uganda","Africa"
"116",116,0.450717226799086,0.0443226686139936,0.00541047599294207,0.427538938752815,0.00122239891615935,0.0011672377500106,0.0681020138873645,0.00151903928762896,117,"UKR","Ukraine","Europe"
"117",117,0.198901513800751,0.00129518809879983,0.00096000725526133,0.794713811488771,0.000511873954312847,0.000487391444574283,0.00200554378839288,0.00112467016913755,118,"USA","United States","Americas"
"118",118,0.106525391054588,0.00168326690225162,0.00419971281184286,0.0110451374704605,0.00572626050967377,0.000730709095913945,0.860850124021456,0.00923939813381331,119,"UZB","Uzbekistan","Asia"
"119",119,0.00121283391354494,3.74003174661361e-05,0.000225834914377746,0.000155041544932316,0.996105037886419,1.86918330564258e-05,0.00131842256302321,0.000926737027180199,120,"VNM","Vietnam","Asia"
"120",120,0.00366286558702647,0.0802435860384109,0.00256047103903877,0.0890238627001796,0.000998456611300621,0.437234290592643,0.00402858897960182,0.382247878451799,121,"VUT","Vanuatu","Oceania"
"121",121,0.853570396456145,0.00585031971685488,0.000958682442164191,0.126917680713839,0.00623431736571702,0.000758270967404991,0.00269966817410808,0.003010664163767,122,"ZAF","South Africa","Africa"
"122",122,0.335930000392689,0.00421280181117293,0.0223679156616112,0.494599237243936,0.00126793520916483,0.135029817870099,0.00338464964505748,0.00320764216627025,123,"ZMB","Zambia","Africa"
"123",123,0.433441555914002,0.00314368338757678,0.00512879896333865,0.473038592430753,0.000885044061397076,0.0813247991127859,0.00137232249909857,0.00166520363104783,124,"ZMB","Zambia","Africa"
"124",124,0.329634461098819,0.616467722515022,0.00057892415472651,0.0294144492872105,0.0195509938261417,0.000659461811218835,0.00139844453995673,0.00229554276690489,125,"ZWE","Zimbabwe","Africa"
