"","docnum","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","Topic9","Topic10","Topic11","Topic12","X","file_iso","name","continent"
"103",103,0.000112586684983808,1.25307038131756e-06,0.000173758486508671,2.18769622489421e-06,0.000302892284223884,0.997154756569119,0.000284375325572904,0.00052031147550774,0.000616575435311088,0.000276241180069951,0.000252437930222921,0.000302623861874852,104,"SLB","Solomon Islands","Oceania"
"104",104,0.000161467525403391,9.85440007347949e-05,0.000145484491597957,8.60224946679739e-07,0.000391565629186042,0.115325753608175,5.9439256166439e-07,0.845871782513414,0.000406232132441216,0.0373260123659685,6.81882206911762e-05,0.000203514894879503,105,"SLE","Sierra Leone","Africa"
"105",105,0.000597286710761095,0.00059161173639659,0.000472373720229581,0.000547226875841436,0.019828524578851,0.00871480715195015,7.84436099092324e-05,0.149542872224532,0.000825066406432922,0.00150406937168012,0.000500339084167814,0.816797378529248,106,"SOM","Somalia","Africa"
"106",106,0.108143418142692,0.00144191621395668,0.00116354093763045,0.00478151836561682,0.0114937146205436,0.0121601976143018,0.246834898901572,0.00119786798444912,0.000882306120442367,0.000802103764147394,0.00203238833335938,0.609066129001288,107,"STP","São Tomé & Príncipe","Africa"
"107",107,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,108,"SVK","Slovakia","Europe"
"108",108,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,109,"SVN","Slovenia","Europe"
"109",109,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,110,"SWE","Sweden","Europe"
"110",110,0.000415760581343973,0.00056905489499971,0.000669004036011975,0.012798208686083,0.198672618400905,0.00357060870981837,1.80688414576309e-05,0.464672493437571,0.00213941273986319,0.00135325483575446,0.000764590671490856,0.314356924164701,111,"SWZ","Eswatini","Africa"
"111",111,0.000714400308163229,4.91219871079003e-05,0.00360593464595902,0.00946661282261504,0.0193953373431827,0.287319010738628,0.000286937002404756,0.0367072675897472,0.433425430693177,0.000467916111831782,0.00109781468033767,0.207464216076846,112,"SYC","Seychelles","Africa"
"112",112,0.000438826209793129,0.000190976031287323,0.000297238699732094,0.000759716190159154,0.00578130501781143,0.0045997921875029,0.00139079280209535,0.00158754725548255,0.000344818774431441,0.00013868958507482,0.000718623662893056,0.983751673583737,113,"THA","Thailand","Asia"
"113",113,0.000324652733357506,0.000283127164175718,0.000232675418041562,0.000747754742072545,0.0113827549939589,0.00247704067467576,0.000247197668433026,0.00806810264629372,0.000342603739321288,0.000223131183287455,0.000446166196855404,0.975224792839527,114,"TJK","Tajikistan","Asia"
"114",114,0.358419805605658,0.635398936897005,9.15675795246783e-05,0.000650580376985887,4.71608673545503e-05,0.000120293942572761,0.000697653617573759,0.000311707969844135,9.58317524431362e-05,0.000853469918200965,0.000597350053110144,0.00271564141972614,115,"TZA","Tanzania","Africa"
"115",115,0.217217663550836,0.00344770560688795,0.00348864303444826,0.360950291692439,0.000226233581651929,0.00262017433111035,0.1595440684669,0.000469599863315263,0.00215249860092576,0.227313428410106,0.00296841046161365,0.0196012823997658,116,"UGA","Uganda","Africa"
"116",116,0.144825801401119,0.000768187710644374,0.000233369425893096,0.0904870324370222,0.000369859755462053,0.000908923292445622,0.00223996848563434,0.000706195085997794,0.000521317097134894,0.000648578903476704,0.000812749106769355,0.7574780172984,117,"UKR","Ukraine","Europe"
"117",117,0.87725602493088,0.000485841323069538,6.51673425204397e-05,0.118290322154995,1.26078379581117e-05,8.09549627739217e-05,0.000677755480846117,4.93672446376939e-05,0.000249986715756091,0.000399483717639685,0.000184662313974984,0.00224782597494767,118,"USA","United States","Americas"
"118",118,0.000243854543699019,2.72741014690185e-06,0.000308968190932555,6.90832142990628e-06,0.000432769037104372,0.995280198947288,0.000646201147882457,0.000684096603718972,0.000780160627355708,0.000374303573837392,0.000430112087996896,0.000809699508607423,119,"UZB","Uzbekistan","Asia"
"119",119,2.81592264234725e-05,0.000192278444930681,2.60311948581438e-05,0.00010236105752597,0.939208208653817,0.00164925390354587,8.03059077089449e-05,0.00051828197837132,0.000925431982029329,4.50159559028017e-05,0.0550585471208956,0.00216612457399125,120,"VNM","Vietnam","Asia"
"120",120,0.00104842188823187,0.000410872323160716,6.92401480198547e-05,0.00829375514042167,0.000215232732402912,0.000546608312752036,0.000381097495498705,0.00187284486430975,0.000107785154823486,0.111192391908656,0.000386287516722005,0.875475462515001,121,"VUT","Vanuatu","Oceania"
"121",121,0.000342977707754529,0.000181170735873986,0.000162877300793815,0.00356109335501459,0.00319089653910157,0.00075285098941611,0.000396106626743242,0.000989504584848516,0.000249213850977279,7.99851879630678e-05,0.00040737866492666,0.989685944456587,122,"ZAF","South Africa","Africa"
"122",122,0.00402057705630332,0.000560833698026717,0.000632759669215387,0.196110514269676,0.000722161961973233,0.000323203899911189,0.00156155602927942,0.000558277313559635,0.000559109240795426,0.000292149312516543,0.000524790698871437,0.794134066849872,123,"ZMB","Zambia","Africa"
"123",123,0.00188353531193104,0.00036796481326272,0.000317968105095493,0.119203594199994,0.00390649449892322,0.000378557489337694,0.00102942013071341,0.000669958057367808,0.00051514792955685,0.000143524901636546,0.000606322888087141,0.870977511674094,124,"ZMB","Zambia","Africa"
"124",124,0.00739281283647484,0.743831056251068,0.000173243465657183,0.0167835773398368,0.000125968028954772,7.56289196183408e-05,0.000125761570857104,0.000788932858509659,0.000360327251357168,0.224433546359728,0.00502171848748631,0.0008874266304521,125,"ZWE","Zimbabwe","Africa"
