"","docnum","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","Topic9","Topic10","Topic11","Topic12","X","file_iso","name","continent"
"41",41,0.0327120109093451,0.00105753146544253,0.00069873354357714,0.169367242982699,0.000958771439900313,0.000946403273215611,0.00225408052700094,0.00113067178757368,0.00122658159067348,0.000781183199933377,0.00167147217085006,0.787195317109789,41,"GBR","United Kingdom","Europe"
"42",42,0.000349434164974328,1.35518256139302e-05,0.000405733526592312,1.00164939749901e-05,0.0017179760086824,0.988089592044206,0.000470085952934459,0.00170947603483918,0.00118051185939501,0.000646545436845613,0.00427145755240727,0.00113561909953492,42,"GEO","Georgia","Asia"
"43",43,0.717148613747571,0.149996095096226,6.96646187068021e-05,0.0010964382419394,1.71196979574725e-05,0.000352278467228141,0.000535249114990147,0.000809653725898866,0.000153508341143396,0.128454716256248,0.000669820435895658,0.000696842256195466,43,"GHA","Ghana","Africa"
"44",44,0.043319428517256,0.000404006626712659,0.00883591159941177,0.000952534669674803,0.000704161570216344,0.180356627305974,0.156599315032116,0.00068162962882964,0.562876214010102,0.0393853256482856,0.00494182341376566,0.000943021977654718,44,"GIN","Guinea","Africa"
"45",45,0.00723977231296688,3.66430635724345e-05,0.00280397301886298,0.0551038066604064,0.000987916210326224,0.227238746236527,0.102649341981514,0.000503311689680766,0.00153219526529132,0.000902205974685535,0.000685296352496618,0.60031679123367,45,"GNB","Guinea-Bissau","Africa"
"46",46,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,46,"GRC","Greece","Europe"
"47",47,0.000631856005759883,8.38405828655295e-06,0.000689741167873548,0.00455846405256289,1.92301057457967e-05,0.000186652251593879,0.993052576140944,1.82476585518765e-07,6.21112277018184e-05,2.22570157425103e-05,0.000158147714392346,0.000610397782811337,47,"HND","Honduras","Americas"
"48",48,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,48,"HRV","Croatia","Europe"
"49",49,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,49,"HUN","Hungary","Europe"
"50",50,0.000219374807086399,0.000194054058173245,0.00011029701004196,0.000594331357605306,0.0202142616857496,0.00139227573285145,0.000445504792907911,0.00185780343377367,0.000258066549839411,5.75824029762018e-05,0.000622526606549688,0.974033921562445,50,"IDN","Indonesia","Asia"
"51",51,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,51,"IRL","Ireland","Europe"
"52",52,0.114739172735907,0.00163763046276628,0.000723046638989379,0.755959380123976,0.000389958698004399,0.000438600648843092,0.00349474171087005,0.000435243524549637,0.00146348949144917,0.00115388657909621,0.00128801653668098,0.118276832848868,52,"ISL","Iceland","Europe"
"53",53,0.711276575928949,0.00199840341326338,0.000262280637890732,0.276396320333364,4.86514585043429e-05,0.000185599951595845,0.00145283552670369,0.000148454753207142,0.00079606689609476,0.00100083633148653,0.000590544758008338,0.00584343001093308,53,"ISR","Israel","Asia"
"54",54,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,54,"ITA","Italy","Europe"
"55",55,0.00443078998093966,0.000639124351069707,0.00144483686366728,0.369456204796102,0.00093177636890556,0.000458716876410584,0.00340444899718175,0.000493558724869943,0.00118425783113193,0.0003507026335593,0.000884214611943613,0.616321367964219,55,"JAM","Jamaica","Americas"
"56",56,0.00333735407683692,0.000719931485228271,0.0451276797284524,0.00155054726116642,0.0117392032831838,0.0145248123078718,0.000544669079420791,0.0754310350397496,0.789211878014532,0.000422521689434827,0.0010015738046869,0.0563887942294366,56,"JOR","Jordan","Asia"
"57",57,0.755750654654988,0.00109434395801968,0.000204209169481647,0.235776363895302,2.8770479573862e-05,0.0001819484108171,0.00156082829535216,9.54859862747357e-05,0.000647620329631663,0.00147009671229244,0.000520437223828863,0.0026692408844379,57,"JPN","Japan","Asia"
"58",58,5.51646910473789e-05,6.53784869715629e-05,0.984477825929898,0.0138584450411492,1.3938147086035e-05,9.24168775103351e-05,0.00029222786903408,0.000237533973018027,0.000432054289282893,2.1001455117822e-05,5.01138269898497e-05,0.000403899412894807,58,"KEN","Kenya","Africa"
"59",59,0.997629835203171,0.000276788960678639,1.44930619929747e-05,0.000598669909195587,4.64484285767268e-06,0.000233052245199494,0.000354916130495339,4.81108144019808e-05,7.83167496049408e-05,0.000376389189491687,0.000101280247201649,0.000283502645709311,59,"KGZ","Kyrgyzstan","Asia"
"60",60,1.45671330160139e-05,4.59043549304985e-05,2.40765695334119e-05,5.57882856961956e-06,0.000289680206813136,0.000108213191833186,3.48671844781692e-09,0.997510416146167,0.000205839214644835,0.00148774131532764,6.53832247530916e-06,0.000301441229970534,60,"KHM","Cambodia","Asia"
"61",61,0.000826620045763768,0.0979618926052471,0.284522890750575,0.0147643946593114,0.00589511563276737,0.00491308053872567,0.000112055809585711,0.157713107276523,0.423127010959863,0.00218739547383428,0.00157167400054286,0.00640476224726175,61,"KNA","St. Kitts & Nevis","Americas"
"62",62,0.00147571501462878,0.000218823937240358,0.000295396335591011,0.12146356080689,0.000455213802661942,0.000151143152167461,0.000612732986834351,0.000312289829221432,0.000271419026275118,0.000102800116855136,0.000289524232002344,0.874351380759632,62,"KOR","South Korea","Asia"
"63",63,0.000925681126728844,0.000159500208221294,0.000201188930296113,0.0877978155831581,0.000356301140949012,0.000101246635443232,0.000459358071965094,0.000239759246486343,0.00017085047762053,6.86516407568949e-05,0.000169370244447029,0.909350276693927,63,"KOR","South Korea","Asia"
"64",64,0.00954971740968734,0.00104269254943263,0.00486152140161152,0.22293868263108,0.0390730820549089,0.252029565545643,0.00911556050947122,0.00481888666806083,0.0421124749184614,0.0218252431420317,0.188519966580019,0.204112606589593,64,"KWT","Kuwait","Asia"
"65",65,0.000382746994964739,4.54811503976153e-05,0.000351827792025815,1.7718740105126e-06,0.000421868057218664,0.851591704499394,2.35437909696515e-05,0.106865213236399,0.000523803870454431,0.0390890888190654,0.000247628833891451,0.000455321081208547,65,"LAO","Laos","Asia"
"66",66,0.00172982464362096,0.000355924963257843,0.15824104254367,0.00530971409682939,0.00205518495171909,0.185637922717705,0.00990540643903038,0.102431061324555,0.00404041260281162,0.0163876859524808,0.000734558215765731,0.513171261548555,66,"LBN","Lebanon","Asia"
"67",67,0.00168426900113514,0.543161468064112,0.00100436424322458,0.00964869196889325,0.00225527072172368,0.000275636227525695,1.77124259945725e-05,0.127678024808296,0.000509307037569753,0.00266741759242847,0.00085230796520311,0.310245529943894,67,"LBR","Liberia","Africa"
"68",68,0.000708676333855665,0.00023896595455836,0.00034514402430192,0.0269798728532919,0.000582055268327577,0.000324812680034888,0.000618239313948114,0.000697027021737565,0.00029278722729046,0.000204872388992315,0.000283340012429866,0.968724206921231,68,"LCA","St. Lucia","Americas"
"69",69,0.00156159831481501,0.000784550502533959,0.000757736880839175,0.000171871743078535,0.0305249580132217,0.236547138376727,0.000167311176654562,0.0317215796564246,0.455094510514366,0.138579573781649,0.10294422594276,0.00114494509693054,69,"LKA","Sri Lanka","Asia"
"70",70,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,70,"LTU","Lithuania","Europe"
"71",71,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,71,"LUX","Luxembourg","Europe"
"72",72,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,72,"LVA","Latvia","Europe"
"73",73,0.000738971549090716,0.000527373703555858,0.00185600931354103,0.0331670355851914,0.0213340306309312,0.00112861577744063,0.0372779994274675,1.78907002899548e-05,0.00140933329769364,0.00023316607356052,0.899810541871547,0.00249903206969089,73,"MAR","Morocco","Africa"
"74",74,0.000539566685597928,0.000110198918237162,0.000645391057426733,5.58673259868067e-05,0.02013413014105,0.641676285268287,0.0011966137051984,0.00100586989497553,0.00495826421767054,0.00123756558176937,0.32696336347821,0.00147688372559033,74,"MCO","Monaco","Europe"
"75",75,0.000126914154872772,0.997915031640224,2.50109767903643e-05,6.72324287264076e-05,5.91469509827731e-05,4.1489203498825e-06,9.83255079666632e-06,7.07342870728907e-05,1.53729683591692e-05,8.1449851019115e-05,0.000801214126454489,0.000823911144351136,75,"MDA","Moldova","Europe"
"76",76,0.00146195448282097,0.000321345928333791,0.000498174783569546,0.231776896869888,0.00071372525734385,0.000219345233261933,0.000797862459406098,0.000464917199880801,0.000617982493411497,0.000193751879368412,0.000436429982330059,0.762497613430385,76,"MDV","Maldives","Asia"
"77",77,0.00203321479985648,0.000380893970401268,0.00606800711868026,0.031801142739884,0.000679389891594529,0.00115018220980535,0.313816617556121,5.3281401694302e-05,0.000339329838358035,0.000180420526825554,0.00434998811771814,0.639147531829061,77,"MEX","Mexico","Americas"
"78",78,0.58540054092654,0.00642725921909907,0.00300911894804607,0.0116140899658421,0.00457070762596463,0.14059587933403,0.0162466403620131,0.0039452280394926,0.0160642934232137,0.0187095615605529,0.175511171585222,0.0179055090099835,78,"MHL","Marshall Islands","Oceania"
"79",79,0.965632725061791,0.00110879172968987,0.000216041482625004,0.0252497205949465,0.000118736751019622,0.00052636574073516,0.000225763941185758,0.0016408872220385,0.000632077286803414,0.000959970290431429,0.0019617980770063,0.00172712182172695,79,"MKD","North Macedonia","Europe"
"80",80,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,80,"MLT","Malta","Europe"
"81",81,0.000114987338710181,0.000145049476024363,1.80495740109332e-05,5.84897691587974e-05,0.000146706772724208,0.000150971520854136,5.61014834222096e-05,4.26585450072879e-06,0.000186680641693218,0.00018354636037397,0.998862181412987,7.29697955411668e-05,81,"MMR","Myanmar (Burma)","Asia"
"82",82,0.000995528511637988,0.000251583916306947,0.00035543030665328,0.0215377899550481,0.000765006614744757,0.000447934871761564,0.00100678704272874,0.000565264508101982,0.000267002129919987,0.000139903887926802,0.000336485268762075,0.973331282986408,82,"MNE","Montenegro","Europe"
"83",83,0.000417435743710722,1.72860363647077e-05,0.00173061177985208,0.000148791819525012,0.0131045292328983,0.805294817815068,0.000910305051614107,0.002600984826563,0.17010554417768,0.000544041818727209,0.00356822943610909,0.00155742226188679,83,"MNG","Mongolia","Asia"
"84",84,0.865619148089365,0.00043245729374649,3.70016045813106e-05,0.0278934237836186,5.19609352986951e-06,0.000257710351064827,0.000250250542151642,0.00026215410396602,0.000321471509777906,0.104370914876483,0.000215540662782455,0.00033473108893255,84,"MUS","Mauritius","Africa"
"85",85,0.00010249795852982,5.39710808077583e-05,5.19904660348929e-06,1.70346859088188e-05,7.22277706539585e-06,0.000371348309218361,1.38916192151454e-05,9.65191946213257e-05,4.00456471436389e-05,0.997623553508121,0.00165239926868305,1.63169040825215e-05,85,"MWI","Malawi","Africa"
"86",86,0.00856271906185319,0.00424867212820366,0.113124558250799,0.353895358418089,0.00572643212690881,0.0110977127635653,0.000700128923816402,0.230520874253777,0.0153184156685955,0.00672940956839421,0.00257849382347931,0.247497225012519,86,"MYS","Malaysia","Asia"
"87",87,0.000632465025725733,0.997623814286054,6.25117315176656e-05,0.000208483493262529,4.99913775780998e-05,8.75324242824248e-06,1.71156374233154e-05,0.000180365746304331,4.0172963027045e-05,0.000275283156299711,0.000403521820013021,0.000497521520366366,87,"NAM","Namibia","Africa"
"88",88,0.0655670236275305,0.000241305386067658,0.0330223633277728,0.0004606897841896,0.00013002799353789,0.178849710475747,0.695239791062501,0.000510352781006895,0.00135698509449043,0.0223737380127372,0.00101477473449816,0.00123323771992115,88,"NIC","Nicaragua","Americas"
"89",89,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,89,"NLD","Netherlands","Europe"
"90",90,0.0126392202811542,0.00109811503443472,0.00125321552625615,0.790975708631759,0.000747207835253099,0.000377333283260244,0.00225188756703066,0.00049680054622538,0.00196216003237259,0.00067650549291151,0.00126086013977236,0.18626098562957,90,"NOR","Norway","Europe"
"91",91,0.222729947276019,0.0102168353152122,0.00427378196094288,0.0636156297088492,0.00604892885436711,0.0883828418435509,0.00296683650755261,0.105391876646026,0.00559928162710632,0.0348911172383599,0.00545879945773038,0.450424123564284,92,"NZL","New Zealand","Oceania"
"92",92,0.000329045517952973,4.63615486711232e-06,0.000441526656861988,0.000489415371484549,1.77469731695752e-05,0.000382990498325949,0.997679469177123,1.88890198486631e-07,3.92248905359829e-05,1.84987837031304e-05,0.000127633836853098,0.000469623248923893,93,"PAN","Panama","Americas"
"93",93,0.00119481310300109,1.93648501040366e-05,0.00151580530745582,0.00134419455247271,4.28926690679552e-05,0.000864885599799131,0.992864149513455,1.27223160155108e-06,0.000103408528557965,5.40266804102805e-05,0.0002569335982958,0.00173825336577876,94,"PER","Peru","Americas"
"94",94,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,95,"POL","Poland","Europe"
"95",95,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,96,"PRT","Portugal","Europe"
"96",96,8.40128204122567e-05,8.5476538250126e-07,8.23227541869132e-05,5.41056357673334e-05,2.48153572216596e-06,6.55517261168771e-05,0.999614815038253,1.16365230405685e-08,4.59992703790066e-06,2.96553449008213e-06,2.68509889976533e-05,6.14276371103521e-05,97,"PRY","Paraguay","Americas"
"97",97,0.00137431199487027,1.01529563311406e-05,0.00315695830557302,0.0449329431427984,0.00127375678344318,0.119796442326558,0.00120653186783004,0.000550165103267359,0.82225943573072,0.000383380176033579,0.00100823573817845,0.00404768587439714,98,"PSE","Palestinian Territories","Asia"
"98",98,0.000459288054085838,0.000352340727087689,0.000651260365910928,0.000558468023481953,0.00270919242105534,0.00334703476260408,0.000137576008860372,0.000255803247125202,0.563619383615025,0.000619452097557907,0.426765155316443,0.000525045360761894,99,"QAT","Qatar","Asia"
"99",99,0.00083512158397923,5.82384455022916e-05,0.000136964367657114,0.996968449126062,1.55421368356747e-05,3.68632769069175e-06,0.000188245027582132,3.66331567383858e-06,0.000214436115914034,2.82757086705998e-05,0.000101889693826441,0.00144548815060568,100,"ROU","Romania","Europe"
"100",100,0.00014723707567948,5.80278567094979e-05,5.94073344544115e-06,2.94515622269212e-05,2.10316940330003e-06,0.00014565028132438,1.0909585103974e-05,0.000142970717606021,2.01915651929026e-05,0.999338072683563,7.71965651749707e-05,2.22482045705629e-05,101,"RWA","Rwanda","Africa"
"101",101,0.000837729697419397,0.000406535350747695,0.00119114625975602,0.000989628596104405,0.00258858793414066,0.00595860320394136,0.000244844398134782,0.000447812831729351,0.776514111821101,0.00107496899411558,0.208933184429428,0.000812846483381345,102,"SAU","Saudi Arabia","Asia"
"102",102,0.209627238292053,0.00466537692790066,0.000651836329009852,0.238311480917224,0.00343792266481655,0.00260886932270631,0.00301966457259757,0.00137560121051249,0.00552626404466176,0.0045988893696492,0.178145209117425,0.348031647231444,103,"SGP","Singapore","Asia"
