"","docnum","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","X","file_iso","name","continent"
"114",114,0.962735046947235,0.00190380905143785,0.00265617805775494,0.00207246797376702,0.00107076520788219,0.029561732761923,115,"TZA","Tanzania","Africa"
"115",115,0.276942452701103,0.096146427884745,0.010375527431893,0.00985120389333583,0.526044908047686,0.0806394800412376,116,"UGA","Uganda","Africa"
"116",116,0.398379572171275,0.00266236622002808,0.136879349072463,0.00810251948443231,0.309453361581144,0.144522831470659,117,"UKR","Ukraine","Europe"
"117",117,0.309382213783513,0.00284540180096932,0.0221255606454799,0.00510524866669987,0.652670730072514,0.00787084503082427,118,"USA","United States","Americas"
"118",118,0.0109662495426111,0.0118149614896375,0.540602373803086,0.244321700615861,0.00451876804223786,0.187775946506567,119,"UZB","Uzbekistan","Asia"
"119",119,0.00141095881860826,0.159176473775998,0.0025440961709242,0.825465905290841,0.000479025673541942,0.0109235402700862,120,"VNM","Vietnam","Asia"
"120",120,0.0409283236131618,0.0639986285806326,0.00179036343661215,0.855127427032303,0.0367187252941397,0.00143653204315044,121,"VUT","Vanuatu","Oceania"
"121",121,0.352865037186476,0.0235712472542223,0.11809610913032,0.14127085950716,0.304752437021533,0.059444309900289,122,"ZAF","South Africa","Africa"
"122",122,0.165553153132276,0.0381094785111699,0.128223083683744,0.0118497111682528,0.629725892422499,0.0265386810820583,123,"ZMB","Zambia","Africa"
"123",123,0.311226835094811,0.00924749116263626,0.162165543044339,0.00975367821535756,0.474543055477604,0.0330633970052512,124,"ZMB","Zambia","Africa"
"124",124,0.804961666895969,0.0858583996420404,0.00149301338322164,0.0811384787973709,0.0178464342380888,0.00870200704330932,125,"ZWE","Zimbabwe","Africa"
