,name,entity_type,country
5448,Kia Motors Corp,Investor,Republic of Korea
5449,Kia Motors Corp,Investor,Republic of Korea
5450,Kimberly-Clark Corporation,Investor,United States of America
5451,Kingspan Group PLC,Investor,Ireland
5452,Kingspan Group PLC,Investor,Ireland
5453,L'Oréal,Investor,France
5454,L'Oréal,Investor,France
5455,L'Oréal,Investor,France
5456,L'Oréal,Investor,France
5457,L'Oréal,Investor,France
5458,LEGRAND,Investor,France
5459,LEGRAND,Investor,France
5460,LEGRAND,Investor,France
5461,"Lexmark International, Inc.",Investor,United States of America
5462,LG Electronics,Investor,Republic of Korea
5463,LG Electronics,Investor,Republic of Korea
5464,Lockheed Martin Corporation,Investor,United States of America
5465,MAPFRE,Investor,Spain
5466,MAPFRE,Investor,Spain
5467,MAPFRE,Investor,Spain
5468,MAPFRE,Investor,Spain
5469,MAPFRE,Investor,Spain
5470,MAPFRE,Investor,Spain
5471,"Marsh & McLennan Companies, Inc.",Investor,United States of America
5472,Mastercard Incorporated,Investor,United States of America
5473,Mastercard Incorporated,Investor,United States of America
5474,Mazda Motor Corporation,Investor,Japan
5475,Mazda Motor Corporation,Investor,Japan
5476,"McCormick & Company, Incorporated",Investor,United States of America
5477,S&P Global,Investor,United States of America
5478,"Merck & Co., Inc.",Investor,United States of America
5479,Metso,Investor,Finland
5480,"Mitsui Chemicals, Inc.",Investor,Japan
5481,Morgan Stanley,Investor,United States of America
5482,Morgan Stanley,Investor,United States of America
5483,Morgan Stanley,Investor,United States of America
5484,Natura Cosmeticos SA,Investor,Brazil
5485,Natura Cosmeticos SA,Investor,Brazil
5486,Navistar International Corporation,Investor,United States of America
5487,Nestlé,Investor,Switzerland
5488,Nestlé,Investor,Switzerland
5489,Nestlé,Investor,Switzerland
5490,NH Hotel Group,Investor,Spain
5491,NH Hotel Group,Investor,Spain
5492,NIKE Inc.,Investor,United States of America
5493,"Nippon Kayaku Co., Ltd.",Investor,Japan
5494,"Nippon Express Co., Ltd.",Investor,Japan
5495,Nippon Yusen Kaisha Line,Investor,Japan
5496,"Nissan Motor Co., Ltd.",Investor,Japan
5497,"Nissan Motor Co., Ltd.",Investor,Japan
5498,NTT Data Corporation,Investor,Japan
5499,Obrascon Huarte Lain (OHL),Investor,Spain
5500,Obrascon Huarte Lain (OHL),Investor,Spain
5501,Obrascon Huarte Lain (OHL),Investor,Spain
5502,Obrascon Huarte Lain (OHL),Investor,Spain
5503,OMRON Corporation,Investor,Japan
5504,OMRON Corporation,Investor,Japan
5505,OMRON Corporation,Investor,Japan
5506,Panasonic Corporation,Investor,Japan
5507,Panasonic Corporation,Investor,Japan
5508,Panasonic Corporation,Investor,Japan
5509,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
5510,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
5511,Pearson,Investor,United Kingdom of Great Britain and Northern Ireland
5512,"PepsiCo, Inc.",Investor,United States of America
5513,"PepsiCo, Inc.",Investor,United States of America
5514,Philip Morris International,Investor,United States of America
5515,Philip Morris International,Investor,United States of America
5516,Philip Morris International,Investor,United States of America
5517,Philip Morris International,Investor,United States of America
5518,Prologis,Investor,United States of America
5519,Prysmian SpA,Investor,Italy
5520,QUALCOMM Inc.,Investor,United States of America
5521,"Ryder System, Inc.",Investor,United States of America
5522,Samsung Engineering,Investor,Republic of Korea
5523,Samsung Engineering,Investor,Republic of Korea
5524,"Sekisui Chemical Co., Ltd.",Investor,Japan
5525,"Sekisui Chemical Co., Ltd.",Investor,Japan
5526,"Sekisui Chemical Co., Ltd.",Investor,Japan
5527,"Sekisui Chemical Co., Ltd.",Investor,Japan
5528,Sempra Energy,Investor,United States of America
5529,Meliá Hotels International S.A.,Investor,Spain
5530,Meliá Hotels International S.A.,Investor,Spain
5531,Steelcase,Investor,United States of America
5532,Steelcase,Investor,United States of America
5533,Suez,Investor,France
5534,"Sumitomo Electric Industries, Ltd.",Investor,Japan
5535,Sumitomo Mitsui Financial Group,Investor,Japan
5536,Symantec Corporation,Investor,United States of America
5537,Symantec Corporation,Investor,United States of America
5538,Symrise AG,Investor,Germany
5539,Telefónica,Investor,Spain
5540,Telefónica,Investor,Spain
5541,Telefónica,Investor,Spain
5542,TELEPLAN,Supply Chain,Netherlands
5543,Teva Pharmaceutical Industries Ltd,Investor,Israel
5544,Texas Instruments Incorporated,Investor,United States of America
5545,Technicolor SA,Investor,France
5546,Toto Ltd.,Investor,Japan
5547,Toto Ltd.,Investor,Japan
5548,Toto Ltd.,Investor,Japan
5549,UCB SA,Investor,Belgium
5550,UCB SA,Investor,Belgium
5551,UCB SA,Investor,Belgium
5552,UCB SA,Investor,Belgium
5553,Ultrapar Participações S/A,Investor,Brazil
5554,Ultrapar Participações S/A,Investor,Brazil
5555,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
5556,Unilever plc,Investor,United Kingdom of Great Britain and Northern Ireland
5557,Vallourec,Investor,France
5558,Veolia Environnement SA,Investor,France
5559,Veolia Environnement SA,Investor,France
5560,Voestalpine AG,Investor,Austria
5561,Voestalpine AG,Investor,Austria
5562,Wal Mart de Mexico,Investor,Mexico
5563,"Walmart, Inc.",Investor,United States of America
5564,LG Innotek,Investor,Republic of Korea
5565,adidas AG,Investor,Germany
5566,Lenovo Group,Investor,United States of America
5567,Inventec Co Ltd,Investor,"Taiwan, Greater China"
5568,Inventec Co Ltd,Investor,"Taiwan, Greater China"
5569,Vopak,Investor,Netherlands
5570,Grupo Financiero Banorte SAB de CV,Investor,Mexico
5571,Grupo Financiero Banorte SAB de CV,Investor,Mexico
5572,Senior Plc,Investor,United Kingdom of Great Britain and Northern Ireland
5573,Shire,Investor,Ireland
5574,Shire,Investor,Ireland
5575,Shire,Investor,Ireland
5576,Shire,Investor,Ireland
5577,Shire,Investor,Ireland
5578,Bemis Company,Investor,United States of America
5579,Barry Callebaut AG,Investor,Switzerland
5580,Brembo SpA,Investor,Italy
5581,Brembo SpA,Investor,Italy
5582,Brembo SpA,Investor,Italy
5583,Kimball Electronics,Supply Chain,United States of America
5584,Kimball Electronics,Supply Chain,United States of America
5585,Kimball Electronics,Supply Chain,United States of America
5586,Kimball Electronics,Supply Chain,United States of America
5587,Kimball Electronics,Supply Chain,United States of America
5588,Kimball Electronics,Supply Chain,United States of America
5589,Kimball Electronics,Supply Chain,United States of America
5590,Kimball Electronics,Supply Chain,United States of America
5591,Signify NV,Investor,Netherlands
5592,Signify NV,Investor,Netherlands
5593,Sanden,Supply Chain,Japan
5594,Lancer-Hoshizaki,Supply Chain,Mexico
5595,"Level 3 Communications, Inc.",Investor,United States of America
5596,Gestamp,Investor,Spain
5597,"VMware, Inc",Investor,United States of America
5598,Toyoda Gosei,Investor,Japan
5599,ManpowerGroup,Investor,United States of America
5600,ManpowerGroup,Investor,United States of America
5601,ManpowerGroup,Investor,United States of America
5602,PVH Corp,Investor,United States of America
5603,PVH Corp,Investor,United States of America
5604,AbbVie Inc,Investor,United States of America
5605,AbbVie Inc,Investor,United States of America
5606,CNH Industrial NV,Investor,United Kingdom of Great Britain and Northern Ireland
5607,News Corp,Investor,United States of America
5608,News Corp,Investor,United States of America
5609,News Corp,Investor,United States of America
5610,News Corp,Investor,United States of America
5611,"UACJ Metal Components Mexico, S.A. de C.V.",Supply Chain,Mexico
5612,Gefco,Supply Chain,France
5613,"Daifuku Co., Ltd.",Investor,Japan
5614,New Kinpo Group,Supply Chain,"Taiwan, Greater China"
5615,New Kinpo Group,Supply Chain,"Taiwan, Greater China"
5616,New Kinpo Group,Supply Chain,"Taiwan, Greater China"
5617,TUI Group,Investor,United Kingdom of Great Britain and Northern Ireland
5618,GRUPO AGUAVIENTO SA DE CV,Supply Chain,Mexico
5619,SUKARNE SA CV,Supply Chain,Mexico
5620,Axtel,Investor,Mexico
5621,Axtel,Investor,Mexico
5622,Morysan,Supply Chain,Mexico
5623,DUALMEX SA DE CV,Supply Chain,Mexico
5624,Empalsa,Supply Chain,Mexico
5625,Plasticos URPRI,Supply Chain,Mexico
5626,COMERCIAL BAEZ SA CV,Supply Chain,Mexico
5627,CORPORACION IMPRESORA SA CV,Supply Chain,Mexico
5628,Yachiyo,Supply Chain,Japan
5629,Varex Imaging Corporation,Investor,United States of America
5630,Resolute Forest Products Inc.,Investor,Canada
5631,ACCIONA S.A.,Investor,Spain
5632,ACCIONA S.A.,Investor,Spain
5633,ACCIONA S.A.,Investor,Spain
5634,ACCIONA S.A.,Investor,Spain
5635,Air Canada,Investor,Canada
5636,Alliance One International Inc.,Supply Chain,United States of America
5637,Allstate Insurance Company,Investor,United States of America
5638,"Amgen, Inc.",Investor,United States of America
5639,"Amgen, Inc.",Investor,United States of America
5640,Anglo American,Investor,United Kingdom of Great Britain and Northern Ireland
5641,Anglo American,Investor,United Kingdom of Great Britain and Northern Ireland
5642,Asics Corporation,Investor,Japan
5643,Asics Corporation,Investor,Japan
5644,Astellas Pharma Inc.,Investor,Japan
5645,Atos SE,Investor,France
5646,Atos SE,Investor,France
5647,"Autodesk, Inc.",Investor,United States of America
5648,"Autodesk, Inc.",Investor,United States of America
5649,"Autodesk, Inc.",Investor,United States of America
5650,"Autodesk, Inc.",Investor,United States of America
5651,Avaya,Supply Chain,United States of America
5652,Avaya,Supply Chain,United States of America
5653,Aviva plc,Investor,United Kingdom of Great Britain and Northern Ireland
5654,Aviva plc,Investor,United Kingdom of Great Britain and Northern Ireland
5655,Ball Corporation,Investor,United States of America
5656,Bank of Montreal,Investor,Canada
5657,Bank of Montreal,Investor,Canada
5658,Bank of America,Investor,United States of America
5659,Bank of America,Investor,United States of America
5660,Bank of America,Investor,United States of America
5661,Bank of Nova Scotia (Scotiabank),Investor,Canada
5662,Baxter International Inc.,Investor,United States of America
5663,"Best Buy Co., Inc.",Investor,United States of America
5664,"Best Buy Co., Inc.",Investor,United States of America
5665,"Best Buy Co., Inc.",Investor,United States of America
5666,"Best Buy Co., Inc.",Investor,United States of America
5667,Biogen Inc.,Investor,United States of America
5668,Biogen Inc.,Investor,United States of America
5669,BlackRock,Investor,United States of America
5670,Bouygues,Investor,France
5671,Bristol-Myers Squibb,Investor,United States of America
5672,Broadridge Financial Solutions Inc,Investor,United States of America
5673,Brown-Forman Corporation,Investor,United States of America
5674,Burberry Group,Investor,United Kingdom of Great Britain and Northern Ireland
5675,CA Technologies,Investor,United States of America
5676,"Canadian Tire Corporation, Limited",Investor,Canada
5677,"Canadian Tire Corporation, Limited",Investor,Canada
5678,Canon Inc.,Investor,Japan
5679,Canon Inc.,Investor,Japan
5680,Capital One Financial,Investor,United States of America
5681,Capital One Financial,Investor,United States of America
5682,Cap Gemini,Investor,France
5683,Cap Gemini,Investor,France
5684,"Casio Computer Co., Ltd.",Investor,Japan
5685,"Casio Computer Co., Ltd.",Investor,Japan
5686,"Casio Computer Co., Ltd.",Investor,Japan
5687,"Casio Computer Co., Ltd.",Investor,Japan
5688,"Casio Computer Co., Ltd.",Investor,Japan
5689,"Casio Computer Co., Ltd.",Investor,Japan
5690,"Casio Computer Co., Ltd.",Investor,Japan
5691,"Casio Computer Co., Ltd.",Investor,Japan
5692,Catalyst Paper Corporation,Investor,Canada
5693,"Compañía Española de Petróleos, S.A.U. (CEPSA)",Investor,Spain
5694,Cermaq Group ASA,Investor,Norway
5695,"Church & Dwight Co., Inc",Investor,United States of America
5696,Comerica Incorporated,Investor,United States of America
5697,Comerica Incorporated,Investor,United States of America
5698,Comerica Incorporated,Investor,United States of America
5699,Comerica Incorporated,Investor,United States of America
5700,Crescent Point Energy Corporation,Investor,Canada
5701,Daimler AG,Investor,Germany
5702,Danone,Investor,France
5703,Dentsu Inc.,Investor,Japan
5704,Dentsu Inc.,Investor,Japan
5705,Dentsu Inc.,Investor,Japan
5706,Deutsche Bank AG,Investor,Germany
5707,Diageo Plc,Investor,United Kingdom of Great Britain and Northern Ireland
5708,Diageo Plc,Investor,United Kingdom of Great Britain and Northern Ireland
5709,The Dow Chemical Company,Investor,United States of America
5710,Domtar Corporation,Investor,United States of America
5711,Downer EDI,Investor,Australia
5712,eBay Inc.,Investor,United States of America
5713,Electrolux,Investor,Sweden
5714,Electrolux,Investor,Sweden
5715,Emera Inc.,Investor,Canada
5716,Emera Inc.,Investor,Canada
5717,Enbridge Inc.,Investor,Canada
5718,Ericsson,Investor,Sweden
5719,Ericsson,Investor,Sweden
5720,Estee Lauder Companies Inc.,Investor,United States of America
5721,Exelon Corporation,Investor,United States of America
5722,FERROVIAL,Investor,Spain
5723,FERROVIAL,Investor,Spain
5724,Leonardo,Investor,Italy
5725,First Capital Realty Inc.,Investor,Canada
5726,FUJIFILM Holdings Corporation,Investor,Japan
5727,FUJIFILM Holdings Corporation,Investor,Japan
5728,FUJIFILM Holdings Corporation,Investor,Japan
5729,FUJIFILM Holdings Corporation,Investor,Japan
5730,FUJIFILM Holdings Corporation,Investor,Japan
5731,FUJIFILM Holdings Corporation,Investor,Japan
5732,General Mills Inc.,Investor,United States of America
5733,General Mills Inc.,Investor,United States of America
5734,General Mills Inc.,Investor,United States of America
