iso,doc_name,doc_type,X1,X2,X3,X4,X5,X6,X7,X8,X9,top_topic
LBR,LBR-revised_first_ndc-EN.html,NDC,0.01638900535493332,0.2864935792048174,4.8826591378189633e-4,0.20893523329409047,0.1000657900017023,2.0303326300912094e-4,9.044452391911542e-5,4.06694077844371e-4,0.3869279543659021,9
LCA,LCA-revised_first_ndc-EN.html,NDC,0.027658290617791532,0.006063249762573783,0.00817952966727218,0.11871503255547124,0.6376574214813505,0.0024230501539662724,9.658944879621977e-4,0.05970071611144032,0.13863681516217202,5
LKA,LKA-revised_first_ndc-EN.html,NDC,0.0028129442323564873,0.14888216258932063,0.042118554899433384,0.3517589243383774,0.024359577713400714,0.0021387181956264607,9.08280045300015e-4,0.10639876371789518,0.32062207426828976,4
LTU,LTU-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
LUX,LUX-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
LVA,LVA-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
MAR,MAR-revised_first_ndc-EN_TR.html,NDC,0.0020238587882283102,0.11225980869468635,0.018370108271395603,0.1908646385551374,0.053280540589550444,0.10426610181935995,0.4478653422069597,0.0016391963583850542,0.06943040471629726,7
MCO,MCO-revised_first_ndc-EN_TR.html,NDC,0.0018004090758954162,0.07340554788687996,0.0016202660475403976,0.09184607254482667,0.0012408303055612723,0.7961946224952783,0.005661107692635015,0.02163884183791076,0.0065923021134719805,6
MDA,MDA-revised_first_ndc-EN.html,NDC,2.0607674248814486e-5,1.7453939626161134e-4,3.0674957242725566e-6,0.9993069970523252,1.0476151739599239e-4,6.21040745832673e-6,1.3733174062268658e-4,7.417429345043492e-6,2.3906728661777767e-4,4
MDV,MDV-revised_first_ndc-EN.html,NDC,0.03401131331606014,0.018293584407474126,0.0012035533882030064,0.22973622158683268,0.6687159833188605,0.008899641064387767,8.841282014661128e-4,0.006083725756670908,0.03217184896004476,5
MEX,MEX-revised_first_ndc-EN.html,NDC,2.2470012951560396e-4,0.0017661251812164307,0.001021170320147395,0.2468793133932475,0.2475855534708073,8.38310022027086e-4,0.5005270520636722,3.875260135911964e-4,7.702494057752286e-4,7
MHL,MHL-revised_second_ndc-EN.html,NDC,0.005859138940774987,0.4418958896887426,0.0057261403327755235,0.03301520897989922,0.014274910182640843,0.015053704452761555,0.003055560891626515,0.47423221315376857,0.006887233377010317,8
MKD,MKD-revised_first_ndc-EN.html,NDC,0.18063410564168667,0.26946065023265325,0.0012200035791766607,0.04397567845676972,0.48980927784496536,0.002648131763771375,0.0013048686535107677,0.008937651657010449,0.0020096321704556903,5
MLT,MLT-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
MMR,MMR-revised_first_ndc-EN.html,NDC,5.676648238817288e-4,0.667977749433672,3.763962413658298e-4,0.016958837242172363,0.009081308769381454,6.17420753734399e-5,1.59094598277955e-5,1.9570020734683614e-4,0.3047646917469785,2
MNE,MNE-revised_first_ndc-EN.html,NDC,0.10778322218052101,0.009634429412772065,0.012230214820896021,0.45322542228032536,0.20667564818851733,0.19188852371156687,0.005113836861317648,0.0044108581519803035,0.009037844392103634,4
MNG,MNG-revised_first_ndc-EN.html,NDC,0.0034977843540562807,0.010200860162898107,7.451440176127857e-4,0.809587314360164,0.003865614520558794,0.08451600644323806,0.004681669513065143,0.0786540074108812,0.004251599217525291,4
MUS,MUS-revised_first_ndc-EN.html,NDC,0.002081608241627271,0.011413653489573504,0.0986489202843513,0.31065229112953374,0.406470494567861,2.7869121382520973e-4,0.0010542793567863617,6.652376801943255e-4,0.16873482403624745,5
MWI,MWI-revised_first_ndc-EN.html,NDC,0.30363896085227154,1.984338681092224e-4,0.0045878987430283714,6.309932502863079e-4,6.799298735914264e-4,6.653461344051717e-5,9.217830202991033e-7,9.25875122396045e-5,0.6901037395040127,9
MYS,MYS-revised_first_ndc-EN.html,NDC,0.0022125319821168924,0.022243437947564063,0.0019196621563240435,0.3221705902660672,0.5840052796398604,9.999668176066904e-4,0.0013585264033598504,0.003774683292589607,0.06131532149451123,5
NAM,NAM-revised_first_ndc-EN.html,NDC,0.05353795743761597,0.10948131898028987,0.0014623418960272839,0.30532055058315016,0.017749186822303985,0.0030412049811437063,0.056458874119760645,0.006903281515645656,0.4460452836640627,9
NIC,NIC-revised_first_ndc-EN_TR.html,NDC,7.957623724123406e-4,0.006196269928111341,0.40454179118083994,0.1753924811925099,0.0035439214769574074,8.225991900564777e-4,0.40588868826425795,5.208128826985638e-4,0.0022976735121561036,7
NLD,NLD-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
NOR,NOR-revised_first_ndc-EN.html,NDC,0.008540226617100292,0.06189845265266564,0.0018381290493085214,0.011152274338839521,0.9049970126569604,0.0033396695444549993,6.875011819356266e-4,0.004442293841724147,0.0031044401170105254,5
NZL,NZL-revised_first_ndc-EN.html,NDC,0.012082284623702193,0.005270590581658744,0.003428878505408113,0.008309987348056385,0.3784611817285035,0.0035654323717951575,5.214815422795012e-4,0.5837758805270036,0.004584282771592272,8
PAN,PAN-revised_first_ndc-EN_TR.html,NDC,1.752837630119126e-4,6.951021781551798e-4,0.006461240011169946,0.2765044027330827,0.06522652586041314,2.2323438204684733e-4,0.6498165599940682,1.6471745255061242e-4,7.329336255018145e-4,7
PER,PER-revised_first_ndc-EN_TR.html,NDC,1.2441498243946758e-4,0.001168729019045047,0.0021245815784803946,0.05299591840895111,0.008888808787439188,6.804949156951709e-4,0.9334238096519315,3.013848799949653e-4,2.918577760226732e-4,7
POL,POL-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
PRT,PRT-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
PRY,PRY-revised_first_ndc-EN_TR.html,NDC,5.7076627363019025e-5,1.2701474515258173e-4,0.863774930408917,3.348278732640577e-4,1.6962942310605006e-4,1.5743557847213742e-4,0.13519140186333362,6.832286422832415e-5,1.1936061616304657e-4,3
PSE,PSE-revised_first_ndc-EN.html,NDC,0.0016142735944818549,0.0021473414470498855,6.476224476074528e-4,0.38874438467600475,0.28152695965221136,0.08145375785288705,6.677362420594399e-4,0.1610979409558946,0.0820999831318037,4
QAT,QAT-revised_first_ndc-EN.html,NDC,0.004470263344152096,0.29061011245888546,0.013385472824156678,0.05893938537712068,0.00454141668349068,0.1480747324914078,0.01290784595948801,0.4617613288713118,0.005309441989986431,8
ROU,ROU-revised_first_ndc-EN.html,NDC,1.5853582395410092e-4,2.535066294434609e-4,1.9662554056328177e-4,8.493209636220526e-4,0.997868013317903,4.494537335264218e-5,4.661988858503027e-5,3.4293125995505964e-4,2.3950120262140515e-4,5
RWA,RWA-revised_first_ndc-EN.html,NDC,0.393028821177743,5.102484231957883e-4,0.0012968796737388246,0.11191561392400359,0.0015086160914675976,1.657686873294691e-4,3.551818940552764e-5,1.895025249390334e-4,0.4913490313081771,9
SAU,SAU-revised_first_ndc-EN.html,NDC,0.0016882855086332697,0.02876950934975667,0.0010188601891616435,0.33372950749669567,0.0025319273276863353,0.00623027730141917,0.003133697571579101,0.6163739969830112,0.0065239382720567755,8
SGP,SGP-revised_first_ndc-EN.html,NDC,0.0027867238308478285,0.005073176195143651,0.0015042857278643592,0.015139150924071658,0.5545998015108801,0.0015791469802515262,4.992778627304771e-4,0.41520351244178333,0.0036149245264270637,5
