,Topic4,Topic7,Topic8,Topic9,Topic10,Topic11,Topic13,Topic14,Topic15,Topic16,Topic18,const
18,0.0001350425882264,0.2657142281532287,9.019641584018244e-05,0.000171610241523,0.0480195060372352,0.1014750599861145,0.0349949523806571,0.0398026742041111,0.4018236398696899,0.107692576944828,4.139335214858875e-05,ENGO
19,0.0260305032134056,0.0083065805956721,0.0162560995668172,0.0038938713259994,0.1187875345349311,0.2708481550216675,0.1862681806087494,0.0962917283177375,0.0276279151439666,0.2446320503950119,1.3350335393624846e-05,not yet affiliated/no data
20,0.1557698547840118,0.0757199451327323,5.514394069905393e-05,0.0643119290471077,0.0186320934444665,0.1076070368289947,0.0021761257667094,0.4117349088191986,0.0064601111225783,0.1099461540579795,0.0078989528119564,ENGO
21,0.118222951889038,2.1482355805346746e-05,0.0054969820193946,0.0018255808390676,0.036547340452671,0.3545795977115631,0.0265454184263944,0.0343475043773651,0.05978749319911,0.3567502796649933,0.0033000884577631,not yet affiliated/no data
22,0.0001554727787151,0.0612504854798316,0.0174586251378059,0.0313956998288631,0.0888171792030334,0.0070961690507829,0.0001729992509353,0.1517965644598007,0.1180712804198265,0.3993135690689087,0.1244292482733726,BINGO
23,0.0120454877614974,4.67927566205617e-05,0.068766251206398,0.150305762887001,9.351802873425186e-05,4.9760179535951465e-05,0.2579674422740936,0.3211675584316253,0.1341633200645446,0.0543067753314971,0.0010418030433356,ENGO
24,0.0001423905632691,0.0258484054356813,0.0153348688036203,0.0032309137750416,0.0433828867971897,0.0068061402998864,0.0016089249402284,0.1108230799436569,0.1720462888479232,0.6206937432289124,4.234064545016736e-05,ENGO
25,0.1202952116727829,0.0001252620131708,0.0109278550371527,0.0274611804634332,0.1235148012638092,0.0001332092360826,0.5489116311073303,0.1482137739658355,0.0081473886966705,0.0005718658794648,0.0001287986815441,not yet affiliated/no data
26,9.6281073638238e-05,2.811275771819055e-05,0.5804747343063354,0.0163799673318862,0.0120881609618663,2.9897651984356344e-05,0.0001160316969617,0.3514419496059418,0.0391666553914547,0.0001219196346937,2.8910773835377768e-05,BINGO
27,0.0274654384702444,0.1020911857485771,0.0326245054602623,0.0061893640086054,0.2921424508094787,0.0001416190207237,0.0032388227991759,0.1542686820030212,0.3739370703697204,0.0076344958506524,0.0001369369856547,ENGO
28,0.000476539513329,0.1637145727872848,0.0002937247336376,0.0527115054428577,0.101822055876255,0.0001398986350977,0.2113750129938125,0.1725810766220092,0.0667780041694641,0.0391877442598342,0.0103801544755697,RINGO
29,0.255731999874115,0.0125386007130146,0.0372496210038661,0.0017396898474544,0.168276160955429,3.1172505259746686e-05,0.0001400956680299,0.5130847692489624,0.000116724979307,0.003981651738286,0.0070809936150908,ENGO
30,0.0672788247466087,4.6643621317343786e-05,0.0001036773028317,0.3013476133346557,0.1979510188102722,4.960970909451135e-05,0.2350032478570938,0.1491478234529495,0.0266175735741853,0.0223606750369071,4.796545545104891e-05,ENGO
31,0.000101064077171,2.9132821509847417e-05,0.0139946965500712,0.3649882674217224,5.839360164827667e-05,3.0980503652244806e-05,0.0221182759851217,0.3583252429962158,0.062411855906248,0.1539834439754486,0.0239303223788738,RINGO
32,0.3731992840766907,0.0082254596054553,0.0574780479073524,0.0934969931840896,0.0402593202888965,2.8863176339655183e-05,0.1996911913156509,0.206500619649887,0.0001083161114365,0.0103266844525933,0.0106588201597332,ENGO
33,0.0769777297973632,2.2501082639792003e-05,0.0474800653755664,0.040359940379858,4.504161552176811e-05,2.3926877474877983e-05,0.0449172779917717,0.3762217760086059,0.2842884361743927,0.00011213014659,0.1295293718576431,BINGO
34,0.1891016215085983,1.8801285477820784e-05,0.009016809053719,0.6125630736351013,0.0050880718044936,0.0632235631346702,0.0040722084231674,0.0668439194560051,7.547659333795309e-05,0.0396019555628299,0.0103762261569499,RINGO
35,0.0341283604502677,0.0041762464679777,0.0028395245317369,0.5189670920372009,0.0065350835211575,0.0391330495476722,0.3145477473735809,0.0125232646241784,0.0001577834336785,0.0629837736487388,0.0039684758521616,RINGO
36,0.182420328259468,0.0018737096106633,5.148850323166698e-05,0.0056778904981911,0.2504043579101562,0.0109761077910661,0.1825576871633529,0.2882545292377472,9.552561823511496e-05,0.0710283666849136,2.375867188675329e-05,RINGO
37,0.0152144292369484,2.583533569122665e-05,0.014417266473174,0.0129712456837296,0.1845305860042572,0.1123538017272949,0.0154814925044775,0.3985279202461242,0.190112829208374,0.0237349886447191,0.0079010901972651,ENGO
38,0.1818083226680755,0.0140932016074657,0.0063373590819537,0.0444118902087211,0.0525140762329101,0.020852830260992,0.0005130842910148,0.3996502757072449,0.000462537020212,0.0314104594290256,0.0001263497542822,ENGO
39,0.031744685024023,2.34289782383712e-05,0.3288388848304748,0.0771324709057807,4.678999175666832e-05,2.49155218625674e-05,0.038466453552246,0.1058309078216552,0.3412595391273498,0.07658501714468,2.409251464996487e-05,ENGO
40,0.223579466342926,0.0012473879614844,0.0070880614221096,0.5962425470352173,0.0126509312540292,0.0023442520759999,0.0086698774248361,0.1237075254321098,7.051241846056655e-05,0.0243678502738475,1.6245419828919694e-05,RINGO
41,0.1249549910426139,3.42382954841014e-05,0.0886470898985862,0.0875675454735755,0.0066009550355374,3.640792419901118e-05,0.000356337375706,0.5387856364250183,0.103882297873497,0.0171007048338651,0.0320005007088184,ENGO
42,0.0001718456478556,0.0382001139223575,0.0001111197343561,0.0002322383224964,0.5195663571357727,0.0432268977165222,0.1378893852233886,0.1239534392952919,0.1347018778324127,0.0018463848391547,5.157826308277436e-05,IPO
43,0.0003629376005847,0.0001097068088711,0.000240844048676,0.0004261519061401,0.5223739743232727,0.0555433891713619,0.0308405011892318,0.2504896223545074,0.1202607676386833,0.0191326327621936,0.0001128160001826,Women and Gender
44,9.346400474896654e-05,2.82014261756558e-05,6.218402268132195e-05,0.0164598878473043,0.0094004916027188,0.0565908215939998,0.1555075496435165,0.1536617279052734,0.2135034799575805,0.3946357369422912,2.90010775643168e-05,RINGO
45,0.0899112075567245,0.0010846951045095,0.0291823539882898,0.0715128183364868,0.0043670791201293,0.1876887381076812,0.236711099743843,0.0649996474385261,0.0111679509282112,0.0484026223421096,0.2530518472194671,not yet affiliated/no data
46,0.0102566862478852,4.874400110566057e-05,0.0001085774274542,0.414378821849823,0.0532782711088657,0.0385508984327316,0.0053716772235929,0.0795922428369522,0.2328718304634094,0.1560236066579818,0.0094712730497121,ENGO
47,0.0003593779110815,0.0001009160114335,0.0002225558273494,0.0370992310345172,0.4307010769844055,0.0783579722046852,0.1034101247787475,0.2479672133922577,0.0921575427055358,0.0094220852479338,0.0001037596011883,Women and Gender
48,0.0028662653639912,9.494701953371988e-05,0.0002088641922455,0.0476530157029628,0.2855437994003296,0.0737513303756713,0.1216997653245925,0.2222859859466552,0.0237088110297918,0.0289122443646192,9.763117122929545e-05,RINGO
49,0.0007333559333346,0.3066923320293426,0.0004872134304605,0.0555143617093563,0.2049240916967392,0.0002352925366722,0.0009240953950211,0.3339785933494568,0.0623669885098934,0.0337010733783245,0.0002275094593642,IPO
50,0.0697996765375137,0.0880402699112892,0.0047258334234356,0.131617322564125,0.2520152926445007,3.828052649623714e-05,0.0579440928995609,0.3953736126422882,0.0001458971091778,0.0002277186140418,3.7015262932982296e-05,IPO
51,0.0770678594708442,4.137035284657031e-05,0.0358981378376483,0.0511521436274051,0.22755828499794,0.0051455334760248,0.0021548389922827,0.370572030544281,0.104292444884777,0.1137467920780181,0.0106053510680794,ENGO
52,0.0061329849995672,0.0072720567695796,8.581738802604377e-05,0.0505460761487484,0.4916014969348907,4.0797462133923545e-05,0.0011718273162841,0.1500183641910553,0.2510717809200287,0.0188585370779037,0.0231629889458417,ENGO
53,0.053088940680027,0.0009787158342078,0.0021414121147245,0.0042581274174153,0.4861684143543243,0.0010412202682346,0.195847600698471,0.1275977194309234,0.0044036684557795,0.0044814068824052,0.0010062918299809,ENGO
54,0.0193685535341501,0.0001017482863971,0.2015705108642578,0.0277668144553899,0.2627586722373962,0.0001082004091585,0.0052877706475555,0.0509866848587989,0.0946886762976646,0.3118085861206054,0.0138449287042021,BINGO
55,0.0018824593862518,0.0672853291034698,5.701716509065591e-05,0.0053405272774398,0.2525519430637359,0.3406427502632141,0.0005898848176002,0.1565510034561157,0.1220870241522789,0.0490229912102222,0.0039641465991735,BINGO
56,0.004384727217257,0.1808930039405822,0.0166311040520668,0.0375325717031955,0.3402902781963348,7.019365148153156e-05,0.0254801791161298,0.1101182997226715,0.0816849172115325,0.1986355930566787,6.786165613448247e-05,ENGO
57,0.0386662594974041,2.0304425561334934e-05,0.4952567219734192,0.0264517739415168,0.1608609557151794,2.159186806238722e-05,9.069177758647128e-05,0.0491166412830352,0.0621575228869915,0.07991623878479,0.0515911392867565,not yet affiliated/no data
58,0.0002604545443318,7.736167754046619e-05,0.4156975150108337,0.0306644644588232,0.0526368245482444,8.225670899264514e-05,0.0260669607669115,0.142078086733818,0.0752404406666755,0.1038278490304946,0.0873250141739845,BINGO
59,0.0330813117325305,5.81365056859795e-05,0.0203559380024671,0.0009781853295862,0.3178780972957611,6.18214180576615e-05,0.1073248609900474,0.4790707528591156,0.0323210954666137,0.0002884977438952,5.978303306619637e-05,ENGO
60,0.0477955900132656,0.0158603433519601,0.0002296777965966,0.000443232973339,0.6076819896697998,0.000109004737169,0.2533175945281982,0.0140174003317952,0.0598130337893962,0.000527088122908,0.0001054044478223,IPO
61,0.1078450754284858,0.0093648023903369,0.0003411867946851,0.0222679618746042,0.3309861123561859,0.0001641962007852,0.0006294703925959,0.2201891094446182,0.1865473240613937,0.1213558092713356,0.0001587804435985,ENGO
62,0.066236101090908,5.615643749479205e-05,0.0320509299635887,0.0606894381344318,0.26065394282341,5.971028804196976e-05,0.1848047077655792,0.1850359737873077,0.0177293196320533,0.0904614478349685,0.093792051076889,ENGO
63,0.0406359024345874,3.232777817174792e-05,0.2907812893390655,0.0001413409190718,0.2391592562198639,0.0440937876701355,0.0036263167858123,0.0519915372133255,0.0215172339230775,0.0710053518414497,0.1103646382689476,BINGO
64,0.1385567635297775,0.0101904598996043,0.0341147147119045,0.0031105654779821,0.541363000869751,6.306375144049525e-05,0.0316506437957286,0.1448494493961334,0.0002356394543312,0.0803673639893531,0.0154406912624835,IPO
65,0.0209507830440998,0.3089353740215301,0.0001537955249659,0.000274180289125,0.4104562997817993,7.359534356510267e-05,0.0002688759122975,0.0304567832499742,0.1970457285642624,0.0312461201101541,7.116306369425729e-05,ENGO
66,0.6007195711135864,2.17800225073006e-05,0.0354751273989677,0.021172372624278,0.0918771550059318,2.316361860721372e-05,0.1001217365264892,0.1286523342132568,0.000190026970813,0.0217032302170991,2.2396070562535897e-05,IPO
67,0.0028342823497951,2.082702849293128e-05,4.6130542614264414e-05,0.019772445783019,0.0279298610985279,0.0096516236662864,0.3253658711910248,0.1098221391439437,0.0848570242524147,0.4196581542491913,2.141437289537862e-05,LGMA
68,0.1071023792028427,0.0023585744202136,0.0326600521802902,0.0130721237510442,0.1980736255645752,0.0828671231865882,0.0076208631508052,0.2496268153190612,0.0381480678915977,0.2279013842344284,0.040535632520914,Youth
69,7.430340338032693e-05,0.0010117281926795,0.0340684354305267,0.0479326844215393,4.431311026564799e-05,2.3512300685979423e-05,0.0537444725632667,0.284660130739212,0.4488064050674438,0.1025946214795112,0.0265275165438652,BINGO
70,0.0445819422602653,4.0099359466694295e-05,0.0303571801632642,0.0147481560707092,0.0933935642242431,4.26485639763996e-05,0.0054852017201483,0.1069602891802787,0.0014582639560103,0.690108597278595,0.0098790964111685,ENGO
71,0.0066281221807003,3.6414956412045285e-05,0.0505689717829227,0.0024042194709181,0.0232761744409799,3.872130764648318e-05,0.0071985139511525,0.2203856408596038,0.2935565412044525,0.304015040397644,0.0850896090269088,ENGO
72,0.0395654439926147,0.0379226580262184,0.0522713810205459,0.0002254815481137,0.0138941630721092,0.0155342640355229,0.0002507174795027,0.2721437513828277,0.1994977593421936,0.3685935437679291,5.184645488043316e-05,ENGO
73,0.0217059422284364,0.006469115614891,0.4206695556640625,0.0083526624366641,9.66082006925717e-05,5.150290235178545e-05,0.0001981561508728,0.1072860658168792,0.1010459512472152,0.3251028954982757,0.0025014285929501,BINGO
74,0.0004020851338282,0.0035411552526056,0.000270480668405,0.0541863441467285,0.1016913577914238,0.0001313418615609,0.0005605652113445,0.1149330586194992,0.0241659190505743,0.6998707056045532,0.000126983912196,ENGO
75,0.0075603830628097,0.0700769573450088,0.0007146790158003,0.0001716414117254,0.1988046616315841,0.0292409490793943,0.0150430295616388,0.0864542350172996,0.2177082300186157,0.2545652091503143,4.3546519009396434e-05,IPO
76,0.0179738476872444,0.016403691843152,0.0059668719768524,0.017072781920433,0.1878230422735214,0.0030832740012556,0.0013327925698831,0.3955279886722564,0.0586664751172065,0.2960976660251617,2.651403701747768e-05,ENGO
77,0.0163497850298881,0.0525185465812683,0.0725091993808746,0.0156113216653466,0.0857936218380928,2.7213383873458952e-05,0.000103655111161,0.0716268867254257,0.000726361060515,0.6711635589599609,0.0135449431836605,ENGO
78,0.4391214251518249,2.909224349423312e-05,0.0225337781012058,0.0914807766675949,0.0054393224418163,3.093777195317671e-05,0.0001737452257657,0.344625324010849,0.0033465875312685,0.0636222213506698,0.0295685082674026,RINGO
79,0.0342818573117256,3.24913598888088e-05,0.0257166791707277,0.0001395651634084,0.0169470254331827,0.2419861704111099,0.273415595293045,0.0069775185547769,0.0033581065945327,0.3419075906276703,0.0390552245080471,LGMA
80,0.0081417532637715,0.0277120936661958,0.0749379470944404,0.2339099496603012,0.0012386867310851,1.650365265959408e-05,0.0009469299111515,0.274132639169693,0.1037306636571884,0.2706530392169952,0.0045647015795111,ENGO
81,0.0250720027834177,3.191946598235518e-05,7.128350989660248e-05,0.8247618079185486,0.017199782654643,0.0101677561178803,0.0380742959678173,0.0073503041639924,0.0001312487729592,0.0770757421851158,3.282188845332712e-05,RINGO
82,0.2311345487833023,0.0476177223026752,0.0946077406406402,0.0082044694572687,0.0001663559669395,8.80919978953898e-05,0.0003390801430214,0.5698001384735107,0.0006171925924718,0.0300934128463268,8.517998503521085e-05,ENGO
83,0.052543967962265,4.793949847226031e-05,0.2035543471574783,0.0113498242571949,9.543263877276333e-05,5.0980757805518806e-05,0.1915902495384216,0.2622483968734741,0.0623723641037941,0.0002204989868914,0.0563293360173702,BINGO
84,0.0123270498588681,3.808108522207476e-05,0.0329159088432788,0.0411508753895759,0.0392766185104846,4.049594645039178e-05,0.2174103856086731,0.1953977793455124,0.0542034097015857,0.0116094723343849,0.3634337186813354,BINGO
85,0.503110408782959,3.1508687243331224e-05,7.033517613308504e-05,0.23219595849514,6.296955689322203e-05,3.3510001230752096e-05,0.1036545261740684,0.0446048937737941,0.0001341996830888,0.0640973523259162,0.0071956822648644,RINGO
86,0.0861773341894149,0.0265616495162248,8.863245602697134e-05,0.022390803322196,0.0036508766934275,4.250477650202811e-05,0.0622398070991039,0.4709235429763794,0.0281064435839653,0.0002512719074729,4.10967186326161e-05,ENGO
87,0.0021588078234344,0.0070023038424551,0.0205260273069143,0.0074684275314211,0.0813866108655929,0.0889221131801605,0.1438623517751693,0.0103144338354468,0.1591365188360214,0.4791452288627624,3.967515658587217e-05,not yet affiliated/no data
88,0.1040440425276756,5.4186966735869646e-05,0.1840633749961853,0.2228185385465622,0.0001084483155864,5.7618464779807255e-05,0.0002314358425792,0.255391389131546,0.1503133028745651,0.0559139475226402,0.0269510056823492,BINGO
89,0.0001510613947175,4.213036663713865e-05,0.0213108379393816,0.000179274691618,0.2280901819467544,0.3269502520561218,0.1128327623009681,0.0130041390657424,0.0629444122314453,0.0442064516246318,0.1813293397426605,not yet affiliated/no data
90,0.000130858956254,0.0130415232852101,0.0020259518641978,0.0173681415617465,0.115773431956768,0.0096392706036567,0.0607907697558403,0.175426110625267,0.5929387807846069,0.0127920303493738,3.756328078452498e-05,RINGO
91,0.0099477935582399,3.086345168412663e-05,6.871291407151148e-05,0.0390848405659198,0.1867649108171463,0.0167063176631927,0.142664298415184,0.0913668051362037,0.131347194314003,0.3237257003784179,3.17391604767181e-05,RINGO
92,0.000146085396409,0.0024154395796358,0.182074561715126,0.0001717907871352,0.0353509038686752,0.004978509619832,0.001105002942495,0.0521565377712249,0.6809362769126892,0.0167107172310352,0.0239116959273815,ENGO
93,0.0049807894974946,0.0380103066563606,0.0299564842134714,0.0253450833261013,0.0328008756041526,0.0001069205682142,0.0059262695722281,0.1439826339483261,0.5168290734291077,0.2005175799131393,0.0001033911757986,RINGO
94,0.0013086280087009,0.0188153926283121,0.053182303905487,0.0006844355375505,0.0075462339445948,0.0317028053104877,0.0003974681312683,0.1695048958063125,0.4915428757667541,0.1545862406492233,0.0706960633397102,ENGO
95,0.0313048362731933,0.0026484534610062,0.0126280859112739,0.0303469449281692,0.1411350518465042,0.0151431700214743,0.0500204861164093,0.1547358483076095,0.003112823003903,0.5518049001693726,0.007094744592905,not yet affiliated/no data
96,0.0268361009657382,0.0043891803361475,0.2333388775587082,0.0001733893004711,0.0060093603096902,4.474234447116032e-05,0.1896694302558899,0.1994708925485611,0.2446472197771072,0.0488141812384128,0.0022577159106731,ENGO
97,0.0002430826134514,0.0973919332027435,0.0001595598296262,0.0002847830764949,0.0700735747814178,0.0118726100772619,0.2254495769739151,0.3976962268352508,0.1446889489889145,0.0519961267709732,7.379068119917065e-05,ENGO
98,0.349141925573349,0.0279513224959373,0.0019713025540113,0.0714531242847442,0.0175735503435134,0.0678451359272003,0.0935137048363685,0.2477330416440963,0.000273394602118,0.1190537065267562,2.5754005037015304e-05,ENGO
99,0.2878608405590057,2.0086459699086845e-05,0.0030780753586441,0.5689730644226074,0.0055650393478572,0.0111776050180196,0.0018106276402249,0.0935662388801574,8.218249422498047e-05,0.0198533367365598,0.0079933879896998,RINGO
100,0.009669086895883,0.0272525548934936,8.471164619550109e-05,0.0013051598798483,0.1816601306200027,0.0396102406084537,0.0468282736837863,0.422952264547348,0.2371775954961776,0.0021145236678421,0.0286218002438545,ENGO
101,0.0153513336554169,0.0463965311646461,0.0227683186531066,0.0001260906283278,0.0372887961566448,3.236872726120055e-05,0.0001185101064038,0.5415809750556946,0.2669016718864441,0.0581606216728687,0.0112451342865824,ENGO
102,0.4111724495887756,8.212381362682208e-05,0.0124840764328837,0.0597270764410495,0.1034883484244346,8.733362483326346e-05,0.1080662757158279,0.3040021657943725,0.0003241845406591,0.0004017321334686,8.444688864983618e-05,RINGO
103,0.007634391542524,0.1307128667831421,0.00011047191947,0.0014321510680019,0.1123701781034469,0.2143434882164001,0.0002083299914374,0.1442726552486419,0.320484846830368,0.0274650119245052,0.0255900863558053,ENGO
104,0.0502027757465839,2.9041508241789412e-05,0.0353264957666397,0.000514356419444,0.0854515731334686,0.0554433986544609,0.0301975458860397,0.220844492316246,0.3246792554855346,0.0005619669100269,0.132862851023674,BINGO
105,0.1058408319950103,0.2745328247547149,0.2221819311380386,0.0029718512669205,0.0313569381833076,4.241042915964499e-05,0.0001882859796751,0.2091179192066192,0.0742175281047821,0.0030444338917732,0.0726453512907028,BINGO
106,8.113562216749415e-05,2.3365193555946465e-05,5.1729661208810285e-05,0.0069315256550908,4.6814056986477226e-05,2.4842638595146127e-05,0.1552151590585708,0.8119516968727112,0.0255198571830987,0.0001071461156243,2.4019736883929e-05,ENGO
107,0.0095321191474795,7.11738903191872e-05,0.000157981266966,0.0440827310085296,0.0001424864312866,7.568842556793243e-05,0.0002864249981939,0.7905054688453674,0.1248838827013969,0.0139413410797715,0.0162514951080083,ENGO
108,0.1220084428787231,0.0032448542769998,0.0002100099809467,0.0961129441857338,0.1246967166662216,0.0360132008790969,0.0114745749160647,0.3189209103584289,0.2809842824935913,0.0004259146517142,0.0058163423091173,ENGO
109,0.0945339053869247,3.771956835407764e-05,8.440547389909625e-05,0.5516707897186279,0.0273491814732551,0.0130630349740386,0.1345471441745758,0.0415445975959301,0.0805805847048759,0.054134402424097,0.0024175397120416,RINGO
110,0.4673722684383392,4.006871677120216e-05,8.9099514298141e-05,0.0724401250481605,0.0560225620865821,0.0115242479369044,0.0456541515886783,0.2112043648958206,0.0001560451491968,0.1354169249534607,4.12022382079158e-05,ENGO
111,6.175872113090008e-05,1.7606060282560065e-05,0.2769525647163391,0.040524486452341,0.0085674561560153,0.067698135972023,0.0504782274365425,0.0510646812617778,0.3400738835334778,0.1291903406381607,0.0088293794542551,RINGO
112,0.0009239336941391,0.3755026161670685,0.181446686387062,0.0010789013467729,0.0005538609111681,0.0002946602471638,0.06462924182415,0.2950553596019745,0.0483016185462474,0.0012153199641034,0.030728455632925,BINGO
113,0.0441136099398136,3.320777614135295e-05,0.0334585458040237,0.0001427584647899,0.0483115054666996,0.0995288863778114,0.1636598259210586,0.2743907868862152,0.1081161573529243,0.0206733644008636,0.2075390964746475,BINGO
114,0.0019257959211245,2.997363117174245e-05,0.0023079814855009,0.0001394027785863,0.0250493828207254,3.1874711567070335e-05,0.071748711168766,0.4151001870632171,0.2987925112247467,0.0118446536362171,0.1730003505945205,BINGO
115,0.0001006828824756,2.942027276731096e-05,0.0948765501379966,0.0007771227974444,0.0125176589936017,3.12922966259066e-05,0.2975600063800812,0.0494286008179187,0.1523236185312271,0.066383384168148,0.2847889065742492,BINGO
116,0.6195443868637085,2.988149390148465e-05,0.007109872996807,0.0097750835120677,6.04141278017778e-05,3.177805047016591e-05,0.0001309565268456,0.362987756729126,0.0001155207064584,0.0001545461418572,3.0729210266144946e-05,BINGO
117,0.318338930606842,2.555391074565705e-05,0.0551391169428825,0.0144861228764057,0.0075459163635969,0.0165291000157594,0.0431907661259174,0.2549341917037964,0.1629457771778106,0.1268133819103241,2.627755566209089e-05,LGMA
118,0.0001628820318728,0.1096672937273979,0.0001013980872812,0.0456658117473125,0.0061809364706277,0.0406634025275707,0.202904999256134,0.4046924114227295,0.1294202208518982,0.0582647249102592,4.708424967247993e-05,not yet affiliated/no data
119,0.0555666871368885,2.507725184841547e-05,0.0018389280885457,0.0134050892665982,0.1116442456841468,0.0066883382387459,0.2072477340698242,0.5941793322563171,0.0001032338186632,0.0058616455644369,2.5785855541471392e-05,ENGO
120,0.0560092739760875,0.0149052757769823,0.1268656849861145,0.0036222233902662,0.0017794816521927,0.0001022252472466,0.018956059589982,0.263136625289917,0.240936204791069,0.0397501699626445,0.1375468522310257,BINGO
121,0.0002054384967777,5.75575977563858e-05,0.156391829252243,0.0002574582467786,0.0157424863427877,0.0132835814729332,0.2463366985321045,0.3175643384456634,0.0653207227587699,0.0988159701228141,0.0544424690306186,ENGO
122,0.0488352179527282,0.2437799125909805,8.628906653029844e-05,0.0377595275640487,0.0371466614305973,0.0419070832431316,0.0354332327842712,0.2774784862995147,0.1995616853237152,0.0677729099988937,0.0102013107389211,not yet affiliated/no data
123,0.0163005422800779,0.1084160879254341,0.0001781174069037,0.0038594540674239,0.60898756980896,8.591743971919641e-05,0.061538428068161,0.1792089492082595,0.0003408096672501,0.0209225229918956,8.306761446874589e-05,IPO
124,0.0122841028496623,0.0125884758308529,0.170407697558403,0.0235407650470733,4.744147008750588e-05,2.511377533664927e-05,0.0266158040612936,0.1895834058523178,0.2120858132839203,0.3462874293327331,0.0025569703429937,RINGO
125,0.0012290175072848,0.0119206514209508,0.0769207254052162,0.0521684736013412,0.0861915796995163,0.0230933800339698,0.1145435124635696,0.4608429968357086,0.0534635670483112,0.0758629888296127,0.0437201112508773,RINGO
126,0.082640029489994,3.2537100196350366e-05,0.264556735754013,0.0045657362788915,0.0008156725089065,3.4601751394802704e-05,0.1204758360981941,0.1396816968917846,0.111294187605381,0.000150692925672,0.0532961338758468,BINGO
