"entity_id","name","entity_type","country","commitment","area","density","GDP","budget","population","iso"
14928,"Giuggianello","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,256","ITA"
14935,"Giurdignano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,917","ITA"
14937,"Giusvalla","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
14958,"Gorzegno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
14959,"Gosaldo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
14960,"Gossolengo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
14965,"Granaglione","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,261","ITA"
14974,"Grauno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"149","ITA"
15003,"Grumes","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"441","ITA"
15004,"Grumo Nevano (Na)","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15022,"Guiglia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15028,"Igliano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15033,"Imola","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15035,"Innichen - San Candido","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15053,"Ispani","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15076,"Lama Mocogno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,780","ITA"
15089,"Laureana Cilento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,185","ITA"
15091,"Laurino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,708","ITA"
15092,"Laurito","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15100,"Lei","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"578","ITA"
15112,"Lesegno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"839","ITA"
15136,"Lisignago","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"504","ITA"
15137,"Lisio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15167,"Loro Piceno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,507","ITA"
15175,"Lunamatrona","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15181,"Lurate Caccivio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15184,"Lustra","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,110","ITA"
15186,"Monesiglio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15191,"Macomer","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,672","ITA"
15193,"Madonna Del Sasso","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15202,"Maglie","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"14,981","ITA"
15206,"Magomadas","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15217,"Malosco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15228,"Mantello","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15235,"Marano Sul Panaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15244,"Margarita","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15252,"Marrubiu","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,000","ITA"
15253,"Marsaglia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15268,"Masi Torello","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,381","ITA"
15270,"Masone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,795","ITA"
15303,"Meolo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15308,"Mereto Di Tomba","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15317,"Michele ","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,361","ITA"
15327,"Millesimo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15331,"Minervino Di Lecce","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,787","ITA"
15350,"Modolo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15356,"Moio Della Civitella","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15365,"Mombasiglio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15371,"Monastier Di Treviso","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,343","ITA"
15375,"Mondavio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15380,"Monfumo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15401,"Montanera","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15402,"Montano Lucino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15413,"Monte San Giovanni Campano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15414,"Monte San Martino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"772","ITA"
15427,"Montecorice","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15428,"Montecorvino Pugliano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"10,380","ITA"
15430,"Montecorvino Rovella","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15432,"Montecreto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15439,"Monteforte Cilento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15448,"Montelabbate","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15455,"Montelupo Albese","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15476,"Montesarchio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"13,249","ITA"
15479,"Montese","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15502,"Moos In Passeier","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15510,"Morigerati","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15540,"Murazzano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15541,"Murialdo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15542,"Muro Leccese","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"5,123","ITA"
15547,"Mussolente","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15562,"Niederdorf - Villabassa","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15567,"Nocera Superiore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"24,253","ITA"
15569,"Nociglia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,482","ITA"
15575,"Nonantola","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15576,"Nonio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15577,"Noragugume","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"342","ITA"
15578,"Norbello","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,179","ITA"
15583,"Novafeltria","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15598,"Nughedu Santa Vittoria","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"520","ITA"
15607,"Nuvolento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,073","ITA"
15618,"Ogliastro Cilento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,274","ITA"
15622,"Olevano Sul Tusciano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15626,"Oliveto Citra","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,000","ITA"
15636,"Oltrona Di San Mamette","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15639,"Omignano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,535","ITA"
15664,"Ortelle","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,413","ITA"
15676,"Osiglia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15693,"Ostellato","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15698,"Ottati","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15707,"Pezzolo Valle Uzzone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15708,"Pieve Di Soligo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15709,"Piozzano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15711,"Prunetto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15716,"Padergnone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15722,"Paderno Del Grappa","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15735,"Palazzolo Acreide","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15738,"Palazzuolo Sul Senio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15750,"Paolisi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15755,"Pauli Arbarei","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15756,"Paulilatino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,377","ITA"
15759,"Pavullo Nel Frignano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15761,"Pedesina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15763,"Penna San Giovanni","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,142","ITA"
15766,"Pennabilli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15798,"Piana Crixia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15808,"Piedimonte San Germano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15836,"Pieve D'Alpago","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15837,"Pieve Di Bono-Prezzo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15838,"Pieve Di Cento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15846,"Pinzano Al Tagliamento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15847,"Piobbico","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15849,"Piombino Dese","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15854,"Pisciotta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15860,"Pocapaglia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15863,"Podenzano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"8,990","ITA"
15895,"Pontecorvo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15906,"Porretta Terme","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,778","ITA"
15908,"Porto Azzurro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,578","ITA"
15914,"Porto Viro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15917,"Portoferraio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"12,253","ITA"
15919,"Portomaggiore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15935,"Prags - Braies","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15950,"Preore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"402","ITA"
15962,"Province Of Chieti","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"328,207","ITA"
15963,"Province Of L'Aquila","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"309,264","ITA"
15964,"Province Of Teramo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"308,769","ITA"
15967,"Puglianello","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,372","ITA"
15971,"Puos D'Alpago","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15976,"Quarna Sopra","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15977,"Quarna Sotto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15993,"Refrontolo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
15994,"Rocchetta Belbo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16010,"Revò","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16023,"Rio Marina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,274","ITA"
16025,"Riolo Terme","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16026,"Riolunato","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16034,"Ripe San Ginesio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"874","ITA"
16040,"Rivamonte Agordino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16052,"Robilante","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16068,"Roccabascerana","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16070,"Roccabruna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,590","ITA"
16074,"Roccaforte Mondovì","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,124","ITA"
16076,"Roccagloriosa","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16091,"Roccasparvera","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16095,"Roccavignale","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16096,"Roccavione","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16099,"Roccella Valdemone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"714","ITA"
16109,"Rogolo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16116,"Roncade","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16132,"Ronzone","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16136,"Roscigno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16145,"Rotondi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16158,"Ruffrè - Mendola","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16165,"Sabbio Chiese","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16166,"Salmour","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16167,"San Fior","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16168,"San Michele MondovÌ","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16169,"San Pietro Di Feletto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16170,"Sant’Albano Stura","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16171,"Sernaglia Della Battaglia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16176,"Sagama","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16180,"Sala Consilina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16182,"Salara","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16199,"Salvitelle","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16204,"Samugheo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,195","ITA"
16209,"San Benedetto Belbo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16216,"San Benigno Canavese","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16220,"San Biagio Saracinisco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16224,"San Casciano Dei Bagni","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,648","ITA"
16225,"San Cassiano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,126","ITA"
16230,"San Cipriano Picentino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16238,"San Donato Val Di Comino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16255,"San Ginesio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,593","ITA"
16265,"San Giorgio Piacentino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16268,"San Giorgio Delle Pertiche","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16269,"San Giorgio Di Piano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16285,"San Giovanni Suergiu","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"6,071","ITA"
16288,"San Giovanni A Piro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16298,"San Leo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16305,"San Lorenzo Maggiore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,162","ITA"
16306,"San Lupo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"832","ITA"
16312,"San Marco D'Alunzio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,082","ITA"
16323,"San Martino Sannita","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,291","ITA"
16325,"San Martino Valle Caudina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16330,"San Maurizio D'Opaglio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16332,"San Mauro Cilento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,011","ITA"
16334,"San Mauro La Bruca","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16336,"San Mauro Torinese","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16347,"San Nicolò Di Comelico","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16348,"San Nicolò D’Arcidano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16370,"San Pietro Al Tanagro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16371,"San Pietro Di Cadore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16372,"San Pietro In Casale","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16382,"San Rufo","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16398,"San Vero Milis","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16407,"San Vittore Del Lazio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16409,"San Zenone Degli Ezzelini","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16411,"Sanarica","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,490","ITA"
16414,"Sanfrè","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16417,"Sanluri","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16426,"Sant'Agata Feltria","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16454,"Sant'Arpino","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16459,"Sant'Elia Fiumerapido","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16477,"Santa Croce Del Sannio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"968","ITA"
16481,"Santa Giusta","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,877","ITA"
16501,"Santadi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,600","ITA"
16502,"Santarcangelo Di Romagna","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"21,099","ITA"
16515,"Santo Stefano Di Cadore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16519,"Sant’Angelo In Pontano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16521,"Sant’Ippolito","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16522,"Sanzeno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16524,"Sapri","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16530,"Sarteano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,691","ITA"
16542,"Savignano Sul Panaro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"9,400","ITA"
16551,"Scano Di Montiferro","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16574,"Sedegliano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16579,"Segonzano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,536","ITA"
16583,"Sella Giudicarie","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16588,"Seneghe","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16599,"Serra Sant’Abbondio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16602,"Serralunga D'Alba","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16603,"Serramezzana","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16605,"Serrapetrona","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"995","ITA"
16607,"Serrungarina","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16609,"Sessa Cilento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16615,"Settefrati","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16618,"Setzu","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16622,"Sexten - Sesto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16624,"Sfruz","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16626,"Siamaggiore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"983","ITA"
16628,"Siddi","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16629,"Siena","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"53,861","ITA"
16635,"Sinalunga","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"12,476","ITA"
16636,"Sindia","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"1,818","ITA"
16645,"Soddì","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"122","ITA"
16649,"Solarino ","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"7,820","ITA"
16651,"Solarussa","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"2,500","ITA"
16660,"Sommariva Perno","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16661,"Sommariva Del Bosco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16689,"Spilamberto","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16701,"Spongano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"3,803","ITA"
16703,"Sporminore","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16706,"St. Leonhard In Passeier","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16707,"St. Martin In Passeier","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16712,"Stella Cilento","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"742","ITA"
16716,"Stio","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"994","ITA"
16724,"Strangolagalli","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16732,"Subiaco","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"9,400","ITA"
16733,"Succivo (Ce)","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16736,"Suni","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16737,"Supersano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"4,510","ITA"
16744,"Torre Bormida","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16746,"Treviso Bresciano","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
16747,"Trezzo Tinella","City","Italy","Global Covenant of Mayors for Climate & Energy","","",NA,NA,"0","ITA"
