"","docnum","Topic1","Topic2","Topic3","Topic4","Topic5","Topic6","Topic7","Topic8","X","file_iso","name","continent"
"34",34,7.05600474359992e-05,0.000316817556525078,0.0277232531107782,0.014422534603925,0.000267255557350872,0.953885918796249,0.00247951265321613,0.00083414767451976,34,"DOM","Dominican Republic","Americas"
"35",35,5.96729246447454e-05,0.000217319820696929,0.000530423418057008,0.998226696698693,0.000124430257521383,0.000265502328920252,7.06343536970179e-05,0.000505320197769496,35,"ESP","Spain","Europe"
"36",36,5.96729246447413e-05,0.000217319820696912,0.000530423418056972,0.998226696698693,0.000124430257521371,0.000265502328920232,7.06343536970127e-05,0.000505320197769451,36,"EST","Estonia","Europe"
"37",37,5.96729246447434e-05,0.000217319820696919,0.000530423418056992,0.998226696698693,0.000124430257521373,0.000265502328920242,7.06343536970151e-05,0.000505320197769463,37,"EUU",NA,NA
"38",38,5.9672924644742e-05,0.000217319820696915,0.000530423418056975,0.998226696698693,0.000124430257521374,0.000265502328920235,7.0634353697014e-05,0.000505320197769459,38,"FIN","Finland","Europe"
"39",39,0.194683851224847,0.0254229589880471,0.196136314627598,0.324447533767251,0.0186536176907413,0.0550722772692226,0.00314788478034039,0.182435561651952,39,"FJI","Fiji","Oceania"
"40",40,5.96729246447443e-05,0.000217319820696922,0.000530423418056996,0.998226696698693,0.000124430257521376,0.000265502328920244,7.06343536970168e-05,0.000505320197769471,40,"FRA","France","Europe"
"41",41,0.0036753351033484,0.0584833212074619,0.0587168380938883,0.408520527886623,0.022946505306075,0.0780834429836438,0.00453326058715444,0.365040768831805,41,"GBR","United Kingdom","Europe"
"42",42,0.121635566084201,0.000737431709146326,0.0776185031992148,0.0122955502523761,0.00147543025179513,0.00147814831007855,0.00103213852658252,0.783727231666606,42,"GEO","Georgia","Asia"
"43",43,0.000959722844607826,0.000615067240804951,0.87823257410493,0.0137526747894824,0.000227636988354848,0.0012915802050109,0.103808693563528,0.00111205026328042,43,"GHA","Ghana","Africa"
"44",44,0.019191852995075,0.0200105022029608,0.148174812561498,0.00518695181683694,0.00383249620493471,0.129684630677,0.185564748298879,0.488354005242816,44,"GIN","Guinea","Africa"
"45",45,0.057920856648267,0.040729379747885,0.169359827271643,0.155034393868901,0.0092124229149973,0.270617446368063,0.00959800500570238,0.287527668174542,45,"GNB","Guinea-Bissau","Africa"
"46",46,5.96729246447456e-05,0.000217319820696928,0.000530423418057006,0.998226696698693,0.000124430257521381,0.000265502328920251,7.06343536970184e-05,0.000505320197769485,46,"GRC","Greece","Europe"
"47",47,6.13719531631983e-06,6.01621732314968e-05,0.0015374860369421,0.00335043036665174,7.6799195569062e-05,0.99453785405696,0.000158399144772723,0.000272731830557064,47,"HND","Honduras","Americas"
"48",48,5.96729246447432e-05,0.000217319820696917,0.000530423418056988,0.998226696698693,0.000124430257521373,0.000265502328920238,7.06343536970143e-05,0.000505320197769473,48,"HRV","Croatia","Europe"
"49",49,5.96729246447433e-05,0.000217319820696917,0.000530423418056983,0.998226696698693,0.000124430257521372,0.000265502328920238,7.06343536970148e-05,0.000505320197769461,49,"HUN","Hungary","Europe"
"50",50,0.0022847274988689,0.00079356318140136,0.206121098556554,0.0105012140024959,0.00171558719362681,0.272039684158852,0.00130530677425851,0.505238818633942,50,"IDN","Indonesia","Asia"
"51",51,5.96729246447435e-05,0.000217319820696919,0.000530423418056993,0.998226696698693,0.000124430257521373,0.000265502328920242,7.06343536970154e-05,0.000505320197769465,51,"IRL","Ireland","Europe"
"52",52,0.000912667272347286,0.00257628010850045,0.00153300856361827,0.949271747674481,0.0300549114348035,0.0030918220579049,0.00182420405727216,0.0107353588310732,52,"ISL","Iceland","Europe"
"53",53,0.145248793864614,0.00313500782292584,0.18802171267494,0.626624728413488,0.0020759021361246,0.00484935766026813,0.00337286518660866,0.0266716322410308,53,"ISR","Israel","Asia"
"54",54,5.96729246447459e-05,0.000217319820696928,0.00053042341805701,0.998226696698693,0.000124430257521382,0.000265502328920251,7.06343536970176e-05,0.000505320197769501,54,"ITA","Italy","Europe"
"55",55,0.00753660945144823,0.0381972547138414,0.130173763729013,0.461551492409772,0.0380856282747967,0.1236597338947,0.00568909702870666,0.195106420497722,55,"JAM","Jamaica","Americas"
"56",56,0.104709441027994,0.000774232884788443,0.00197122923689542,0.016146644385184,0.0907440696907816,0.0290788017097812,0.00958200372585373,0.746993577338722,56,"JOR","Jordan","Asia"
"57",57,0.00296986911741796,0.00279788028543875,0.379925239441997,0.551400676933861,0.00135517289813196,0.0173162544205849,0.031001107355513,0.0132337995470564,57,"JPN","Japan","Asia"
"58",58,0.00105961332935709,0.000244106269134897,0.0001790370220066,0.019248016943688,0.0695210443355174,0.000345016191453815,0.000384873263934216,0.909018292644908,58,"KEN","Kenya","Africa"
"59",59,0.000981326668636007,0.000479711616089258,0.888546936195235,0.00988913029254042,0.000228629154517977,0.00152813801816871,0.0968679619870385,0.00147816606777431,59,"KGZ","Kyrgyzstan","Asia"
"60",60,1.55854834485415e-05,2.16683071120656e-05,2.58406506155779e-07,2.74777435758107e-05,0.99965921801395,1.3739114638466e-05,0.000112558031181163,0.000149494899588648,60,"KHM","Cambodia","Asia"
"61",61,0.417429849354205,0.00493465156465348,0.00435380137759493,0.0309438567436699,0.00705475306283834,0.000475594594665183,0.0253258018569654,0.509481691445408,61,"KNA","St. Kitts & Nevis","Americas"
"62",62,0.00424013021772638,0.00270047047926477,0.103802645214891,0.677970566039409,0.00231806648296902,0.0099238569611098,0.00143182647553878,0.197612438129091,62,"KOR","South Korea","Asia"
"63",63,0.00750760669553695,0.00648564119815728,0.0655664189611846,0.646077023543429,0.0146813953564978,0.0252043285152742,0.00245883129262166,0.232018754437299,63,"KOR","South Korea","Asia"
"64",64,0.0713752861930848,0.00628999578246042,0.0284220186851901,0.394527061890509,0.0150811582287,0.12904984307865,0.0349383138775127,0.320316322263893,64,"KWT","Kuwait","Asia"
"65",65,0.0543801881211219,0.00173876008110763,0.00337618460449104,0.00248188285211842,0.319245430328869,0.0176301386664095,0.28522692035295,0.315920494992933,65,"LAO","Laos","Asia"
"66",66,0.0234546687907983,0.00119693679941466,0.0572705756952083,0.08181565161522,0.0211770483777035,0.00277453878218919,0.00918184665066159,0.803128733288804,66,"LBN","Lebanon","Asia"
"67",67,0.144253960042227,0.545966447755347,0.0610839581142296,0.030699359132779,0.0702557233762831,0.00279830224956751,0.0212965665636798,0.123645682765887,67,"LBR","Liberia","Africa"
"68",68,0.027761256283361,0.217162042743246,0.0800984061365276,0.301031954027088,0.159105498763725,0.0527021741885104,0.0323003092501433,0.129838358607399,68,"LCA","St. Lucia","Americas"
"69",69,0.0977738186185759,0.0350005732503964,0.00603456199448798,0.0095149991649795,0.0880409143084845,0.00112388767498372,0.191432631539058,0.571078613449034,69,"LKA","Sri Lanka","Asia"
"70",70,5.96729246447448e-05,0.000217319820696924,0.000530423418056996,0.998226696698693,0.000124430257521378,0.000265502328920246,7.06343536970171e-05,0.000505320197769479,70,"LTU","Lithuania","Europe"
"71",71,5.9672924644745e-05,0.000217319820696924,0.000530423418056997,0.998226696698693,0.000124430257521378,0.000265502328920246,7.06343536970173e-05,0.000505320197769482,71,"LUX","Luxembourg","Europe"
"72",72,5.96729246447461e-05,0.000217319820696928,0.000530423418057007,0.998226696698693,0.000124430257521381,0.000265502328920252,7.06343536970185e-05,0.000505320197769491,72,"LVA","Latvia","Europe"
"73",73,0.00410140918644605,0.00239497114173343,0.065894511745755,0.0452444450763747,0.0277830788477819,0.182672814731727,0.0697408073604441,0.602167961909738,73,"MAR","Morocco","Africa"
"74",74,0.00322475691195014,0.00160928937743647,0.00919277195152898,0.000985198148575231,0.00786932250052461,0.0712704864899624,0.0193917438065217,0.8864564308135,74,"MCO","Monaco","Europe"
"75",75,0.954608484997531,5.41921316130273e-05,0.0438312185436734,0.000822268902832619,3.18099311952985e-05,5.35259638597495e-05,0.00013011926535534,0.000468380263939057,75,"MDA","Moldova","Europe"
"76",76,0.0643323652732678,0.0208281799129789,0.016969112535899,0.482193537505399,0.0171189923894232,0.00494770075515535,0.0481127607841992,0.345497350843677,76,"MDV","Maldives","Asia"
"77",77,0.000927203095608245,0.000443571880348673,0.221128219492848,0.118201315021533,0.000942240141385594,0.614393431091622,0.000860464296464449,0.0431035549801894,77,"MEX","Mexico","Americas"
"78",78,0.0167426594476671,0.00773804191224172,0.244178549364327,0.27323305708066,0.00730860837443614,0.0235511437058428,0.0109107559013646,0.416337184213461,78,"MHL","Marshall Islands","Oceania"
"79",79,0.00415136404652613,0.000847836031060991,0.674029286052277,0.235805858571974,0.000460130048582837,0.0193667345068613,0.00105894625324784,0.0642798444894703,79,"MKD","North Macedonia","Europe"
"80",80,5.96729246447432e-05,0.000217319820696915,0.000530423418056989,0.998226696698693,0.000124430257521371,0.000265502328920235,7.06343536970146e-05,0.000505320197769456,80,"MLT","Malta","Europe"
"81",81,0.00363633580833428,0.751237275394704,0.00374910970273803,0.000396175360106895,0.0807227808115709,0.094477147189009,0.0538183626916811,0.0119628130418552,81,"MMR","Myanmar (Burma)","Asia"
"82",82,0.0105762030820468,0.00136829628477602,0.363277952174177,0.127232212848186,0.00217998058964378,0.00795278838477836,0.00213228541441076,0.485280281221981,82,"MNE","Montenegro","Europe"
"83",83,0.0189832978494642,0.00119973545073942,0.00521927806004484,0.00661742630304405,0.00378677896047355,0.00180628429981909,0.00106048845213335,0.961326710624282,83,"MNG","Mongolia","Asia"
"84",84,0.0096761895646087,0.120314325076441,0.0080488079480506,0.096080295243255,0.0319941529200627,0.00235228571962647,0.467524795471964,0.264009148055992,84,"MUS","Mauritius","Africa"
"85",85,2.32237046544303e-05,5.80053612084681e-05,0.000176156776650404,1.25646696524373e-05,0.000177263228910765,5.68583581122783e-05,0.999433443841378,6.24840594323903e-05,85,"MWI","Malawi","Africa"
"86",86,0.0665561368968717,0.00425368648705357,0.00697795643718704,0.440437398857381,0.0472913456460315,0.00349711219814471,0.00470392737425061,0.42628243610308,86,"MYS","Malaysia","Asia"
"87",87,0.134246383514399,0.00368517822731982,0.794998996094713,0.00437860183141992,0.0429945870428283,0.00106734553561474,0.00382893828167342,0.0147999694720329,87,"NAM","Namibia","Africa"
"88",88,0.00048910179809765,0.0335449115139466,0.0540951763017109,0.000589033604084196,0.00118100160279809,0.84057716398394,0.066626755654125,0.00289685554129747,88,"NIC","Nicaragua","Americas"
"89",89,5.96729246447454e-05,0.000217319820696927,0.000530423418057007,0.998226696698693,0.00012443025752138,0.000265502328920251,7.06343536970184e-05,0.000505320197769485,89,"NLD","Netherlands","Europe"
"90",90,0.00336434452637576,0.0579386028733117,0.00612145533837619,0.842507483844892,0.0332634420416334,0.00805195428470816,0.00661291235507014,0.0421398047356325,90,"NOR","Norway","Europe"
"91",91,0.116701991197124,0.0286451010471146,0.184767813544706,0.450860804412693,0.0106561068883474,0.0147368568092693,0.011101641414318,0.182529684686427,92,"NZL","New Zealand","Oceania"
"92",92,3.15745666788491e-05,0.000200437486071481,0.00550116994605951,0.00781567586319126,0.000306553506863801,0.983038429743986,0.00230160950272091,0.000804549384427847,93,"PAN","Panama","Americas"
"93",93,5.20577583575298e-05,0.000139712461016617,0.0166379696526184,0.00087748535786528,0.000128464373288484,0.980473931346266,0.00066948636634903,0.00102089268423866,94,"PER","Peru","Americas"
"94",94,5.96729246447439e-05,0.000217319820696917,0.000530423418056986,0.998226696698693,0.000124430257521372,0.000265502328920241,7.06343536970163e-05,0.000505320197769462,95,"POL","Poland","Europe"
"95",95,5.96729246447468e-05,0.000217319820696929,0.000530423418057016,0.998226696698693,0.000124430257521378,0.000265502328920254,7.06343536970193e-05,0.000505320197769485,96,"PRT","Portugal","Europe"
"96",96,0.000157749676425109,4.03391880794557e-05,0.992169576077387,0.000181640611306549,6.87207563070804e-06,0.00608013884244528,0.00114085149170382,0.000222832037022285,97,"PRY","Paraguay","Americas"
"97",97,0.00156764170578426,0.163532347545761,0.00129360531150457,0.0594229904236213,0.0452640278451603,0.00136821033554125,0.00694766227484941,0.720603514557778,98,"PSE","Palestinian Territories","Asia"
"98",98,0.0035478256098324,0.0666376261014729,0.00379333675328847,0.00201616721881671,0.0305062334199397,0.0198299206177959,0.00878435237115095,0.864884537907703,99,"QAT","Qatar","Asia"
"99",99,5.96729246447471e-05,0.000217319820696931,0.000530423418057012,0.998226696698693,0.000124430257521382,0.000265502328920255,7.06343536970195e-05,0.000505320197769505,100,"ROU","Romania","Europe"
"100",100,0.0043464715868502,0.000414854502085886,0.000421090499899185,8.4831025277846e-05,0.0677291542731241,0.000322688647905898,0.924476148728556,0.00220476073630088,101,"RWA","Rwanda","Africa"
"101",101,0.116684823668514,0.00170259365880296,0.0032610905691868,0.00107563751251998,0.00565713557569585,0.000965887838904469,0.00206105923449214,0.868591771941884,102,"SAU","Saudi Arabia","Asia"
"102",102,0.013540846955548,0.029621094194199,0.097996697326372,0.568271490810457,0.00875666453329982,0.00693004765470155,0.0154698608951813,0.259413297630241,103,"SGP","Singapore","Asia"
"103",103,0.216590797196894,0.118036135232121,0.0563372231080575,0.0179107621676919,0.00418207093168221,0.00429791781862705,0.00336165823161936,0.579283435313307,104,"SLB","Solomon Islands","Oceania"
"104",104,0.99775652833849,0.00140398474033499,0.000188896555497782,4.6608935302103e-05,0.000109476619882566,2.4858668670609e-06,0.000145010637463078,0.000347008306162364,105,"SLE","Sierra Leone","Africa"
"105",105,0.400006595414393,0.00322669049592096,0.0826634123929236,0.0456589906272555,0.00294394839721678,0.00169667343939789,0.00231077601795691,0.461492913214936,106,"SOM","Somalia","Africa"
"106",106,0.00367785193312712,0.00207853123866476,0.169773209829588,0.132720228742847,0.0709344853349319,0.369695276001169,0.0055326252897879,0.245587791629884,107,"STP","São Tomé & Príncipe","Africa"
"107",107,5.96729246447392e-05,0.000217319820696904,0.000530423418056949,0.998226696698693,0.000124430257521368,0.000265502328920222,7.06343536970106e-05,0.000505320197769435,108,"SVK","Slovakia","Europe"
"108",108,5.96729246447446e-05,0.000217319820696923,0.000530423418057004,0.998226696698693,0.000124430257521376,0.000265502328920246,7.06343536970164e-05,0.000505320197769472,109,"SVN","Slovenia","Europe"
"109",109,5.9672924644745e-05,0.000217319820696921,0.000530423418056997,0.998226696698693,0.000124430257521376,0.000265502328920244,7.06343536970161e-05,0.000505320197769477,110,"SWE","Sweden","Europe"
"110",110,0.00366623708125977,0.00108765841075871,0.000972356644284691,0.0622351301479399,0.275202137370674,0.000831022882398287,0.054112511929671,0.601892945533014,111,"SWZ","Eswatini","Africa"
"111",111,0.0511982100846672,0.010163427671603,0.00748845598521078,0.0519816743015539,0.0661236993839985,0.0400118571549223,0.0134927812347923,0.759539894183252,112,"SYC","Seychelles","Africa"
"112",112,0.081166668755015,0.00158240664863518,0.528463583511254,0.00427879664248782,0.00169038795242725,0.00907957683100652,0.0031346258081312,0.370603953851043,113,"THA","Thailand","Asia"
"113",113,0.203047371865107,0.00250652144855417,0.0616863975757215,0.0485307047037371,0.0901404746375117,0.217592564454093,0.0240983832866799,0.352397582028596,114,"TJK","Tajikistan","Asia"
"114",114,0.00146971905702946,0.000266807179774733,0.991955711675356,0.000770534757000121,3.61468139167988e-05,0.00146487805137918,0.00269452676060701,0.00134167570493667,115,"TZA","Tanzania","Africa"
"115",115,0.00557589743269764,0.00581563009878008,0.328196451763333,0.499866425532134,0.0314709706875394,0.0119941843308565,0.102631420469307,0.0144490196853521,116,"UGA","Uganda","Africa"
"116",116,0.00494453038343184,0.016157400371726,0.294135176709774,0.335498589497483,0.00199575082761763,0.086849625413661,0.00331025873600345,0.257108668060303,117,"UKR","Ukraine","Europe"
"117",117,0.0029753550981353,0.0648419479322345,0.0845995447871991,0.710757186535038,0.00257657742342618,0.114885803907816,0.00385298835891484,0.0155105959572366,118,"USA","United States","Americas"
"118",118,0.159379093862467,0.000872416640960848,0.225249559355825,0.00237216535371007,0.00277544195781435,0.112345900555601,0.00209603458945849,0.494909387684164,119,"UZB","Uzbekistan","Asia"
"119",119,0.00612848650427456,0.000509941230395205,0.000419992562210454,0.000382549818507364,0.0719485309460604,0.000465730925235435,0.00531665793100961,0.914828110082307,120,"VNM","Vietnam","Asia"
"120",120,0.000640235257791348,0.940440705587721,0.00105686876576381,0.0263573170872513,0.00614119847476618,0.000655875960726662,0.0212953610151316,0.00341243785084762,121,"VUT","Vanuatu","Oceania"
"121",121,0.0724288684030811,0.0836670473414011,0.085821552321326,0.254435740859805,0.0104423531989545,0.105250727808556,0.00536626722880757,0.382587442838069,122,"ZAF","South Africa","Africa"
"122",122,0.00227451437176865,0.00415670654974194,0.0103155526767977,0.637790426812774,0.103089762989797,0.169443079157764,0.0352527992128939,0.0376771582284619,123,"ZMB","Zambia","Africa"
"123",123,0.00169464293105821,0.00260625901804622,0.215766974613494,0.481937423099106,0.00331174208450127,0.201377179914166,0.0860718055697158,0.00723397276991214,124,"ZMB","Zambia","Africa"
"124",124,0.000714777211455494,0.000432636034710113,0.841512426351492,0.0170257433636108,0.000166370488654531,0.000597647562472618,0.138999092363404,0.000551306624200689,125,"ZWE","Zimbabwe","Africa"
